Contig ID,Size,Prev_ech1,Prev_ech2,Prev1 F ENV RPKM,Prev2 F ENV RPKM
Prev_v1_contig_117,2478,168032,172369,2059.654748,1777.504254
Prev_v1_contig_1170,1553,2587,3095,25.93867097,26.10724236
Prev_v1_contig_11700,547,307,254,26.1574279,18.20704367
Prev_v1_contig_11701,3422,1462,1774,17.82928842,18.20075104
Prev_v1_contig_11702,1198,1385,1868,19.59519807,22.23442036
Prev_v1_contig_11703,1416,43,41,2.192399983,1.758669562
Prev_v1_contig_11704,1012,4506,6988,17.61488878,22.98215081
Prev_v1_contig_11705,1152,475,966,3.712233118,6.351375853
Prev_v1_contig_11706,863,1095,1387,8.910006329,9.494878469
Prev_v1_contig_11707,309,127,191,8.951050275,11.3253778
Prev_v1_contig_11708,907,1018,1099,7.117369403,6.46425496
Prev_v1_contig_11709,204,711,1036,27.37029242,33.55201815
Prev_v1_contig_1171,587,1656,2099,14.58950714,15.55757069
Prev_v1_contig_11710,328,115,35,3.711509486,0.950319924
Prev_v1_contig_11711,2047,1084,1391,5.496190591,5.933469141
Prev_v1_contig_11712,258,884,851,14.42293273,11.68099744
Prev_v1_contig_11713,691,1074,510,8.390134104,3.351844427
Prev_v1_contig_11714,1876,2266,3059,11.41980207,12.96961858
Prev_v1_contig_11715,548,3653,4371,27.46304391,27.64578088
Prev_v1_contig_11716,824,1483,1855,6.571943414,6.915851099
Prev_v1_contig_11717,418,581,696,30.26686873,30.50349879
Prev_v1_contig_11718,447,3076,3807,27.44031516,28.5716089
Prev_v1_contig_11719,326,51,48,1.289852798,1.021316309
Prev_v1_contig_1172,2237,11310,13812,74.50901042,76.55116705
Prev_v1_contig_11720,410,1828,2140,11.81528561,11.63672743
Prev_v1_contig_11721,291,3308,3954,34.4469593,34.6394599
Prev_v1_contig_11722,971,5125,6952,76.3404125,87.12031798
Prev_v1_contig_11723,524,1319,1703,6.709000706,7.287469428
Prev_v1_contig_11724,1411,461,556,13.37022283,13.56630471
Prev_v1_contig_11725,1463,2691,3450,17.66729358,19.05568122
Prev_v1_contig_11726,643,1887,5364,84.52152234,202.1311447
Prev_v1_contig_11727,285,492,574,5.634414961,5.53024885
Prev_v1_contig_11728,347,2030,2219,19.17075334,17.62988582
Prev_v1_contig_11729,206,1023,23,26.46650563,0.50060809
Prev_v1_contig_1173,246,2157,3631,27.51251827,38.96327948
Prev_v1_contig_11730,214,105,145,3.458641067,4.018215762
Prev_v1_contig_11731,2084,1045,1351,7.433557419,8.085089184
Prev_v1_contig_11732,367,1448,1708,20.79344632,20.6345421
Prev_v1_contig_11733,1189,1094,1207,28.6513718,26.59404654
Prev_v1_contig_11734,706,3716,4630,71.5246179,74.97386294
Prev_v1_contig_11735,1379,709,1000,4.717828574,5.59815575
Prev_v1_contig_11736,210,1634,1809,7.174762017,6.68256314
Prev_v1_contig_11737,853,1167,1526,7.82794582,8.611534474
Prev_v1_contig_11738,423,130,119,1.574351191,1.212423322
Prev_v1_contig_11739,2024,3854,4888,44.64295069,47.63448064
Prev_v1_contig_1174,1925,5617,5919,32.33697343,28.66766639
Prev_v1_contig_11740,2019,1309,1762,16.97869833,19.22736211
Prev_v1_contig_11741,302,1176,1693,9.300662513,11.26451708
Prev_v1_contig_11742,652,4461,5718,78.89366298,85.07522457
Prev_v1_contig_11743,276,2637,2286,36.927156,26.93152917
Prev_v1_contig_11744,962,97,95,3.741575602,3.082871706
Prev_v1_contig_11745,448,2697,2976,23.16466029,21.50438229
Prev_v1_contig_11746,401,307,466,5.798444608,7.404710945
Prev_v1_contig_11747,3278,1563,2429,6.425881938,8.401374315
Prev_v1_contig_11748,230,4227,4240,33.03496714,27.87767455
Prev_v1_contig_11749,386,204,529,1.37948278,3.009475722
Prev_v1_contig_1175,4124,85,110,6.904720484,7.517421774
Prev_v1_contig_11750,287,29,29,0.850079277,0.715168677
Prev_v1_contig_11751,252,1710,2270,17.89409837,19.98428539
Prev_v1_contig_11752,485,1371,1621,12.95372244,12.88514183
Prev_v1_contig_11753,784,434,645,5.082533263,6.354761717
Prev_v1_contig_11754,752,973,169,8.467155245,1.237258491
Prev_v1_contig_11755,1030,1203,1257,7.679792299,6.751001132
Prev_v1_contig_11756,472,84,91,2.085936892,1.901132242
Prev_v1_contig_11757,528,1242,1789,21.01507119,25.46646508
Prev_v1_contig_11758,472,2127,2160,18.60227754,15.89283727
Prev_v1_contig_11759,299,60,115,1.929941612,3.112001631
Prev_v1_contig_1176,1455,3532,3732,14.72620722,13.09064072
Prev_v1_contig_11760,260,1360,2081,21.69070262,27.92259955
Prev_v1_contig_11761,290,381,500,4.140621896,4.57150984
Prev_v1_contig_11762,1241,1121,1346,69.54826699,70.25460815
Prev_v1_contig_11763,389,49,50,4.212407685,3.616207784
Prev_v1_contig_11764,369,655,544,5.33879398,3.730352029
Prev_v1_contig_11765,791,693,679,11.97956002,9.874758052
Prev_v1_contig_11766,2614,150,503,2.102056288,5.930210685
Prev_v1_contig_11767,1532,1812,2408,58.18660814,65.05345797
Prev_v1_contig_11768,848,1746,2448,11.31579964,13.34754763
Prev_v1_contig_11769,2065,1172,1124,57.17079623,46.12772078
Prev_v1_contig_1177,886,52768,53249,1583.10221,1343.998653
Prev_v1_contig_11770,585,1446,2020,9.212665116,10.82723136
Prev_v1_contig_11771,385,1906,2210,22.11831469,21.57597678
Prev_v1_contig_11772,2788,288,304,14.04879634,12.47582484
Prev_v1_contig_11773,593,2646,3114,14.63948437,14.49451222
Prev_v1_contig_11774,3123,10,18,0.500541863,0.757987365
Prev_v1_contig_11775,530,856,720,15.96319539,11.2960763
Prev_v1_contig_11776,252,248,93,10.15886075,3.204980052
Prev_v1_contig_11777,384,1450,1917,9.91354934,11.02636435
Prev_v1_contig_11778,1857,1489,1514,26.6032169,22.75696746
Prev_v1_contig_11779,359,2606,3470,68.34334229,76.55971943
Prev_v1_contig_1178,1358,1002,1545,5.986006498,7.765099088
Prev_v1_contig_11780,3122,67,38,6.327292976,3.019088154
Prev_v1_contig_11781,2057,749,896,24.79947194,24.95845405
Prev_v1_contig_11782,1847,343,413,10.97757662,11.12017097
Prev_v1_contig_11783,548,2696,2509,19.99394623,15.65410885
Prev_v1_contig_11784,642,72,33,2.614193638,1.00801792
Prev_v1_contig_11785,773,889,897,9.328297604,7.918485596
Prev_v1_contig_11786,1555,266,531,12.68512535,21.30378171
Prev_v1_contig_11787,1598,327,616,7.768074775,12.311059
Prev_v1_contig_11788,620,199,173,5.643461413,4.127505328
Prev_v1_contig_11789,593,754,588,16.35152491,10.72786492
Prev_v1_contig_1179,1124,17078,16960,134.3998874,112.2888927
Prev_v1_contig_11790,337,442,520,15.66261179,15.50223492
Prev_v1_contig_11791,1151,76,153,2.829082047,4.791510422
Prev_v1_contig_11792,478,1205,1453,9.229228038,9.362525209
Prev_v1_contig_11793,956,838,722,7.168715441,5.196172694
Prev_v1_contig_11794,257,786,456,4.878022703,2.380867187
Prev_v1_contig_11795,269,2133,2027,26.44968751,21.14620774
Prev_v1_contig_11796,1812,508,403,4.102250505,2.737868385
Prev_v1_contig_11797,201,3775,5283,30.66508215,36.10412657
Prev_v1_contig_11798,1359,1143,1295,18.38269385,17.52192223
Prev_v1_contig_11799,580,38,81,0.839272612,1.505059014
Prev_v1_contig_118,1724,9748,10013,94.38207252,81.5618863
Prev_v1_contig_1180,1832,17294,18954,120.9113816,111.4863408
Prev_v1_contig_11800,330,4518,4982,66.47234352,61.66625051
Prev_v1_contig_11801,302,54,74,1.310405925,1.510750907
Prev_v1_contig_11802,1179,404,710,5.029210618,7.43576855
Prev_v1_contig_11803,257,841,757,56.57053882,42.83899313
Prev_v1_contig_11804,272,2032,2164,9.884539659,8.856029549
Prev_v1_contig_11805,250,2293,2979,18.16468488,19.85378765
Prev_v1_contig_11806,326,184,112,15.27021046,7.819775377
Prev_v1_contig_11807,1178,3148,3423,16.08462994,14.71405262
Prev_v1_contig_11808,909,816,748,15.26178998,11.76971557
Prev_v1_contig_11809,889,3735,4800,25.79350279,27.88752746
Prev_v1_contig_1181,2475,2021,3272,29.73452994,40.50019504
Prev_v1_contig_11810,303,1305,1435,15.85414012,14.66672461
Prev_v1_contig_11811,1170,594,771,10.22210726,11.16239592
Prev_v1_contig_11812,310,235,257,18.92910519,17.41583902
Prev_v1_contig_11813,443,1326,1987,16.75703292,21.12518504
Prev_v1_contig_11814,1388,24,0,1.716783882,0
Prev_v1_contig_11815,684,52,82,1.859849205,2.467387147
Prev_v1_contig_11816,249,277,273,7.961467281,6.601232793
Prev_v1_contig_11817,665,195,172,4.434515898,3.290706186
Prev_v1_contig_11818,787,7332,7292,154.4614984,129.2389744
Prev_v1_contig_11819,903,1508,1812,12.80314262,12.94262867
Prev_v1_contig_1182,1537,10587,11945,81.77307238,77.6198166
Prev_v1_contig_11820,1471,420,675,27.29395391,36.90370689
Prev_v1_contig_11821,547,323,238,5.046579731,3.128388132
Prev_v1_contig_11822,1297,1774,2014,23.27783466,22.23297019
Prev_v1_contig_11823,457,189,1067,3.587398398,17.03849696
Prev_v1_contig_11824,432,160,196,7.463066995,7.691348409
Prev_v1_contig_11825,1582,729,774,3.352237752,2.994313724
Prev_v1_contig_11826,422,2049,1023,91.56380793,38.45976063
Prev_v1_contig_11827,395,296,73,4.934385209,1.023795591
Prev_v1_contig_11828,602,2284,3224,36.82590466,43.73220889
Prev_v1_contig_11829,633,1007,894,14.56977254,10.88202892
Prev_v1_contig_1183,1976,2223,2380,79.65716763,71.74826613
Prev_v1_contig_11830,226,152,176,3.506563789,3.415858558
Prev_v1_contig_11831,1365,127,212,5.648922679,7.933171192
Prev_v1_contig_11832,500,2554,2315,16.07422982,12.2577097
Prev_v1_contig_11833,1301,2118,2089,116.3428527,96.53865601
Prev_v1_contig_11834,437,232,341,2.949346668,3.647046266
Prev_v1_contig_11835,350,170,283,5.958003782,8.344250714
Prev_v1_contig_11836,1395,19,35,1.186463562,1.838729756
Prev_v1_contig_11837,266,224,324,20.06658294,24.41852755
Prev_v1_contig_11838,418,486,483,45.00959481,37.632669
Prev_v1_contig_11839,630,1444,2659,11.01574526,17.06530616
Prev_v1_contig_1184,218,1711,2271,22.68406568,25.33011005
Prev_v1_contig_11840,602,781,1037,13.86329478,15.48614197
Prev_v1_contig_11841,357,565,944,6.470415555,9.095043404
Prev_v1_contig_11842,228,661,812,32.82867347,33.92789848
Prev_v1_contig_11843,657,204,278,3.351185675,3.842042594
Prev_v1_contig_11844,780,1517,1554,22.91728355,19.75047877
Prev_v1_contig_11845,1197,648,730,13.72668306,13.00955724
Prev_v1_contig_11846,1155,10,7,0.895829596,0.52756078
Prev_v1_contig_11847,1205,1062,1174,55.17436328,51.31330245
Prev_v1_contig_11848,510,2005,2638,32.46398687,35.93447665
Prev_v1_contig_11849,290,4759,5567,19.55285366,19.24264298
Prev_v1_contig_1185,643,1471,1798,24.71531829,25.41512666
Prev_v1_contig_11850,559,1510,1987,11.6069918,12.84960132
Prev_v1_contig_11851,610,790,1223,17.0742899,22.23776173
Prev_v1_contig_11852,283,1277,1685,13.00799789,14.44004416
Prev_v1_contig_11853,937,1633,2212,6.736785068,7.677161656
Prev_v1_contig_11854,1587,1091,1307,13.59018317,13.69699203
Prev_v1_contig_11855,1486,110,167,8.503156725,10.86058017
Prev_v1_contig_11856,213,771,1413,49.76650111,76.73154589
Prev_v1_contig_11857,506,2493,2761,16.20091122,15.09498292
Prev_v1_contig_11858,476,2442,3370,85.27318701,99.00241572
Prev_v1_contig_11859,468,2567,2981,93.02707719,90.88548714
Prev_v1_contig_1186,761,975,1252,14.97715105,16.17997994
Prev_v1_contig_11860,757,1793,1625,83.22799212,63.45875523
Prev_v1_contig_11861,2248,232,582,3.971084621,8.380948989
Prev_v1_contig_11862,858,3925,8194,38.19553649,67.0838484
Prev_v1_contig_11863,535,4138,4289,52.15554066,45.47943571
Prev_v1_contig_11864,544,275,201,3.232346517,1.987606149
Prev_v1_contig_11865,393,641,882,10.44936471,12.09621504
Prev_v1_contig_11866,417,421,511,5.254483827,5.365595385
Prev_v1_contig_11867,764,218,350,18.82533436,25.42747906
Prev_v1_contig_11868,533,2348,2400,32.68912771,28.11030364
Prev_v1_contig_11869,909,7153,8135,43.79699734,41.90469895
Prev_v1_contig_1187,3996,1354,1584,11.67140289,11.48705313
Prev_v1_contig_11870,477,4425,5302,77.11871232,77.73834197
Prev_v1_contig_11871,2540,1130,1782,37.03068595,49.12924261
Prev_v1_contig_11872,276,1439,1611,26.70543472,25.15263301
Prev_v1_contig_11873,1016,1143,1710,15.3554107,19.3268187
Prev_v1_contig_11874,706,13,10,0.981180289,0.634971918
Prev_v1_contig_11875,1585,16,25,1.305242781,1.715775182
Prev_v1_contig_11876,286,1334,1994,7.357245386,9.251957339
Prev_v1_contig_11877,417,95,120,6.622623883,7.037797839
Prev_v1_contig_11878,392,312,372,12.56570387,12.60445937
Prev_v1_contig_11879,1468,810,1101,36.19652729,41.39217639
Prev_v1_contig_1188,2998,10150,10084,55.43679386,46.33551089
Prev_v1_contig_11880,3482,2680,2230,32.0709232,22.45073619
Prev_v1_contig_11881,747,2228,2343,43.31890309,38.32512756
Prev_v1_contig_11882,389,1842,1821,16.33326904,13.58446351
Prev_v1_contig_11883,1013,2120,2484,14.21048849,14.00792455
Prev_v1_contig_11884,414,2434,3371,14.50019069,16.89510706
Prev_v1_contig_11885,715,37,54,1.684840555,2.06871136
Prev_v1_contig_11886,2094,1364,1932,12.41049244,14.78872802
Prev_v1_contig_11887,1200,852,704,5.41920433,3.767191058
Prev_v1_contig_11888,1766,482,697,9.419269227,11.45913949
Prev_v1_contig_11889,820,154,183,6.740401861,6.738530751
Prev_v1_contig_1189,285,2680,2928,37.97311084,34.90289985
Prev_v1_contig_11890,3372,38,2,1.839617745,0.081455994
Prev_v1_contig_11891,2307,605,823,6.334410581,7.249360987
Prev_v1_contig_11892,632,416,478,7.780520382,7.521288829
Prev_v1_contig_11893,661,149,163,4.874474826,4.486195793
Prev_v1_contig_11894,886,1796,2720,11.28134764,14.37383351
Prev_v1_contig_11895,725,688,863,5.136089681,5.42005897
Prev_v1_contig_11896,657,239,226,9.853354945,7.838694188
Prev_v1_contig_11897,524,1263,1823,9.041322432,10.97903909
Prev_v1_contig_11898,1509,329,347,20.21531362,17.93754965
Prev_v1_contig_11899,221,687,1380,9.887618279,16.70948624
Prev_v1_contig_119,1323,13224,17525,168.6720174,188.0560377
Prev_v1_contig_1190,860,637,658,22.57258758,19.61628957
Prev_v1_contig_11900,692,858,1107,22.75035459,24.69434771
Prev_v1_contig_11901,879,186,299,9.611213267,12.99826881
Prev_v1_contig_11902,272,1566,1487,48.42161248,38.68187475
Prev_v1_contig_11903,1797,428,547,3.377967242,3.632018457
Prev_v1_contig_11904,377,140,411,3.187536185,7.872596009
Prev_v1_contig_11905,933,296,144,9.272129068,3.794890992
Prev_v1_contig_11906,520,748,87,25.56100446,2.501178154
Prev_v1_contig_11907,587,593,595,6.066305621,5.120774064
Prev_v1_contig_11908,265,1261,2213,14.08759905,20.79947465
Prev_v1_contig_11909,1229,1073,769,25.14696618,15.16216685
Prev_v1_contig_1191,2149,1531,1371,30.25816842,22.7957537
Prev_v1_contig_11910,268,297,329,15.81587151,14.73946203
Prev_v1_contig_11911,560,2147,1900,110.0524263,81.93514641
Prev_v1_contig_11912,1148,1756,2797,20.17006763,27.02865065
Prev_v1_contig_11913,1406,26,100,1.689625718,5.467215836
Prev_v1_contig_11914,1951,1723,2119,10.95562455,11.33527017
Prev_v1_contig_11915,434,373,400,6.542260748,5.90239221
Prev_v1_contig_11916,972,1561,1959,13.96432383,14.74349682
Prev_v1_contig_11917,2675,95,111,7.114146749,6.993124318
Prev_v1_contig_11918,2310,108,165,2.112695266,2.715476845
Prev_v1_contig_11919,1060,637,990,45.22877733,59.13705129
Prev_v1_contig_1192,1513,2439,3073,43.90372526,46.53730054
Prev_v1_contig_11920,1487,115,116,1.9719469,1.673417942
Prev_v1_contig_11921,676,625,885,12.71944887,15.15237128
Prev_v1_contig_11922,833,837,741,41.03815997,30.56537201
Prev_v1_contig_11923,570,462,536,12.68895135,12.38504539
Prev_v1_contig_11924,1355,201,283,11.3332983,13.42442688
Prev_v1_contig_11925,2502,3442,4505,11.16132155,12.28990725
Prev_v1_contig_11926,1004,680,750,40.73785086,37.80067199
Prev_v1_contig_11927,235,299,268,3.490898447,2.632387844
Prev_v1_contig_11928,1075,804,931,18.28385016,17.81190383
Prev_v1_contig_11929,401,649,514,11.48829079,7.654606991
Prev_v1_contig_1193,834,40095,39187,887.5881701,729.8142858
Prev_v1_contig_11930,1703,127,118,3.914285651,3.059707126
Prev_v1_contig_11931,1282,238,353,3.746009274,4.674289992
Prev_v1_contig_11932,248,89,96,1.417107182,1.285976349
Prev_v1_contig_11933,1844,1537,1912,9.914349896,10.37593681
Prev_v1_contig_11934,1581,466,514,4.147433175,3.848625521
Prev_v1_contig_11935,1269,504,456,4.697160761,3.575351843
Prev_v1_contig_11936,3035,844,1228,6.62847842,8.1136977
Prev_v1_contig_11937,702,67,97,1.829687285,2.228552438
Prev_v1_contig_11938,1087,1025,1029,34.53430963,29.16697193
Prev_v1_contig_11939,229,770,802,29.52296015,25.86977189
Prev_v1_contig_1194,588,29366,37078,135.851434,144.3061329
Prev_v1_contig_11940,1212,241,267,6.055244503,5.643843451
Prev_v1_contig_11941,3454,243,320,22.61404399,25.05364927
Prev_v1_contig_11942,245,1148,1777,9.585376672,12.48256337
Prev_v1_contig_11943,743,696,512,14.64637138,9.064415805
Prev_v1_contig_11944,538,367,448,10.03661409,10.30737867
Prev_v1_contig_11945,845,282,449,5.781981222,7.745027524
Prev_v1_contig_11946,1105,64,32,1.288790141,0.542127285
Prev_v1_contig_11947,2824,1526,1915,16.83231853,17.77081074
Prev_v1_contig_11948,608,24,101,1.303393995,4.614608947
Prev_v1_contig_11949,896,39,67,0.944014369,1.364387891
Prev_v1_contig_1195,2385,6022,5675,53.94685824,42.77010613
Prev_v1_contig_11950,323,803,942,20.17577318,19.91198701
Prev_v1_contig_11951,296,132,213,4.108018574,5.576826413
Prev_v1_contig_11952,2012,608,799,12.90788265,14.27076532
Prev_v1_contig_11953,543,563,791,9.585376672,11.32990656
Prev_v1_contig_11954,591,416,570,12.23164631,14.09988256
Prev_v1_contig_11955,203,1758,2093,16.74226745,16.76925191
Prev_v1_contig_11956,569,1453,1740,18.17032264,18.30607885
Prev_v1_contig_11957,248,1007,1083,52.74576125,47.72386479
Prev_v1_contig_11958,4489,764,1051,12.95000491,14.98747068
Prev_v1_contig_11959,674,1018,1407,21.5883041,25.10232235
Prev_v1_contig_1196,4216,2887,3598,29.83609968,31.28279008
Prev_v1_contig_11960,378,90,133,8.177098583,10.16617125
Prev_v1_contig_11961,410,55,79,4.997115801,6.038552846
Prev_v1_contig_11962,1307,597,846,6.592707227,7.859752627
Prev_v1_contig_11963,917,456,804,10.20054087,15.13085475
Prev_v1_contig_11964,486,576,760,12.21499328,13.5591791
Prev_v1_contig_11965,1286,2209,2593,47.52883742,46.93675359
Prev_v1_contig_11966,517,360,636,12.85190168,19.10165801
Prev_v1_contig_11967,213,408,447,17.19047772,15.84471244
Prev_v1_contig_11968,373,2090,1996,20.37989547,16.37439485
Prev_v1_contig_11969,2602,2466,2989,36.42147746,37.13979121
Prev_v1_contig_1197,933,4201,4816,102.4635303,98.82166516
Prev_v1_contig_11970,1309,391,115,4.180571421,1.034441145
Prev_v1_contig_11971,513,88,39,2.349618794,0.876049
Prev_v1_contig_11972,517,1067,1192,17.1603975,16.12828672
Prev_v1_contig_11973,566,890,811,25.38983702,19.46434602
Prev_v1_contig_11974,304,651,773,12.24745871,12.23470621
Prev_v1_contig_11975,901,31,12,1.072731685,0.349349171
Prev_v1_contig_11976,293,1116,1325,6.833139806,6.825289012
Prev_v1_contig_11977,2023,638,622,44.80198034,36.7464994
Prev_v1_contig_11978,537,673,1183,62.02844712,91.72963069
Prev_v1_contig_11979,620,1855,3375,8.930624674,13.66975582
Prev_v1_contig_1198,615,11786,16738,141.2165618,168.7220394
Prev_v1_contig_11980,2403,12,11,0.565231057,0.435899641
Prev_v1_contig_11981,1398,463,564,34.13868769,34.9859758
Prev_v1_contig_11982,1034,775,1108,28.08569724,33.78098616
Prev_v1_contig_11983,832,2482,2965,23.52042007,23.6383441
Prev_v1_contig_11984,608,1573,1832,21.11736345,20.69119136
Prev_v1_contig_11985,346,1566,1794,21.30688413,20.53523518
Prev_v1_contig_11986,323,783,984,3.698127585,3.909887688
Prev_v1_contig_11987,208,861,1008,18.75683935,18.47421933
Prev_v1_contig_11988,265,2369,2922,25.84832935,26.82234137
Prev_v1_contig_11989,554,90,61,3.086525583,1.759974042
Prev_v1_contig_1199,4539,65,65,4.267462217,3.59020081
Prev_v1_contig_11990,1169,1806,1930,36.87154477,33.14972669
Prev_v1_contig_11991,3121,331,0,16.31238909,0
Prev_v1_contig_11992,841,486,434,9.161244961,6.882671027
Prev_v1_contig_11993,646,169,192,14.52850814,13.88623789
Prev_v1_contig_11994,322,928,662,41.18161829,24.71510603
Prev_v1_contig_11995,575,152,178,2.788473214,2.74721056
Prev_v1_contig_11996,661,524,520,22.17544095,18.5137066
Prev_v1_contig_11997,411,815,877,10.42305802,9.435962274
Prev_v1_contig_11998,1094,923,1068,22.14593909,21.55821053
Prev_v1_contig_11999,607,690,745,19.53887712,17.74826234
Prev_v1_contig_12,2914,7257,8849,65.53092653,67.2252516
Prev_v1_contig_120,2605,20239,35340,1564.503536,2298.280857
Prev_v1_contig_1200,658,8726,12670,96.02984712,117.3050475
Prev_v1_contig_12000,511,2294,2311,50.66556241,42.94063433
Prev_v1_contig_12001,899,2924,4094,19.15110447,22.55866273
Prev_v1_contig_12002,1320,1462,1431,12.35786657,10.1761809
Prev_v1_contig_12003,1840,2387,2451,16.76826245,14.48531724
Prev_v1_contig_12004,493,24,10,2.017974036,0.707380996
Prev_v1_contig_12005,828,1102,1552,8.693897196,10.3008646
Prev_v1_contig_12006,243,858,1393,15.11811247,20.64954356
Prev_v1_contig_12007,270,1311,1454,48.89661018,45.62359705
Prev_v1_contig_12008,1757,1727,1771,32.94317515,28.42109032
Prev_v1_contig_12009,425,170,188,12.58311996,11.70701893
Prev_v1_contig_1201,732,1923,2818,28.14149518,34.69428394
Prev_v1_contig_12010,1219,303,354,17.76372558,17.45998011
Prev_v1_contig_12011,699,2064,2645,25.64383338,27.64699829
Prev_v1_contig_12012,456,1218,1290,57.51226003,51.24504892
Prev_v1_contig_12013,448,1183,1521,22.10428967,23.90947767
Prev_v1_contig_12014,2923,526,733,8.931635305,10.47124372
Prev_v1_contig_12015,228,2607,3431,15.63282889,17.30877439
Prev_v1_contig_12016,624,299,450,2.614988709,3.311007765
Prev_v1_contig_12017,1398,834,1176,31.53532207,37.40999049
Prev_v1_contig_12018,505,1385,2117,9.068132986,11.66105976
Prev_v1_contig_12019,955,811,782,29.27962516,23.75201546
Prev_v1_contig_1202,262,325,358,8.593785982,7.96403675
Prev_v1_contig_12020,679,5247,6536,32.13704243,33.67874823
Prev_v1_contig_12021,337,4350,4373,77.86440434,65.85340598
Prev_v1_contig_12022,456,23,16,1.340204641,0.784354369
Prev_v1_contig_12023,309,982,1265,32.8545895,35.606078
Prev_v1_contig_12024,325,26,15,0.981180289,0.476228938
Prev_v1_contig_12025,563,2049,2258,12.4031808,11.49910685
Prev_v1_contig_12026,1691,347,450,5.035769425,5.494117352
Prev_v1_contig_12027,325,1584,1823,24.33211001,23.55918805
Prev_v1_contig_12028,858,949,1199,7.858766706,8.353268152
Prev_v1_contig_12029,1300,2108,2367,23.01363784,21.74012224
Prev_v1_contig_1203,585,2191,2828,13.09732478,14.22226219
Prev_v1_contig_12030,973,314,345,14.2983766,13.21676702
Prev_v1_contig_12031,1062,78,138,5.642712305,8.398881384
Prev_v1_contig_12032,270,4045,5323,48.70960884,53.92642599
Prev_v1_contig_12033,1070,919,1180,9.825946639,10.61426566
Prev_v1_contig_12034,999,153,198,3.916055089,4.263552429
Prev_v1_contig_12035,303,215,165,6.263999953,4.044327216
Prev_v1_contig_12036,399,1500,1572,62.64952073,55.23674666
Prev_v1_contig_12037,371,1711,2099,12.93421095,13.34908273
Prev_v1_contig_12038,1196,42,120,2.614193638,6.283748071
Prev_v1_contig_12039,1509,2673,1994,67.42555749,42.3155312
Prev_v1_contig_1204,310,2299,3132,83.31486189,95.48921359
Prev_v1_contig_12040,402,931,726,16.83770883,11.04635486
Prev_v1_contig_12041,1224,134,191,7.5555322,9.060302243
Prev_v1_contig_12042,492,1493,988,45.21632661,25.17337642
Prev_v1_contig_12043,1587,248,290,13.28029841,13.06481326
Prev_v1_contig_12044,1398,1165,1525,16.37384725,18.03199211
Prev_v1_contig_12045,221,2103,2598,23.33107308,24.24843107
Prev_v1_contig_12046,366,1332,2241,16.98964967,24.04756522
Prev_v1_contig_12047,472,129,345,3.988753518,8.974611156
Prev_v1_contig_12048,302,297,384,3.68286788,4.005991008
Prev_v1_contig_12049,638,2787,2873,15.88727017,13.77834307
Prev_v1_contig_1205,425,2873,2807,19.9773574,16.42078375
Prev_v1_contig_12050,317,55,32,4.728212708,2.314372982
Prev_v1_contig_12051,229,181,136,5.021572149,3.174308239
Prev_v1_contig_12052,1434,286,348,17.08048429,17.48487158
Prev_v1_contig_12053,917,729,974,12.21632796,13.73160075
Prev_v1_contig_12054,421,894,848,34.83466156,27.79834783
Prev_v1_contig_12055,271,1925,2606,14.9893177,17.07161461
Prev_v1_contig_12056,332,533,621,4.16551632,4.083027334
Prev_v1_contig_12057,383,185,321,8.078791273,11.79312081
Prev_v1_contig_12058,1944,579,720,16.56696446,17.3318902
Prev_v1_contig_12059,550,1440,1857,25.09625892,27.22748039
Prev_v1_contig_1206,503,11930,11885,51.47582431,43.14307621
Prev_v1_contig_12060,634,789,965,7.713270978,7.936663274
Prev_v1_contig_12061,1290,295,364,5.432634233,5.639477775
Prev_v1_contig_12062,296,11,4,0.820538081,0.251023918
Prev_v1_contig_12063,1099,46,132,1.102318317,2.661167308
Prev_v1_contig_12064,571,728,978,12.03130037,13.59781414
Prev_v1_contig_12065,210,683,683,18.92142274,15.91852576
Prev_v1_contig_12066,513,21,22,1.70587212,1.503484355
Prev_v1_contig_12067,376,15,17,1.085136982,1.034644808
Prev_v1_contig_12068,1104,45,39,2.646269633,1.929457613
Prev_v1_contig_12069,2564,2410,2929,9.710280698,9.928489237
Prev_v1_contig_1207,1046,22695,18787,387.0820704,269.5748421
Prev_v1_contig_12070,463,1329,1089,7.063468587,4.869338573
Prev_v1_contig_12071,541,526,557,6.501493397,5.79204107
Prev_v1_contig_12072,226,695,867,8.573792519,8.998214017
Prev_v1_contig_12073,475,25,33,1.730212396,1.921420439
Prev_v1_contig_12074,346,16,1,0.805071007,0.042331461
Prev_v1_contig_12075,331,918,1377,11.45006608,14.44934991
Prev_v1_contig_12076,449,1778,2351,15.87591963,17.66073687
Prev_v1_contig_12077,375,473,465,9.667128285,7.995366015
Prev_v1_contig_12078,678,5713,4683,51.78369449,35.7110008
Prev_v1_contig_12079,2057,130,232,10.65041852,15.99043811
Prev_v1_contig_1208,420,1968,2621,23.68364255,26.53624575
Prev_v1_contig_12080,1032,1174,1214,13.29383605,11.56511522
Prev_v1_contig_12081,736,238,253,14.6708659,13.12043903
Prev_v1_contig_12082,812,1590,1941,15.80990551,16.23703554
Prev_v1_contig_12083,972,1802,2945,89.49662572,123.0513067
Prev_v1_contig_12084,333,1786,1478,16.31203691,11.35664972
Prev_v1_contig_12085,529,1107,1160,9.730409882,8.57808922
Prev_v1_contig_12086,321,456,1013,4.291538304,8.020596192
Prev_v1_contig_12087,641,1185,1303,16.43801933,15.2063369
