Contig ID,Size,Prev_ech1,Prev_ech2,Prev1 F ENV RPKM,Prev2 F ENV RPKM
Prev_v1_contig_39591,981,25,30,0.972147736,0.981437325
Prev_v1_contig_39592,413,15,14,0.783545777,0.615247995
Prev_v1_contig_39593,234,18,32,1.052053537,1.573491387
Prev_v1_contig_39594,340,151,350,3.256224696,6.349719179
Prev_v1_contig_39595,402,35,26,0.910415695,0.568976193
Prev_v1_contig_39596,322,9,9,0.480603844,0.404330308
Prev_v1_contig_39597,312,32,19,1.017353411,0.508188139
Prev_v1_contig_39598,571,12,39,0.946703869,2.58849046
Prev_v1_contig_39599,517,12,18,0.888220232,1.120884791
Prev_v1_contig_396,1029,3602,4200,39.27932511,38.53174301
Prev_v1_contig_3960,1555,6345,8025,73.76496663,78.48969126
Prev_v1_contig_39600,514,11,10,0.5520374,0.422206459
Prev_v1_contig_39601,273,16,24,0.678610738,0.856369206
Prev_v1_contig_39602,737,19,14,1.411799665,0.875178349
Prev_v1_contig_39603,350,45,81,2.567511609,3.888069119
Prev_v1_contig_39604,293,12,0,0.91653004,0
Prev_v1_contig_39605,334,17,7,1.369339525,0.474361374
Prev_v1_contig_39606,453,34,43,0.957130123,1.018379337
Prev_v1_contig_39607,211,28,54,1.077873682,1.748850367
Prev_v1_contig_39608,315,14,10,1.341952734,0.806414336
Prev_v1_contig_39609,427,37,47,2.738679049,2.926754732
Prev_v1_contig_3961,1815,6414,6814,48.58206715,43.42083986
Prev_v1_contig_39610,845,23,33,1.124814609,1.357738422
Prev_v1_contig_39611,372,18,22,1.385837591,1.424989188
Prev_v1_contig_39612,380,23,11,1.670179269,0.672011946
Prev_v1_contig_39613,3668,31,29,1.20791332,0.950651046
Prev_v1_contig_39614,450,17,19,0.880818397,0.828209318
Prev_v1_contig_39615,278,15,13,1.150245201,0.838670909
Prev_v1_contig_39616,252,75,116,1.422162711,1.850525479
Prev_v1_contig_39617,242,43,79,1.642116322,2.538116834
Prev_v1_contig_39618,228,21,21,1.71313115,1.441251153
Prev_v1_contig_39619,294,7,13,0.536781094,0.838670909
Prev_v1_contig_3962,2347,4504,6682,23.83905938,29.7540618
Prev_v1_contig_39620,467,8,73,0.499563605,3.835064919
Prev_v1_contig_39621,311,11,0,0.60079284,0
Prev_v1_contig_39622,249,13,0,0.502459261,0
Prev_v1_contig_39623,295,114,88,5.035635671,3.270251684
Prev_v1_contig_39624,1500,18,15,1.092004937,0.76558323
Prev_v1_contig_39625,456,13,30,0.555055219,1.077613812
Prev_v1_contig_39626,292,93,116,2.903713454,3.047037881
Prev_v1_contig_39627,280,47,94,1.838827362,3.09399786
Prev_v1_contig_39628,324,18,18,1.061764801,0.893258957
Prev_v1_contig_39629,322,8,0,0.636373555,0
Prev_v1_contig_3963,790,414,442,19.03283426,17.09521038
Prev_v1_contig_39630,309,50,14,1.658369666,0.390650543
Prev_v1_contig_39631,322,33,41,1.02867457,1.075219114
Prev_v1_contig_39632,322,10,19,0.773014248,1.235634869
Prev_v1_contig_39633,284,13,23,0.735161633,1.094249541
Prev_v1_contig_39634,207,80,161,3.110872754,5.26704698
Prev_v1_contig_39635,961,17,28,1.207047433,1.672563067
Prev_v1_contig_39636,274,25,71,1.808561636,4.32116361
Prev_v1_contig_39637,317,26,46,2.085521284,3.104189075
Prev_v1_contig_39638,648,44,19,2.888743655,1.049443314
Prev_v1_contig_39639,248,39,66,1.065041852,1.516334648
Prev_v1_contig_3964,201,2771,3618,20.32217196,22.32293089
Prev_v1_contig_39640,297,10,0,0.658788775,0
Prev_v1_contig_39641,378,34,15,2.011745721,0.746679941
Prev_v1_contig_39642,370,18,19,0.930117413,0.825976948
Prev_v1_contig_39643,275,39,0,1.873833034,0
Prev_v1_contig_39644,291,36,2,1.236822796,0.057807479
Prev_v1_contig_39645,322,31,28,2.539715187,1.929880462
Prev_v1_contig_39646,627,75,164,1.687566316,3.104505893
Prev_v1_contig_39647,349,32,14,1.433327353,0.52756078
Prev_v1_contig_39648,273,43,53,1.713809551,1.777129305
Prev_v1_contig_39649,439,37,42,0.826710809,0.789496552
Prev_v1_contig_3965,673,11262,15355,22.23491495,25.50461818
Prev_v1_contig_39650,317,69,90,4.954239628,5.43650114
Prev_v1_contig_39651,427,66,74,1.293731821,1.220340713
Prev_v1_contig_39652,223,9,12,0.795100369,0.891886823
Prev_v1_contig_39653,368,30,43,1.459702031,1.760193728
Prev_v1_contig_39654,427,54,73,1.307096819,1.486571882
Prev_v1_contig_39655,340,66,68,3.788232697,3.283603283
Prev_v1_contig_39656,203,50,37,1.219513572,0.759219604
Prev_v1_contig_39657,999,48,76,1.538789566,2.049748813
Prev_v1_contig_39658,201,32,31,1.099398041,0.896015929
Prev_v1_contig_39659,258,45,89,1.912824613,3.182743942
Prev_v1_contig_3966,1146,7187,7845,20.60726956,18.92408156
Prev_v1_contig_39660,377,39,6,1.071145244,0.138638568
Prev_v1_contig_39661,268,22,12,1.369339525,0.628374807
Prev_v1_contig_39662,634,40,0,1.711674406,0
Prev_v1_contig_39663,275,111,91,4.749896476,3.276058239
Prev_v1_contig_39664,296,23,19,1.455205699,1.011344712
Prev_v1_contig_39665,364,17,64,0.999701862,3.166289416
Prev_v1_contig_39666,312,27,33,1.917075334,1.971235043
Prev_v1_contig_39667,348,9,6,0.567555198,0.318321448
Prev_v1_contig_39668,2529,11,6,0.980829241,0.450091722
Prev_v1_contig_39669,298,6,0,0.485335528,0
Prev_v1_contig_3967,2203,1208,1512,20.71401614,21.81213731
Prev_v1_contig_39670,242,22,13,1.059689883,0.526803335
Prev_v1_contig_39671,513,10,4,0.604755626,0.203511504
Prev_v1_contig_39672,348,8,22,0.453745641,1.049770141
Prev_v1_contig_39673,325,8,0,0.489987306,0
Prev_v1_contig_39674,274,24,30,1.381675917,1.452998803
Prev_v1_contig_39675,231,22,8,1.585551028,0.485061255
Prev_v1_contig_39676,330,67,49,1.137679782,0.699987643
Prev_v1_contig_39677,306,43,55,1.803812678,1.941041071
Prev_v1_contig_39678,266,98,17,1.829341604,0.266972614
Prev_v1_contig_39679,282,103,139,1.369339525,1.554668414
Prev_v1_contig_3968,436,2159,2707,18.99479416,20.03638005
Prev_v1_contig_39680,2293,33,52,1.211944177,1.606649251
Prev_v1_contig_39681,220,47,80,1.809287966,2.590889432
Prev_v1_contig_39682,257,9,6,0.854142476,0.479058021
Prev_v1_contig_39683,317,12,2,0.744495275,0.104390205
Prev_v1_contig_39684,315,53,57,1.935333195,1.751071129
Prev_v1_contig_39685,543,22,42,1.161863839,1.86608276
Prev_v1_contig_39686,346,81,133,1.733070336,2.394042559
Prev_v1_contig_39687,253,16,13,0.864033954,0.590613316
Prev_v1_contig_39688,257,20,37,1.359627897,2.116122725
Prev_v1_contig_39689,354,18,11,1.385837591,0.712494594
Prev_v1_contig_3969,1315,2138,2984,24.25270453,28.47740092
Prev_v1_contig_39690,355,17,0,0.650504604,0
Prev_v1_contig_39691,3682,42,0,1.35779366,0
Prev_v1_contig_39692,322,10,4,0.634793157,0.213619692
Prev_v1_contig_39693,256,12,4,0.966592606,0.271063642
Prev_v1_contig_39694,278,46,3,1.367216518,0.075015287
Prev_v1_contig_39695,360,39,37,1.528955788,1.220340713
Prev_v1_contig_39696,369,60,75,3.29583152,3.465964194
Prev_v1_contig_39697,320,13,16,0.833511015,0.863052132
Prev_v1_contig_39698,351,14,8,0.664333037,0.319372014
Prev_v1_contig_39699,251,25,17,1.409614216,0.806414336
Prev_v1_contig_397,177,95292,98464,1517.291883,1318.983076
Prev_v1_contig_3970,378,3180,3662,16.67934217,16.15917536
Prev_v1_contig_39700,537,65,84,2.606901605,2.83425959
Prev_v1_contig_39701,322,72,159,1.418596342,2.635557644
Prev_v1_contig_39702,4395,9,55,0.584870441,3.00696871
Prev_v1_contig_39703,653,6,2,0.421335238,0.118155947
Prev_v1_contig_39704,415,26,38,1.172799028,1.442058577
Prev_v1_contig_39705,279,31,34,0.997136499,0.920070048
Prev_v1_contig_39706,589,30,54,0.99159069,1.501599108
Prev_v1_contig_39707,282,6,5,0.483296303,0.338829553
Prev_v1_contig_39708,403,20,34,1.409614216,2.016035839
Prev_v1_contig_39709,246,27,27,1.861907699,1.566416336
Prev_v1_contig_3971,289,4593,5735,67.16344021,70.55356545
Prev_v1_contig_39710,287,7,4,0.470860608,0.226361919
Prev_v1_contig_39711,330,22,36,1.597562779,2.199311825
Prev_v1_contig_39712,394,21,19,1.742795759,1.326569037
Prev_v1_contig_39713,927,9,2,0.578982484,0.108243535
Prev_v1_contig_39714,421,21,35,1.150245201,1.612828672
Prev_v1_contig_39715,337,21,33,1.13724808,1.503484355
Prev_v1_contig_39716,453,72,60,1.289994618,0.904389909
Prev_v1_contig_39717,451,47,73,2.435203803,3.182067379
Prev_v1_contig_39718,466,54,57,1.615008862,1.434184622
Prev_v1_contig_39719,908,12,18,0.546434775,0.689570453
Prev_v1_contig_3972,449,1602,2169,22.14242744,25.22152407
Prev_v1_contig_39720,548,28,46,1.299712091,1.796370917
Prev_v1_contig_39721,233,16,21,1.283397713,1.417129795
Prev_v1_contig_39722,783,16,29,0.519884836,0.792746296
Prev_v1_contig_39723,213,14,16,0.609978515,0.586483153
Prev_v1_contig_39724,2990,39,66,1.171879907,1.668443453
Prev_v1_contig_39725,275,28,29,1.091018483,0.950651046
Prev_v1_contig_39726,323,21,21,1.109051846,0.93304138
Prev_v1_contig_39727,356,48,42,1.600341149,1.17806616
Prev_v1_contig_39728,281,42,38,2.54801152,1.939477516
Prev_v1_contig_39729,531,19,41,0.9485529,1.722030613
Prev_v1_contig_3973,1596,1593,2176,19.47640949,22.38211218
Prev_v1_contig_39730,263,23,11,1.455205699,0.585515359
Prev_v1_contig_39731,716,31,34,2.572698501,2.373860382
Prev_v1_contig_39732,329,26,50,0.906253794,1.466207883
Prev_v1_contig_39733,280,15,50,1.198172084,3.360059732
Prev_v1_contig_39734,376,56,52,1.581093059,1.235155978
Prev_v1_contig_39735,4568,17,32,1.243903843,1.96986708
Prev_v1_contig_39736,298,28,23,0.804769256,0.556147818
Prev_v1_contig_39737,438,20,2,1.217190689,0.10240182
Prev_v1_contig_39738,277,20,41,1.027922431,1.772814357
Prev_v1_contig_39739,388,28,33,1.200852558,1.190678885
Prev_v1_contig_3974,2500,3332,2597,27.59263505,18.09294194
Prev_v1_contig_39740,415,55,80,1.642354258,2.009755354
Prev_v1_contig_39741,397,11,7,0.73476755,0.393372847
Prev_v1_contig_39742,273,42,59,1.894521507,2.238985685
Prev_v1_contig_39743,287,8,5,0.639025111,0.336005973
Prev_v1_contig_39744,440,41,47,1.15758599,1.11639098
Prev_v1_contig_39745,212,21,7,1.383456427,0.38796566
Prev_v1_contig_39746,1963,16,10,1.072489698,0.563926109
Prev_v1_contig_39747,600,8,2,0.491557778,0.103386453
Prev_v1_contig_39748,589,56,2,1.464614171,0.044006239
Prev_v1_contig_39749,436,18,9,1.627705473,0.684691417
Prev_v1_contig_3975,540,1230,1449,15.99730435,15.85474047
Prev_v1_contig_39750,233,11,11,0.857228808,0.721183552
Prev_v1_contig_39751,466,102,87,1.671296445,1.199282858
Prev_v1_contig_39752,395,22,12,0.891662946,0.409174293
Prev_v1_contig_39753,425,18,8,0.711491877,0.266033595
Prev_v1_contig_39754,640,21,20,1.282120447,1.027279409
Prev_v1_contig_39755,270,91,77,2.550494962,1.815611224
Prev_v1_contig_39756,402,14,47,0.789383961,2.229498458
Prev_v1_contig_39757,1752,9,1,0.743693018,0.069518477
Prev_v1_contig_39758,387,34,12,1.042888982,0.309663105
Prev_v1_contig_39759,325,8,16,0.666808812,1.121967771
Prev_v1_contig_3976,233,57,62,2.838267378,2.597282536
Prev_v1_contig_39760,485,12,21,0.782479728,1.15202048
Prev_v1_contig_39761,435,92,98,2.905616652,2.603907905
Prev_v1_contig_39762,554,12,23,0.616753459,0.994505615
Prev_v1_contig_39763,331,46,88,2.255382746,3.629895731
Prev_v1_contig_39764,424,24,14,0.878049771,0.430908424
Prev_v1_contig_39765,383,14,39,0.733307505,1.718587929
Prev_v1_contig_39766,254,76,60,5.376299831,3.570838387
Prev_v1_contig_39767,477,29,126,1.021970307,3.73559582
Prev_v1_contig_39768,1674,21,21,1.560410156,1.312767523
Prev_v1_contig_39769,485,25,47,1.026271592,1.623189455
Prev_v1_contig_3977,289,303,422,10.19076888,11.94059122
Prev_v1_contig_39770,271,28,37,1.113653721,1.238063503
Prev_v1_contig_39771,407,73,113,1.501571882,1.955468239
Prev_v1_contig_39772,404,21,7,1.99299911,0.558901025
Prev_v1_contig_39773,304,61,9,1.588880372,0.197220897
Prev_v1_contig_39774,231,48,46,2.68278764,2.162977227
Prev_v1_contig_39775,355,9,11,0.64140067,0.659521018
Prev_v1_contig_39776,502,140,82,5.5567401,2.738135633
Prev_v1_contig_39777,210,19,35,1.178784186,1.826828592
Prev_v1_contig_39778,312,45,39,1.871331671,1.364432065
Prev_v1_contig_39779,747,34,18,1.650140794,0.734959901
Prev_v1_contig_3978,736,28,74,1.588109744,3.53104502
Prev_v1_contig_39780,2138,12,17,0.861606892,1.02689466
Prev_v1_contig_39781,591,18,30,1.008987018,1.414761993
Prev_v1_contig_39782,209,10,0,0.766830134,0
Prev_v1_contig_39783,367,54,0,1.023957152,0
Prev_v1_contig_39784,369,58,28,1.579408656,0.641465949
Prev_v1_contig_39785,415,10,0,0.58269767,0
Prev_v1_contig_39786,283,76,139,2.77519477,4.270155911
Prev_v1_contig_39787,247,17,25,0.766830134,0.948722748
Prev_v1_contig_39788,264,122,67,2.454178287,1.133887943
Prev_v1_contig_39789,276,35,56,1.468219622,1.976332727
Prev_v1_contig_3979,1614,2891,4082,44.58781007,52.96513787
Prev_v1_contig_39790,465,11,12,0.689144728,0.632481832
Prev_v1_contig_39791,3910,51,4,1.995323307,0.131659483
Prev_v1_contig_39792,265,12,9,0.909284744,0.57373352
Prev_v1_contig_39793,342,28,29,1.260049516,1.097935011
Prev_v1_contig_39794,292,57,66,1.702076231,1.658048167
Prev_v1_contig_39795,239,7,8,0.416755507,0.400702776
Prev_v1_contig_39796,352,26,79,1.090677433,2.788040811
Prev_v1_contig_39797,349,14,8,0.879969006,0.423037029
Prev_v1_contig_39798,303,13,12,0.528008037,0.410041188
Prev_v1_contig_39799,308,57,67,4.108018574,4.062388007
Prev_v1_contig_398,750,1243,1399,7.694299776,7.285590286
Prev_v1_contig_3980,2036,3853,4521,28.6298111,28.26200939
Prev_v1_contig_39800,225,22,1,1.09263361,0.041783126
Prev_v1_contig_39801,275,29,62,0.975354118,1.754304871
Prev_v1_contig_39802,1464,34,50,1.540911616,1.906416869
Prev_v1_contig_39803,402,16,40,1.400602984,2.945805793
Prev_v1_contig_39804,342,51,63,1.98318138,2.061018383
Prev_v1_contig_39805,230,21,0,0.76829355,0
Prev_v1_contig_39806,422,24,32,1.957864171,2.196192234
Prev_v1_contig_39807,227,34,20,2.989934008,1.479659332
Prev_v1_contig_39808,408,8,6,0.464745536,0.293241577
Prev_v1_contig_39809,206,8,5,0.404659701,0.212774231
Prev_v1_contig_3981,374,6993,7820,40.84737298,38.42876359
Prev_v1_contig_39810,348,24,20,1.420055803,0.995573254
Prev_v1_contig_39811,270,10,0,0.626495207,0
Prev_v1_contig_39812,420,8,2,0.501196166,0.105413639
Prev_v1_contig_39813,2348,51,58,2.892628463,2.767575827
Prev_v1_contig_39814,464,33,42,2.862601178,3.065104263
Prev_v1_contig_39815,713,47,94,3.478862576,5.853509464
Prev_v1_contig_39816,228,8,0,0.482283103,0
Prev_v1_contig_39817,324,33,0,1.531803536,0
Prev_v1_contig_39818,162,13,17,0.704010716,0.774522243
Prev_v1_contig_39819,340,11,49,0.667336351,2.500905218
Prev_v1_contig_3982,560,10,19,0.689595444,1.102292977
Prev_v1_contig_39820,343,27,17,2.441558209,1.29330601
Prev_v1_contig_39821,453,11,3,0.595701375,0.136680396
Prev_v1_contig_39822,314,67,63,4.077588807,3.225657343
Prev_v1_contig_39823,456,39,36,1.463129903,1.136239377
Prev_v1_contig_39824,1663,62,98,2.629616609,3.496840925
Prev_v1_contig_39825,284,23,24,1.729126772,1.517956397
Prev_v1_contig_39826,237,13,18,0.737336667,0.858902843
Prev_v1_contig_39827,293,27,0,0.932631244,0
Prev_v1_contig_39828,388,35,176,2.448818858,10.35977541
Prev_v1_contig_39829,256,30,56,1.099660804,1.726929361
Prev_v1_contig_3983,402,559,719,12.91138689,13.97137126
Prev_v1_contig_39830,495,28,1,1.397867431,0.042000747
Prev_v1_contig_39831,259,25,16,0.796127631,0.428658783
Prev_v1_contig_39832,240,52,62,1.678247767,1.683423866
Prev_v1_contig_39833,302,20,4,0.939742811,0.158120458
Prev_v1_contig_39834,294,32,53,2.144979395,2.988808377
Prev_v1_contig_39835,889,11,24,0.629487423,1.155459347
Prev_v1_contig_39836,936,31,28,0.993801595,0.755170615
Prev_v1_contig_39837,398,27,41,1.470483921,1.87857885
Prev_v1_contig_39838,220,21,37,0.867641854,1.286091829
Prev_v1_contig_39839,211,18,7,0.91774883,0.300260657
Prev_v1_contig_3984,2734,5880,6147,24.51588292,21.5616743
Prev_v1_contig_39840,961,40,59,1.404450794,1.742800213
Prev_v1_contig_39841,315,48,46,2.447330214,1.97314146
Prev_v1_contig_39842,219,53,71,1.754835798,1.97773464
Prev_v1_contig_39843,464,11,7,0.820538081,0.439291856
Prev_v1_contig_39844,356,66,113,4.486772059,6.462753187
Prev_v1_contig_39845,343,15,19,0.729851016,0.777760019
Prev_v1_contig_39846,5512,33,61,2.849706578,4.43164635
Prev_v1_contig_39847,754,29,58,1.333217858,2.2432629
Prev_v1_contig_39848,455,32,42,1.82036827,2.010053537
Prev_v1_contig_39849,227,8,14,0.641698857,0.944753197
Prev_v1_contig_3985,938,507,605,16.6146529,16.67968113
Prev_v1_contig_39850,563,8,2,0.452407159,0.095152134
Prev_v1_contig_39851,377,10,10,0.645479911,0.543039957
Prev_v1_contig_39852,207,50,54,1.318483724,1.197974529
Prev_v1_contig_39853,279,36,42,1.955090993,1.918946295
Prev_v1_contig_39854,308,37,28,1.14776355,0.730731437
Prev_v1_contig_39855,451,16,7,0.973752551,0.358406371
Prev_v1_contig_39856,417,164,466,1.837523991,4.392625137
Prev_v1_contig_39857,1486,19,36,1.028938739,1.640164751
Prev_v1_contig_39858,316,50,59,3.184510522,3.161358526
Prev_v1_contig_39859,411,74,58,2.803627959,1.848696896
Prev_v1_contig_3986,615,2716,3234,35.32412896,35.38594249
Prev_v1_contig_39860,395,22,23,1.181390962,1.039077295
Prev_v1_contig_39861,591,42,0,2.417932854,0
Prev_v1_contig_39862,1606,34,0,1.766410877,0
Prev_v1_contig_39863,270,17,24,1.05470164,1.252682463
Prev_v1_contig_39864,438,23,23,1.404227156,1.18137132
Prev_v1_contig_39865,422,8,4,0.641698857,0.269929485
Prev_v1_contig_39866,277,11,6,0.920865881,0.422575198
Prev_v1_contig_39867,453,14,6,0.941721217,0.339542878
Prev_v1_contig_39868,2541,11,7,0.461440452,0.247041591
Prev_v1_contig_39869,489,31,48,1.628200969,2.120980171
Prev_v1_contig_3987,613,298,150,5.656321284,2.395290106
Prev_v1_contig_39870,283,55,55,3.9788356,3.347380262
Prev_v1_contig_39871,386,21,24,1.127691373,1.084254569
Prev_v1_contig_39872,350,97,116,1.158606277,1.165658105
Prev_v1_contig_39873,383,114,97,4.170736415,2.985579793
Prev_v1_contig_39874,340,10,12,0.795466944,0.803068218
Prev_v1_contig_39875,618,68,68,2.427581429,2.042315636
Prev_v1_contig_39876,205,33,46,1.148157641,1.346463138
Prev_v1_contig_39877,374,47,47,3.374626993,2.839061706
Prev_v1_contig_39878,691,97,112,4.568951043,4.43825089
Prev_v1_contig_39879,747,25,9,1.94035965,0.587670366
Prev_v1_contig_3988,333,2689,3778,8.671178426,10.24939734
Prev_v1_contig_39880,721,27,29,1.150245201,1.039378477
Prev_v1_contig_39881,532,16,2,1.0687528,0.112392242
Prev_v1_contig_39882,263,27,41,0.786641855,1.004954035
Prev_v1_contig_39883,315,18,26,0.930117413,1.130284244
Prev_v1_contig_39884,237,21,63,0.705053976,1.779478219
Prev_v1_contig_39885,321,20,22,1.25709858,1.163351829
Prev_v1_contig_39886,536,69,5,1.035851199,0.063149126
Prev_v1_contig_39887,423,8,0,0.623439133,0
Prev_v1_contig_39888,257,37,61,2.1110651,2.928052052
Prev_v1_contig_39889,1299,11,22,0.464489618,0.781546933
Prev_v1_contig_3989,253,10177,13024,105.0057894,113.0542552
Prev_v1_contig_39890,2417,8,22,0.514651096,1.190678885
Prev_v1_contig_39891,1340,22,16,1.597562779,0.977471922
Prev_v1_contig_39892,464,25,17,1.635729808,0.935770902
Prev_v1_contig_39893,335,87,118,1.659557752,1.893669485
Prev_v1_contig_39894,234,66,15,4.148425314,0.793194429
Prev_v1_contig_39895,442,8,14,0.641698857,0.944753197
Prev_v1_contig_39896,317,32,39,1.264874447,1.296913777
Prev_v1_contig_39897,295,15,12,0.785686612,0.528796286
Prev_v1_contig_39898,417,15,14,0.898629063,0.705612544
Prev_v1_contig_39899,385,54,44,1.242761921,0.851914304
Prev_v1_contig_399,919,9936,11373,60.01279308,57.79048671
Prev_v1_contig_3990,1016,451,365,12.45822732,8.482456269
Prev_v1_contig_39900,830,111,131,10.13311248,10.06097886
Prev_v1_contig_39901,266,12,12,0.655410371,0.551394418
Prev_v1_contig_39902,1603,13,24,0.732999393,1.138467298
Prev_v1_contig_39903,479,38,19,2.248421689,0.945794591
Prev_v1_contig_39904,280,27,8,1.554385406,0.387466348
Prev_v1_contig_39905,251,15,20,0.898629063,1.00801792
Prev_v1_contig_39906,566,74,128,1.854425814,2.69858915
Prev_v1_contig_39907,362,24,47,0.745701913,1.228572894
Prev_v1_contig_39908,407,18,6,1.282801339,0.359738737
Prev_v1_contig_39909,289,58,67,3.088621372,3.001653361
Prev_v1_contig_3991,3089,569,381,5.48148676,3.087878009
Prev_v1_contig_39910,257,56,12,2.531986291,0.456460945
Prev_v1_contig_39911,366,84,75,1.313493704,0.986640704
Prev_v1_contig_39912,278,23,16,1.633064174,0.955750324
Prev_v1_contig_39913,2478,15,3,0.918726199,0.154584218
Prev_v1_contig_39914,371,13,8,0.582289237,0.301463303
Prev_v1_contig_39915,330,24,29,0.868109585,0.88249116
Prev_v1_contig_39916,282,6,0,0.422884265,0
Prev_v1_contig_39917,302,54,48,1.964365618,1.468990061
Prev_v1_contig_39918,255,31,36,1.531683901,1.496438974
Prev_v1_contig_39919,300,42,33,3.259804212,2.154791342
Prev_v1_contig_3992,1823,4664,5948,113.4675046,121.7399104
Prev_v1_contig_39920,331,51,65,3.675595566,3.941122694
Prev_v1_contig_39921,330,42,44,2.340615234,2.062920394
Prev_v1_contig_39922,313,23,6,0.960625985,0.210827277
Prev_v1_contig_39923,280,46,0,1.494668905,0
Prev_v1_contig_39924,1144,36,46,1.616269603,1.73747351
Prev_v1_contig_39925,260,15,12,1.034393166,0.696185038
Prev_v1_contig_39926,328,39,54,1.710891031,1.992969068
Prev_v1_contig_39927,536,64,2,1.982113431,0.052110781
Prev_v1_contig_39928,447,16,25,1.065041852,1.400024888
Prev_v1_contig_39929,744,809,850,47.42856103,41.92368106
Prev_v1_contig_3993,2003,9208,11392,147.3491626,153.3668132
Prev_v1_contig_39930,816,50,68,1.536118056,1.757569706
Prev_v1_contig_39931,374,35,58,1.150902859,1.604529382
Prev_v1_contig_39932,398,21,49,0.904687236,1.775923706
Prev_v1_contig_39933,338,11,14,0.54773581,0.586483153
Prev_v1_contig_39934,436,6,6,0.358331838,0.301463303
Prev_v1_contig_39935,1400,43,3,1.235895643,0.07254102
Prev_v1_contig_39936,678,26,14,1.09547162,0.496254976
Prev_v1_contig_39937,343,20,0,1.019720923,0
Prev_v1_contig_39938,361,72,116,3.374802545,4.574281807
Prev_v1_contig_39939,1156,11,0,0.637094522,0
Prev_v1_contig_3994,1885,9671,9192,51.27222223,40.99867574
Prev_v1_contig_39940,235,14,10,0.643622414,0.386769466
Prev_v1_contig_39941,284,8,8,0.464745536,0.390988769
Prev_v1_contig_39942,252,23,19,1.023033241,0.710991758
Prev_v1_contig_39943,666,47,78,1.611852249,2.250458611
Prev_v1_contig_39944,224,12,0,0.586859796,0
Prev_v1_contig_39945,461,46,40,1.504871423,1.100906943
Prev_v1_contig_39946,756,25,47,0.740755539,1.171606608
Prev_v1_contig_39947,386,20,24,1.205707757,1.217229186
Prev_v1_contig_39948,407,85,85,2.081116263,1.750835723
Prev_v1_contig_39949,248,12,11,0.615104385,0.474361374
Prev_v1_contig_3995,4197,2338,2756,24.83170156,24.62579401
Prev_v1_contig_39950,419,34,56,2.617693228,3.627245205
Prev_v1_contig_39951,242,14,18,0.854746964,0.924551468
Prev_v1_contig_39952,564,74,113,2.798098121,3.594667453
Prev_v1_contig_39953,247,57,246,2.461110227,8.935942639
Prev_v1_contig_39954,702,23,6,1.399769292,0.307205461
Prev_v1_contig_39955,306,31,74,0.985561117,1.979259066
Prev_v1_contig_39956,283,23,27,1.328094358,1.311637775
Prev_v1_contig_39957,2131,10,0,0.656532649,0
Prev_v1_contig_39958,317,9,12,0.704231755,0.7899569
Prev_v1_contig_39959,430,81,75,6.870933721,5.352307538
Prev_v1_contig_3996,1547,9826,12648,55.81387329,60.44165048
Prev_v1_contig_39960,308,8,0,0.514651096,0
Prev_v1_contig_39961,331,15,20,1.228894445,1.378486044
Prev_v1_contig_39962,325,17,15,0.749201855,0.556147818
Prev_v1_contig_39963,636,139,233,9.869387833,13.91811409
Prev_v1_contig_39964,325,8,9,0.641698857,0.607341341
Prev_v1_contig_39965,288,20,0,0.891662946,0
Prev_v1_contig_39966,301,32,51,2.726507142,3.655744989
Prev_v1_contig_39967,314,10,23,0.59721973,1.155609328
Prev_v1_contig_39968,1654,24,21,1.407027768,1.035761532
Prev_v1_contig_39969,497,26,63,1.358146013,2.768615976
Prev_v1_contig_3997,266,1388,2197,18.56874085,24.72703832
Prev_v1_contig_39970,268,10,7,0.665651158,0.392006969
Prev_v1_contig_39971,780,32,36,1.217190689,1.15202048
Prev_v1_contig_39972,544,14,6,0.751794249,0.271063642
Prev_v1_contig_39973,303,66,86,1.562061384,1.712385997
Prev_v1_contig_39974,455,38,0,1.359120573,0
Prev_v1_contig_39975,267,31,0,1.493199381,0
Prev_v1_contig_39976,284,16,22,0.979974612,1.133617597
Prev_v1_contig_39977,326,16,18,0.943790934,0.893258957
Prev_v1_contig_39978,390,20,35,0.824548531,1.213957065
Prev_v1_contig_39979,261,21,0,1.62332992,0
Prev_v1_contig_3998,338,1706,2374,15.42703076,18.06063805
Prev_v1_contig_39980,234,13,0,0.81444377,0
Prev_v1_contig_39981,471,33,29,0.80693222,0.596582034
Prev_v1_contig_39982,281,54,59,1.98318138,1.822928958
Prev_v1_contig_39983,535,13,29,0.847686372,1.590885424
Prev_v1_contig_39984,322,50,52,2.070275739,1.811384253
Prev_v1_contig_39985,238,20,5,0.889594123,0.187103094
Prev_v1_contig_39986,396,31,31,1.269857593,1.068326684
Prev_v1_contig_39987,337,16,15,1.087702317,0.857887591
Prev_v1_contig_39988,441,25,0,0.849767435,0
Prev_v1_contig_39989,449,14,0,1.248328125,0
Prev_v1_contig_3999,771,997,1143,31.54000179,30.42018435
Prev_v1_contig_39990,1290,18,54,0.948004286,2.392657919
Prev_v1_contig_39991,572,6,6,0.383415067,0.322565734
Prev_v1_contig_39992,250,13,38,1.034107027,2.543049358
Prev_v1_contig_39993,488,17,4,1.229821913,0.243445837
Prev_v1_contig_39994,298,57,33,2.455579642,1.196030251
Prev_v1_contig_39995,369,16,46,1.080042442,2.61232813
Prev_v1_contig_39996,389,16,0,0.831252178,0
Prev_v1_contig_39997,349,6,3,0.426016741,0.179203186
