Contig ID,Size,Pcos_ech1,Pcos_ech2,Pcos1 F ENV RPKM,Pcos2 F ENV RPKM
Pcos_v1_contig_26458,751,111,172,3.284264099,5.149452426
Pcos_v1_contig_26459,307,2,0,0.144759359,0
Pcos_v1_contig_2646,1013,85,33,1.864509118,0.7324484
Pcos_v1_contig_26460,763,57,16,1.65998953,0.471485113
Pcos_v1_contig_26461,297,0,2,0,0.151407046
Pcos_v1_contig_26462,282,2,23,0.157592636,1.833797043
Pcos_v1_contig_26463,272,162,277,13.23430507,22.89725419
Pcos_v1_contig_26464,616,6,102,0.216434042,3.722991116
Pcos_v1_contig_26465,380,45,28,2.631382295,1.656711836
Pcos_v1_contig_26466,378,2,14,0.117569109,0.832738754
Pcos_v1_contig_26467,221,19,115,1.910365025,11.69979109
Pcos_v1_contig_26468,502,631,270,27.93062624,12.09295919
Pcos_v1_contig_26469,671,894,330,29.60533841,11.05767853
Pcos_v1_contig_2647,2105,1035,3792,10.92554929,40.50314706
Pcos_v1_contig_26470,240,27,35,2.499813181,3.278908843
Pcos_v1_contig_26471,414,72,18,3.864445497,0.977562885
Pcos_v1_contig_26472,321,46,47,3.184254934,3.292041989
Pcos_v1_contig_26473,187,1,29,0.118826533,3.486815209
Pcos_v1_contig_26474,519,4,17,0.171256737,0.736468378
Pcos_v1_contig_26475,391,278,113,15.79876247,6.497917999
Pcos_v1_contig_26476,916,443,210,10.74640698,5.154616521
Pcos_v1_contig_26477,367,1,283,0.060546489,17.33775699
Pcos_v1_contig_26478,423,50,89,2.626543925,4.730664835
Pcos_v1_contig_26479,226,56,176,5.505979867,17.50962194
Pcos_v1_contig_2648,577,7,1944,0.269573538,75.75180538
Pcos_v1_contig_26480,264,0,0,0,0
Pcos_v1_contig_26481,338,22,21,1.446308744,1.396931578
Pcos_v1_contig_26482,262,1,33,0.084811304,2.831947441
Pcos_v1_contig_26483,261,0,5,0,0.430726942
Pcos_v1_contig_26484,534,2,2,0.083223077,0.084209537
Pcos_v1_contig_26485,801,1100,20,30.5151283,0.561396913
Pcos_v1_contig_26486,569,41,47,1.601130098,1.857197677
Pcos_v1_contig_26487,770,64,11,1.846903822,0.321199234
Pcos_v1_contig_26488,305,24,2,1.748503208,0.147435714
Pcos_v1_contig_26489,335,10,174,0.663300346,11.67822885
Pcos_v1_contig_2649,2559,7675,10909,66.64431822,95.84891392
Pcos_v1_contig_26490,372,4,22,0.23893077,1.329695752
Pcos_v1_contig_26491,1365,1009,397,16.42530891,6.53928696
Pcos_v1_contig_26492,670,51,148,1.691415883,4.966603074
Pcos_v1_contig_26493,437,10,26,0.508479671,1.337717632
Pcos_v1_contig_26494,526,0,8,0,0.341961161
Pcos_v1_contig_26495,478,0,9,0,0.423337902
Pcos_v1_contig_26496,446,28,85,1.395012836,4.28505704
Pcos_v1_contig_26497,278,0,0,0,0
Pcos_v1_contig_26498,221,3,23,0.301636583,2.339958217
Pcos_v1_contig_26499,369,292,10,17.58375065,0.609321039
Pcos_v1_contig_265,1055,129230,689519,2721.860831,14694.88929
Pcos_v1_contig_2650,1468,216,982,3.269510427,15.04035103
Pcos_v1_contig_26500,251,59,629,5.223159899,56.34423209
Pcos_v1_contig_26501,2052,1010,718,10.93702106,7.867189805
Pcos_v1_contig_26502,714,212,410,6.597701765,12.91094958
Pcos_v1_contig_26503,251,5,0,0.442640669,0
Pcos_v1_contig_26504,280,211,102,16.74478035,8.190580456
Pcos_v1_contig_26505,432,0,47,0,2.446170089
Pcos_v1_contig_26506,421,18,39,0.950047765,2.082835885
Pcos_v1_contig_26507,271,35,84,2.86981423,6.969193703
Pcos_v1_contig_26508,636,633,8,22.11574764,0.282816935
Pcos_v1_contig_26509,673,142,82,4.688439447,2.73950015
Pcos_v1_contig_2651,222,106,100,10.6098177,10.12790376
Pcos_v1_contig_26510,313,58,231,4.117548157,16.59358341
Pcos_v1_contig_26511,1044,61,115,1.298327833,2.476679914
Pcos_v1_contig_26512,268,216,151,17.90910935,12.66819365
Pcos_v1_contig_26513,319,0,256,0,18.04354315
Pcos_v1_contig_26514,272,33,91,2.69587696,7.522202639
Pcos_v1_contig_26515,351,0,0,0,0
Pcos_v1_contig_26516,858,17,11,0.440267538,0.288255722
Pcos_v1_contig_26517,565,16,8,0.629254842,0.318356762
Pcos_v1_contig_26518,248,93,59,8.332710602,5.349003365
Pcos_v1_contig_26519,244,2,32,0.182135751,2.948714275
Pcos_v1_contig_2652,1150,1540,895,29.75623032,17.49837564
Pcos_v1_contig_26520,283,0,2,0,0.158897147
Pcos_v1_contig_26521,335,0,0,0,0
Pcos_v1_contig_26522,1092,0,245,0,5.044475143
Pcos_v1_contig_26523,326,19,37,1.295063406,2.551858942
Pcos_v1_contig_26524,286,14,87,1.087719799,6.839522141
Pcos_v1_contig_26525,489,2,73,0.090881643,3.356499148
Pcos_v1_contig_26526,227,29,140,2.838750161,13.86675105
Pcos_v1_contig_26527,822,27,10,0.729872461,0.273527328
Pcos_v1_contig_26528,311,4,0,0.285795005,0
Pcos_v1_contig_26529,441,0,0,0,0
Pcos_v1_contig_2653,3192,4532,13060,31.54874223,91.99258751
Pcos_v1_contig_26530,340,22,73,1.437801045,4.82743554
Pcos_v1_contig_26531,337,6,0,0.395618308,0
Pcos_v1_contig_26532,221,2,3,0.201091055,0.305211941
Pcos_v1_contig_26533,539,27,30,1.113089357,1.251425585
Pcos_v1_contig_26534,750,5,135,0.148137077,4.047110343
Pcos_v1_contig_26535,323,0,1,0,0.069609741
Pcos_v1_contig_26536,248,2,1,0.179198077,0.090661074
Pcos_v1_contig_26537,625,674,429,23.96265364,15.43298077
Pcos_v1_contig_26538,290,145,225,11.1102808,17.44444113
Pcos_v1_contig_26539,1585,168,116,2.355239337,1.645512793
Pcos_v1_contig_2654,1270,1274,2927,22.29054763,51.81929997
Pcos_v1_contig_26540,247,12,18,1.079541455,1.638506212
Pcos_v1_contig_26541,221,4,29,0.402182111,2.9503821
Pcos_v1_contig_26542,318,23,23,1.607147538,1.626197378
Pcos_v1_contig_26543,263,4,3,0.33795531,0.256470871
Pcos_v1_contig_26544,212,18,3,1.886651457,0.318169052
Pcos_v1_contig_26545,354,8,33,0.502159584,2.0959611
Pcos_v1_contig_26546,345,39,117,2.511889573,7.624990501
Pcos_v1_contig_26547,633,41,366,1.439246486,13.00019647
Pcos_v1_contig_26548,638,212,15,7.383634891,0.528619428
Pcos_v1_contig_26549,467,156,13,7.422714369,0.62589144
Pcos_v1_contig_2655,1915,10341,16108,119.9910327,189.1234506
Pcos_v1_contig_26550,1082,0,56,0,1.163679294
Pcos_v1_contig_26551,284,0,0,0,0
Pcos_v1_contig_26552,249,2,18,0.178478406,1.625345519
Pcos_v1_contig_26553,876,125,21,3.170742238,0.538998714
Pcos_v1_contig_26554,537,797,163,32.9791203,6.824736043
Pcos_v1_contig_26555,448,27,4,1.339185632,0.200749521
Pcos_v1_contig_26556,411,0,40,0,2.188218623
Pcos_v1_contig_26557,706,9,62,0.28326495,1.974510869
Pcos_v1_contig_26558,510,0,5,0,0.220430847
Pcos_v1_contig_26559,788,8,13,0.225589458,0.370928049
Pcos_v1_contig_2656,532,513,3701,21.42697012,156.4155741
Pcos_v1_contig_26560,327,31,53,2.106536421,3.644187023
Pcos_v1_contig_26561,570,1261,861,49.15811962,33.96259264
Pcos_v1_contig_26562,387,83,38,4.765650163,2.207725998
Pcos_v1_contig_26563,162,5,42,0.685819803,5.829171276
Pcos_v1_contig_26564,1082,13,8,0.266975324,0.166239899
Pcos_v1_contig_26565,228,9,7,0.877127432,0.690296598
Pcos_v1_contig_26566,370,2,18,0.120111144,1.093813606
Pcos_v1_contig_26567,228,0,2,0,0.1972276
Pcos_v1_contig_26568,880,103,118,2.600815733,3.014892806
Pcos_v1_contig_26569,336,11,66,0.727458862,4.416489462
Pcos_v1_contig_2657,890,1459,3623,36.42674088,91.52734565
Pcos_v1_contig_26570,753,274,143,8.085569562,4.269859665
Pcos_v1_contig_26571,1229,127,144,2.296184967,2.634408685
Pcos_v1_contig_26572,339,5,2,0.327736897,0.132648651
Pcos_v1_contig_26573,253,2,3,0.175656613,0.266608059
Pcos_v1_contig_26574,338,13,4,0.854636985,0.266082205
Pcos_v1_contig_26575,346,12,11,0.770655316,0.714807543
Pcos_v1_contig_26576,515,6,19,0.258880329,0.829504817
Pcos_v1_contig_26577,349,2,37,0.127338462,2.383684857
Pcos_v1_contig_26578,350,72,27,4.571086959,1.734475861
Pcos_v1_contig_26579,489,73,31,3.317179953,1.425362652
Pcos_v1_contig_2658,432,349,731,17.95133333,38.04575181
Pcos_v1_contig_26580,264,0,38,0,3.236325611
Pcos_v1_contig_26581,937,184,168,4.363482749,4.031273198
Pcos_v1_contig_26582,236,0,0,0,0
Pcos_v1_contig_26583,1523,0,0,0,0
Pcos_v1_contig_26584,794,889,478,24.87919303,13.53567551
Pcos_v1_contig_26585,494,15,88,0.674713409,4.005237406
Pcos_v1_contig_26586,670,0,6,0,0.201348773
Pcos_v1_contig_26587,805,229,186,6.321128705,5.195048473
Pcos_v1_contig_26588,276,17,31,1.36865778,2.525370786
Pcos_v1_contig_26589,368,253,172,15.2766361,10.50880101
Pcos_v1_contig_2659,2465,1774,2434,15.99159281,22.20118678
Pcos_v1_contig_26590,498,12,125,0.535435219,5.643560831
Pcos_v1_contig_26591,425,23,72,1.20252451,3.809045029
Pcos_v1_contig_26592,1368,577,615,9.37226904,10.10791448
Pcos_v1_contig_26593,223,35,20,3.487532091,2.01649743
Pcos_v1_contig_26594,861,185,412,4.774452842,10.75886864
Pcos_v1_contig_26595,611,377,115,13.71055929,4.231839329
Pcos_v1_contig_26596,507,11,177,0.482102915,7.849425057
Pcos_v1_contig_26597,470,0,0,0,0
Pcos_v1_contig_26598,327,81,103,5.504175811,7.082099309
Pcos_v1_contig_26599,334,2,2,0.133057255,0.134634409
Pcos_v1_contig_266,678,1880,1487,61.61453661,49.31213602
Pcos_v1_contig_2660,976,2118,2005,48.22044004,46.1888447
Pcos_v1_contig_26600,1389,1053,1736,16.84539336,28.10088615
Pcos_v1_contig_26601,1222,89,262,1.618355141,4.820616975
Pcos_v1_contig_26602,1261,13,0,0.229077955,0
Pcos_v1_contig_26603,231,26,229,2.501015592,22.28928015
Pcos_v1_contig_26604,340,4,6,0.261418372,0.396775524
Pcos_v1_contig_26605,285,5,32,0.389834414,2.524513274
Pcos_v1_contig_26606,264,10,63,0.84168794,5.365487197
Pcos_v1_contig_26607,560,86,28,3.412443389,1.124197317
Pcos_v1_contig_26608,680,7,218,0.228741075,7.208088683
Pcos_v1_contig_26609,1763,639,218,8.053850746,2.78020437
Pcos_v1_contig_2661,1499,1237,870,18.33678099,13.04938848
Pcos_v1_contig_26610,359,0,107,0,6.701343341
Pcos_v1_contig_26611,403,225,369,12.40602075,20.58703772
Pcos_v1_contig_26612,404,9,52,0.495012511,2.893973293
Pcos_v1_contig_26613,222,17,16,1.701574537,1.620464602
Pcos_v1_contig_26614,440,26,120,1.313033186,6.131985368
Pcos_v1_contig_26615,479,21,66,0.97417911,3.097996783
Pcos_v1_contig_26616,953,16,28,0.373062944,0.660598634
Pcos_v1_contig_26617,265,61,24,5.114921728,2.036281934
Pcos_v1_contig_26618,1530,476,412,6.913063611,6.054500586
Pcos_v1_contig_26619,433,253,274,12.98337664,14.22771663
Pcos_v1_contig_2662,1354,899,701,14.75353389,11.64050694
Pcos_v1_contig_26620,310,15,62,1.075188465,4.49678927
Pcos_v1_contig_26621,184,40,30,4.830556871,3.665860818
Pcos_v1_contig_26622,248,73,37,6.540729827,3.354459738
Pcos_v1_contig_26623,394,17,64,0.958755196,3.652214636
Pcos_v1_contig_26624,464,114,73,5.459362119,3.537345008
Pcos_v1_contig_26625,385,393,301,22.68228756,17.57835806
Pcos_v1_contig_26626,320,38,46,2.638691691,3.232067288
Pcos_v1_contig_26627,344,15,359,0.968919837,23.46435099
Pcos_v1_contig_26628,878,45,413,1.138867053,10.57616155
Pcos_v1_contig_26629,486,18,7,0.822983763,0.323842849
Pcos_v1_contig_2663,390,301,131,17.1497155,7.552299928
Pcos_v1_contig_26630,268,29,413,2.404463756,34.64876807
Pcos_v1_contig_26631,500,248,41,11.02139856,1.843683601
Pcos_v1_contig_26632,306,0,61,0,4.48209388
Pcos_v1_contig_26633,568,13,49,0.508569192,1.939636217
Pcos_v1_contig_26634,268,67,32,5.555140401,2.68465031
Pcos_v1_contig_26635,277,8,85,0.641749072,6.89940592
Pcos_v1_contig_26636,1076,119,124,2.457478468,2.591086754
Pcos_v1_contig_26637,499,37,44,1.647616792,1.982552384
Pcos_v1_contig_26638,326,1,0,0.068161232,0
Pcos_v1_contig_26639,299,25,95,1.857906489,7.143728773
Pcos_v1_contig_2664,237,110,109,10.31334083,10.34071794
Pcos_v1_contig_26640,1553,44,212,0.629558732,3.069283082
Pcos_v1_contig_26641,1776,1203,919,15.05142771,11.63442945
Pcos_v1_contig_26642,445,5,41,0.249669232,2.071554608
Pcos_v1_contig_26643,345,2,27,0.12881485,1.759613193
Pcos_v1_contig_26644,1274,5418,456,94.49843232,8.047629149
Pcos_v1_contig_26645,357,5,5,0.311212347,0.314901209
Pcos_v1_contig_26646,608,8,20,0.292375811,0.739603498
Pcos_v1_contig_26647,1710,53,166,0.688707465,2.182652102
Pcos_v1_contig_26648,282,16,15,1.260741084,1.195954593
Pcos_v1_contig_26649,365,21,16,1.27844327,0.985597648
Pcos_v1_contig_2665,220,1092,515,110.2947876,52.63287441
Pcos_v1_contig_26650,203,37,4,4.050053101,0.443033426
Pcos_v1_contig_26651,367,2,0,0.121092979,0
Pcos_v1_contig_26652,969,10,5,0.229314361,0.116016235
Pcos_v1_contig_26653,979,1478,883,33.54646584,20.27918757
Pcos_v1_contig_26654,520,65,121,2.777570201,5.231841362
Pcos_v1_contig_26655,268,34,63,2.819026472,5.285405299
Pcos_v1_contig_26656,823,0,93,0,2.540713257
Pcos_v1_contig_26657,243,0,13,0,1.202844866
Pcos_v1_contig_26658,586,23,144,0.872138083,5.525065315
Pcos_v1_contig_26659,306,276,104,20.04207517,7.641602681
Pcos_v1_contig_2666,1381,3827,3198,61.57718267,52.0663725
Pcos_v1_contig_26660,336,122,24,8.068180107,1.605996168
Pcos_v1_contig_26661,324,0,4,0,0.277579585
Pcos_v1_contig_26662,373,0,36,0,2.170032355
Pcos_v1_contig_26663,290,36,12,2.758414544,0.930370194
Pcos_v1_contig_26664,1273,9,3,0.15709745,0.052986519
Pcos_v1_contig_26665,1313,1062,719,17.97276194,12.31222957
Pcos_v1_contig_26666,204,22,42,2.396335075,4.629047778
Pcos_v1_contig_26667,550,8,7,0.323208169,0.286159317
Pcos_v1_contig_26668,641,158,82,5.47714311,2.876261468
Pcos_v1_contig_26669,396,24,127,1.346700703,7.210760572
Pcos_v1_contig_2667,1321,1371,2424,23.06161239,41.25744584
Pcos_v1_contig_26670,560,32,124,1.269746377,4.97858812
Pcos_v1_contig_26671,388,4,170,0.229077955,9.851213607
Pcos_v1_contig_26672,865,1447,465,37.17127473,12.08674573
Pcos_v1_contig_26673,542,3,166,0.122992038,6.886227111
Pcos_v1_contig_26674,226,0,0,0,0
Pcos_v1_contig_26675,393,58,327,3.279370415,18.70801643
Pcos_v1_contig_26676,414,24,42,1.288148499,2.280980064
Pcos_v1_contig_26677,217,37,225,3.788759352,23.3128476
Pcos_v1_contig_26678,453,0,0,0,0
Pcos_v1_contig_26679,305,370,1641,26.95609113,120.9710031
Pcos_v1_contig_2668,2045,673,564,7.312683599,6.200951463
Pcos_v1_contig_26680,433,10,132,0.513176942,6.854228448
Pcos_v1_contig_26681,666,66,197,2.202037637,6.650656803
Pcos_v1_contig_26682,955,80,244,1.861408302,5.744589434
Pcos_v1_contig_26683,587,21,26,0.794943431,0.99588178
Pcos_v1_contig_26684,807,0,0,0,0
Pcos_v1_contig_26685,306,7,502,0.508313501,36.88542833
Pcos_v1_contig_26686,216,0,6,0,0.624554065
Pcos_v1_contig_26687,468,175,297,8.308970686,14.26865826
Pcos_v1_contig_26688,285,65,76,5.067847384,5.995719027
Pcos_v1_contig_26689,502,11,42,0.486904736,1.881126985
Pcos_v1_contig_2669,640,2125,1070,73.77920846,37.5903478
Pcos_v1_contig_26690,341,166,168,10.81704759,11.07713486
Pcos_v1_contig_26691,321,24,81,1.6613504,5.673519172
Pcos_v1_contig_26692,311,3,0,0.214346253,0
Pcos_v1_contig_26693,1218,87,12,1.587182972,0.221516713
Pcos_v1_contig_26694,1214,39,459,0.713840117,8.50093194
Pcos_v1_contig_26695,452,10,1,0.491605345,0.049743244
Pcos_v1_contig_26696,2259,274,495,2.695189854,4.926761152
Pcos_v1_contig_26697,243,6,18,0.548655842,1.665477507
Pcos_v1_contig_26698,1418,20,1071,0.313407075,16.98188049
Pcos_v1_contig_26699,224,0,30,0,3.011242815
Pcos_v1_contig_267,4375,2127,2172,10.80300218,11.16231577
Pcos_v1_contig_2670,2475,1829,2939,16.42077058,26.69911851
Pcos_v1_contig_26700,284,0,0,0,0
Pcos_v1_contig_26701,282,22,92,1.733518991,7.335188171
Pcos_v1_contig_26702,1398,396,455,6.294236335,7.317736473
Pcos_v1_contig_26703,235,12,12,1.134666976,1.148116409
Pcos_v1_contig_26704,231,394,102,37.90000551,9.92797631
Pcos_v1_contig_26705,394,50,233,2.819868224,13.29634391
Pcos_v1_contig_26706,324,0,0,0,0
Pcos_v1_contig_26707,249,21,10,1.874023268,0.902969733
Pcos_v1_contig_26708,1184,95,46,1.782899791,0.873531699
Pcos_v1_contig_26709,269,8,33,0.660834546,2.758253641
Pcos_v1_contig_2671,305,13474,8136,981.6388429,599.7684836
Pcos_v1_contig_26710,726,2,109,0.061213668,3.375688915
Pcos_v1_contig_26711,611,1,27,0.036367531,0.993562277
Pcos_v1_contig_26712,640,2,59,0.069439255,2.072738804
Pcos_v1_contig_26713,1183,380,52,7.137627566,0.988305334
Pcos_v1_contig_26714,262,4,11,0.339245215,0.94398248
Pcos_v1_contig_26715,1328,123,226,2.058079125,3.826334243
Pcos_v1_contig_26716,236,7,6,0.659084454,0.571625755
Pcos_v1_contig_26717,483,8,2,0.368042428,0.093101227
Pcos_v1_contig_26718,750,28,200,0.829567633,5.995719027
Pcos_v1_contig_26719,203,50,36,5.47304473,3.987300831
Pcos_v1_contig_2672,306,2544,2850,184.7356494,209.4093042
Pcos_v1_contig_26720,265,12,47,1.00621411,3.987718787
Pcos_v1_contig_26721,240,20,54,1.851713467,5.058887929
Pcos_v1_contig_26722,391,28,78,1.591242263,4.48528853
Pcos_v1_contig_26723,790,209,8,5.878604273,0.227685533
Pcos_v1_contig_26724,361,19,43,1.169503242,2.678143194
Pcos_v1_contig_26725,1395,1765,1180,28.11418726,19.01867863
Pcos_v1_contig_26726,377,36,34,2.121857342,2.02772991
Pcos_v1_contig_26727,245,107,68,9.704490171,6.240442252
Pcos_v1_contig_26728,244,0,4,0,0.368589284
Pcos_v1_contig_26729,361,24,254,1.477267254,15.81972956
Pcos_v1_contig_2673,1563,3042,5058,43.24692796,72.75994922
Pcos_v1_contig_26730,964,158,229,3.641959267,5.341103438
Pcos_v1_contig_26731,226,50,187,4.916053453,18.60397331
Pcos_v1_contig_26732,238,122,203,11.39037192,19.17748365
Pcos_v1_contig_26733,634,3,31,0.105144613,1.099372771
Pcos_v1_contig_26734,413,184,53,9.899717519,2.885349047
Pcos_v1_contig_26735,529,15,17,0.630072635,0.72254648
Pcos_v1_contig_26736,2301,2019,11852,19.49731155,115.8104008
Pcos_v1_contig_26737,399,496,482,27.62255277,27.161058
Pcos_v1_contig_26738,207,17,53,1.82487704,5.75675921
Pcos_v1_contig_26739,241,0,16,0,1.492710131
Pcos_v1_contig_2674,1029,1743,2089,37.63891047,45.64525163
Pcos_v1_contig_26740,424,552,786,28.92865568,41.68014583
Pcos_v1_contig_26741,308,8,0,0.577157444,0
Pcos_v1_contig_26742,329,10,0,0.675397009,0
Pcos_v1_contig_26743,202,27,4,2.970075066,0.44522666
Pcos_v1_contig_26744,324,101,15,6.926780007,1.040923442
Pcos_v1_contig_26745,306,1,54,0.072616214,3.967755238
Pcos_v1_contig_26746,271,22,8,1.80388323,0.663732734
Pcos_v1_contig_26747,350,151,828,9.58658515,53.19059308
Pcos_v1_contig_26748,257,0,1,0,0.087486173
Pcos_v1_contig_26749,2240,478,504,4.741709128,5.058887929
Pcos_v1_contig_2675,1772,2462,17662,30.87303763,224.103533
Pcos_v1_contig_26750,395,17,4,0.956327968,0.227685533
Pcos_v1_contig_26751,352,1,86,0.063126595,5.493236892
Pcos_v1_contig_26752,565,2,42,0.078656855,1.671373003
Pcos_v1_contig_26753,395,11,113,0.61880045,6.432116298
Pcos_v1_contig_26754,394,32,216,1.804715663,12.32622439
Pcos_v1_contig_26755,562,0,0,0,0
Pcos_v1_contig_26756,272,0,27,0,2.231862321
Pcos_v1_contig_26757,291,2,70,0.152718636,5.408509431
Pcos_v1_contig_26758,521,8,19,0.341198643,0.819951978
Pcos_v1_contig_26759,407,0,4,0,0.220972446
Pcos_v1_contig_2676,1217,3402,9163,62.11532505,169.2854564
Pcos_v1_contig_26760,352,27,22,1.704418078,1.405246647
Pcos_v1_contig_26761,775,215,385,6.164413865,11.16944432
Pcos_v1_contig_26762,307,185,111,13.39024071,8.129374739
Pcos_v1_contig_26763,311,58,148,4.144027566,10.69975582
Pcos_v1_contig_26764,1614,939,839,12.9275758,11.68775154
Pcos_v1_contig_26765,531,0,77,0,3.260383934
Pcos_v1_contig_26766,326,1,0,0.068161232,0
Pcos_v1_contig_26767,988,117,46,2.631382295,1.046823413
Pcos_v1_contig_26768,471,50,85,2.358870659,4.057612399
Pcos_v1_contig_26769,235,2,30,0.189111163,2.870291023
Pcos_v1_contig_2677,3107,4471,3891,31.97558125,28.15739789
Pcos_v1_contig_26770,1575,849,257,11.97794083,3.668809023
Pcos_v1_contig_26771,704,59,41,1.862234566,1.309434375
Pcos_v1_contig_26772,486,493,101,22.54061085,4.672589674
Pcos_v1_contig_26773,418,0,23,0,1.237154943
Pcos_v1_contig_26774,524,0,0,0,0
Pcos_v1_contig_26775,757,3,16,0.08806035,0.475222116
Pcos_v1_contig_26776,264,0,0,0,0
Pcos_v1_contig_26777,313,171,30,12.13966784,2.155010832
Pcos_v1_contig_26778,315,109,18,7.68901973,1.284796934
Pcos_v1_contig_26779,387,1,0,0.057417472,0
Pcos_v1_contig_2678,1324,475,527,7.97187822,8.949425775
Pcos_v1_contig_26780,326,2,7,0.136322464,0.482784124
Pcos_v1_contig_26781,388,2,100,0.114538977,5.794831533
Pcos_v1_contig_26782,395,0,93,0,5.293688634
Pcos_v1_contig_26783,337,10,134,0.659363846,8.940204187
Pcos_v1_contig_26784,264,235,267,19.77966658,22.73944574
Pcos_v1_contig_26785,1785,329,419,4.095554492,5.277744269
Pcos_v1_contig_26786,547,0,18,0,0.73987392
Pcos_v1_contig_26787,571,50,248,1.945758459,9.765356733
Pcos_v1_contig_26788,421,329,288,17.36476192,15.38094192
Pcos_v1_contig_26789,268,479,94,39.71510824,7.886160287
Pcos_v1_contig_2679,1609,513,5124,7.084616596,71.60207651
Pcos_v1_contig_26790,621,72,31,2.576296998,1.122387016
Pcos_v1_contig_26791,408,0,0,0,0
Pcos_v1_contig_26792,463,71,25,3.40747273,1.21403598
Pcos_v1_contig_26793,640,3,65,0.104158883,2.283525801
Pcos_v1_contig_26794,246,7,6,0.632292403,0.548388935
Pcos_v1_contig_26795,499,37,35,1.647616792,1.577030305
Pcos_v1_contig_26796,235,2,6,0.189111163,0.574058205
Pcos_v1_contig_26797,795,0,5,0,0.141408468
Pcos_v1_contig_26798,228,1,9,0.097458604,0.887524198
Pcos_v1_contig_26799,542,130,339,5.329654998,14.06283729
Pcos_v1_contig_268,307,0,54,0,3.954830954
Pcos_v1_contig_2680,2150,4882,5427,50.45617756,56.75366365
Pcos_v1_contig_26800,235,3,4,0.283666744,0.38270547
Pcos_v1_contig_26801,484,0,36,0,1.672359646
Pcos_v1_contig_26802,326,0,0,0,0
Pcos_v1_contig_26803,202,1,41,0.11000278,4.563573269
Pcos_v1_contig_26804,520,16,1,0.683709588,0.043238358
Pcos_v1_contig_26805,446,10,0,0.49821887,0
Pcos_v1_contig_26806,398,1,0,0.055830557,0
Pcos_v1_contig_26807,375,27,36,1.599880436,2.15845885
Pcos_v1_contig_26808,593,375,433,14.05178854,16.41745155
Pcos_v1_contig_26809,237,71,327,6.656792717,31.02215382
Pcos_v1_contig_2681,1149,98,856,1.895226316,16.75044219
Pcos_v1_contig_26810,1863,658,103,7.848164002,1.243073792
Pcos_v1_contig_26811,299,3,14,0.222948779,1.05276003
Pcos_v1_contig_26812,424,12,40,0.628883819,2.121127014
Pcos_v1_contig_26813,1429,145,394,2.25471059,6.19921264
Pcos_v1_contig_26814,523,20,0,0.849734669,0
Pcos_v1_contig_26815,972,531,35,12.13901051,0.809607122
Pcos_v1_contig_26816,311,148,83,10.57441517,6.000538736
Pcos_v1_contig_26817,240,6,42,0.55551404,3.934690611
Pcos_v1_contig_26818,230,2,10,0.193222275,0.977562885
Pcos_v1_contig_26819,268,0,0,0,0
Pcos_v1_contig_2682,439,8,22,0.404930508,1.126758131
Pcos_v1_contig_26820,467,0,26,0,1.25178288
Pcos_v1_contig_26821,398,917,74,51.19662058,4.180432236
Pcos_v1_contig_26822,250,0,174,0,15.64882666
Pcos_v1_contig_26823,988,635,315,14.28143383,7.168464676
Pcos_v1_contig_26824,219,215,87,21.8147066,8.931978687
Pcos_v1_contig_26825,523,633,256,26.89410229,11.00552632
Pcos_v1_contig_26826,505,0,27,0,1.202111983
Pcos_v1_contig_26827,215,0,4,0,0.418305979
Pcos_v1_contig_26828,646,94,42,3.233332494,1.461804561
Pcos_v1_contig_26829,687,38,102,1.229084921,3.338227842
Pcos_v1_contig_2683,1682,4282,3014,56.56863543,40.28930696
Pcos_v1_contig_26830,452,260,123,12.78173898,6.118419029
Pcos_v1_contig_26831,324,4,45,0.274327921,3.122770326
Pcos_v1_contig_26832,260,0,16,0,1.383627468
Pcos_v1_contig_26833,507,128,68,5.609924824,3.015598327
Pcos_v1_contig_26834,478,0,29,0,1.364088795
Pcos_v1_contig_26835,1698,16,476,0.209381028,6.302920178
Pcos_v1_contig_26836,422,2,0,0.105310719,0
Pcos_v1_contig_26837,271,0,4,0,0.331866367
Pcos_v1_contig_26838,527,3,112,0.126492761,4.7783719
Pcos_v1_contig_26839,329,716,264,48.35842587,18.04182929
Pcos_v1_contig_2684,2403,199,740,1.840154706,6.923895255
Pcos_v1_contig_26840,405,78,159,4.279515568,8.827030789
Pcos_v1_contig_26841,413,26,63,1.398873128,3.429754528
Pcos_v1_contig_26842,378,22,16,1.293260199,0.951701433
Pcos_v1_contig_26843,358,2,15,0.124137216,0.942064791
Pcos_v1_contig_26844,529,5,162,0.210024212,6.885442928
Pcos_v1_contig_26845,377,4,13,0.235761927,0.775308495
Pcos_v1_contig_26846,284,56,37,4.38151919,2.929246531
Pcos_v1_contig_26847,313,93,449,6.602275493,32.25332879
Pcos_v1_contig_26848,461,30,11,1.446023532,0.536493297
Pcos_v1_contig_26849,486,18,85,0.822983763,3.932377448
Pcos_v1_contig_2685,1891,1937,3443,22.76109351,40.93719052
Pcos_v1_contig_26850,261,11,32,0.936498765,2.756652426
Pcos_v1_contig_26851,306,79,113,5.736680937,8.302895221
Pcos_v1_contig_26852,293,0,0,0,0
Pcos_v1_contig_26853,213,57,362,5.946347472,38.21215295
Pcos_v1_contig_26854,445,0,65,0,3.284171939
Pcos_v1_contig_26855,324,3,29,0.205745941,2.012451988
Pcos_v1_contig_26856,1177,1067,734,20.14387361,14.02142449
Pcos_v1_contig_26857,367,7,3,0.423825426,0.183792477
