Contig ID,Size,Pcos_ech1,Pcos_ech2,Pcos1 F ENV RPKM,Pcos2 F ENV RPKM
Pcos_v1_contig_17404,229,57,564,5.530882146,55.37530891
Pcos_v1_contig_17405,752,73,307,2.157049198,9.178951502
Pcos_v1_contig_17406,912,313,177,7.626135726,4.36366064
Pcos_v1_contig_17407,207,369,256,39.61056634,27.80623317
Pcos_v1_contig_17408,240,0,150,0,14.05246647
Pcos_v1_contig_17409,2123,548,610,5.735689006,6.460295466
Pcos_v1_contig_1741,973,1231,4789,28.11255019,110.6635345
Pcos_v1_contig_17410,513,469,261,20.31470447,11.43920077
Pcos_v1_contig_17411,1751,534,546,6.776573328,7.010984984
Pcos_v1_contig_17412,309,40,753,2.876448104,54.79097606
Pcos_v1_contig_17413,1629,2012,834,27.4449171,11.51111802
Pcos_v1_contig_17414,285,452,123,35.24103104,9.703597898
Pcos_v1_contig_17415,520,845,551,36.10841261,23.82433546
Pcos_v1_contig_17416,269,0,0,0,0
Pcos_v1_contig_17417,399,12,46,0.668287567,2.592134166
Pcos_v1_contig_17418,2130,652,464,6.801786933,4.897911318
Pcos_v1_contig_17419,201,9,13,0.99495052,1.454185585
Pcos_v1_contig_1742,319,3,28,0.208970799,1.973512532
Pcos_v1_contig_17420,961,105,100,2.42784492,2.339640619
Pcos_v1_contig_17421,1001,24,149,0.532760718,3.346761245
Pcos_v1_contig_17422,332,0,0,0,0
Pcos_v1_contig_17423,1552,1768,1586,25.31311399,22.97650703
Pcos_v1_contig_17424,369,107,274,6.443360682,16.69539648
Pcos_v1_contig_17425,1130,405,239,7.964006593,4.755454139
Pcos_v1_contig_17426,3485,1408,513,8.977489452,3.309688516
Pcos_v1_contig_17427,595,330,365,12.32400896,13.79267297
Pcos_v1_contig_17428,995,9,127,0.200990004,2.869810238
Pcos_v1_contig_17429,581,35,2,1.338588049,0.077397406
Pcos_v1_contig_1743,1729,2954,1823,37.96387448,23.706324
Pcos_v1_contig_17430,660,262,499,8.820889607,16.9992261
Pcos_v1_contig_17431,794,936,665,26.19451595,18.831013
Pcos_v1_contig_17432,1454,52,43,0.794683084,0.664931013
Pcos_v1_contig_17433,574,922,402,35.69226098,15.74659657
Pcos_v1_contig_17434,245,399,194,36.18777176,17.80361466
Pcos_v1_contig_17435,327,55,108,3.737403328,7.425890538
Pcos_v1_contig_17436,1173,485,843,9.187529735,16.15853945
Pcos_v1_contig_17437,889,2191,1047,54.76406128,26.47996831
Pcos_v1_contig_17438,384,5,1,0.289330229,0.058551944
Pcos_v1_contig_17439,374,5,91,0.297066332,5.470692828
Pcos_v1_contig_1744,3718,3066,4300,18.32389507,26.00348825
Pcos_v1_contig_17440,337,30,543,1.978091538,36.22784234
Pcos_v1_contig_17441,662,66,50,2.215343,1.698183259
Pcos_v1_contig_17442,2156,849,778,8.750119111,8.113409212
Pcos_v1_contig_17443,1490,401,172,5.980164566,2.595462263
Pcos_v1_contig_17444,398,0,1,0,0.056492328
Pcos_v1_contig_17445,459,685,528,33.16140457,25.863886
Pcos_v1_contig_17446,277,146,39,11.71192056,3.165609775
Pcos_v1_contig_17447,662,501,44,16.81646732,1.494401268
Pcos_v1_contig_17448,437,0,0,0,0
Pcos_v1_contig_17449,684,148,54,4.807957774,1.775048396
Pcos_v1_contig_1745,3792,3880,3910,22.73622865,23.18360502
Pcos_v1_contig_17450,417,23,89,1.225594525,4.798731955
Pcos_v1_contig_17451,1219,564,605,10.2808833,11.15897255
Pcos_v1_contig_17452,331,85,21,5.706186515,1.426473938
Pcos_v1_contig_17453,234,47,20,4.463104254,1.921704816
Pcos_v1_contig_17454,1959,3584,1362,40.65262521,15.63202396
Pcos_v1_contig_17455,310,0,1,0,0.072528859
Pcos_v1_contig_17456,1315,1814,6550,30.65254658,111.9922803
Pcos_v1_contig_17457,1944,1750,1138,20.00307758,13.16189863
Pcos_v1_contig_17458,421,0,28,0,1.495369353
Pcos_v1_contig_17459,373,45,184,2.680764805,11.09127648
Pcos_v1_contig_1746,2147,774,1828,8.010579731,19.1432948
Pcos_v1_contig_17460,756,2,10,0.058784555,0.297406698
Pcos_v1_contig_17461,843,79,86,2.082353935,2.293735927
Pcos_v1_contig_17462,908,576,566,14.09586287,14.01532339
Pcos_v1_contig_17463,692,2761,1961,88.65747196,63.71534508
Pcos_v1_contig_17464,1576,1828,959,25.77359557,13.68153842
Pcos_v1_contig_17465,239,2,24,0.185946122,2.257802144
Pcos_v1_contig_17466,1237,267,976,4.796192359,17.7399609
Pcos_v1_contig_17467,366,0,223,0,13.69923507
Pcos_v1_contig_17468,278,26,164,2.078182021,13.2639108
Pcos_v1_contig_17469,335,795,580,52.73237754,38.9274295
Pcos_v1_contig_1747,2766,1399,6239,11.23881623,50.71487393
Pcos_v1_contig_17470,1343,189,232,3.127093182,3.884047322
Pcos_v1_contig_17471,1793,765,511,9.480607712,6.40786201
Pcos_v1_contig_17472,1916,1744,1518,20.2258139,17.8134815
Pcos_v1_contig_17473,810,6,21,0.164596753,0.582917128
Pcos_v1_contig_17474,1158,1466,1838,28.13069371,35.68695457
Pcos_v1_contig_17475,1028,115,146,2.485763215,3.193245299
Pcos_v1_contig_17476,1998,1116,1309,12.41148486,14.73047336
Pcos_v1_contig_17477,277,127,41,10.18776651,3.327948738
Pcos_v1_contig_17478,227,199,203,19.47969938,20.10678903
Pcos_v1_contig_17479,616,759,494,27.37890626,18.03095698
Pcos_v1_contig_1748,405,326,230,17.88618045,12.76866089
Pcos_v1_contig_17480,353,67,96,4.217500361,6.114614305
Pcos_v1_contig_17481,1255,307,829,5.435627421,14.85194544
Pcos_v1_contig_17482,392,678,734,38.43250196,42.1000424
Pcos_v1_contig_17483,200,12,100,1.333233696,11.24197317
Pcos_v1_contig_17484,738,313,139,9.424167727,4.234781223
Pcos_v1_contig_17485,558,26,42,1.03536667,1.692340048
Pcos_v1_contig_17486,1046,500,939,10.62168337,20.18396331
Pcos_v1_contig_17487,1005,807,546,17.84277932,12.21515891
Pcos_v1_contig_17488,2214,21713,2394,217.9200787,24.31190947
Pcos_v1_contig_17489,237,1,7,0.093757644,0.664082804
Pcos_v1_contig_1749,408,395,1118,21.51255352,61.61042162
Pcos_v1_contig_17490,615,3176,2550,114.7520385,93.22611901
Pcos_v1_contig_17491,475,0,149,0,7.05285896
Pcos_v1_contig_17492,314,142,284,10.04878901,20.33579861
Pcos_v1_contig_17493,1438,552,1366,8.529728794,21.35818548
Pcos_v1_contig_17494,228,6,19,0.584751621,1.873662196
Pcos_v1_contig_17495,297,14,23,1.04743388,1.74118103
Pcos_v1_contig_17496,364,339,296,20.69442413,18.28364868
Pcos_v1_contig_17497,316,3,208,0.210954699,14.79955962
Pcos_v1_contig_17498,1098,477,921,9.653194796,18.85948505
Pcos_v1_contig_17499,596,718,656,26.76906583,24.74743088
Pcos_v1_contig_175,214,397,411,41.22225681,43.18178481
Pcos_v1_contig_1750,1038,4936,9818,105.6654066,212.6660744
Pcos_v1_contig_17500,344,48,9,3.10054348,0.588242782
Pcos_v1_contig_17501,905,422,571,10.36141105,14.18600372
Pcos_v1_contig_17502,1119,774,1128,15.36971822,22.66478238
Pcos_v1_contig_17503,1695,77,1030,1.009429642,13.66281106
Pcos_v1_contig_17504,283,809,182,63.5209694,14.45964041
Pcos_v1_contig_17505,206,69,103,7.44280947,11.24197317
Pcos_v1_contig_17506,1009,907,1044,19.97428085,23.2638652
Pcos_v1_contig_17507,601,178,135,6.581131391,5.050470478
Pcos_v1_contig_17508,318,428,575,29.90691939,40.65493444
Pcos_v1_contig_17509,1082,546,218,11.21296362,4.53003725
Pcos_v1_contig_1751,1816,266,1400,3.254773892,17.33343882
Pcos_v1_contig_17510,364,146,90,8.912642842,5.559217504
Pcos_v1_contig_17511,368,0,16,0,0.977562885
Pcos_v1_contig_17512,709,28,266,0.87753981,8.435443906
Pcos_v1_contig_17513,1341,414,1033,6.860039153,17.31984831
Pcos_v1_contig_17514,1295,4043,1652,69.37276492,28.68222345
Pcos_v1_contig_17515,1320,411,337,6.918674864,5.740219636
Pcos_v1_contig_17516,635,297,147,10.39292409,5.204945061
Pcos_v1_contig_17517,342,272,475,17.67249344,31.22770326
Pcos_v1_contig_17518,222,5,37,0.500463099,3.747324392
Pcos_v1_contig_17519,424,0,1,0,0.053028175
Pcos_v1_contig_1752,1636,4289,1272,58.25427184,17.48140572
Pcos_v1_contig_17520,440,1351,801,68.22722438,40.93100233
Pcos_v1_contig_17521,1652,867,67,11.66175963,0.91187918
Pcos_v1_contig_17522,932,2745,2110,65.4457528,50.90249656
Pcos_v1_contig_17523,1314,1208,664,20.42803533,11.36175067
Pcos_v1_contig_17524,1490,403,236,6.009990824,3.561215663
Pcos_v1_contig_17525,278,8,6,0.639440622,0.485265029
Pcos_v1_contig_17526,2100,1749,1226,18.50655345,13.12634201
Pcos_v1_contig_17527,615,474,324,17.12609138,11.845201
Pcos_v1_contig_17528,327,0,0,0,0
Pcos_v1_contig_17529,851,37,41,0.966111374,1.083245359
Pcos_v1_contig_1753,342,562,255,36.51449012,16.76434596
Pcos_v1_contig_17530,583,88,686,3.354047035,26.45623876
Pcos_v1_contig_17531,532,2,6,0.083535946,0.253578342
Pcos_v1_contig_17532,206,10,9,1.078668039,0.982308336
Pcos_v1_contig_17533,283,952,110,74.74902703,8.739343104
Pcos_v1_contig_17534,782,20,459,0.568300808,13.19709894
Pcos_v1_contig_17535,2152,2138,3079,22.07600405,32.16917789
Pcos_v1_contig_17536,2126,195,118,2.038104192,1.247933052
Pcos_v1_contig_17537,645,4,0,0.137801932,0
Pcos_v1_contig_17538,274,0,0,0,0
Pcos_v1_contig_17539,329,5,3,0.337698505,0.205020787
Pcos_v1_contig_1754,3203,525,5090,3.642146376,35.73003026
Pcos_v1_contig_17540,2350,704,1577,6.656712924,15.08816315
Pcos_v1_contig_17541,482,0,291,0,13.57433275
Pcos_v1_contig_17542,480,361,228,16.71171404,10.67987452
Pcos_v1_contig_17543,733,481,332,14.58129622,10.18372468
Pcos_v1_contig_17544,1573,138,450,1.949419899,6.432152484
Pcos_v1_contig_17545,236,12,30,1.129859065,2.858128773
Pcos_v1_contig_17546,1021,358,687,7.791342855,15.12876703
Pcos_v1_contig_17547,787,24,56,0.677628308,1.5998742
Pcos_v1_contig_17548,2301,25,982,0.241422877,9.595495574
Pcos_v1_contig_17549,755,35,268,1.03009226,7.981056453
Pcos_v1_contig_1755,1027,31026,24692,671.2903061,540.5779973
Pcos_v1_contig_17550,3384,1496,1105,9.82327428,7.341832363
Pcos_v1_contig_17551,432,0,272,0,14.15655881
Pcos_v1_contig_17552,277,5093,1463,408.5535027,118.7509513
Pcos_v1_contig_17553,951,257,778,6.004925692,18.39380679
Pcos_v1_contig_17554,1763,2210,1097,27.85447598,13.99029447
Pcos_v1_contig_17555,895,1400,946,34.75842039,23.76515447
Pcos_v1_contig_17556,1008,244,148,5.378786738,3.301214345
Pcos_v1_contig_17557,398,23,3,1.284102806,0.169476983
Pcos_v1_contig_17558,628,17,4,0.601512018,0.143209849
Pcos_v1_contig_17559,1375,840,1119,13.57474309,18.29784434
Pcos_v1_contig_1756,1505,4054,3288,59.85525365,49.12107349
Pcos_v1_contig_17560,226,49,16,4.817732384,1.591783812
Pcos_v1_contig_17561,554,110,133,4.412024868,5.397770514
Pcos_v1_contig_17562,781,269,175,7.653432871,5.038016148
Pcos_v1_contig_17563,748,366,303,10.87262774,9.107801797
Pcos_v1_contig_17564,1330,334,403,5.580201185,6.812804796
Pcos_v1_contig_17565,786,293,235,8.283237342,6.722299481
Pcos_v1_contig_17566,506,74,57,3.249647349,2.532776565
Pcos_v1_contig_17567,551,251,85,10.1222522,3.468485372
Pcos_v1_contig_17568,332,14,20,0.937011634,1.354454599
Pcos_v1_contig_17569,1758,1880,10104,23.76260285,129.2251387
Pcos_v1_contig_1757,1437,2521,6563,38.98262756,102.6876408
Pcos_v1_contig_17570,430,105,97,5.42595109,5.071959991
Pcos_v1_contig_17571,397,18,11,1.007481383,0.622980881
Pcos_v1_contig_17572,443,57,158,2.859079033,8.019105019
Pcos_v1_contig_17573,217,388,988,39.73077375,102.3693041
Pcos_v1_contig_17574,1900,800,611,9.356025939,7.2303638
Pcos_v1_contig_17575,270,0,3,0,0.249821626
Pcos_v1_contig_17576,540,1,17,0.041149188,0.707827941
Pcos_v1_contig_17577,797,532,379,14.83229457,10.69186407
Pcos_v1_contig_17578,652,18,35,0.613451087,1.20696031
Pcos_v1_contig_17579,1522,1,936,0.014599581,13.82718383
Pcos_v1_contig_1758,301,0,0,0,0
Pcos_v1_contig_17580,619,467,365,16.76413937,13.25790051
Pcos_v1_contig_17581,1001,745,549,16.53778062,12.33135519
Pcos_v1_contig_17582,288,25,21,1.928868195,1.639454421
Pcos_v1_contig_17583,980,17,44,0.385458722,1.009483306
Pcos_v1_contig_17584,263,8,25,0.675910619,2.137257258
Pcos_v1_contig_17585,215,149,49,15.39936595,5.124248238
Pcos_v1_contig_17586,545,266,235,10.84526493,9.694912646
Pcos_v1_contig_17587,205,4,32,0.433571934,3.509689186
Pcos_v1_contig_17588,415,47,315,2.516545531,17.06612795
Pcos_v1_contig_17589,1465,148,301,2.244807589,4.619568499
Pcos_v1_contig_1759,1031,525,7050,11.31502895,153.7457049
Pcos_v1_contig_17590,1209,70,27,1.2865503,0.502122871
Pcos_v1_contig_17591,747,610,64,18.14530466,1.92633543
Pcos_v1_contig_17592,210,0,1,0,0.107066411
Pcos_v1_contig_17593,234,88,479,8.356450518,46.02483035
Pcos_v1_contig_17594,1404,829,766,13.12026038,12.26688241
Pcos_v1_contig_17595,961,67,52,1.549196283,1.216613122
Pcos_v1_contig_17596,460,21,13,1.014416943,0.635415875
Pcos_v1_contig_17597,2615,416,727,3.534896225,6.250795027
Pcos_v1_contig_17598,384,346,103,20.02165186,6.030850193
Pcos_v1_contig_17599,708,22,437,0.690469428,13.87780304
Pcos_v1_contig_176,257,0,464,0,40.59358407
Pcos_v1_contig_1760,715,1370,5932,42.5764607,186.5381395
Pcos_v1_contig_17600,1248,821,214,14.61785343,3.855420288
Pcos_v1_contig_17601,548,0,2,0,0.082058198
Pcos_v1_contig_17602,255,39,25,3.398438834,2.204308466
Pcos_v1_contig_17603,1446,1212,1386,18.62470309,21.55100252
Pcos_v1_contig_17604,768,434,662,12.55693195,19.38069334
Pcos_v1_contig_17605,281,117,44,9.251977608,3.520617934
Pcos_v1_contig_17606,362,208,0,12.76761551,0
Pcos_v1_contig_17607,310,474,193,33.97595549,13.99806982
Pcos_v1_contig_17608,1168,2170,622,41.28306394,11.97347143
Pcos_v1_contig_17609,902,167,155,4.114006417,3.863649317
Pcos_v1_contig_1761,2230,707,4620,7.044814823,46.58109064
Pcos_v1_contig_17610,538,67,2,2.767244661,0.083583444
Pcos_v1_contig_17611,1343,4744,2035,78.49169342,34.06912198
Pcos_v1_contig_17612,367,23,61,1.392569256,3.737113698
Pcos_v1_contig_17613,1376,1558,1074,25.15961845,17.54924301
Pcos_v1_contig_17614,1344,857,947,14.16891465,15.84248303
Pcos_v1_contig_17615,2718,1070,1635,8.747608873,13.52511121
Pcos_v1_contig_17616,1149,1833,1063,35.44846773,20.80107482
Pcos_v1_contig_17617,1313,34,681,0.575399158,11.66151368
Pcos_v1_contig_17618,1845,1757,1125,21.1607191,13.70972338
Pcos_v1_contig_17619,1200,285,499,5.277383381,9.349574357
Pcos_v1_contig_1762,1163,14063,10005,268.6911074,193.4238033
Pcos_v1_contig_17620,1358,1127,1783,18.44077535,29.5205275
Pcos_v1_contig_17621,500,10,232,0.444411232,10.43255111
Pcos_v1_contig_17622,232,84,238,8.045375754,23.06542772
Pcos_v1_contig_17623,381,942,451,54.93902633,26.61485513
Pcos_v1_contig_17624,697,2,223,0.063760578,7.193572505
Pcos_v1_contig_17625,2037,733,252,7.995911466,2.781519136
Pcos_v1_contig_17626,709,2330,1061,73.02384844,33.64663904
Pcos_v1_contig_17627,734,94,56,2.845685001,1.715396452
Pcos_v1_contig_17628,2053,309,792,3.344448873,8.673787389
Pcos_v1_contig_17629,733,912,828,27.64686519,25.39796395
Pcos_v1_contig_1763,795,993,7685,27.75473921,217.3448147
Pcos_v1_contig_17630,1198,715,303,13.26185438,5.686674244
Pcos_v1_contig_17631,407,320,232,17.47071183,12.81640185
Pcos_v1_contig_17632,771,304,128,8.761414693,3.732743363
Pcos_v1_contig_17633,1995,912,958,10.15797102,10.79680231
Pcos_v1_contig_17634,2794,799,973,6.354412571,7.82994982
Pcos_v1_contig_17635,420,143,104,7.565572166,5.567453382
Pcos_v1_contig_17636,437,237,195,12.05096819,10.03288224
Pcos_v1_contig_17637,211,558,166,58.76338093,17.68879192
Pcos_v1_contig_17638,377,112,80,6.601333952,4.771129199
Pcos_v1_contig_17639,1387,427,988,6.840792938,16.01596178
Pcos_v1_contig_1764,3297,4425,4811,29.82286476,32.80869454
Pcos_v1_contig_17640,403,67,63,3.694237289,3.514860099
Pcos_v1_contig_17641,408,4,557,0.217848643,30.69499538
Pcos_v1_contig_17642,246,58,60,5.2389942,5.483889354
Pcos_v1_contig_17643,913,1902,322,46.29080851,7.929716018
Pcos_v1_contig_17644,1172,191,130,3.621268999,2.493953093
Pcos_v1_contig_17645,1646,48,441,0.647987216,6.023949174
Pcos_v1_contig_17646,1008,41,216,0.903812526,4.817988504
Pcos_v1_contig_17647,2582,1853,1482,15.94682442,12.90519306
Pcos_v1_contig_17648,2188,224,536,2.274865539,5.507950294
Pcos_v1_contig_17649,1698,10495,3648,137.3408681,48.30473279
Pcos_v1_contig_1765,3445,3814,3210,24.60064498,20.95020836
Pcos_v1_contig_17650,2581,720,1041,6.198684369,9.06849599
Pcos_v1_contig_17651,430,2,145,0.103351449,7.581795862
Pcos_v1_contig_17652,349,0,179,0,11.53188079
Pcos_v1_contig_17653,335,431,150,28.58824493,10.06743866
Pcos_v1_contig_17654,242,37,51,3.397358593,4.73835233
Pcos_v1_contig_17655,721,4,10,0.123276347,0.311843916
Pcos_v1_contig_17656,463,6,3,0.287955442,0.145684318
Pcos_v1_contig_17657,1704,1189,867,15.50484023,11.43989524
Pcos_v1_contig_17658,1066,3,266,0.062534414,5.610440646
Pcos_v1_contig_17659,233,98,347,9.345987285,33.48467547
Pcos_v1_contig_1766,1027,4579,665,99.0729811,14.55873839
Pcos_v1_contig_17660,436,69,217,3.516556768,11.19040449
Pcos_v1_contig_17661,278,737,249,58.90846728,20.13849871
Pcos_v1_contig_17662,212,223,126,23.37351527,13.36310019
Pcos_v1_contig_17663,827,492,485,13.21948768,13.18586938
Pcos_v1_contig_17664,1396,382,178,6.080411557,2.866864219
Pcos_v1_contig_17665,1017,708,150,15.46918153,3.316216276
Pcos_v1_contig_17666,611,920,254,33.45812877,9.346845127
Pcos_v1_contig_17667,304,9,117,0.657845574,8.653360931
Pcos_v1_contig_17668,431,73,256,3.7635754,13.35473379
Pcos_v1_contig_17669,463,62,303,2.975539567,14.71411608
Pcos_v1_contig_1767,1291,6906,25876,118.8653745,450.6542182
Pcos_v1_contig_17670,448,15,26,0.743992018,1.304871886
Pcos_v1_contig_17671,373,41,7,2.4424746,0.421950736
Pcos_v1_contig_17672,474,444,310,20.81419695,14.70469065
Pcos_v1_contig_17673,1086,9580,4195,196.0156355,86.8509714
Pcos_v1_contig_17674,822,1269,684,34.30400569,18.70926923
Pcos_v1_contig_17675,438,1126,157,57.12409216,8.059314103
Pcos_v1_contig_17676,286,4,46,0.310777085,3.616299063
Pcos_v1_contig_17677,247,163,27,14.66377142,2.457759318
Pcos_v1_contig_17678,428,327,168,16.9769244,8.825474268
Pcos_v1_contig_17679,381,382,1063,22.27888329,62.73080045
Pcos_v1_contig_1768,1065,1647,3573,34.36362907,75.43205663
Pcos_v1_contig_17680,1580,4,107,0.056254586,1.522647
Pcos_v1_contig_17681,1253,151,495,2.677817081,8.882325174
Pcos_v1_contig_17682,2273,2782,1830,27.19648147,18.10190137
Pcos_v1_contig_17683,919,309,287,7.471331378,7.021645922
Pcos_v1_contig_17684,951,1002,315,23.41220056,7.447363933
Pcos_v1_contig_17685,206,196,431,21.14189357,47.04165474
Pcos_v1_contig_17686,809,70,24,1.922669113,0.667014478
Pcos_v1_contig_17687,356,160,19,9.986769261,1.199985901
Pcos_v1_contig_17688,262,55,4,4.664621711,0.343266356
Pcos_v1_contig_17689,2077,515,999,5.509672232,10.81437766
Pcos_v1_contig_1769,2858,2744,3398,21.3342271,26.73213775
Pcos_v1_contig_17690,241,30,7,2.766045013,0.653060682
Pcos_v1_contig_17691,1533,0,0,0,0
Pcos_v1_contig_17692,671,0,0,0,0
Pcos_v1_contig_17693,1421,1371,1122,21.43869807,17.75298227
Pcos_v1_contig_17694,1477,3913,2263,58.86869165,34.44899837
Pcos_v1_contig_17695,679,0,3,0,0.099339969
Pcos_v1_contig_17696,323,7,7,0.481560159,0.487268187
Pcos_v1_contig_17697,2002,176,198,1.953455965,2.223687002
Pcos_v1_contig_17698,1243,957,580,17.10786601,10.4913024
Pcos_v1_contig_17699,359,28,36,1.733080014,2.254657573
Pcos_v1_contig_177,654,1077,1132,36.59257622,38.91716708
Pcos_v1_contig_1770,410,0,0,0,0
Pcos_v1_contig_17700,297,2,63,0.149633411,4.769321953
Pcos_v1_contig_17701,211,0,0,0,0
Pcos_v1_contig_17702,220,4,2,0.404010211,0.204399512
Pcos_v1_contig_17703,376,330,33,19.50208864,1.973325079
Pcos_v1_contig_17704,2362,1831,1184,17.22516863,11.27053026
Pcos_v1_contig_17705,428,8,60,0.4153376,3.151955096
Pcos_v1_contig_17706,405,1,18,0.054865584,0.999286504
Pcos_v1_contig_17707,257,303,170,26.19778275,14.87264934
Pcos_v1_contig_17708,974,701,463,15.99241651,10.68795396
Pcos_v1_contig_17709,274,1883,323,152.7055383,26.50479807
Pcos_v1_contig_1771,288,600,606,46.29283668,47.30997044
Pcos_v1_contig_17710,1345,2919,1241,48.22440099,20.74541072
Pcos_v1_contig_17711,735,2816,610,85.1334714,18.66014595
Pcos_v1_contig_17712,1539,1490,704,21.51308434,10.28505408
Pcos_v1_contig_17713,1372,321,995,5.19883402,16.30577742
Pcos_v1_contig_17714,791,0,885,0,25.15586918
Pcos_v1_contig_17715,2753,993,1157,8.014899264,9.449301099
Pcos_v1_contig_17716,208,200,255,21.36592462,27.56445346
Pcos_v1_contig_17717,1649,705,295,9.499997533,4.022294829
Pcos_v1_contig_17718,2779,4905,2987,39.21981097,24.1668038
Pcos_v1_contig_17719,334,11,5,0.731814903,0.336586023
Pcos_v1_contig_1772,943,6691,2286,157.6646635,54.50509158
Pcos_v1_contig_17720,558,149,85,5.933447454,3.424973906
Pcos_v1_contig_17721,640,336,274,11.66579484,9.625939531
Pcos_v1_contig_17722,1725,1063,551,13.69301854,7.18182866
Pcos_v1_contig_17723,865,4,46,0.102754042,1.195678072
Pcos_v1_contig_17724,952,252,623,5.881913366,14.71375901
Pcos_v1_contig_17725,398,35,17,1.954069488,0.960369568
Pcos_v1_contig_17726,369,36,178,2.167859669,10.8459145
Pcos_v1_contig_17727,314,4,324,0.283064479,23.1999956
Pcos_v1_contig_17728,1295,404,1075,6.932128872,18.66427979
Pcos_v1_contig_17729,231,10,32,0.961929074,3.114659235
Pcos_v1_contig_1773,2291,2797,3383,27.12828931,33.20086884
Pcos_v1_contig_17730,228,391,110,38.10631398,10.84751798
Pcos_v1_contig_17731,1106,649,1633,13.03900948,33.19736382
Pcos_v1_contig_17732,1122,77,360,1.524940502,7.214100433
Pcos_v1_contig_17733,2690,1533,2153,12.66324199,17.99551542
Pcos_v1_contig_17734,401,677,734,37.51451423,41.15515367
Pcos_v1_contig_17735,352,205,133,12.94095207,8.495354729
Pcos_v1_contig_17736,415,0,4,0,0.216712736
Pcos_v1_contig_17737,1004,648,375,14.34155769,8.397888328
Pcos_v1_contig_17738,336,0,59,0,3.948073913
Pcos_v1_contig_17739,273,759,486,61.7780449,40.02636603
Pcos_v1_contig_1774,476,179,587,8.356051528,27.72705149
Pcos_v1_contig_17740,447,10,2,0.497104286,0.100599313
Pcos_v1_contig_17741,328,2,49,0.135491229,3.358882229
Pcos_v1_contig_17742,243,496,534,45.35554961,49.40916605
Pcos_v1_contig_17743,746,797,698,23.73966166,21.03725811
Pcos_v1_contig_17744,1394,54,146,0.86076781,2.354846605
Pcos_v1_contig_17745,840,0,0,0,0
Pcos_v1_contig_17746,969,31,363,0.71087452,8.422778664
Pcos_v1_contig_17747,1393,27,31,0.430692867,0.500360615
Pcos_v1_contig_17748,1059,51,18,1.070112032,0.382163394
Pcos_v1_contig_17749,731,460,425,13.98284314,13.07206183
Pcos_v1_contig_1775,476,411,269,19.18624122,12.7062638
Pcos_v1_contig_17750,332,32,43,2.141740878,2.912077389
Pcos_v1_contig_17751,327,0,4,0,0.275032983
Pcos_v1_contig_17752,333,3,5,0.20018524,0.337596792
Pcos_v1_contig_17753,458,169,38,8.199290199,1.865480265
Pcos_v1_contig_17754,985,84,380,1.894951447,8.674009759
Pcos_v1_contig_17755,609,531,253,19.37457835,9.34062139
Pcos_v1_contig_17756,1240,783,886,14.03120947,16.06514231
Pcos_v1_contig_17757,1513,619,1419,9.090897313,21.08705874
Pcos_v1_contig_17758,280,271,432,21.50632927,34.68951723
Pcos_v1_contig_17759,652,229,107,7.804461055,3.689850091
Pcos_v1_contig_1776,909,13271,5521,324.4104214,136.5609107
Pcos_v1_contig_17760,1109,367,665,7.353423002,13.48225818
Pcos_v1_contig_17761,356,1,6,0.062417308,0.378942916
Pcos_v1_contig_17762,776,150,55,4.295211651,1.593578672
Pcos_v1_contig_17763,1952,1397,970,15.90272775,11.17286268
Pcos_v1_contig_17764,263,0,1,0,0.08549029
Pcos_v1_contig_17765,911,357,139,8.707728313,3.430591155
Pcos_v1_contig_17766,674,61,54,2.01105973,1.801384426
Pcos_v1_contig_17767,1326,1011,822,16.94192141,13.93801199
Pcos_v1_contig_17768,873,0,4,0,0.103019227
Pcos_v1_contig_17769,733,710,219,21.52332707,6.717577422
Pcos_v1_contig_1777,421,9,1914,0.475023882,102.2191765
Pcos_v1_contig_17770,1828,481,673,5.84687644,8.277732983
Pcos_v1_contig_17771,248,253,172,22.6685568,15.59370473
Pcos_v1_contig_17772,1369,917,1355,14.88404309,22.25401556
Pcos_v1_contig_17773,1058,1807,1069,37.95137507,22.71771139
Pcos_v1_contig_17774,574,34,8,1.316200513,0.313365106
Pcos_v1_contig_17775,360,4,1,0.246895129,0.062455407
Pcos_v1_contig_17776,305,198,376,14.42515147,27.71791419
Pcos_v1_contig_17777,993,392,552,8.771863192,12.49862879
Pcos_v1_contig_17778,816,8,389,0.217848643,10.71844991
Pcos_v1_contig_17779,535,518,388,21.51448769,16.30611436
Pcos_v1_contig_1778,702,2473,3236,78.27841717,103.6439464
Pcos_v1_contig_17780,1301,54,435,0.922298483,7.517691516
Pcos_v1_contig_17781,2144,348,1832,3.606695634,19.21202878
Pcos_v1_contig_17782,913,67,406,1.630643623,9.998337588
Pcos_v1_contig_17783,1072,2696,1312,55.88305419,27.51766568
Pcos_v1_contig_17784,474,4,5,0.187515288,0.23717243
Pcos_v1_contig_17785,211,0,0,0,0
Pcos_v1_contig_17786,2132,458,397,4.773460232,4.186738603
Pcos_v1_contig_17787,2228,2034,1086,20.28573712,10.95941011
Pcos_v1_contig_17788,1223,1635,720,29.70614736,13.23666506
Pcos_v1_contig_17789,562,107,134,4.230605146,5.360940945
Pcos_v1_contig_1779,1709,9025,16848,117.3438084,221.655663
Pcos_v1_contig_17790,1426,327,480,5.095458377,7.568228785
Pcos_v1_contig_17791,307,2,39,0.144759359,2.8562668
Pcos_v1_contig_17792,414,113,323,6.065032516,17.54182288
