Contig ID,Size,Hbet_ech1,Hbet_ech2,Hbet_ech3,HBET1 RPKM,HBET2 RPKM,HBET3 RPKM
Hbet_v1_contig_41401,668,3,15,39,0.614106066,1.267481473,0.712795778
Hbet_v1_contig_41402,644,370,7,111,0.297262936,3.741886298,1.866002789
Hbet_v1_contig_41403,242,3,0,15,0,1.345641488,3.091867401
Hbet_v1_contig_41404,387,6,22,23,1.554677475,1.290239538,1.113178789
Hbet_v1_contig_41405,346,0,3,15,0.237123036,0.941171214,0.131061817
Hbet_v1_contig_41406,328,19,35,10,2.918251995,0.661880569,7.120093018
Hbet_v1_contig_41407,381,0,41,19,2.94298109,1.082635094,0.297555043
Hbet_v1_contig_41408,576,4,27,21,1.281946412,0.791498847,1.062829419
Hbet_v1_contig_41409,276,0,3,6,0.297262936,0.471949623,0
Hbet_v1_contig_4141,3386,1923,2061,7055,16.64637326,45.23384856,80.36237595
Hbet_v1_contig_41410,991,25,98,45,2.704462798,0.985807992,1.990526137
Hbet_v1_contig_41411,527,20,76,25,3.943951518,1.029871094,3.5279752
Hbet_v1_contig_41412,328,23,51,17,4.25231005,1.125196967,2.765084667
Hbet_v1_contig_41413,225,23,38,15,4.618805444,1.447312178,1.612351593
Hbet_v1_contig_41414,228,0,0,5,0,0.476089532,0
Hbet_v1_contig_41415,323,10,10,21,0.846693193,1.411465436,1.333746722
Hbet_v1_contig_41416,290,0,11,8,1.037345143,0.598887798,2.110999122
Hbet_v1_contig_41417,212,0,9,8,1.161008071,0.819233308,0.748659717
Hbet_v1_contig_41418,246,2,0,14,0,1.235510396,0
Hbet_v1_contig_41419,264,3,2,22,0.207183259,1.809140222,0.343540822
Hbet_v1_contig_4142,3679,767,1023,2612,7.604566051,15.41334361,4.745513615
Hbet_v1_contig_41420,211,16,11,22,1.42573503,2.263568809,18.3753636
Hbet_v1_contig_41421,260,35,32,18,3.365931093,1.502978031,3.226641108
Hbet_v1_contig_41422,648,2,10,26,0.422039971,0.871067514,1.259649682
Hbet_v1_contig_41423,342,5,1,8,0.079965468,0.507828834,0.198892055
Hbet_v1_contig_41424,298,1,2,11,0.1835449,0.801364125,1.445638225
Hbet_v1_contig_41425,595,58,44,40,2.022387169,1.459474465,1.943459509
Hbet_v1_contig_41426,252,3,1,12,0.108524564,1.033794413,0.899749773
Hbet_v1_contig_41427,317,1,15,10,1.294078397,0.684848034,0.858310193
Hbet_v1_contig_41428,739,7,52,67,1.924365205,1.968266223,1.779532162
Hbet_v1_contig_41429,352,5,13,19,1.010018385,1.171829462,0.579725138
Hbet_v1_contig_4143,932,831,526,1001,15.43470816,23.31694458,20.14358247
Hbet_v1_contig_41430,319,11,16,15,1.371696057,1.020831473,3.909257633
Hbet_v1_contig_41431,311,3,20,9,1.758726053,0.628254482,1.16649231
Hbet_v1_contig_41432,354,16,54,36,4.171757816,2.207764339,2.241749434
Hbet_v1_contig_41433,453,24,0,69,0,3.306772856,1.651726073
Hbet_v1_contig_41434,477,32,14,44,0.802672247,2.002570309,2.947104916
Hbet_v1_contig_41435,278,20,21,17,2.065870477,1.327570523,2.039001283
Hbet_v1_contig_41436,277,0,0,9,0,0.705368751,0.327417968
Hbet_v1_contig_41437,305,13,4,9,0.358664789,0.640613587,3.940019005
Hbet_v1_contig_41438,237,2,26,12,3.00022339,1.099224439,0.574017577
Hbet_v1_contig_41439,321,6,20,31,1.70393708,2.096573715,4.238073696
Hbet_v1_contig_4144,6615,34350,68640,19714,283.7762314,64.6991208,14.55023918
Hbet_v1_contig_41440,250,8,11,20,1.203320366,1.736774613,3.627791084
Hbet_v1_contig_41441,270,3,6,13,0.607737558,1.045281017,0
Hbet_v1_contig_41442,293,22,42,32,3.92021838,2.371023363,1.315538576
Hbet_v1_contig_41443,400,7,40,48,2.734819013,2.60516192,2.324053663
Hbet_v1_contig_41444,301,0,0,20,0,1.442503832,0.37663944
Hbet_v1_contig_41445,618,11,9,27,0.398274614,0.948481282,3.338683137
Hbet_v1_contig_41446,256,2,11,10,1.175117545,0.848034479,4.339886794
Hbet_v1_contig_41447,401,6,11,25,0.750199729,1.353471488,1.243943327
Hbet_v1_contig_41448,277,2,24,8,2.369518278,0.626994445,3.929015614
Hbet_v1_contig_41449,271,0,6,10,0.605494984,0.801095301,1.004001222
Hbet_v1_contig_4145,368,30,2,5207,0.148631468,307.180211,15.40332491
Hbet_v1_contig_41450,483,6,6,36,0.33972907,1.618112994,2.34717332
Hbet_v1_contig_41451,321,0,0,6,0,0.405788461,0
Hbet_v1_contig_41452,225,4,8,14,0.972380093,1.350824699,6.147090447
Hbet_v1_contig_41453,348,2,5,9,0.392933766,0.56145731,1.042468702
Hbet_v1_contig_41454,331,9,9,25,0.743606378,1.639704129,0.068500587
Hbet_v1_contig_41455,267,11,22,21,2.253408924,1.707503131,1.783324269
Hbet_v1_contig_41456,685,27,2,19,0.07984873,0.602166381,0.993008508
Hbet_v1_contig_41457,312,1,5,19,0.438272278,1.322064009,3.052228075
Hbet_v1_contig_41458,772,96,228,31,8.076926618,0.871761869,1.732834148
Hbet_v1_contig_41459,408,21,25,32,1.675746944,1.702720209,5.168268547
Hbet_v1_contig_4146,1219,14352,4192,6853,94.04726252,122.0479535,142.0128431
Hbet_v1_contig_41460,349,0,8,13,0.62689261,0.808670128,0.519740843
Hbet_v1_contig_41461,398,8,20,22,1.374280911,1.20003271,2.449670487
Hbet_v1_contig_41462,251,0,0,10,0,0.864927596,0
Hbet_v1_contig_41463,863,31,0,55,0,1.383583484,0.68310087
Hbet_v1_contig_41464,498,7,16,26,0.878656711,1.133437248,2.230945822
Hbet_v1_contig_41465,410,8,21,15,1.400760958,0.794256683,0.608318627
Hbet_v1_contig_41466,641,16,15,27,0.639973248,0.914448412,0.247606646
Hbet_v1_contig_41467,376,13,23,19,1.672894609,1.097031837,0
Hbet_v1_contig_41468,521,3,0,72,0,3.000186472,0.2611174
Hbet_v1_contig_41469,225,0,4,6,0.486190047,0.578924871,0.100771975
Hbet_v1_contig_4147,1962,1076,1400,417,19.51450876,4.614137447,18.53649623
Hbet_v1_contig_41470,273,2,0,13,0,1.033794413,0.332215301
Hbet_v1_contig_41471,240,16,65,48,7.406801493,4.341936533,13.88763774
Hbet_v1_contig_41472,336,3,12,11,0.976721076,0.710733659,0.539849864
Hbet_v1_contig_41473,345,4,9,15,0.713431047,0.943899246,1.840183883
Hbet_v1_contig_41474,270,0,9,15,0.911606338,1.206093481,0.839766455
Hbet_v1_contig_41475,272,2,10,10,1.005448166,0.798150098,2.167338423
Hbet_v1_contig_41476,440,2,37,15,2.29973417,0.740102818,0.669904604
Hbet_v1_contig_41477,308,10,4,14,0.3551713,0.986803758,0.588927124
Hbet_v1_contig_41478,229,0,4,8,0.477697644,0.758416862,0.099011765
Hbet_v1_contig_41479,370,8,40,16,2.956561095,0.938797088,1.53200637
Hbet_v1_contig_4148,443,705,360,1148,22.22426286,56.25895192,38.69370851
Hbet_v1_contig_41480,573,0,0,72,0,2.727918241,0.553982059
Hbet_v1_contig_41481,278,2,41,9,4.03336617,0.702831453,0.897160565
Hbet_v1_contig_41482,220,3,6,11,0.745859731,1.085484133,1.442871454
Hbet_v1_contig_41483,233,0,34,6,3.990723023,0.559047622,0
Hbet_v1_contig_41484,301,4,9,14,0.817719971,1.009752682,2.259836638
Hbet_v1_contig_41485,367,4,12,12,0.894218751,0.709853384,1.359186033
Hbet_v1_contig_41486,271,4,0,19,0,1.522081073,22.50636074
Hbet_v1_contig_41487,257,5,4,15,0.425652765,1.267102101,0.882244913
Hbet_v1_contig_41488,280,0,8,21,0.781376861,1.6282262,2.591279345
Hbet_v1_contig_41489,225,0,2,9,0.243095023,0.868387307,0
Hbet_v1_contig_4149,1726,1279,1210,3070,19.1722538,38.61455723,35.54751837
Hbet_v1_contig_41490,338,31,16,27,1.294588882,1.73420542,0.46957355
Hbet_v1_contig_41491,434,30,78,33,4.915112512,1.65073624,3.657047463
Hbet_v1_contig_41492,414,0,15,29,0.990876454,1.520726564,0.21906951
Hbet_v1_contig_41493,291,15,13,60,1.221740452,4.47622323,30.15367589
Hbet_v1_contig_41494,398,6,0,39,0,2.127330714,0.056969081
Hbet_v1_contig_41495,515,0,6,18,0.318619691,0.758785025,0.792478635
Hbet_v1_contig_41496,691,0,18,33,0.712398585,1.036786582,5.775065401
Hbet_v1_contig_41497,643,0,0,44,0,1.485577041,0.952083585
Hbet_v1_contig_41498,329,1,16,13,1.330003167,0.857829406,3.37693319
Hbet_v1_contig_41499,316,12,12,13,1.038538866,0.893119857,4.448636218
Hbet_v1_contig_415,1232,7197,8840,14572,196.2321435,256.7804349,303.0582172
Hbet_v1_contig_4150,264,156,57,1375,5.904722869,113.0712639,10.39210987
Hbet_v1_contig_41500,330,9,55,22,4.558031688,1.447312178,1.923828605
Hbet_v1_contig_41501,394,9,43,15,2.984700953,0.826510761,0.805664263
Hbet_v1_contig_41502,395,2,13,22,0.900067017,1.209146883,0.918428122
Hbet_v1_contig_41503,476,0,27,21,1.551262885,0.957780118,0.476338115
Hbet_v1_contig_41504,231,0,11,15,1.302294768,1.409719654,2.748326578
Hbet_v1_contig_41505,692,70,49,29,1.936504792,0.90979884,5.99607811
Hbet_v1_contig_41506,368,9,5,20,0.37157867,1.179874058,1.109039394
Hbet_v1_contig_41507,254,2,4,7,0.430680159,0.598298341,1.606797232
Hbet_v1_contig_41508,342,11,33,20,2.638860451,1.269572086,1.19335233
Hbet_v1_contig_41509,306,2,74,32,6.613614606,2.270293612,1.926523043
Hbet_v1_contig_4151,1099,711,2899,3833,72.14049425,75.71720988,0.557042534
Hbet_v1_contig_41510,306,1,7,14,0.625612192,0.993253455,0.666873361
Hbet_v1_contig_41511,352,0,2,19,0.155387444,1.171829462,1.223864179
Hbet_v1_contig_41512,268,12,11,18,1.122500341,1.458113015,2.538100105
Hbet_v1_contig_41513,444,15,33,66,2.032635753,3.227114991,2.604410829
Hbet_v1_contig_41514,552,6,10,17,0.495438227,0.668595299,2.300229854
Hbet_v1_contig_41515,291,6,8,21,0.751840278,1.566678131,1.714162454
Hbet_v1_contig_41516,517,4,30,17,1.586935597,0.713858037,0.350850202
Hbet_v1_contig_41517,242,48,67,26,7.571606358,2.332445245,2.717095595
Hbet_v1_contig_41518,271,0,2,23,0.201831661,1.842519193,0.418333843
Hbet_v1_contig_41519,249,0,7,25,0.768824622,2.179687015,0.910590131
Hbet_v1_contig_4152,1830,2937,56,5784,0.836884507,68.61683308,2.577119349
Hbet_v1_contig_41520,444,0,11,39,0.677545251,1.906931586,1.429872612
Hbet_v1_contig_41521,291,15,0,19,0,1.41747069,0.857081227
Hbet_v1_contig_41522,246,4,3,9,0.333514514,0.794256683,1.198203356
Hbet_v1_contig_41523,216,0,2,9,0.253223983,0.904570111,0.209941614
Hbet_v1_contig_41524,342,3,3,16,0.239896405,1.015657669,2.055217902
Hbet_v1_contig_41525,310,0,0,14,0,0.980437282,0.219422848
Hbet_v1_contig_41526,759,2,1,37,0.036031871,1.058311276,0.05974623
Hbet_v1_contig_41527,306,7,19,20,1.698090237,1.418933508,0.518679281
Hbet_v1_contig_41528,559,16,4,28,0.195693668,1.087425965,0.324489363
Hbet_v1_contig_41529,248,11,28,15,3.087698885,1.313085645,6.856963994
Hbet_v1_contig_4153,1504,210,281,342,5.109602012,4.936643266,3.301555217
Hbet_v1_contig_41530,298,4,2,14,0.1835449,1.019917978,0.456517334
Hbet_v1_contig_41531,402,3,46,17,3.12939489,0.918071158,0.282011123
Hbet_v1_contig_41532,201,0,2,5,0.272121295,0.540041857,0.112804449
Hbet_v1_contig_41533,389,6,16,18,1.124861291,1.004561152,1.865188218
Hbet_v1_contig_41534,382,4,12,23,0.859105449,1.30712749,0.830973089
Hbet_v1_contig_41535,254,0,4,12,0.430680159,1.025654299,0.446332564
Hbet_v1_contig_41536,350,0,0,7,0,0.434193653,0
Hbet_v1_contig_41537,604,0,20,38,0.90556921,1.365840962,0.187696145
Hbet_v1_contig_41538,422,4,14,23,0.907285928,1.18322915,3.868497601
Hbet_v1_contig_41539,233,68,22,39,2.582232544,3.633809545,1.751615867
Hbet_v1_contig_4154,593,0,0,59,0,2.159985291,0
Hbet_v1_contig_41540,683,15,25,23,1.001031849,0.731072769,1.726254908
Hbet_v1_contig_41541,265,7,15,11,1.548010762,0.901156639,1.197855546
Hbet_v1_contig_41542,201,0,0,16,0,1.728133944,1.579262288
Hbet_v1_contig_41543,239,2,0,22,0,1.998380831,0.474345068
Hbet_v1_contig_41544,378,6,26,23,1.881092443,1.320959527,1.559566273
Hbet_v1_contig_41545,208,6,5,16,0.657408417,1.66997559,2.289171056
Hbet_v1_contig_41546,659,0,7,36,0.290496708,1.18596142,0.275249703
Hbet_v1_contig_41547,492,0,4,14,0.222343009,0.617755198,0.092169489
Hbet_v1_contig_41548,358,2,72,20,5.500194663,1.212831434,4.623406933
Hbet_v1_contig_41549,508,3,20,48,1.076700399,2.051308598,1.24973118
Hbet_v1_contig_4155,405,17,32,36,2.160844652,1.92974957,1.007719745
Hbet_v1_contig_41550,205,3,4,9,0.533623222,0.953108019,1.106033867
Hbet_v1_contig_41551,393,3,5,21,0.34794135,1.160059379,0.346163271
Hbet_v1_contig_41552,522,0,10,24,0.523911688,0.998146329,0.434361959
Hbet_v1_contig_41553,208,1,22,25,2.892597033,2.609336859,0.218016291
Hbet_v1_contig_41554,479,2,31,23,1.769924622,1.042427351,2.035425582
Hbet_v1_contig_41555,345,11,25,11,1.981752908,0.692192781,0.65720853
Hbet_v1_contig_41556,257,16,17,10,1.80902425,0.844734734,0.529346948
Hbet_v1_contig_41557,317,102,52,42,4.486138444,2.876361741,3.075611526
Hbet_v1_contig_41558,500,0,8,22,0.437571042,0.955226037,0.408126497
Hbet_v1_contig_41559,362,2,17,23,1.284307271,1.379344479,0
Hbet_v1_contig_4156,298,3980,3239,4019,297.2509659,292.7893109,179.3352262
Hbet_v1_contig_41560,383,17,41,76,2.927613042,4.307926586,1.361605661
Hbet_v1_contig_41561,244,3,0,7,0,0.622818765,1.951424507
Hbet_v1_contig_41562,509,12,40,31,2.149170148,1.322200712,10.02275287
Hbet_v1_contig_41563,339,47,67,16,5.405099524,1.02464579,1.805869455
Hbet_v1_contig_41564,476,2,5,18,0.287270905,0.820954387,0.190535246
Hbet_v1_contig_41565,321,0,7,12,0.596377978,0.811576922,1.130152986
Hbet_v1_contig_41566,315,16,16,21,1.389114419,1.447312178,1.871479527
Hbet_v1_contig_41567,207,0,1,15,0.132116861,1.573165411,0.547673775
Hbet_v1_contig_41568,392,4,6,16,0.418594747,0.886109497,0.867615852
Hbet_v1_contig_41569,590,4,0,60,0,2.207764339,3.381839146
Hbet_v1_contig_4157,994,1649,1362,1719,37.4730734,37.54420976,27.48672193
Hbet_v1_contig_41570,205,1,15,21,2.001087083,2.223918712,2.875688054
Hbet_v1_contig_41571,386,4,5,20,0.354251167,1.124854024,1.174802812
Hbet_v1_contig_41572,291,4,3,14,0.281940104,1.044452087,0
Hbet_v1_contig_41573,433,11,36,23,2.273752528,1.153170211,0.05236419
Hbet_v1_contig_41574,344,2,10,17,0.795005527,1.072862225,1.054590431
Hbet_v1_contig_41575,276,0,0,14,0,1.101215787,0.328604265
Hbet_v1_contig_41576,358,6,8,15,0.61113274,0.909623575,0.253337366
Hbet_v1_contig_41577,472,0,7,18,0.405587565,0.827911627,0
Hbet_v1_contig_41578,257,0,2,9,0.212826382,0.760261261,0.617571439
Hbet_v1_contig_41579,216,57,37,30,4.684643679,3.015233704,2.414328557
Hbet_v1_contig_4158,714,21265,32088,8899,1229.059839,270.5804847,329.6894873
Hbet_v1_contig_41580,372,7,17,19,1.249782882,1.108827878,0.853311075
Hbet_v1_contig_41581,440,38,22,36,1.367409506,1.776246764,3.091867401
Hbet_v1_contig_41582,252,2,10,15,1.08524564,1.292243016,0
Hbet_v1_contig_41583,252,3,1,8,0.108524564,0.689196275,0.899749773
Hbet_v1_contig_41584,326,172,141,15,11.82851168,0.998911779,0.069551209
Hbet_v1_contig_41585,236,1,23,9,2.665289716,0.827911627,0.288224927
Hbet_v1_contig_41586,320,27,9,9,0.769167847,0.610584825,0.425131768
Hbet_v1_contig_41587,245,70,0,6,0,0.531665698,0.185091382
Hbet_v1_contig_41588,669,9,27,50,1.103738615,1.622547284,0.779514153
Hbet_v1_contig_41589,231,2,4,14,0.473561734,1.315738343,1.177854248
Hbet_v1_contig_4159,8086,2102,2289,3839,7.7417768,10.3071323,9.205755416
Hbet_v1_contig_41590,359,4,9,15,0.685609223,0.907089805,0.757895073
Hbet_v1_contig_41591,393,9,37,26,2.574765992,1.436263993,2.019285749
Hbet_v1_contig_41592,375,4,19,16,1.385641633,0.926279794,0.120926369
Hbet_v1_contig_41593,234,0,0,8,0,0.742211373,0.678272906
Hbet_v1_contig_41594,426,8,2,63,0.128395259,3.210586873,2.022536109
Hbet_v1_contig_41595,292,0,2,30,0.187316371,2.230446849,1.242394207
Hbet_v1_contig_41596,300,0,6,11,0.546963803,0.796021698,1.058105733
Hbet_v1_contig_41597,401,0,0,17,0,0.920360612,1.074314691
Hbet_v1_contig_41598,432,0,6,17,0.379835974,0.854316216,0.839766455
Hbet_v1_contig_41599,291,14,23,6,2.161540801,0.447622323,2.493327205
Hbet_v1_contig_416,1212,2109,2496,2194,56.32102521,39.29954106,21.70089551
Hbet_v1_contig_4160,1113,1237,2927,442,71.92107143,8.621455291,0.814867719
Hbet_v1_contig_41600,217,4,0,7,0,0.700312344,0.208974141
Hbet_v1_contig_41601,216,8,21,21,2.658851818,2.110663593,0.734795648
Hbet_v1_contig_41602,288,0,7,14,0.664712955,1.055331796,0.31491242
Hbet_v1_contig_41603,404,0,28,33,1.895419118,1.773315663,3.704118371
Hbet_v1_contig_41604,345,3,23,28,1.823212675,1.76194526,2.694554972
Hbet_v1_contig_41605,280,2,3,12,0.293016323,0.930414971,0.890752275
Hbet_v1_contig_41606,502,7,15,35,0.817176996,1.513623293,5.691006929
Hbet_v1_contig_41607,301,0,2,22,0.181715549,1.586754215,0.451967328
Hbet_v1_contig_41608,330,0,0,33,0,2.170968267,0
Hbet_v1_contig_41609,392,6,17,30,1.186018449,1.661455306,1.330344307
Hbet_v1_contig_4161,3094,1051,952,1840,8.414827732,12.91073565,14.05563853
Hbet_v1_contig_41610,576,2,17,25,0.807151445,0.942260532,0.039364053
Hbet_v1_contig_41611,261,2,7,16,0.733476364,1.330861773,4.169874809
Hbet_v1_contig_41612,207,4,14,11,1.849636047,1.153654634,1.643021324
Hbet_v1_contig_41613,267,4,10,5,1.024276784,0.406548365,1.188882846
Hbet_v1_contig_41614,365,1,41,19,3.07198848,1.13009307,0
Hbet_v1_contig_41615,250,0,0,10,0,0.868387307,0.544168663
Hbet_v1_contig_41616,348,0,9,11,0.707280779,0.686225602,0.912160114
Hbet_v1_contig_41617,459,16,8,30,0.476656909,1.418933508,0.395184214
Hbet_v1_contig_41618,246,0,0,6,0,0.529504455,12.16637254
Hbet_v1_contig_41619,522,16,54,21,2.829123117,0.873378038,1.737447837
Hbet_v1_contig_4162,1487,2523,1619,3913,29.77587076,57.12843865,33.91142977
Hbet_v1_contig_41620,289,0,5,5,0.473152078,0.375600046,0.784556895
Hbet_v1_contig_41621,263,2,1,12,0.103985514,0.990555863,0.344847061
Hbet_v1_contig_41622,217,0,8,11,1.008228207,1.100490826,0.10448707
Hbet_v1_contig_41623,472,0,0,22,0,1.011891989,0.288224927
Hbet_v1_contig_41624,636,14,0,22,0,0.750963866,2.067726836
Hbet_v1_contig_41625,345,2,21,31,1.664672443,1.950725109,1.511579618
Hbet_v1_contig_41626,371,4,3,29,0.221144395,1.696983281,0.672265868
Hbet_v1_contig_41627,299,6,12,10,1.097586226,0.726076343,0
Hbet_v1_contig_41628,577,28,38,38,1.801093977,1.429753798,2.750708144
Hbet_v1_contig_41629,289,0,0,13,0,0.97656012,0.235367069
Hbet_v1_contig_4163,1104,6271,4156,1917,102.9520636,37.69697615,130.5791197
Hbet_v1_contig_41630,298,6,7,47,0.642407151,3.424010353,0.608689779
Hbet_v1_contig_41631,214,5,83,39,10.60700832,3.956437495,5.615447647
Hbet_v1_contig_41632,398,4,0,12,0,0.654563296,0.284845405
Hbet_v1_contig_41633,504,63,142,27,7.705244044,1.163018714,4.363786398
Hbet_v1_contig_41634,367,50,129,17,9.612851571,1.005625628,5.622087681
Hbet_v1_contig_41635,219,0,0,8,0,0.793047769,0.207065701
Hbet_v1_contig_41636,279,2,23,20,2.254510297,1.556249653,2.112960757
Hbet_v1_contig_41637,295,0,2,11,0.185411458,0.809513591,0
Hbet_v1_contig_41638,341,0,0,11,0,0.700312344,0
Hbet_v1_contig_41639,313,0,3,10,0.262123228,0.693600085,0
Hbet_v1_contig_4164,1721,1477,270,6557,4.290535348,82.71376481,34.71538896
Hbet_v1_contig_41640,438,1,0,35,0,1.734791994,0.155299276
Hbet_v1_contig_41641,404,0,5,16,0.3384677,0.859789413,0.224492022
Hbet_v1_contig_41642,236,44,2,9,0.231764323,0.827911627,5.380198641
Hbet_v1_contig_41643,523,5,0,22,0,0.913218009,0.130059432
Hbet_v1_contig_41644,281,21,13,13,1.26521876,1.004362543,2.662747014
Hbet_v1_contig_41645,702,15,2,56,0.077915072,1.731826537,2.713091622
Hbet_v1_contig_41646,259,0,0,29,0,2.430813889,1.400691538
Hbet_v1_contig_41647,236,0,0,18,0,1.655823254,0.192149951
Hbet_v1_contig_41648,227,0,0,6,0,0.573824211,3.096407588
Hbet_v1_contig_41649,261,2,6,8,0.628694026,0.665430886,81.39943116
Hbet_v1_contig_4165,4187,211,185,1379,1.208362831,7.150143873,3.368291817
Hbet_v1_contig_41650,243,6,16,13,1.800703877,1.161423353,2.612606747
Hbet_v1_contig_41651,337,8,19,31,1.54188609,1.997033124,1.816586781
Hbet_v1_contig_41652,505,60,55,31,2.978515757,1.332673589,9.563360158
Hbet_v1_contig_41653,278,2,6,28,0.590248708,2.186586743,0.734040462
Hbet_v1_contig_41654,555,26,72,56,3.547873314,2.190526539,2.246942676
Hbet_v1_contig_41655,425,2,20,12,1.286973653,0.612979275,0.800248033
Hbet_v1_contig_41656,290,0,2,10,0.188608208,0.748609747,0.312740611
Hbet_v1_contig_41657,271,0,18,25,1.816484953,2.002738253,3.932338121
Hbet_v1_contig_41658,190,1,9,16,1.295440585,1.828183803,0.238670466
Hbet_v1_contig_41659,260,1,4,10,0.420741387,0.834987795,0.872065164
Hbet_v1_contig_4166,1838,1416,515,4292,7.662849791,50.69529815,21.36607099
Hbet_v1_contig_41660,231,0,1,6,0.118390433,0.563887861,1.177854248
Hbet_v1_contig_41661,225,0,2,20,0.243095023,1.92974957,0.705403822
Hbet_v1_contig_41662,225,0,2,8,0.243095023,0.771899828,0.100771975
Hbet_v1_contig_41663,227,0,12,12,1.445719302,1.147648423,0
Hbet_v1_contig_41664,416,5,6,20,0.39444505,1.043734744,3.54276473
Hbet_v1_contig_41665,241,0,0,6,0,0.540490025,0
Hbet_v1_contig_41666,221,1,17,9,2.103706933,0.884104724,1.436342624
Hbet_v1_contig_41667,472,2,31,33,1.796173504,1.517837983,1.969537002
Hbet_v1_contig_41668,238,9,5,23,0.574541809,2.097994543,2.095887706
Hbet_v1_contig_41669,320,2,1,10,0.085463094,0.678427583,0
Hbet_v1_contig_4167,2158,499,689,2409,8.731651065,24.23476624,11.16873819
Hbet_v1_contig_41670,282,411,1636,31,158.6582945,2.386525399,16.08063424
Hbet_v1_contig_41671,456,38,82,23,4.917876295,1.095005924,2.685042743
Hbet_v1_contig_41672,292,5,11,21,1.030240039,1.561312794,0.310598552
Hbet_v1_contig_41673,257,20,6,24,0.638479147,2.027363362,0.529346948
Hbet_v1_contig_41674,386,7,21,15,1.487854903,0.843640518,2.173385202
Hbet_v1_contig_41675,243,16,4,8,0.450175969,0.714722063,1.119688606
Hbet_v1_contig_41676,250,0,14,10,1.531498647,0.868387307,0.181389554
Hbet_v1_contig_41677,394,5,10,40,0.694116501,2.204028697,1.266043843
Hbet_v1_contig_41678,243,2,19,13,2.138335854,1.161423353,1.399610758
Hbet_v1_contig_41679,341,6,0,22,0,1.400624688,1.529310757
Hbet_v1_contig_4168,5452,856,2324,3098,11.65759242,12.33613296,11.21624238
Hbet_v1_contig_41680,765,13,103,52,3.682174619,1.475690848,1.956161859
Hbet_v1_contig_41681,243,6,6,13,0.675263954,1.161423353,0.839766455
Hbet_v1_contig_41682,424,8,53,19,3.418523766,0.972839553,2.352930538
Hbet_v1_contig_41683,452,22,47,16,2.843727735,0.768484342,1.504891213
Hbet_v1_contig_41684,206,0,0,6,0,0.632320854,0.440265908
Hbet_v1_contig_41685,355,0,0,11,0,0.672694392,0.063869561
Hbet_v1_contig_41686,192,9,0,11,0,1.243783903,2.125658838
Hbet_v1_contig_41687,228,1,27,14,3.238601463,1.33305069,3.281718908
Hbet_v1_contig_41688,232,0,1,19,0.11788013,1.777948149,0
Hbet_v1_contig_41689,343,12,21,15,1.674378987,0.949403032,0.39662439
Hbet_v1_contig_4169,2069,637,67,3111,0.885610797,32.64322029,2.005454834
Hbet_v1_contig_41690,323,3,2,11,0.169338639,0.739339038,0
Hbet_v1_contig_41691,666,4,2,46,0.082126697,1.499467572,1.089426752
Hbet_v1_contig_41692,829,17,61,62,2.012351746,1.623643336,0.410259848
Hbet_v1_contig_41693,332,12,13,12,1.070862866,0.784687325,1.434179457
Hbet_v1_contig_41694,291,2,0,6,0,0.447622323,0.701248276
Hbet_v1_contig_41695,272,0,1,49,0.100544817,3.91093548,2.500775104
Hbet_v1_contig_41696,514,36,0,39,0,1.647232731,1.764489827
Hbet_v1_contig_41697,412,6,7,24,0.464653716,1.264641709,0.825498578
Hbet_v1_contig_41698,220,1,3,28,0.372929865,2.763050521,1.133684714
Hbet_v1_contig_41699,463,31,11,33,0.649741018,1.547342393,8.716884623
Hbet_v1_contig_417,933,1531,1009,852,29.5759098,19.82491922,34.70314622
Hbet_v1_contig_4170,2944,77,4,11322,0.037157867,83.49083802,3.411836468
Hbet_v1_contig_41700,673,42,37,41,1.503540913,1.322580965,3.67226252
Hbet_v1_contig_41701,249,2,85,8,9.335727554,0.697499845,1.001649145
Hbet_v1_contig_41702,290,2,15,22,1.414561558,1.646941444,2.892850649
Hbet_v1_contig_41703,230,6,3,12,0.356715523,1.132679096,1.675881751
Hbet_v1_contig_41704,307,0,8,7,0.71265642,0.495009051,0.738556817
Hbet_v1_contig_41705,303,2,0,13,0,0.93143853,2.544242922
Hbet_v1_contig_41706,238,2,12,23,1.378900343,2.097994543,0.762140984
Hbet_v1_contig_41707,262,2,174,8,18.16253848,0.662891074,0
Hbet_v1_contig_41708,300,16,6,13,0.546963803,0.940752916,2.342948408
Hbet_v1_contig_41709,251,10,21,57,2.288095588,4.930087299,1.62600198
Hbet_v1_contig_4171,1391,2324,4105,3753,80.70763514,58.57400363,48.0532356
Hbet_v1_contig_41710,233,4,10,30,1.173742066,2.795238112,0
Hbet_v1_contig_41711,269,26,47,14,4.778308312,1.12987196,0.927177089
Hbet_v1_contig_41712,839,59,276,133,8.996544071,3.441463402,2.756515871
Hbet_v1_contig_41713,311,17,34,43,2.989834291,3.001660304,1.531021157
Hbet_v1_contig_41714,264,0,1,15,0.103591629,1.233504697,0.257655617
Hbet_v1_contig_41715,220,0,4,15,0.497239821,1.480205636,1.23674696
Hbet_v1_contig_41716,701,8,2,68,0.07802622,2.105932127,0.549861345
Hbet_v1_contig_41717,288,1,0,6,0,0.452285056,0.866009156
Hbet_v1_contig_41718,267,0,5,10,0.512138392,0.813096729,1.358723252
Hbet_v1_contig_41719,654,6,0,51,0,1.692956905,3.328248701
Hbet_v1_contig_4172,261,2,16,24,1.676517402,1.996292659,0.694979135
