Contig ID,Size,Hbet_ech1,Hbet_ech2,Hbet_ech3,HBET1 RPKM,HBET2 RPKM,HBET3 RPKM
Hbet_v1_contig_19439,732,580,475,444,17.74643485,13.16816817,12.42097186
Hbet_v1_contig_1944,1164,906,492,838,11.55954428,15.62947945,27.3681619
Hbet_v1_contig_19440,554,317,165,172,8.145219082,6.740190286,2.046362299
Hbet_v1_contig_19441,1949,1855,1633,1353,22.91410697,15.07090849,25.75657215
Hbet_v1_contig_19442,763,86,48,129,1.720462813,3.670444383,7.577709095
Hbet_v1_contig_19443,868,313,263,611,8.28637558,15.28181579,13.74004975
Hbet_v1_contig_19444,342,32,56,185,4.47806622,11.74354179,4.640814617
Hbet_v1_contig_19445,1118,3439,1158,1030,28.32665847,20.00087043,31.31322357
Hbet_v1_contig_19446,404,0,12,24,0.812322479,1.289684119,1.066337107
Hbet_v1_contig_19447,503,28,8,45,0.434961274,1.942218131,1.397384736
Hbet_v1_contig_19448,513,15,11,47,0.586413434,1.988996268,0.618775282
Hbet_v1_contig_19449,1865,625,419,939,6.144177836,10.93050511,12.81398057
Hbet_v1_contig_1945,1452,3367,5383,1156,101.3879528,17.28401733,94.84849794
Hbet_v1_contig_19450,971,830,461,1135,12.98405319,25.37640559,14.03387256
Hbet_v1_contig_19451,2399,214,208,1845,2.371164463,16.69627533,7.655561634
Hbet_v1_contig_19452,495,5,5,26,0.276244345,1.140306564,0.274832658
Hbet_v1_contig_19453,749,16,24,94,0.876310498,2.724579667,1.089790379
Hbet_v1_contig_19454,489,0,3,361,0.167780308,16.02698454,1.066451878
Hbet_v1_contig_19455,396,50,81,274,5.593947981,15.02134609,0.343540822
Hbet_v1_contig_19456,2004,502,841,1138,11.47696003,12.32815313,13.03397994
Hbet_v1_contig_19457,1685,268,157,412,2.548169644,5.308242883,5.98800828
Hbet_v1_contig_19458,1391,730,698,468,13.7232471,7.304192299,130.7282732
Hbet_v1_contig_19459,1079,874,331,411,8.389481865,8.269397197,19.71077408
Hbet_v1_contig_1946,1564,58,73,364,1.27648202,5.052637142,1.145282511
Hbet_v1_contig_19460,1220,102,222,306,4.976473941,5.445215488,1.616894592
Hbet_v1_contig_19461,1258,270,399,433,8.674028506,7.472410647,2.613422631
Hbet_v1_contig_19462,1108,1371,1260,1243,31.0999274,24.35481548,22.6941579
Hbet_v1_contig_19463,287,16726,10686,1063,1018.267455,80.40903371,44.3203571
Hbet_v1_contig_19464,499,122,189,112,10.35833253,4.872714346,15.81251625
Hbet_v1_contig_19465,638,176,35,477,1.500292562,16.23122043,6.006041273
Hbet_v1_contig_19466,2808,1203,1378,1221,13.42087108,9.440000903,14.29217908
Hbet_v1_contig_19467,985,708,486,429,13.49362477,9.45528311,9.783066057
Hbet_v1_contig_19468,420,13,41,41,2.669704274,2.119278546,4.372783895
Hbet_v1_contig_19469,1666,1418,737,1268,12.09820896,16.52333591,16.94402723
Hbet_v1_contig_1947,1190,3673,2126,2898,48.85903547,52.86946249,59.80901372
Hbet_v1_contig_19470,1018,45,95,385,2.55213955,8.210439908,5.612741608
Hbet_v1_contig_19471,1858,260,59,957,0.868430149,11.18200555,3.880643046
Hbet_v1_contig_19472,764,8,51,76,1.825599079,2.159601941,1.276137243
Hbet_v1_contig_19473,242,2,7,14,0.791063351,1.255932055,2.529709692
Hbet_v1_contig_19474,3172,566,1317,1341,11.35484439,9.178021581,15.84013446
Hbet_v1_contig_19475,1761,82,4,294,0.062119682,3.624444466,2.034323507
Hbet_v1_contig_19476,1113,583,1222,254,30.02649446,4.954410959,7.924588564
Hbet_v1_contig_19477,1536,481,487,500,8.670943094,7.066953993,10.30354076
Hbet_v1_contig_19478,311,89,247,462,21.72026676,32.25039676,12.97722695
Hbet_v1_contig_19479,617,4,51,36,2.26054732,1.266691371,2.388638781
Hbet_v1_contig_1948,321,39685,7486,4593,637.7836489,310.6310669,620.1714508
Hbet_v1_contig_19480,1103,65,93,285,2.305876412,5.609482829,1.356721507
Hbet_v1_contig_19481,1725,2208,2017,825,31.97756492,10.38289171,29.0091845
Hbet_v1_contig_19482,1219,249,246,530,5.518994891,9.438992464,5.115066386
Hbet_v1_contig_19483,1364,66,54,220,1.082699609,3.50156172,2.875769142
Hbet_v1_contig_19484,1819,684,1434,1279,21.55981564,15.26480711,24.53096774
Hbet_v1_contig_19485,785,539,508,649,17.69793705,17.94851471,24.00234387
Hbet_v1_contig_19486,486,17,173,255,9.735055334,11.39088288,2.752567823
Hbet_v1_contig_19487,382,12,28,32,2.004579381,1.818612161,12.76137243
Hbet_v1_contig_19488,1106,255,65,340,1.60726253,6.673862664,3.97712178
Hbet_v1_contig_19489,501,8,32,27,1.746790587,1.169982898,1.176678745
Hbet_v1_contig_1949,1250,7329,5937,4002,129.8929638,69.50572002,130.4009505
Hbet_v1_contig_19490,297,0,10,555,0.920814482,40.56859892,7.176186066
Hbet_v1_contig_19491,297,744,304,531,27.99276027,38.81428113,42.06466513
Hbet_v1_contig_19492,680,1039,211,330,8.485982525,10.53558129,26.67493444
Hbet_v1_contig_19493,301,33,2,87,0.181715549,6.274891668,4.670329053
Hbet_v1_contig_19494,376,5,39,21,2.83664738,1.212508872,3.015118919
Hbet_v1_contig_19495,249,1277,116,248,12.74052231,21.62249519,3.733419539
Hbet_v1_contig_19496,369,145,249,313,18.45446976,18.41498828,15.30013516
Hbet_v1_contig_19497,261,82,248,119,25.98601974,9.898284434,7.471025699
Hbet_v1_contig_19498,1257,904,315,664,6.853365068,11.46796284,10.69650016
Hbet_v1_contig_19499,1895,406,690,1234,9.957916194,14.1370704,11.80946504
Hbet_v1_contig_195,2728,16879,11026,13608,110.5356101,108.2937543,224.8253043
Hbet_v1_contig_1950,1817,1534,742,1001,11.16805563,11.96003982,15.82291928
Hbet_v1_contig_19500,821,11,28,103,0.932703196,2.723626449,0.49710901
Hbet_v1_contig_19501,460,4,23,83,1.367409506,3.917181872,11.73117225
Hbet_v1_contig_19502,317,218,343,249,29.59125935,17.05271604,28.53881393
Hbet_v1_contig_19503,260,56,61,72,6.416306145,6.011912123,0.174413033
Hbet_v1_contig_19504,1721,327,244,519,3.877372685,6.546964151,5.928624301
Hbet_v1_contig_19505,523,59,20,168,1.04581989,6.973664795,1.864185189
Hbet_v1_contig_19506,318,49,62,125,5.332037069,8.533680293,24.45621741
Hbet_v1_contig_19507,269,40,1,23,0.101666134,1.856218221,10.95754742
Hbet_v1_contig_19508,1958,456,476,411,6.648487488,4.557037577,7.457537851
Hbet_v1_contig_19509,314,4,0,13,0,0.898808518,1.299765914
Hbet_v1_contig_1951,2278,4306,2368,4096,28.42867174,39.03549614,33.19436804
Hbet_v1_contig_19510,406,10,27,28,1.818722004,1.497219494,0.726004989
Hbet_v1_contig_19511,184,3,17,14,2.526734957,1.651823681,0
Hbet_v1_contig_19512,378,0,0,21,0,1.206093481,5.698415227
Hbet_v1_contig_19513,546,207,179,294,8.965798595,11.68982913,16.73534577
Hbet_v1_contig_19514,230,197,152,92,18.07358652,8.683873066,42.88285656
Hbet_v1_contig_19515,230,313,217,64,25.80242286,6.040955177,0
Hbet_v1_contig_19516,218,25,31,47,3.888962816,4.680527914,9.88073833
Hbet_v1_contig_19517,279,44,51,103,4.999131529,8.014685715,4.550992399
Hbet_v1_contig_19518,441,1143,316,500,19.59643556,24.61415268,42.51960354
Hbet_v1_contig_19519,806,110,265,322,8.9916506,8.67309903,8.101766688
Hbet_v1_contig_1952,828,13874,8651,9117,285.7357401,239.0424841,236.649838
Hbet_v1_contig_19520,340,42,1,37,0.080435853,2.36252429,4.401364182
Hbet_v1_contig_19521,367,633,122,239,9.091223966,14.13791323,10.37923879
Hbet_v1_contig_19522,701,24,51,47,1.989668611,1.455570735,2.393514089
Hbet_v1_contig_19523,577,54,0,119,0,4.477386893,4.99057049
Hbet_v1_contig_19524,362,7,5,28,0.377737433,1.679201974,0.187903544
Hbet_v1_contig_19525,433,272,0,353,0,17.69865585,6.178974421
Hbet_v1_contig_19526,808,310,434,180,14.68949816,4.836315445,5.051070506
Hbet_v1_contig_19527,1264,436,350,544,7.572679229,9.34340773,8.986962682
Hbet_v1_contig_19528,1831,6127,6104,2001,91.17059123,23.7253277,53.02499119
Hbet_v1_contig_19529,234,17,4,287,0.46749043,26.62683301,4.263429692
Hbet_v1_contig_1953,227,869,4,358,0.481906434,34.23817795,20.27647549
Hbet_v1_contig_19530,309,22,17,252,1.504592984,17.70498392,4.402659082
Hbet_v1_contig_19531,281,11,75,281,7.299339002,21.70968267,11.699949
Hbet_v1_contig_19532,1669,108,292,482,4.784704324,6.269662699,3.953292411
Hbet_v1_contig_19533,2830,1110,857,838,8.28176641,6.428520874,8.49262047
Hbet_v1_contig_19534,213,10,36,24,4.622229317,2.446161427,2.87413026
Hbet_v1_contig_19535,1641,307,324,248,5.399642658,3.280927057,4.545792453
Hbet_v1_contig_19536,625,462,186,533,8.138821382,18.51401738,9.831313837
Hbet_v1_contig_19537,377,519,212,213,15.3788231,12.26568278,18.76443664
Hbet_v1_contig_19538,932,72,1,238,0.029343552,5.543888921,0.121639991
Hbet_v1_contig_19539,466,863,637,798,37.38368479,37.17666688,28.46375783
Hbet_v1_contig_1954,2233,1466,1721,7433,21.07757958,72.26514611,33.23376684
Hbet_v1_contig_19540,480,3,4,112,0.227901584,5.065592622,1.322632166
Hbet_v1_contig_19541,1386,132,83,272,1.637734329,4.260486064,3.90982174
Hbet_v1_contig_19542,2307,624,747,916,8.855265724,8.619882671,8.639001849
Hbet_v1_contig_19543,399,50,129,98,8.841896056,5.33220276,12.16082851
Hbet_v1_contig_19544,366,6,2,32,0.149443662,1.898114331,0.43364989
Hbet_v1_contig_19545,745,19,1030,51,37.81024944,1.486166196,1.947807293
Hbet_v1_contig_19546,1281,198,15,125,0.320236418,2.118431174,3.150599204
Hbet_v1_contig_19547,997,1293,1028,657,28.19853506,14.30618005,21.71853363
Hbet_v1_contig_19548,630,341,292,455,12.67566908,15.67921526,21.91790446
Hbet_v1_contig_19549,503,521,530,730,28.81618443,31.50709413,32.81600284
Hbet_v1_contig_1955,1784,882,953,1356,14.60920695,16.50130588,14.08209263
Hbet_v1_contig_19550,1281,3621,3044,582,64.98664383,9.863415544,65.86168336
Hbet_v1_contig_19551,328,6,1,35,0.083378628,2.316581992,0
Hbet_v1_contig_19552,726,271,484,88,18.23212675,2.631476687,12.67977944
Hbet_v1_contig_19553,573,284,792,409,37.80063976,15.49609112,41.15295296
Hbet_v1_contig_19554,307,90,242,19,21.55785671,1.343595996,2.732660222
Hbet_v1_contig_19555,200,26,110,77,15.04150457,8.358227826,8.389266881
Hbet_v1_contig_19556,491,186,264,578,14.70452585,25.55640852,22.71987288
Hbet_v1_contig_19557,297,107,54,295,4.972398205,21.56348952,9.619143025
Hbet_v1_contig_19558,211,6,0,32,0,3.292463722,7.092245602
Hbet_v1_contig_19559,216,23,44,32,5.570927619,3.216249284,13.33129247
Hbet_v1_contig_1956,2540,7512,4021,12397,43.29412303,105.9586362,153.4223557
Hbet_v1_contig_19560,857,351,5,156,0.159557702,3.951820882,1.825536645
Hbet_v1_contig_19561,400,331,330,277,22.56225686,15.03395525,11.50689984
Hbet_v1_contig_19562,1660,487,331,715,5.453163212,9.350857293,7.375780065
Hbet_v1_contig_19563,1168,35,116,145,2.716087376,2.695123276,0.543547465
Hbet_v1_contig_19564,686,33,36,53,1.435181989,1.67727869,2.346694305
Hbet_v1_contig_19565,644,13,33,37,1.401382413,1.247295433,1.619549591
Hbet_v1_contig_19566,262,0,21,9,2.192030506,0.745752458,0.692326543
Hbet_v1_contig_19567,699,6,98,116,3.834224081,3.602751344,1.784053197
Hbet_v1_contig_19568,875,47,2,950,0.062510149,23.57051261,3.938744605
Hbet_v1_contig_19569,408,217,54,150,3.619613399,7.98150098,20.22849195
Hbet_v1_contig_1957,3935,3210,3579,3070,24.87399554,16.93741443,22.17239531
Hbet_v1_contig_19570,306,0,4,22,0.357492681,1.560826858,0.14819408
Hbet_v1_contig_19571,201,357,393,129,53.47183443,13.93307992,25.0425877
Hbet_v1_contig_19572,1537,63,472,172,8.398403214,2.4294505,1.165401332
Hbet_v1_contig_19573,342,0,15,11,1.199482023,0.698264647,0.066297352
Hbet_v1_contig_19574,241,74,65,84,7.376067877,7.566860348,0.94081719
Hbet_v1_contig_19575,1007,14,0,757,0,16.31998985,0.945675431
Hbet_v1_contig_19576,380,3,8,27,0.575751371,1.542530084,0.119335233
Hbet_v1_contig_19577,341,2,0,44,0,2.801249376,0.664917721
Hbet_v1_contig_19578,283,8,1,123,0.096636714,9.43565713,8.011906103
Hbet_v1_contig_19579,483,700,610,404,34.53912211,18.1588236,28.16607984
Hbet_v1_contig_1958,1070,983,713,2803,18.22360707,56.87125282,52.74282714
Hbet_v1_contig_19580,686,688,569,800,22.68384866,25.31741419,42.80238204
Hbet_v1_contig_19581,200,85,74,165,10.11883035,17.9104882,10.08979395
Hbet_v1_contig_19582,470,0,1,152,0.058187639,7.021003756,0
Hbet_v1_contig_19583,454,7,3,67,0.180714913,3.203851847,0.099884116
Hbet_v1_contig_19584,797,419,216,473,7.411805606,12.8841655,12.31833077
Hbet_v1_contig_19585,291,114,67,103,6.296662332,7.684183212,9.427893495
Hbet_v1_contig_19586,2490,230,129,438,1.416833946,3.81881165,10.97261108
Hbet_v1_contig_19587,521,394,271,351,14.2252582,14.62590905,13.96978092
Hbet_v1_contig_19588,1606,37,52,489,0.885495571,6.61023339,9.049712347
Hbet_v1_contig_19589,468,77,28,212,1.636216503,9.834300695,7.315657767
Hbet_v1_contig_1959,4001,6657,2598,10081,17.75820994,54.7001527,15.4595946
Hbet_v1_contig_19590,855,731,477,882,15.25741133,22.39525159,16.91908415
Hbet_v1_contig_19591,511,0,3,72,0.160556889,3.058898536,0.088742443
Hbet_v1_contig_19592,205,0,0,19,0,2.01211693,0
Hbet_v1_contig_19593,294,23,10,52,0.930210549,3.839807818,2.390763682
Hbet_v1_contig_19594,265,0,0,10,0,0.819233308,0.256683331
Hbet_v1_contig_19595,222,0,7,12,0.862330319,1.17349636,0.714936306
Hbet_v1_contig_19596,1425,861,369,584,7.081741865,8.897161177,22.64187154
Hbet_v1_contig_19597,566,24,0,59,0,2.263023458,2.163214648
Hbet_v1_contig_19598,453,5,21,24,1.267796893,1.150181863,0.850889189
Hbet_v1_contig_19599,462,28,56,163,3.314932137,7.659476785,3.386330963
Hbet_v1_contig_196,1518,0,0,10473,0,149.7796486,0.29873115
Hbet_v1_contig_1960,2825,183,47,2154,0.454996438,16.55315273,13.07449486
Hbet_v1_contig_19600,1020,14,21,153,0.563050973,3.2564524,0.666873361
Hbet_v1_contig_19601,807,481,293,446,9.929392451,11.99816415,14.02004144
Hbet_v1_contig_19602,533,60,46,45,2.360256559,1.832900037,5.019692165
Hbet_v1_contig_19603,982,28,58,136,1.615269885,3.006636296,0.831214861
Hbet_v1_contig_19604,3267,133,282,1237,2.360633491,8.220042075,1.880799249
Hbet_v1_contig_19605,648,32,32,228,1.350527908,7.638592049,4.338793348
Hbet_v1_contig_19606,457,177,152,317,9.096115754,15.05901402,14.4377353
Hbet_v1_contig_19607,408,7,96,59,6.434868265,3.139390386,0
Hbet_v1_contig_19608,406,23,2,325,0.134720148,17.37844056,3.797564558
Hbet_v1_contig_19609,449,5,5,72,0.304545547,3.481285416,0.100996411
Hbet_v1_contig_1961,584,8,23,54,1.077069132,2.007402164,1.436518302
Hbet_v1_contig_19610,1054,1003,659,765,17.09910559,15.75702774,32.80586695
Hbet_v1_contig_19611,643,0,0,86,0,2.903627853,0.14104942
Hbet_v1_contig_19612,382,592,230,490,16.46618777,27.84749871,27.60017758
Hbet_v1_contig_19613,228,1,0,135,0,12.85441737,26.15430524
Hbet_v1_contig_19614,814,377,271,310,9.104864281,8.267815266,14.9579531
Hbet_v1_contig_19615,562,1217,1446,1353,70.36562798,52.26548158,101.9912796
Hbet_v1_contig_19616,1798,65,14,553,0.212944751,6.67711597,3.039132547
Hbet_v1_contig_19617,818,7,1,183,0.033432995,4.856811648,1.552233349
Hbet_v1_contig_19618,525,37,0,147,0,6.078711147,3.066347225
Hbet_v1_contig_19619,1589,222,87,250,1.497352134,3.415620306,4.023902948
Hbet_v1_contig_1962,885,110,39,63,1.20517448,1.545435037,4.227298932
Hbet_v1_contig_19620,836,53,66,106,2.159067642,2.752663113,17.6833118
Hbet_v1_contig_19621,489,253,275,247,15.37986152,10.96583153,22.34912196
Hbet_v1_contig_19622,3140,600,709,949,6.175116816,6.561302182,9.177791535
Hbet_v1_contig_19623,973,32,18,172,0.505927464,3.837682856,4.124608311
Hbet_v1_contig_19624,490,30,55,59,3.06969481,2.614023015,5.413922918
Hbet_v1_contig_19625,285,1,17,11,1.631295552,0.837917577,0.477340932
Hbet_v1_contig_19626,281,54,54,131,5.255524082,10.12088409,11.78063831
Hbet_v1_contig_19627,777,458,384,539,13.51570786,15.05986996,13.24820746
Hbet_v1_contig_19628,1970,1495,1120,1084,15.54820962,11.94583554,15.80252905
Hbet_v1_contig_19629,415,115,83,130,5.469638026,6.800623486,11.25489402
Hbet_v1_contig_1963,1270,1485,1455,2161,31.3319816,36.94064901,32.33233097
Hbet_v1_contig_19630,875,169,129,243,4.031904602,6.029089015,7.100105406
Hbet_v1_contig_19631,829,71,113,104,3.727799137,2.723530757,1.531636766
Hbet_v1_contig_19632,379,408,321,848,23.16297897,48.57469895,32.06622726
Hbet_v1_contig_19633,490,0,34,22,1.897629519,0.974720446,0.694092682
Hbet_v1_contig_19634,456,121,116,172,6.956995734,8.188739953,8.055128228
Hbet_v1_contig_19635,249,65,264,297,28.99567146,25.89468173,17.39227151
Hbet_v1_contig_19636,901,39,70,205,2.124720654,4.939494946,0.679455877
Hbet_v1_contig_19637,223,15,0,320,0,31.15290786,2.643569736
Hbet_v1_contig_19638,1882,88,6,321,0.087188704,3.702873611,10.37303441
Hbet_v1_contig_19639,3012,334,337,589,3.059873862,4.245352952,3.635921093
Hbet_v1_contig_1964,1933,4252,806,2039,11.40333225,22.90017742,11.38963121
Hbet_v1_contig_19640,1058,1894,299,549,7.728836341,11.26523231,16.65166394
Hbet_v1_contig_19641,718,1226,179,1019,6.818002831,30.81081704,33.09475153
Hbet_v1_contig_19642,668,20,60,83,2.456424263,2.697460571,1.425591556
Hbet_v1_contig_19643,1429,317,517,876,9.894341705,13.3083849,8.964756658
Hbet_v1_contig_19644,220,95,39,421,4.84808825,41.54443819,41.43102317
Hbet_v1_contig_19645,696,472,365,552,14.34208247,17.21802418,17.95000797
Hbet_v1_contig_19646,974,151,173,360,4.857532744,8.02411269,8.287305093
Hbet_v1_contig_19647,683,71,222,72,8.889162824,2.288575625,7.768147086
Hbet_v1_contig_19648,1681,66,1030,229,16.75707069,2.957476104,2.805549321
Hbet_v1_contig_19649,2609,415,483,825,5.062926727,6.86488624,7.108885364
Hbet_v1_contig_1965,2928,358,568,840,5.305249998,6.22818765,6.551210845
Hbet_v1_contig_19650,325,164,181,200,15.23083819,13.35980472,3.139434592
Hbet_v1_contig_19651,863,619,383,399,12.13714579,10.03726927,4.387609436
Hbet_v1_contig_19652,215,0,7,11,0.89040619,1.11072795,0.421836173
Hbet_v1_contig_19653,1206,1671,1316,1408,29.84263533,25.34596451,55.18017636
Hbet_v1_contig_19654,1116,81,107,414,2.622093498,8.053591957,6.440466921
Hbet_v1_contig_19655,1931,1257,572,1068,8.101069266,12.00721962,20.67756376
Hbet_v1_contig_19656,250,4,23,18,2.516033492,1.563097152,1.632505988
Hbet_v1_contig_19657,589,274,127,240,5.896808398,8.846050662,20.36398009
Hbet_v1_contig_19658,753,13,65,49,2.360733544,1.412715074,0.873223285
Hbet_v1_contig_19659,2731,4,2,1474,0.020027968,11.71734612,0.481535799
Hbet_v1_contig_1966,2477,749,142,7832,1.567800968,68.64361512,7.872174838
Hbet_v1_contig_19660,1248,64,317,247,6.946615601,4.296708028,10.73730234
Hbet_v1_contig_19661,746,382,293,667,10.74131328,19.41066801,24.40613472
Hbet_v1_contig_19662,237,6,8,22,0.923145658,2.015244804,0.861026365
Hbet_v1_contig_19663,1393,136,418,356,8.206420297,5.54820318,1.676518672
Hbet_v1_contig_19664,879,31,51,453,1.586755059,11.18826649,5.674872287
Hbet_v1_contig_19665,2591,361,57,769,0.601639073,6.443360081,6.274426396
Hbet_v1_contig_19666,369,18,46,176,3.409259474,10.35475379,1.96628243
Hbet_v1_contig_19667,395,13,25,201,1.730898109,11.04720561,2.583079094
Hbet_v1_contig_19668,407,10,27,144,1.814253399,7.681067086,2.451210192
Hbet_v1_contig_19669,296,29,6,128,0.554355205,9.387970883,17.0052707
Hbet_v1_contig_1967,1376,1073,932,4059,18.52362878,64.04040839,72.50309215
Hbet_v1_contig_19670,740,2,2,899,0.073914027,26.3743307,0.857923567
Hbet_v1_contig_19671,315,0,0,11,0,0.758115903,0.647819836
Hbet_v1_contig_19672,249,20,3,41,0.329496267,3.574686704,0.910590131
Hbet_v1_contig_19673,1450,95,393,423,7.412302566,6.333238461,4.863116496
Hbet_v1_contig_19674,872,203,405,445,12.70185436,11.07890916,10.97281993
Hbet_v1_contig_19675,432,22,9,38,0.569753961,1.909648012,1.417105892
Hbet_v1_contig_19676,224,14,5,23,0.610450673,2.229119202,3.846430278
Hbet_v1_contig_19677,296,83,1,134,0.092392534,9.828032018,5.438622613
Hbet_v1_contig_19678,1565,447,307,826,5.364788734,11.45827341,16.08166175
Hbet_v1_contig_19679,1567,444,639,465,11.15219751,6.442247888,10.88105813
Hbet_v1_contig_1968,739,138,66,1696,2.44246353,49.82357483,23.59414194
Hbet_v1_contig_19680,694,35,18,43,0.709319052,1.34512443,2.875050571
Hbet_v1_contig_19681,508,171,149,61,8.021417971,2.606871344,48.07001719
Hbet_v1_contig_19682,1001,67,166,283,4.535264297,6.137702492,3.012588749
Hbet_v1_contig_19683,1037,754,171,271,4.509682268,5.67340791,5.597363292
Hbet_v1_contig_19684,614,18,0,84,0,2.970054306,3.729711924
Hbet_v1_contig_19685,201,792,530,304,72.11214312,32.83454493,191.4291502
Hbet_v1_contig_19686,2416,97,32,922,0.362227684,8.284903733,1.670495687
Hbet_v1_contig_19687,725,112,79,209,2.980009683,6.258377486,2.470650824
Hbet_v1_contig_19688,1075,997,370,771,9.412865439,15.57038636,25.96401642
Hbet_v1_contig_19689,412,218,213,283,14.13874878,14.91223348,32.46961073
Hbet_v1_contig_1969,428,2,3,930,0.191692921,47.1729086,27.4945031
Hbet_v1_contig_19690,418,5,5,45,0.327131461,2.337166794,0.216973151
Hbet_v1_contig_19691,544,5,18,43,0.90490335,1.716022711,1.000310041
Hbet_v1_contig_19692,532,23,0,40,0,1.632306967,2.685042743
Hbet_v1_contig_19693,1759,1909,1164,1483,18.09738107,18.30327424,31.29717436
Hbet_v1_contig_19694,1808,785,219,649,3.312640287,7.792911532,17.99599075
Hbet_v1_contig_19695,1346,144,139,91,2.824218743,1.46774229,3.048988606
Hbet_v1_contig_19696,5272,310,904,1315,4.689446866,5.415066902,5.51359561
Hbet_v1_contig_19697,255,320,12,124,1.286973653,10.5568653,28.89784564
Hbet_v1_contig_19698,2110,502,580,1262,7.517511978,12.9846538,19.37472548
Hbet_v1_contig_19699,613,13,14,63,0.624591618,2.231174564,0.961690132
Hbet_v1_contig_197,2518,3278,1704,11556,18.50727402,99.63347613,68.40828252
Hbet_v1_contig_1970,993,16670,4827,11000,132.9402958,240.4899389,203.6522449
Hbet_v1_contig_19700,221,2,2,25,0.247494933,2.455846455,0
Hbet_v1_contig_19701,223,525,435,225,53.34736639,21.90438834,30.70607924
Hbet_v1_contig_19702,376,311,0,373,0,21.53646711,38.41261503
Hbet_v1_contig_19703,365,2,0,11,0,0.654264409,1.8014716
Hbet_v1_contig_19704,233,123,72,167,8.450942872,15.56015882,15.86185479
Hbet_v1_contig_19705,616,1265,955,788,42.39857398,27.77147718,32.943111
Hbet_v1_contig_19706,222,368,378,123,46.56583725,12.02833769,31.04866243
Hbet_v1_contig_19707,470,43,65,99,3.782196507,4.572890604,0.337693319
Hbet_v1_contig_19708,565,426,301,405,14.56956678,15.56180793,10.95560803
Hbet_v1_contig_19709,330,515,91,73,7.541470611,4.802444953,2.198661263
Hbet_v1_contig_1971,3223,3063,2448,5073,20.77206622,34.17102704,69.20999201
Hbet_v1_contig_19710,2041,50,45,180,0.602973325,1.914621695,0.944274382
Hbet_v1_contig_19711,1287,590,382,696,8.117333822,11.74043445,13.30119594
Hbet_v1_contig_19712,3014,1399,4065,2557,36.88466917,18.41793583,17.27232981
Hbet_v1_contig_19713,756,1816,418,593,15.12108925,17.0288913,19.97444495
Hbet_v1_contig_19714,538,63,88,383,4.473309909,15.45503431,2.233653897
Hbet_v1_contig_19715,516,54,47,532,2.491017318,22.38285112,4.833539477
Hbet_v1_contig_19716,452,24,27,109,1.633630826,5.235299581,0.501630404
Hbet_v1_contig_19717,334,88,137,131,11.2176708,8.514875537,24.77813895
Hbet_v1_contig_19718,532,368,530,432,27.24537738,17.62891525,41.08541594
Hbet_v1_contig_19719,2091,1023,741,630,9.6915394,6.540937389,8.273567064
Hbet_v1_contig_1972,1910,2864,3307,14086,47.35102867,160.1060681,124.8833842
Hbet_v1_contig_19720,455,8,36,79,2.163812845,3.769373474,0.249161476
Hbet_v1_contig_19721,424,12,28,33,1.806012556,1.689668698,1.229940963
Hbet_v1_contig_19722,1415,119,232,254,4.48394354,3.897003108,4.550762667
Hbet_v1_contig_19723,254,116,32,51,3.445441276,4.359030772,0.446332564
Hbet_v1_contig_19724,395,29,0,259,0,14.23495648,0.172205273
Hbet_v1_contig_19725,322,72,145,174,12.31517878,11.7313192,47.53025973
Hbet_v1_contig_19726,1589,525,413,463,7.108119901,6.325728807,2.397218778
Hbet_v1_contig_19727,241,1023,245,826,27.802102,74.40746009,47.98167668
Hbet_v1_contig_19728,394,0,0,134,0,7.383496135,0.23018979
Hbet_v1_contig_19729,235,52,69,354,8.029894123,32.70309644,19.10379347
Hbet_v1_contig_1973,256,22790,960,11935,102.555713,1012.129151,318.7602566
Hbet_v1_contig_19730,188,2,3,10,0.436407289,1.154770355,0.964838054
Hbet_v1_contig_19731,243,17,11,18,1.237983915,1.608124642,2.42599198
Hbet_v1_contig_19732,212,70,26,86,3.354023318,8.806758063,4.491958299
Hbet_v1_contig_19733,345,2,17,18,1.347591977,1.132679096,1.182975353
Hbet_v1_contig_19734,206,298,271,132,35.97747342,13.9110588,0
Hbet_v1_contig_19735,364,290,9,480,0.676191514,28.62815297,0.996645902
Hbet_v1_contig_19736,253,35,24,13,2.594294716,1.115517291,2.957438383
Hbet_v1_contig_19737,928,375,700,408,20.62902273,9.544774276,32.32467405
Hbet_v1_contig_19738,390,49,41,190,2.875066142,10.57651207,35.98722245
Hbet_v1_contig_19739,1913,315,336,828,4.803445835,9.396558938,6.305491559
Hbet_v1_contig_1974,3313,4248,6919,4569,57.11503999,29.94009662,74.15317762
Hbet_v1_contig_19740,512,55,57,140,3.044622729,5.936241354,2.258512515
Hbet_v1_contig_19741,354,4,1,20,0.077254774,1.226535744,2.497949369
Hbet_v1_contig_19742,1785,118,93,547,1.424863687,6.652771103,2.108590056
Hbet_v1_contig_19743,2920,343,414,758,3.877448874,5.635595706,6.142086359
Hbet_v1_contig_19744,318,1624,1165,863,100.1906965,58.91652874,113.724976
Hbet_v1_contig_19745,379,285,103,361,7.432357739,20.67861594,10.28990875
Hbet_v1_contig_19746,850,19,70,76,2.252203893,1.941101038,2.294044362
Hbet_v1_contig_19747,500,5,2,20,0.109392761,0.868387307,0.816252994
Hbet_v1_contig_19748,430,62,105,334,6.678046427,16.86286979,26.25930174
Hbet_v1_contig_19749,751,88,122,340,4.442715307,9.828617985,13.58610176
