Contig ID,Size,Phco_ech1,Phco_ech2,Phco_ech3,Phco_F1_RPKM,Phco_F2_RPKM,Phco_F3_RPKM
Phco_v1_contig_32189,242,27,18,16,1.697998858,2.962715212,4.819437041
Phco_v1_contig_3219,467,188,27,41,6.126747246,2.302924244,6.399686071
Phco_v1_contig_32190,285,10,4,0,0.534003539,0.559046457,0
Phco_v1_contig_32191,324,10,9,0,0.469725336,1.106446113,0
Phco_v1_contig_32192,295,34,8,7,1.754065863,1.080191459,1.729687786
Phco_v1_contig_32193,570,18,4,5,0.480603185,0.279523229,0.639420923
Phco_v1_contig_32194,546,28,0,1,0.780466711,0,0.133505467
Phco_v1_contig_32195,370,15,4,0,0.616990576,0.430616866,0
Phco_v1_contig_32196,241,9,0,0,0.568348165,0,0
Phco_v1_contig_32197,236,6,0,0,0.386926293,0,0
Phco_v1_contig_32198,708,38,3,7,0.816844397,0.168779916,0.720703244
Phco_v1_contig_32199,521,61,26,9,1.781890889,1.987780349,1.259205119
Phco_v1_contig_322,312,153,253,39,7.463212928,32.29971538,9.111748156
Phco_v1_contig_3220,538,379,187,80,10.72126251,13.84497255,10.83925431
Phco_v1_contig_32200,680,40,8,0,0.895241228,0.468612471,0
Phco_v1_contig_32201,344,16,1,0,0.707865157,0.115790872,0
Phco_v1_contig_32202,336,20,39,7,0.905898861,4.623364115,1.518624693
Phco_v1_contig_32203,290,30,4,6,1.574389745,0.549407725,1.508151419
Phco_v1_contig_32204,207,81,45,6,5.955300341,8.659143493,2.112869138
Phco_v1_contig_32205,300,9,0,1,0.456573026,0,0.242979951
Phco_v1_contig_32206,354,20,8,2,0.859836207,0.90015955,0.411830425
Phco_v1_contig_32207,566,19,45,42,0.510888545,3.166859899,5.409094312
Phco_v1_contig_32208,362,13,0,0,0.546542297,0,0
Phco_v1_contig_32209,528,61,25,41,1.758267336,1.885987693,5.6603284
Phco_v1_contig_3221,400,69,22,9,2.625294901,2.190763304,1.640114668
Phco_v1_contig_32210,455,64,41,22,2.140708694,3.589262556,3.524544342
Phco_v1_contig_32211,388,45,20,4,1.765101905,2.053198973,0.751484384
Phco_v1_contig_32212,554,24,120,47,0.659311229,8.627883047,6.184146763
Phco_v1_contig_32213,475,60,17,4,1.922412742,1.425568466,0.613844086
Phco_v1_contig_32214,244,29,45,8,1.808827563,7.346076652,2.389966729
Phco_v1_contig_32215,220,10,5,0,0.691777312,0.905274092,0
Phco_v1_contig_32216,349,12,0,0,0.523292867,0,0
Phco_v1_contig_32217,208,19,24,9,1.39020633,4.596006931,3.154066669
Phco_v1_contig_32218,279,49,17,6,2.672888684,2.427043087,1.567612586
Phco_v1_contig_32219,366,19,5,7,0.790062614,0.544153826,1.394147259
Phco_v1_contig_3222,320,2520,1115,60,119.8504194,138.7898343,13.66762223
Phco_v1_contig_32220,615,28,24,12,0.692902154,1.554421856,1.422321663
Phco_v1_contig_32221,638,37,79,15,0.882612433,4.932182987,1.713808431
Phco_v1_contig_32222,346,20,8,3,0.879716813,0.920972487,0.632028774
Phco_v1_contig_32223,307,35,2,7,1.735076647,0.259492248,1.66207784
Phco_v1_contig_32224,540,34,9,4,0.958239685,0.663867668,0.539955446
Phco_v1_contig_32225,336,14,14,5,0.634129203,1.65966917,1.084731923
Phco_v1_contig_32226,230,30,13,6,1.985100114,2.251377308,1.901582224
Phco_v1_contig_32227,522,29,10,21,0.845505604,0.763066285,2.932516648
Phco_v1_contig_32228,264,32,19,15,1.8447395,2.866701293,4.141703707
Phco_v1_contig_32229,394,15,2,0,0.579407394,0.202193198,0
Phco_v1_contig_3223,2093,12609,5679,1211,91.68544811,108.0775294,42.17611855
Phco_v1_contig_32230,327,13,2,2,0.605040707,0.243621162,0.445834772
Phco_v1_contig_32231,284,93,90,18,4.983719652,12.62283594,4.620041319
Phco_v1_contig_32232,2053,154,104,46,1.141617893,2.017795542,1.633279747
Phco_v1_contig_32233,325,28,28,10,1.311184075,3.431685175,2.242891854
Phco_v1_contig_32234,443,18,26,24,0.618383331,2.337773277,3.94910981
Phco_v1_contig_32235,410,17,6,4,0.63103589,0.582908196,0.711160832
Phco_v1_contig_32236,362,28,57,10,1.177168023,6.271898961,2.013646001
Phco_v1_contig_32237,343,9,0,2,0.399335008,0,0.425037815
Phco_v1_contig_32238,430,24,17,10,0.849438188,1.574755863,1.695208959
Phco_v1_contig_32239,481,14,15,4,0.442967593,1.242164035,0.606186988
Phco_v1_contig_3224,1702,26967,16456,5141,241.1360125,385.1212576,220.1809507
Phco_v1_contig_32240,470,34,28,16,1.100956233,2.372973791,2.48149737
Phco_v1_contig_32241,294,8,0,0,0.414125194,0,0
Phco_v1_contig_32242,365,17,17,8,0.708834835,1.855191839,1.597676389
Phco_v1_contig_32243,1506,180,201,95,1.819016041,5.316231125,4.598226161
Phco_v1_contig_32244,220,12,23,7,0.830132775,4.164260825,2.319354076
Phco_v1_contig_32245,342,44,23,7,1.958012978,2.678764274,1.491982154
Phco_v1_contig_32246,262,8,0,2,0.46470537,0,0.556442635
Phco_v1_contig_32247,993,46,42,11,0.705013736,1.684739701,0.807486241
Phco_v1_contig_32248,259,16,7,4,0.940176116,1.076542164,1.125775834
Phco_v1_contig_32249,421,65,33,23,2.349742415,3.122227986,3.982331736
Phco_v1_contig_3225,921,193,199,26,3.189236122,8.606492892,2.057810658
Phco_v1_contig_32250,312,41,14,5,1.999945948,1.787336029,1.168172841
Phco_v1_contig_32251,213,12,7,0,0.857414134,1.309034838,0
Phco_v1_contig_32252,494,56,48,50,1.725242204,3.870321626,7.37793373
Phco_v1_contig_32253,422,30,22,14,1.081926602,2.076552895,2.418283871
Phco_v1_contig_32254,354,13,7,9,0.558893535,0.787639606,1.853236913
Phco_v1_contig_32255,613,40,45,17,0.99308978,2.924050087,2.02152977
Phco_v1_contig_32256,651,68,254,475,1.589706389,15.54123388,53.1868556
Phco_v1_contig_32257,268,12,15,2,0.681452278,2.229406347,0.543984965
Phco_v1_contig_32258,465,16,0,0,0.523667987,0,0
Phco_v1_contig_32259,408,13,5,0,0.484922332,0.488137991,0
Phco_v1_contig_3226,1589,1494,631,329,14.30921127,15.8175141,15.09258725
Phco_v1_contig_32260,345,9,0,0,0.397020023,0,0
Phco_v1_contig_32261,281,12,0,0,0.649926016,0,0
Phco_v1_contig_32262,715,159,139,74,3.384387467,7.743575314,7.544272599
Phco_v1_contig_32263,308,33,18,0,1.630617951,2.327847666,0
Phco_v1_contig_32264,311,15,18,13,0.734040235,2.305392544,3.047015461
Phco_v1_contig_32265,212,13,13,41,0.933246752,2.442531985,14.09742168
Phco_v1_contig_32266,314,14,21,8,0.678558638,2.663927584,1.857171599
Phco_v1_contig_32267,856,164,46,44,2.915809046,2.140507901,3.746887092
Phco_v1_contig_32268,270,12,4,1,0.676404483,0.590104594,0.269977723
Phco_v1_contig_32269,216,35,14,14,2.466058012,2.581707597,4.724610155
Phco_v1_contig_3227,2542,5775,2413,790,34.57525867,37.81068487,22.65391359
Phco_v1_contig_32270,1136,127,83,32,1.701431171,2.910264952,2.053351697
Phco_v1_contig_32271,503,19,9,4,0.574876574,0.712700876,0.579673839
Phco_v1_contig_32272,508,16,18,15,0.47934176,1.411372207,2.152381454
Phco_v1_contig_32273,331,24,0,7,1.103499761,0,1.541564643
Phco_v1_contig_32274,284,18,5,17,0.9645909,0.701268663,4.363372356
Phco_v1_contig_32275,324,7,4,5,0.328807735,0.491753828,1.12490718
Phco_v1_contig_32276,581,26,79,52,0.681061313,5.416063245,6.524074411
Phco_v1_contig_32277,217,8,70,10,0.561072843,12.84905163,3.359169827
Phco_v1_contig_32278,598,36,14,7,0.916200053,0.932523145,0.853274075
Phco_v1_contig_32279,432,28,3,5,0.986423205,0.276611528,0.843680385
Phco_v1_contig_3228,322,688,21,0,32.51783044,2.597743048,0
Phco_v1_contig_32280,395,133,68,47,5.124406117,6.857164771,8.673461536
Phco_v1_contig_32281,332,17,13,7,0.77929131,1.559689099,1.536921376
Phco_v1_contig_32282,275,10,4,0,0.55342185,0.579375419,0
Phco_v1_contig_32283,455,27,23,4,0.90311148,2.013488751,0.640826244
Phco_v1_contig_32284,468,19,0,2,0.61786948,0,0.311512757
Phco_v1_contig_32285,445,23,13,4,0.786605214,1.163633215,0.655226834
Phco_v1_contig_32286,253,8,0,1,0.481236391,0,0.288118519
Phco_v1_contig_32287,267,10,4,4,0.570003778,0.596734982,1.092044723
Phco_v1_contig_32288,400,15,0,0,0.570716283,0,0
Phco_v1_contig_32289,373,34,19,16,1.387263887,2.028978931,3.126819743
Phco_v1_contig_3229,494,955,575,363,29.42154116,46.36322781,53.56379888
Phco_v1_contig_32290,398,23,0,0,0.879495779,0,0
Phco_v1_contig_32291,270,8,3,2,0.450936322,0.442578445,0.539955446
Phco_v1_contig_32292,471,19,46,35,0.613934005,3.890179964,5.416750496
Phco_v1_contig_32293,489,14,0,0,0.435720679,0,0
Phco_v1_contig_32294,289,62,11,13,3.264997419,1.516099172,3.278968195
Phco_v1_contig_32295,384,16,12,12,0.634129203,1.244751877,2.277937039
Phco_v1_contig_32296,277,14,9,10,0.769196434,1.294182457,2.631551814
Phco_v1_contig_32297,304,28,16,6,1.401759291,2.096424214,1.438697077
Phco_v1_contig_32298,559,54,17,9,1.47018148,1.211350664,1.173606203
Phco_v1_contig_32299,404,125,394,112,4.70888022,38.84611799,20.20823353
Phco_v1_contig_323,2673,3710,16248,18117,21.123406,242.121703,494.0592333
Phco_v1_contig_3230,1916,7332,2388,1353,58.23927328,49.64455086,51.47471923
Phco_v1_contig_32300,520,42,38,11,1.22923507,2.91080439,1.541988149
Phco_v1_contig_32301,298,114,64,25,5.822072146,8.554536391,6.115267219
Phco_v1_contig_32302,308,128,10,17,6.324821142,1.293248704,4.023369316
Phco_v1_contig_32303,504,29,21,12,0.875702233,1.65966917,1.735571077
Phco_v1_contig_32304,374,14,18,6,0.569698963,1.917051019,1.169422223
Phco_v1_contig_32305,209,40,0,0,2.912746578,0,0
Phco_v1_contig_32306,488,15,121,53,0.467800232,9.876391943,7.916764791
Phco_v1_contig_32307,357,10,8,4,0.426305347,0.892595184,0.816739331
Phco_v1_contig_32308,747,62,4,11,1.263164999,0.213290817,1.073405405
Phco_v1_contig_32309,353,27,26,9,1.164067206,2.933806124,1.858486876
Phco_v1_contig_3231,641,438,194,80,10.39932322,12.05525687,9.09753326
Phco_v1_contig_32310,212,96,53,13,6.89166832,9.958015017,4.46991419
Phco_v1_contig_32311,367,16,11,2,0.663503035,1.19387646,0.397242426
Phco_v1_contig_32312,333,12,3,1,0.548436067,0.358847388,0.218900857
Phco_v1_contig_32313,292,11,0,0,0.573322293,0,0
Phco_v1_contig_32314,201,14,4,2,1.060036877,0.792677812,0.725313286
Phco_v1_contig_32315,238,24,22,13,1.534699248,3.681955132,3.981604236
Phco_v1_contig_32316,976,51,22,16,0.795260394,0.897853813,1.194983365
Phco_v1_contig_32317,1044,121,52,49,1.763899622,1.983972341,3.421269423
Phco_v1_contig_32318,505,41,64,8,1.23561017,5.048023454,1.154756202
Phco_v1_contig_32319,240,49,39,14,3.107233095,6.472709761,4.252149139
Phco_v1_contig_3232,840,4306,861,620,78.01600995,40.82786157,53.8027034
Phco_v1_contig_32320,844,45,13,6,0.811444952,0.613526992,0.518203687
Phco_v1_contig_32321,629,66,62,56,1.596916785,3.926212598,6.489766572
Phco_v1_contig_32322,337,34,23,13,1.535458248,2.718508551,2.811934149
Phco_v1_contig_32323,272,17,41,27,0.951193805,6.00409729,7.235800006
Phco_v1_contig_32324,542,23,16,0,0.645829004,1.175854172,0
Phco_v1_contig_32325,841,111,260,44,2.008704158,12.31431108,3.813716232
Phco_v1_contig_32326,500,63,20,18,1.91760671,1.593282403,2.624183469
Phco_v1_contig_32327,507,40,2,16,1.200718018,0.157128442,2.300401901
Phco_v1_contig_32328,547,19,22,16,0.528634217,1.602020697,2.132182384
Phco_v1_contig_32329,301,29,64,36,1.466292111,8.46927523,8.718217505
Phco_v1_contig_3233,1581,1138,711,323,10.95467223,17.91308963,14.89231957
Phco_v1_contig_32330,263,14,7,0,0.810142252,1.060168899,0
Phco_v1_contig_32331,241,23,15,18,1.452445311,2.479173863,5.444364043
Phco_v1_contig_32332,227,20,2,10,1.340889945,0.350943261,3.211188777
Phco_v1_contig_32333,359,41,43,13,1.738114584,4.770970983,2.639615065
Phco_v1_contig_32334,367,80,54,25,3.317515177,5.860848075,4.96553033
Phco_v1_contig_32335,225,43,12,8,2.908539278,2.124376537,2.591786142
Phco_v1_contig_32336,403,21,16,6,0.793054884,1.58142174,1.085270252
Phco_v1_contig_32337,593,44,29,21,1.129241886,1.947942229,2.581405886
Phco_v1_contig_32338,783,82,162,30,1.593826656,8.241115876,2.792872998
Phco_v1_contig_32339,690,38,16,15,0.838153381,0.923641973,1.584651853
Phco_v1_contig_3234,1084,1782,1492,428,25.01885402,54.82420076,28.78102001
Phco_v1_contig_32340,701,50,55,14,1.08552788,3.125197295,1.455799991
Phco_v1_contig_32341,590,27,2,8,0.696467328,0.135023932,0.98839302
Phco_v1_contig_32342,294,28,13,4,1.449438178,1.761281568,0.991754901
Phco_v1_contig_32343,291,13,16,2,0.679891104,2.190078904,0.500989589
Phco_v1_contig_32344,328,19,39,3,0.881594258,4.736129093,0.66671328
Phco_v1_contig_32345,341,7,9,4,0.31241556,1.051286043,0.855061411
Phco_v1_contig_32346,617,36,193,19,0.887986437,12.45962333,2.244709432
Phco_v1_contig_32347,546,71,40,18,1.97904059,2.918099639,2.403098415
Phco_v1_contig_32348,228,13,5,7,0.867755752,0.873510089,2.237973231
Phco_v1_contig_32349,251,8,3,2,0.485070944,0.476080399,0.580828568
Phco_v1_contig_3235,2430,4192,2451,1133,26.25451476,40.17628775,33.98719559
Phco_v1_contig_32350,325,7,14,0,0.327796019,1.715842588,0
Phco_v1_contig_32351,745,84,90,27,1.715979159,4.81192672,2.641795439
Phco_v1_contig_32352,343,12,2,2,0.532446678,0.23225691,0.425037815
Phco_v1_contig_32353,2080,153,336,248,1.119481939,6.434409703,8.691205933
Phco_v1_contig_32354,388,18,0,1,0.706040762,0,0.187871096
Phco_v1_contig_32355,288,11,11,4,0.581285103,1.521363405,1.012416462
Phco_v1_contig_32356,376,35,60,15,1.416671624,6.356179798,2.908004731
Phco_v1_contig_32357,190,8,3,4,0.640804247,0.628927264,1.534610216
Phco_v1_contig_32358,748,36,0,17,0.732470095,0,1.656681483
Phco_v1_contig_32359,941,69,0,1,1.115959575,0,0.077464384
Phco_v1_contig_3236,301,12,11,2,0.606741563,1.45565668,0.484345417
Phco_v1_contig_32360,956,60,280,401,0.955173695,11.66629374,30.57582436
Phco_v1_contig_32361,691,39,21,14,0.858965172,1.210525704,1.476868008
Phco_v1_contig_32362,403,50,57,46,1.888225915,5.633814948,8.320405264
Phco_v1_contig_32363,516,35,11,8,1.032303354,0.849133063,1.130139306
Phco_v1_contig_32364,427,33,11,17,1.17618344,1.026118643,2.902102457
Phco_v1_contig_32365,451,28,3,2,0.944866573,0.264958271,0.323254923
Phco_v1_contig_32366,206,19,0,4,1.403703479,0,1.415417189
Phco_v1_contig_32367,285,7,13,3,0.373802478,1.816900986,0.767305108
Phco_v1_contig_32368,302,14,116,44,0.705521233,15.29973168,10.62031573
Phco_v1_contig_32369,395,20,0,2,0.770587386,0,0.36908347
Phco_v1_contig_3237,1935,14823,4312,1871,116.5853913,88.76270957,70.48302139
Phco_v1_contig_32370,663,31,3,0,0.711602002,0.180235566,0
Phco_v1_contig_32371,645,41,4,6,0.967415714,0.247020528,0.678083584
Phco_v1_contig_32372,277,9,0,10,0.494483422,0,2.631551814
Phco_v1_contig_32373,596,65,35,17,1.65980127,2.339131044,2.079190854
Phco_v1_contig_32374,934,74,87,36,1.205796001,3.710266837,2.809618275
Phco_v1_contig_32375,260,7,2,7,0.409745023,0.306400462,1.962530372
Phco_v1_contig_32376,218,17,2,6,1.186810619,0.365431744,2.006256475
Phco_v1_contig_32377,886,181,23,22,3.109093971,1.034015103,1.810008663
Phco_v1_contig_32378,412,20,0,0,0.738791304,0,0
Phco_v1_contig_32379,330,33,8,4,1.521910087,0.965625699,0.883563458
Phco_v1_contig_3238,995,1650,634,335,25.23770496,25.38042822,24.54219604
Phco_v1_contig_32380,350,14,2,2,0.608764035,0.227611772,0.416537059
Phco_v1_contig_32381,575,36,61,9,0.952848055,4.225662025,1.140949334
Phco_v1_contig_32382,921,65,2,0,1.074095067,0.086497416,0
Phco_v1_contig_32383,308,100,31,18,4.941266517,4.009070981,4.260038099
Phco_v1_contig_32384,228,45,26,13,3.003769909,4.542252464,4.156236001
Phco_v1_contig_32385,401,22,12,0,0.83496314,1.191981847,0
Phco_v1_contig_32386,740,39,123,174,0.802087749,6.620734309,17.13993707
Phco_v1_contig_32387,321,27,17,5,1.280111288,2.109486047,1.135420331
Phco_v1_contig_32388,296,12,0,0,0.616990576,0,0
Phco_v1_contig_32389,305,86,23,7,4.291287459,3.00372912,1.672976711
Phco_v1_contig_3239,1160,6233,2442,1290,81.77642736,83.85335404,81.06313877
Phco_v1_contig_32390,384,30,11,6,1.188992256,1.141022554,1.138968519
Phco_v1_contig_32391,262,13,26,7,0.755146227,3.952799854,1.947549224
Phco_v1_contig_32392,286,15,7,4,0.798204591,0.974910561,1.019496297
Phco_v1_contig_32393,1486,127,53,49,1.300690317,1.420658939,2.403637468
Phco_v1_contig_32394,258,17,8,6,1.002808972,1.235102638,1.695208959
Phco_v1_contig_32395,825,76,27,5,1.40200202,1.303594693,0.441781729
Phco_v1_contig_32396,445,16,38,53,0.547203627,3.401389399,8.681755546
Phco_v1_contig_32397,375,23,0,0,0.933438187,0,0
Phco_v1_contig_32398,332,11,4,3,0.504247318,0.479904338,0.65868059
Phco_v1_contig_32399,501,27,17,4,0.820191065,1.351586869,0.581987906
Phco_v1_contig_324,379,215588,7696,54422,8657.138572,808.8325443,10467.11468
Phco_v1_contig_3240,945,5135,1626,800,82.69850051,68.53643351,61.70919386
Phco_v1_contig_32400,317,16,13,7,0.768156511,1.633491422,1.609646362
Phco_v1_contig_32401,403,15,21,11,0.566467774,2.075616033,1.989662128
Phco_v1_contig_32402,643,106,22,8,2.508903099,1.362838758,0.906923611
Phco_v1_contig_32403,243,28,14,8,1.753641253,2.294851197,2.399801983
Phco_v1_contig_32404,592,82,56,35,2.108051134,3.767897574,4.309610614
Phco_v1_contig_32405,364,21,19,9,0.87802505,2.079145993,1.802323811
Phco_v1_contig_32406,201,21,8,8,1.590055315,1.585355625,2.901253144
Phco_v1_contig_32407,469,27,0,0,0.876152929,0,0
Phco_v1_contig_32408,218,5,7,1,0.349061947,1.279011103,0.334376079
Phco_v1_contig_32409,439,27,17,17,0.936026705,1.542471574,2.822773916
Phco_v1_contig_3241,379,640,373,169,25.69980095,39.20147337,32.50417812
Phco_v1_contig_32410,677,70,34,14,1.573614566,2.000428423,1.507408853
Phco_v1_contig_32411,229,8,0,0,0.531671646,0,0
Phco_v1_contig_32412,282,10,1,0,0.539684428,0.14124844,0
Phco_v1_contig_32413,258,34,21,4,2.005617944,3.242144424,1.130139306
Phco_v1_contig_32414,423,22,4,0,0.791537161,0.376662507,0
Phco_v1_contig_32415,252,30,8,11,1.811797723,1.264509843,3.181880308
Phco_v1_contig_32416,702,41,39,41,0.888864866,2.212892226,4.257341019
Phco_v1_contig_32417,1283,97,42,12,1.150625709,1.303933377,0.681783182
Phco_v1_contig_32418,379,38,20,71,1.525925681,2.101955676,13.65560146
Phco_v1_contig_32419,937,51,16,12,0.82836088,0.680163246,0.9335409
Phco_v1_contig_3242,347,1408,371,154,61.7535851,42.58701523,32.35064475
Phco_v1_contig_32420,278,15,8,2,0.821174508,1.146246333,0.52441716
Phco_v1_contig_32421,488,132,62,37,4.116642039,5.060630582,5.526798062
Phco_v1_contig_32422,231,14,9,2,0.92236975,1.551898444,0.631116755
Phco_v1_contig_32423,518,24,3,4,0.705132087,0.230687607,0.562887917
Phco_v1_contig_32424,565,1026,375,127,27.63680973,26.43720801,16.38501969
Phco_v1_contig_32425,304,10,21,7,0.500628318,2.751556781,1.678479923
Phco_v1_contig_32426,256,27,18,3,1.605139545,2.800691724,0.85422639
Phco_v1_contig_32427,335,12,0,0,0.545161822,0,0
Phco_v1_contig_32428,323,17,28,1,0.801005309,3.452934,0.225677973
Phco_v1_contig_32429,254,33,9,8,1.977284759,1.411372207,2.295873551
Phco_v1_contig_3243,348,1439,32,157,62.93185677,3.662718167,32.88607955
Phco_v1_contig_32430,275,21,17,8,1.162185885,2.462345531,2.120552298
Phco_v1_contig_32431,493,68,22,18,2.099186327,1.777495581,2.66144368
Phco_v1_contig_32432,258,12,8,5,0.707865157,1.235102638,1.412674133
Phco_v1_contig_32433,312,37,16,2,1.80482927,2.042669747,0.467269136
Phco_v1_contig_32434,341,13,1,2,0.580200327,0.11680956,0.427530705
Phco_v1_contig_32435,368,38,52,19,1.57153759,5.628443271,3.763548151
Phco_v1_contig_32436,300,10,18,5,0.507303362,2.389923604,1.214899754
Phco_v1_contig_32437,631,28,18,24,0.675332527,1.136255279,2.77251291
Phco_v1_contig_32438,786,52,10,2,1.006861635,0.506769212,0.185480878
Phco_v1_contig_32439,339,16,9,5,0.718305646,1.05748832,1.075132526
Phco_v1_contig_3244,2649,2975,975,544,17.0920442,14.66072426,14.96954623
Phco_v1_contig_32440,374,49,28,8,1.993946371,2.982079363,1.559229631
Phco_v1_contig_32441,225,9,7,0,0.608764035,1.239219647,0
Phco_v1_contig_32442,389,20,0,0,0.782473053,0,0
Phco_v1_contig_32443,469,16,9,6,0.519201736,0.76436789,0.932545653
Phco_v1_contig_32444,570,69,51,27,1.842312211,3.563921164,3.452872985
Phco_v1_contig_32445,270,44,162,98,2.480149772,23.89923604,26.45781687
Phco_v1_contig_32446,215,24,9,6,1.698876376,1.667388561,2.034250751
Phco_v1_contig_32447,244,20,0,0,1.247467285,0,0
Phco_v1_contig_32448,175,12,23,8,1.043595488,5.235070752,3.332296468
Phco_v1_contig_32449,334,11,22,9,0.501227873,2.623668627,1.964209183
Phco_v1_contig_3245,1227,1005,304,187,12.46552272,9.868741859,11.10935227
Phco_v1_contig_32450,374,18,2,0,0.732470095,0.213005669,0
Phco_v1_contig_32451,291,27,38,12,1.412081524,5.201437397,3.005937536
Phco_v1_contig_32452,511,27,13,10,0.804140359,1.01334008,1.426496776
Phco_v1_contig_32453,739,103,84,29,2.121200798,4.527595461,2.860521749
Phco_v1_contig_32454,227,19,0,0,1.273845447,0,0
Phco_v1_contig_32455,237,11,0,1,0.70637177,0,0.307569558
Phco_v1_contig_32456,477,25,0,2,0.797646796,0,0.305635158
Phco_v1_contig_32457,288,20,21,11,1.056882005,2.904421047,2.78414527
Phco_v1_contig_32458,262,12,36,3,0.697058055,5.47310749,0.834663953
Phco_v1_contig_32459,357,15,1,7,0.63945802,0.111574398,1.429293828
Phco_v1_contig_3246,5088,3295,1114,915,9.855923226,8.721091768,13.10888296
Phco_v1_contig_32460,387,19,20,8,0.747190999,2.058504396,1.506852408
Phco_v1_contig_32461,546,41,32,13,1.142826256,2.334479711,1.735571077
Phco_v1_contig_32462,270,9,30,24,0.507303362,4.425784452,6.479465355
Phco_v1_contig_32463,362,15,21,7,0.630625727,2.310699617,1.409552201
Phco_v1_contig_32464,364,55,38,6,2.299589418,4.158291985,1.201549207
Phco_v1_contig_32465,268,19,2,14,1.078966107,0.29725418,3.807894752
Phco_v1_contig_32466,491,16,0,1,0.495938114,0,0.148460255
Phco_v1_contig_32467,186,6,7,0,0.490938738,1.499056024,0
Phco_v1_contig_32468,247,8,0,6,0.492926344,0,1.770704095
Phco_v1_contig_32469,259,14,9,4,0.822654101,1.384125639,1.125775834
Phco_v1_contig_3247,2025,6167,423,281,46.34873831,8.32047477,10.11516536
Phco_v1_contig_32470,264,31,30,11,1.78709139,4.526370462,3.037249385
Phco_v1_contig_32471,416,20,7,7,0.731687542,0.670251011,1.226581483
Phco_v1_contig_32472,292,17,7,7,0.886043544,0.954878152,1.74745855
Phco_v1_contig_32473,348,34,30,12,1.486923648,3.433798282,2.513585698
Phco_v1_contig_32474,479,15,65,11,0.476589798,5.405185604,1.673974609
Phco_v1_contig_32475,295,18,6,2,0.928623104,0.810143595,0.49419651
Phco_v1_contig_32476,235,11,4,4,0.712383445,0.677992512,1.240748685
Phco_v1_contig_32477,503,112,78,81,3.388746119,6.176740925,11.73839524
Phco_v1_contig_32478,212,76,69,30,5.455904086,12.96420823,10.31518659
Phco_v1_contig_32479,316,26,23,12,1.252204502,2.899168929,2.768126022
Phco_v1_contig_3248,1091,6308,751,602,87.9945814,27.41876912,40.22197903
Phco_v1_contig_32480,263,24,24,13,1.388815289,3.634864797,3.603124746
Phco_v1_contig_32481,258,12,45,22,0.707865157,6.947452338,6.215766184
Phco_v1_contig_32482,346,13,11,9,0.571815929,1.26633717,1.896086321
Phco_v1_contig_32483,360,22,14,4,0.930056164,1.549024558,0.809933169
Phco_v1_contig_32484,533,19,0,0,0.542519543,0,0
Phco_v1_contig_32485,418,93,54,27,3.386067897,5.145768526,4.708463162
Phco_v1_contig_32486,440,21,4,5,0.726366178,0.362109637,0.828340741
Phco_v1_contig_32487,286,8,2,1,0.425709115,0.278545875,0.254874074
Phco_v1_contig_32488,239,7,4,2,0.445747724,0.666645357,0.609991508
Phco_v1_contig_32489,230,44,33,2,2.911480167,5.715034705,0.633860741
Phco_v1_contig_3249,1188,4639,2062,2197,59.42879541,69.13611773,134.8047858
Phco_v1_contig_32490,352,14,17,8,0.605305148,1.923707446,1.656681483
Phco_v1_contig_32491,239,9,1,0,0.573104217,0.166661339,0
Phco_v1_contig_32492,193,11,2,4,0.867409894,0.412767462,1.510756171
Phco_v1_contig_32493,1348,133,87,32,1.501587846,2.570763521,1.730421015
Phco_v1_contig_32494,279,8,1,3,0.436389989,0.14276724,0.783806293
Phco_v1_contig_32495,225,6,2,0,0.40584269,0.354062756,0
Phco_v1_contig_32496,912,120,94,0,2.002513273,4.105497419,0
Phco_v1_contig_32497,216,6,2,4,0.422752802,0.368815371,1.349888616
Phco_v1_contig_32498,1061,59,72,32,0.846302499,2.703023869,2.198499084
Phco_v1_contig_32499,300,25,26,10,1.268258406,3.452111873,2.429799508
Phco_v1_contig_325,344,212650,120885,80,9407.97035,13997.3796,16.95208959
Phco_v1_contig_3250,2109,2856,868,500,20.60965011,16.39365962,17.28164657
Phco_v1_contig_32500,551,34,23,18,0.939109673,1.662681273,2.381291714
Phco_v1_contig_32501,205,16,0,0,1.187832263,0,0
Phco_v1_contig_32502,488,24,2,0,0.748480371,0.163246148,0
Phco_v1_contig_32503,572,18,14,3,0.478922755,0.974910561,0.382311111
Phco_v1_contig_32504,428,14,0,0,0.497821057,0,0
Phco_v1_contig_32505,224,69,3,0,4.688026608,0.53346509,0
Phco_v1_contig_32506,471,25,14,13,0.807807902,1.183967815,2.011935899
Phco_v1_contig_32507,441,23,27,12,0.793739955,2.438697555,1.983509803
Phco_v1_contig_32508,410,87,9,12,3.229418966,0.874362294,2.133482495
Phco_v1_contig_32509,674,75,17,12,1.693520127,1.004666204,1.297815761
Phco_v1_contig_3251,1337,483,254,116,5.497999792,7.567197649,6.324384659
Phco_v1_contig_32510,301,72,132,34,3.640449378,17.46788016,8.233872088
Phco_v1_contig_32511,526,34,11,6,0.983744163,0.832989849,0.831490326
Phco_v1_contig_32512,698,145,39,108,3.16156107,2.225573557,11.27872551
Phco_v1_contig_32513,241,19,12,8,1.199846127,1.983339091,2.419717353
Phco_v1_contig_32514,604,40,25,10,1.007887475,1.648677983,1.20685406
Phco_v1_contig_32515,332,14,76,59,0.641769314,9.118182425,12.9540516
Phco_v1_contig_32516,368,68,0,14,2.812225161,0,2.773140743
