Contig ID,Size,Phco_ech1,Phco_ech2,Phco_ech3,Phco_F1_RPKM,Phco_F2_RPKM,Phco_F3_RPKM
Phco_v1_contig_1,1809,9269,2594,1453,77.98001437,57.11684014,58.54890026
Phco_v1_contig_10,1223,1317,318,275,16.3888437,10.356987,16.39071622
Phco_v1_contig_100,948,4444,1446,707,71.34354882,60.75649669,54.36291938
Phco_v1_contig_1000,1612,14443,6977,2815,136.3582344,172.3996793,127.2931566
Phco_v1_contig_10000,1423,1910,803,418,20.42760553,22.47726229,21.41228801
Phco_v1_contig_10001,464,646,292,77,21.18866199,25.06672746,12.09663117
Phco_v1_contig_10002,1575,3911,1263,633,37.79168477,31.94151865,29.29643979
Phco_v1_contig_10003,1097,675,293,223,9.364533354,10.63882735,14.81801159
Phco_v1_contig_10004,781,229,55,20,4.462450832,2.805074653,1.866683361
Phco_v1_contig_10005,996,746,361,156,11.39904543,14.43712217,11.41713022
Phco_v1_contig_10006,2358,664,388,200,4.285616191,6.554215143,6.18269595
Phco_v1_contig_10007,948,233,80,47,3.740559603,3.36135528,3.613942307
Phco_v1_contig_10008,1211,1587,719,158,19.9444369,23.64925779,9.510528216
Phco_v1_contig_10009,1862,478,172,51,3.906944263,3.679438417,1.996559209
Phco_v1_contig_1001,526,100,90,5,2.893365185,6.815371495,0.692908605
Phco_v1_contig_10010,904,2113,317,203,35.57296476,13.96765823,16.3688927
Phco_v1_contig_10011,249,221,7,27,13.50771604,1.119776789,7.904167075
Phco_v1_contig_10012,222,137,101,27,9.391967656,18.12179309,8.865484692
Phco_v1_contig_10013,1308,6898,1611,708,80.26097693,49.0592116,39.45637734
Phco_v1_contig_10014,1528,2343,948,634,23.33661868,24.71256083,30.24527922
Phco_v1_contig_10015,645,371,170,63,8.75393244,10.49837242,7.119877629
Phco_v1_contig_10016,1009,825,347,185,12.44376434,13.69843889,13.36510136
Phco_v1_contig_10017,1874,3175,933,547,25.78476268,19.83100963,21.276953
Phco_v1_contig_10018,1537,526,301,242,5.208358529,7.800553078,11.47712715
Phco_v1_contig_10019,2209,1420,584,288,9.78321559,10.53052199,9.503606949
Phco_v1_contig_1002,1494,1200,865,518,12.22417741,23.06206958,25.27381818
Phco_v1_contig_10020,1644,982,395,88,9.090728137,9.570355065,3.901867823
Phco_v1_contig_10021,1357,1085,513,269,12.16855155,15.05810377,14.44987622
Phco_v1_contig_10022,1269,1339,587,247,16.05860998,18.42507428,14.18819098
Phco_v1_contig_10023,1227,591,388,170,7.330471569,12.59563106,10.09941116
Phco_v1_contig_10024,835,166,190,98,3.025593706,9.063582531,8.555222221
Phco_v1_contig_10025,326,144,202,58,6.722547625,24.68121513,12.96886854
Phco_v1_contig_10026,1542,772,195,141,7.619420152,5.037128219,6.66540332
Phco_v1_contig_10027,1833,2494,1145,500,20.70727636,24.88145596,19.88379303
Phco_v1_contig_10028,1632,2818,2213,776,26.27906021,54.01246871,34.66037534
Phco_v1_contig_10029,1840,257,207,108,2.125711372,4.481106758,4.278560004
Phco_v1_contig_1003,2359,30485,11167,5009,196.6741374,188.5564285,154.7799797
Phco_v1_contig_10030,858,392,164,90,6.953248884,7.613587239,7.646222229
Phco_v1_contig_10031,849,3178,686,501,56.96855427,32.18467987,43.01517857
Phco_v1_contig_10032,1534,3004,1687,1381,29.80324578,43.80487962,65.62359428
Phco_v1_contig_10033,3499,3592,1511,741,15.6236097,17.20098393,15.43710862
Phco_v1_contig_10034,476,310,138,74,9.911599308,11.54795019,11.33225821
Phco_v1_contig_10035,2829,7759,2961,1543,41.74089914,41.69060794,39.75801316
Phco_v1_contig_10036,1269,718,43,14,8.610964875,1.349707315,0.804188963
Phco_v1_contig_10037,2165,891,489,272,6.263380544,8.996710103,9.158043412
Phco_v1_contig_10038,2265,1582,656,279,10.62985324,11.53634941,8.978994209
Phco_v1_contig_10039,935,1059,604,266,17.23746291,25.73108479,20.73775409
Phco_v1_contig_1004,359,288,67,33,12.20919513,7.433838509,6.700561318
Phco_v1_contig_10040,1369,2289,494,514,25.4466924,14.37329268,27.36852331
Phco_v1_contig_10041,1057,244,78,89,3.51320777,2.939357318,6.137714936
Phco_v1_contig_10042,220,259,17,18,17.91703239,3.077931914,5.964053338
Phco_v1_contig_10043,3634,3037,1590,938,12.71887984,17.4278964,18.8152334
Phco_v1_contig_10044,1970,2596,703,304,20.05522125,14.21418184,11.24861498
Phco_v1_contig_10045,3515,857,364,140,3.710602972,4.124856292,2.903316624
Phco_v1_contig_10046,262,1539,1401,2,89.39769558,212.9950998,0.556442635
Phco_v1_contig_10047,262,1461,55,472,84.86681822,8.361691999,131.320462
Phco_v1_contig_10048,1308,1622,644,304,18.87261591,19.61150358,16.94172134
Phco_v1_contig_10049,1557,365,46,4,3.56774041,1.176798178,0.187267785
Phco_v1_contig_1005,359,261,83,40,11.06458309,9.209083526,8.121892507
Phco_v1_contig_10050,2147,3375,1005,559,23.92383113,18.64518881,18.97891838
Phco_v1_contig_10051,1668,952,615,280,8.686201457,14.68628114,12.2364004
Phco_v1_contig_10052,1720,4765,1573,801,42.16221841,36.42780842,33.94655941
Phco_v1_contig_10053,240,355,82,45,22.51158671,13.60928719,13.66762223
Phco_v1_contig_10054,650,509,167,164,11.91772668,10.23377543,18.3917132
Phco_v1_contig_10055,508,27,22,4,0.80888922,1.725010475,0.573968388
Phco_v1_contig_10056,1981,1645,1129,303,12.63776928,22.70085604,11.14935766
Phco_v1_contig_10057,986,174,23,24,2.685723683,0.929145417,1.774295787
Phco_v1_contig_10058,1452,761,139,517,7.976402041,3.813124208,25.95467657
Phco_v1_contig_10059,484,238,169,101,7.483772743,13.90830197,15.21134816
Phco_v1_contig_1006,1595,659,616,204,6.288017226,15.3834163,9.323117862
Phco_v1_contig_10060,526,29,18,8,0.839075904,1.363074299,1.108653768
Phco_v1_contig_10061,1166,1967,628,293,25.67407497,21.45328793,18.31727074
Phco_v1_contig_10062,887,1072,522,258,18.39332146,23.4411898,21.2025346
Phco_v1_contig_10063,1601,763,314,250,7.253075556,7.812159189,11.38257109
Phco_v1_contig_10064,3239,3302,1508,702,15.5151192,18.54484303,15.79857291
Phco_v1_contig_10065,407,2408,301,175,90.04323072,29.45810831,31.34262265
Phco_v1_contig_10066,3416,1786,773,517,7.95705918,9.013519448,11.03225713
Phco_v1_contig_10067,2492,588,257,184,3.591023801,4.107880994,5.38222042
Phco_v1_contig_10068,1881,1331,499,219,10.76907138,10.56682508,8.486859526
Phco_v1_contig_10069,493,17,56,6,0.524796582,4.524534207,0.887147893
Phco_v1_contig_1007,589,531,282,192,13.72044578,19.07069769,23.76170657
Phco_v1_contig_10070,637,1080,259,56,25.80318515,16.19545299,6.408262439
Phco_v1_contig_10071,2219,610,168,118,4.183709568,3.015676472,3.876291239
Phco_v1_contig_10072,3072,1514,873,525,7.50055948,11.31946238,12.45746818
Phco_v1_contig_10073,1158,238,170,64,3.127932649,5.847539043,4.028683122
Phco_v1_contig_10074,1066,2471,831,487,35.27804714,31.05107122,33.30147356
Phco_v1_contig_10075,1190,1177,756,187,15.05284179,25.30507346,11.45476911
Phco_v1_contig_10076,2784,2964,1299,938,16.20309446,18.5854332,24.55982693
Phco_v1_contig_10077,258,265,4,1,15.63202221,0.617551319,0.282534827
Phco_v1_contig_10078,1533,2231,1226,565,22.14860668,31.85525482,26.86568928
Phco_v1_contig_10079,5274,5560,1071,894,16.04440668,8.088763051,12.35631832
Phco_v1_contig_1008,2928,21090,5452,2829,109.6211876,74.16816649,70.42933206
Phco_v1_contig_10080,2567,1662,688,622,9.853582256,10.67567484,17.66266413
Phco_v1_contig_10081,3912,3092,1572,884,12.02900304,16.00613457,16.47195372
Phco_v1_contig_10082,1491,793,276,186,8.094397714,7.373339087,9.093414659
Phco_v1_contig_10083,2778,1465,591,292,8.025911727,8.473991181,7.662002769
Phco_v1_contig_10084,1179,690,322,180,8.906852928,10.87864575,11.12885271
Phco_v1_contig_10085,385,483,88,41,19.09305382,9.104470873,7.762736091
Phco_v1_contig_10086,1478,198,113,66,2.038824068,3.045346947,3.255076472
Phco_v1_contig_10087,691,232,67,43,5.109741538,3.862153436,4.536094596
Phco_v1_contig_10088,203,33,1,6,2.474041029,0.196217045,2.154502027
Phco_v1_contig_10089,1000,167,117,79,2.541589846,4.660351028,5.758624835
Phco_v1_contig_1009,941,19361,4263,1234,313.1317875,180.4506611,95.59104973
Phco_v1_contig_10090,1090,971,553,219,13.55756601,20.20837543,14.64567227
Phco_v1_contig_10091,1561,939,383,198,9.154859526,9.77301666,9.246001972
Phco_v1_contig_10092,1255,435,369,130,5.275146518,11.71157782,7.55077138
Phco_v1_contig_10093,1389,931,384,204,10.20085163,11.01188702,10.70581209
Phco_v1_contig_10094,1468,2499,796,427,25.90772008,21.5983105,21.20281451
Phco_v1_contig_10095,797,119,95,36,2.272362615,4.747861614,3.292576498
Phco_v1_contig_10096,2018,1871,709,337,14.11047459,13.99451466,12.1730788
Phco_v1_contig_10097,2480,2260,648,233,13.86901934,10.40773182,6.848507485
Phco_v1_contig_10098,730,103,46,58,2.147352589,2.509965429,5.79157691
Phco_v1_contig_10099,1929,746,381,170,5.88566576,7.867296468,6.424042246
Phco_v1_contig_101,388,107627,33985,15976,4221.613839,3488.898354,3001.42863
Phco_v1_contig_1010,236,2428,759,340,156.5761734,128.1039559,105.0167584
Phco_v1_contig_10100,1280,325,226,131,3.864224831,7.032848106,7.460243803
Phco_v1_contig_10101,1641,618,189,21,5.731507824,4.587604725,0.932829793
Phco_v1_contig_10102,206,70,14,7,5.171539131,2.707033209,2.476980081
Phco_v1_contig_10103,334,2150,1080,419,97.9672661,128.7982781,91.44484976
Phco_v1_contig_10104,1752,592,1039,537,5.142527235,23.62186667,22.34250575
Phco_v1_contig_10105,2141,994,106,112,7.065757248,1.972068364,3.813230429
Phco_v1_contig_10106,503,91,6,40,2.753356221,0.475133917,5.796738389
Phco_v1_contig_10107,558,48,0,0,1.309169968,0,0
Phco_v1_contig_10108,338,23,20,4,1.03561929,2.356926631,0.862650713
Phco_v1_contig_10109,2967,1136,403,213,5.8270639,5.410286555,5.233036352
Phco_v1_contig_1011,961,10410,3850,1491,164.8603955,159.5769316,113.0956629
Phco_v1_contig_10110,1999,877,281,193,6.67691419,5.599204042,7.037788471
Phco_v1_contig_10111,1844,1126,590,241,9.29322537,12.74453115,9.526816944
Phco_v1_contig_10112,933,2107,1059,506,34.369395,45.21130934,39.53307239
Phco_v1_contig_10113,664,4249,905,288,97.38849338,54.28917826,31.6166683
Phco_v1_contig_10114,3998,1581,774,348,6.018358799,7.711359303,6.344949191
Phco_v1_contig_10115,463,472,60,121,15.51493653,5.161822039,19.05004798
Phco_v1_contig_10116,340,339,154,42,15.17433881,18.04158015,9.004551119
Phco_v1_contig_10117,1293,204,170,76,2.401157446,5.237007124,4.284565258
Phco_v1_contig_10118,469,1172,454,330,38.03152713,38.55811358,51.29001094
Phco_v1_contig_10119,434,69,41,48,2.419626636,3.76293655,8.062007585
Phco_v1_contig_1012,3464,20429,2220,2614,89.75491101,25.52747499,55.00718171
Phco_v1_contig_10120,1238,160,99,32,1.966927415,3.185277825,1.884174094
Phco_v1_contig_10121,1737,2556,870,367,22.39494636,19.95042732,15.40131985
Phco_v1_contig_10122,1629,452,225,98,4.222856718,5.501665755,4.385273514
Phco_v1_contig_10123,1760,648,266,136,5.60339623,6.020072715,5.632717042
Phco_v1_contig_10124,2352,2393,1050,355,15.48439982,17.78216967,11.00228094
Phco_v1_contig_10125,564,26,6,2,0.701589757,0.42374532,0.258489309
Phco_v1_contig_10126,263,10,5,2,0.578673037,0.757263499,0.554326884
Phco_v1_contig_10127,1339,797,83,46,9.058717995,2.469052267,2.504199643
Phco_v1_contig_10128,2210,1109,423,299,7.63709632,7.623964438,9.862127416
Phco_v1_contig_10129,276,92,0,11,5.073033624,0,2.905195064
Phco_v1_contig_1013,1471,50221,15352,5464,519.5910706,415.7048172,270.7632464
Phco_v1_contig_10130,280,104,66,30,5.652808896,9.388985588,7.810069848
Phco_v1_contig_10131,1734,858,271,176,7.530558563,6.225195086,7.398697465
Phco_v1_contig_10132,615,3112,691,502,77.01112507,44.75439595,59.50045625
Phco_v1_contig_10133,327,1035,420,224,48.17054863,51.16044412,49.93349448
Phco_v1_contig_10134,458,99,54,33,3.289718311,4.696356427,5.25218671
Phco_v1_contig_10135,260,1600,346,205,93.65600537,53.00727994,57.47410375
Phco_v1_contig_10136,2463,1745,734,289,10.78251361,11.87037438,8.553131034
Phco_v1_contig_10137,290,19,3,6,0.997113505,0.412055794,1.508151419
Phco_v1_contig_10138,422,76,71,36,2.740880726,6.701602523,6.218444239
Phco_v1_contig_10139,1794,5721,2141,834,48.53315278,47.53647748,33.8871704
Phco_v1_contig_1014,1721,5332,1301,344,47.15179887,30.11127841,14.57032593
Phco_v1_contig_10140,681,65,39,8,1.452630773,2.281131193,0.856317007
Phco_v1_contig_10141,362,17,1,2,0.714709157,0.110033315,0.4027292
Phco_v1_contig_10142,2496,1428,970,532,8.707081749,15.47960668,15.53669878
Phco_v1_contig_10143,2433,1542,949,430,9.645644696,15.53663173,12.88303068
Phco_v1_contig_10144,2950,3820,1499,1061,19.70744588,20.24008747,26.21712486
Phco_v1_contig_10145,2036,1381,832,420,10.32297559,16.27714832,15.03706965
Phco_v1_contig_10146,1739,3638,843,552,31.83846405,19.30904349,23.13828629
Phco_v1_contig_10147,3783,3296,1217,706,13.25988805,12.81406743,13.60379423
Phco_v1_contig_10148,281,997,401,196,53.99801982,56.84219248,50.84420323
Phco_v1_contig_10149,1035,1465,511,255,21.54201235,19.665877,17.95938767
Phco_v1_contig_1015,786,226,70,52,4.375975569,3.547384484,4.822502841
Phco_v1_contig_10150,643,396,184,62,9.372883275,11.3982878,7.028657987
Phco_v1_contig_10151,2412,2846,764,405,17.95752947,12.61678851,12.2396617
Phco_v1_contig_10152,669,601,246,149,13.67216685,14.64676648,16.23498326
Phco_v1_contig_10153,314,1405,326,195,68.09820613,41.3543044,45.26855772
Phco_v1_contig_10154,416,32,9,0,1.170700067,0.8617513,0
Phco_v1_contig_10155,519,1098,347,224,32.19763537,26.63145442,31.46098785
Phco_v1_contig_10156,988,935,377,153,14.40269162,15.19907555,11.28823861
Phco_v1_contig_10157,481,853,382,124,26.98938263,31.63377743,18.79179661
Phco_v1_contig_10158,1580,9255,3330,1103,89.14732821,83.94984812,50.88738337
Phco_v1_contig_10159,1405,1410,623,261,15.27326137,17.66218749,13.54116025
Phco_v1_contig_1016,1405,3700,1743,1060,40.07877098,49.41443466,54.99475044
Phco_v1_contig_10160,1646,1254,105,73,11.59462484,2.540927283,3.232843817
Phco_v1_contig_10161,232,25,0,0,1.639989318,0,0
Phco_v1_contig_10162,587,64,1,2,1.659322753,0.067857002,0.248361108
Phco_v1_contig_10163,322,528,188,0,24.95554429,23.25598538,0
Phco_v1_contig_10164,808,1421,520,241,26.76527517,25.6344941,21.74189411
Phco_v1_contig_10165,1259,1381,808,422,16.6938668,25.56338724,24.43309116
Phco_v1_contig_10166,404,14,0,0,0.527394585,0,0
Phco_v1_contig_10167,237,278,129,37,17.85194111,21.68074156,11.38007365
Phco_v1_contig_10168,941,268,3,67,4.334451683,0.126988502,5.190113721
Phco_v1_contig_10169,2416,1544,604,237,9.726114134,9.958015017,7.150610308
Phco_v1_contig_1017,752,7364,1350,4317,149.0338548,71.50702273,418.4618807
Phco_v1_contig_10170,459,2490,1033,557,82.56113545,89.64383018,88.45740693
Phco_v1_contig_10171,1271,1589,523,209,19.02686962,16.39037562,11.98650111
Phco_v1_contig_10172,1702,747,955,301,6.679593626,22.34995145,12.89135697
Phco_v1_contig_10173,965,2262,443,304,35.67420329,18.28559856,22.9634938
Phco_v1_contig_10174,1162,1005,549,289,13.1628196,18.81910583,18.12939908
Phco_v1_contig_10175,861,1618,633,310,28.59988991,29.28419747,26.24522117
Phco_v1_contig_10176,1162,397,194,92,5.199641176,6.650102972,5.771296594
Phco_v1_contig_10177,696,787,345,159,17.20895458,19.74434012,16.65250525
Phco_v1_contig_10178,1982,3102,1045,481,23.81919824,21.00126275,17.69021539
Phco_v1_contig_10179,1449,335,191,100,3.518563694,5.250464785,5.030640804
Phco_v1_contig_1018,268,2770,1050,631,157.3019008,156.0584443,171.6272563
Phco_v1_contig_10180,1897,624,210,130,5.00617762,4.409453144,4.995370628
Phco_v1_contig_10181,551,234,106,0,6.463284218,7.662791955,0
Phco_v1_contig_10182,500,311,130,0,9.466280743,10.35633562,0
Phco_v1_contig_10183,1460,980,489,228,10.21556086,13.3410119,11.38344427
Phco_v1_contig_10184,205,1010,336,132,74.98191162,65.28571797,46.93661489
Phco_v1_contig_10185,365,1041,430,163,43.40570961,46.92544063,32.55265643
Phco_v1_contig_10186,1409,1961,552,311,21.18144557,15.60489507,16.089446
Phco_v1_contig_10187,2666,953,235,221,5.440286246,3.511078063,6.042599677
Phco_v1_contig_10188,968,2886,1590,510,45.37430281,65.42662759,38.40488892
Phco_v1_contig_10189,1531,2656,1022,378,26.40230694,26.58939607,17.99733927
Phco_v1_contig_1019,4347,1982,966,538,6.939097752,8.851568904,9.021615842
Phco_v1_contig_10190,3333,1609,1024,457,7.346994691,12.23763262,9.994764854
Phco_v1_contig_10191,264,519,144,66,29.91936876,21.72657822,18.22349631
Phco_v1_contig_10192,275,171,46,31,9.463513633,6.662817321,8.217140155
Phco_v1_contig_10193,471,519,230,124,16.77009204,19.45089982,19.19077319
Phco_v1_contig_10194,672,1860,468,239,42.12429706,27.74018469,25.92509297
Phco_v1_contig_10195,1877,857,291,113,6.948731725,6.175348684,4.388396555
Phco_v1_contig_10196,434,57,1,3,1.998822004,0.09177894,0.503875474
Phco_v1_contig_10197,423,78,2,8,2.806359026,0.188331253,1.37860965
Phco_v1_contig_10198,390,111,39,15,4.331590248,3.983206007,2.803614817
Phco_v1_contig_10199,584,69,1,0,1.798147192,0.068205582,0
Phco_v1_contig_102,1078,72733,50191,22738,1026.837536,1854.555591,1537.535655
Phco_v1_contig_1020,1853,855,564,281,7.022305044,12.1237355,11.05407979
Phco_v1_contig_10200,1404,310,422,530,3.360342785,11.97231435,27.51696024
Phco_v1_contig_10201,1199,454,33,52,5.76269541,1.096295231,3.161373839
Phco_v1_contig_10202,275,35,34,3,1.936976475,4.924691063,0.795207112
Phco_v1_contig_10203,1392,260,217,158,2.842648151,6.209451893,8.273886257
Phco_v1_contig_10204,1557,261,214,125,2.551178759,5.474669785,5.852118276
Phco_v1_contig_10205,1619,642,403,280,6.034998617,9.91495998,12.60674235
Phco_v1_contig_10206,258,76,45,28,4.483145993,6.947452338,7.910975143
Phco_v1_contig_10207,576,79,172,86,2.08734196,11.89429571,10.88347696
Phco_v1_contig_10208,1267,110,87,58,1.321311047,2.735113833,3.336899088
Phco_v1_contig_10209,646,158,51,14,3.722318789,3.144636321,1.57974581
Phco_v1_contig_1021,1371,5217,357,231,57.91250857,10.37202439,12.28191874
Phco_v1_contig_10210,1872,748,144,244,6.08113646,3.064004621,9.501139103
Phco_v1_contig_10211,241,835,1,203,52.73007979,0.165278258,61.40032782
Phco_v1_contig_10212,391,22,19,1,0.856317696,1.935573251,0.18642963
Phco_v1_contig_10213,263,242,123,54,14.00388749,18.62868209,14.96682587
Phco_v1_contig_10214,1493,298,76,143,3.037703992,2.027619936,6.981808366
Phco_v1_contig_10215,1393,1226,737,239,13.39455683,21.074105,12.50657751
Phco_v1_contig_10216,382,49,31,11,1.952188332,3.232444665,2.09904146
Phco_v1_contig_10217,1137,2901,740,341,38.83079299,25.92412001,21.86178449
Phco_v1_contig_10218,606,66,40,5,1.657525838,2.629178882,0.601435522
Phco_v1_contig_10219,1595,388,156,36,3.702201341,3.895800232,1.645256093
Phco_v1_contig_1022,2140,3926,1755,779,27.92064954,32.66601188,26.53477313
Phco_v1_contig_10220,1542,7006,1758,733,69.14722485,45.41164825,34.65064279
Phco_v1_contig_10221,1112,1583,490,160,21.66532076,17.55189697,10.4883432
Phco_v1_contig_10222,1167,1395,506,173,18.19249847,17.27079897,10.80604923
Phco_v1_contig_10223,1243,734,315,151,8.986983138,10.09420669,8.85518244
Phco_v1_contig_10224,499,56,32,31,1.707955208,2.554360566,4.528484053
Phco_v1_contig_10225,1454,755,229,0,7.902628032,6.273412487,0
Phco_v1_contig_10226,233,546,353,253,35.6636441,60.34642577,79.15097969
Phco_v1_contig_10227,233,583,332,212,38.0804112,56.75641177,66.32414108
Phco_v1_contig_10228,341,1076,487,57,48.02273472,56.88625587,12.1846251
Phco_v1_contig_10229,425,31,5,3,1.110099122,0.468612471,0.514545778
Phco_v1_contig_1023,863,24516,7546,3953,432.3423835,348.2882101,333.8933067
Phco_v1_contig_10230,436,1968,267,186,68.69539109,24.3925689,31.09697536
Phco_v1_contig_10231,2271,1010,627,172,6.768512497,10.99722662,5.520812621
Phco_v1_contig_10232,1326,904,380,143,10.37561628,11.41491917,7.861116056
Phco_v1_contig_10233,1938,644,345,186,5.057327638,7.090846607,6.99601716
Phco_v1_contig_10234,710,157,96,55,3.365350475,5.385743333,5.646717167
Phco_v1_contig_10235,595,42,18,67,1.074289473,1.205003498,8.208230272
Phco_v1_contig_10236,2367,625,281,148,4.018562757,4.728689852,4.557798824
Phco_v1_contig_10237,1105,647,318,146,8.911093452,11.46298199,9.63124149
Phco_v1_contig_10238,376,54,2,13,2.185721934,0.21187266,2.520270767
Phco_v1_contig_10239,1409,920,354,198,9.937241166,10.00748706,10.2434415
Phco_v1_contig_1024,1417,2032,1003,573,21.82442694,28.19446454,29.47653744
Phco_v1_contig_10240,1147,820,147,138,10.88026392,5.104893487,8.7701569
Phco_v1_contig_10241,1650,700,289,147,6.456588249,6.976645673,6.494191413
Phco_v1_contig_10242,2267,1868,1046,464,12.54048541,18.37862145,14.9196335
Phco_v1_contig_10243,1330,930,433,187,10.64192768,12.96788121,10.24900394
Phco_v1_contig_10244,751,1558,390,102,31.57304815,20.68509111,9.900381485
Phco_v1_contig_10245,210,167,56,39,12.10280879,10.62188268,13.5374544
Phco_v1_contig_10246,215,23,14,1,1.628089861,2.593715539,0.339041792
Phco_v1_contig_10247,1839,2198,494,356,18.19009446,10.69985735,14.11107055
Phco_v1_contig_10248,1402,508,279,137,5.514481629,7.926636775,7.123021383
Phco_v1_contig_10249,897,575,202,123,9.755833893,8.969984542,9.995496305
Phco_v1_contig_1025,2471,2249,1015,449,13.85178384,16.36161108,13.24540647
Phco_v1_contig_10250,3801,2558,1160,740,10.2421626,12.15606148,14.19140991
Phco_v1_contig_10251,2576,5177,2104,1229,30.58590265,32.53363912,34.77744871
Phco_v1_contig_10252,2278,735,231,126,4.910464944,4.039159735,4.031888561
Phco_v1_contig_10253,1624,1268,527,186,11.88289403,12.92579782,8.348695355
Phco_v1_contig_10254,631,448,277,86,10.80532043,17.48570624,9.934837926
Phco_v1_contig_10255,619,217,121,38,5.335290613,7.786234682,4.474913472
Phco_v1_contig_10256,999,119,29,24,1.81288589,1.156286028,1.751206853
Phco_v1_contig_10257,1136,169,194,84,2.264109197,6.802306033,5.390048205
Phco_v1_contig_10258,2235,520,132,78,3.540909375,2.352497507,2.543951163
Phco_v1_contig_10259,892,190,88,28,3.241736733,3.929620276,2.288152003
Phco_v1_contig_1026,655,1060,378,170,24.62938462,22.98705146,18.91904961
Phco_v1_contig_10260,387,460,252,125,18.08988734,25.93715539,23.54456888
Phco_v1_contig_10261,393,1008,226,102,39.03525109,22.90596839,18.91904961
Phco_v1_contig_10262,1627,339,217,279,3.171035769,5.312573469,12.49995199
Phco_v1_contig_10263,2024,919,331,148,6.910253805,6.514037491,5.330192597
Phco_v1_contig_10264,1911,404,223,157,3.217434198,4.648115853,5.988673827
Phco_v1_contig_10265,558,2561,1172,626,69.84967264,83.66160287,81.77712323
Phco_v1_contig_10266,890,165,20,12,2.821518701,0.895102473,0.982840251
Phco_v1_contig_10267,1205,1313,333,173,16.58313647,11.00753195,10.46527755
Phco_v1_contig_10268,895,1264,986,491,21.49379162,43.88202372,39.98988464
Phco_v1_contig_10269,2420,2132,686,312,13.40790209,11.29123686,9.39790223
Phco_v1_contig_1027,1882,822,898,276,6.647237469,19.00594577,10.69008498
Phco_v1_contig_10270,1259,1775,1521,515,21.45663546,48.12117821,29.81763495
Phco_v1_contig_10271,208,292,100,16,21.36527622,19.15002888,5.607229634
Phco_v1_contig_10272,208,224,101,108,16.38980094,19.34152917,37.84880003
Phco_v1_contig_10273,2022,555,48,32,4.177349646,0.945568192,1.15361401
Phco_v1_contig_10274,2659,3563,1833,758,20.39325175,27.45850549,20.7798574
Phco_v1_contig_10275,1189,325,232,62,4.159972905,7.772109282,3.801032031
Phco_v1_contig_10276,1974,2320,786,439,17.8866839,15.86018197,16.2109724
Phco_v1_contig_10277,275,82,29,37,4.538059169,4.200471789,9.807554379
Phco_v1_contig_10278,1824,2364,1306,964,19.72475574,28.52010441,38.52511062
Phco_v1_contig_10279,2543,1068,310,222,6.391663284,4.855658129,6.36353312
Phco_v1_contig_1028,1388,7294,3686,1619,79.97703297,105.7787993,85.02547703
Phco_v1_contig_10280,1036,2013,972,371,29.57147689,37.37139226,26.10392715
Phco_v1_contig_10281,1446,2739,641,339,28.82788194,17.65722718,17.0892538
Phco_v1_contig_10282,1860,2282,735,308,18.67203666,15.74008825,12.07061691
Phco_v1_contig_10283,321,16,5,0,0.758584467,0.620437073,0
Phco_v1_contig_10284,2242,3699,1659,937,25.10947999,29.47430315,30.46461382
Phco_v1_contig_10285,2642,3026,1244,663,17.43111251,18.75514108,18.29247245
Phco_v1_contig_10286,399,1102,161,58,42.03370717,16.07258564,10.59611816
Phco_v1_contig_10287,418,94,113,45,3.42247723,10.7679971,7.847438603
Phco_v1_contig_10288,351,950,292,144,41.19129866,33.13664256,29.90522472
Phco_v1_contig_10289,210,55,37,9,3.98595499,7.018029631,3.124027939
Phco_v1_contig_1029,3862,17787,9885,3468,70.09377194,101.952334,65.45736428
Phco_v1_contig_10290,247,3739,2670,793,230.3814501,430.5732809,234.0280579
Phco_v1_contig_10291,231,13,21,18,0.856486196,3.62109637,5.680050799
Phco_v1_contig_10292,846,56,112,80,1.007410932,5.273275092,6.89304825
Phco_v1_contig_10293,3107,3033,1346,715,14.8566247,17.25585866,16.77476648
Phco_v1_contig_10294,793,1092,378,175,20.95745038,18.98678273,16.08631452
Phco_v1_contig_10295,392,140,15,6,5.435393169,1.524185972,1.115724264
Phco_v1_contig_10296,492,996,408,164,30.80939933,33.03146445,24.29799508
Phco_v1_contig_10297,1273,1595,138,100,19.06870848,4.318008083,5.726157521
Phco_v1_contig_10298,767,783,244,253,15.53657886,12.67147674,24.04456097
Phco_v1_contig_10299,1789,590,218,174,5.019155682,4.853766962,7.089744792
Phco_v1_contig_103,3391,4322,1312,739,19.39750928,15.41128364,15.88577266
Phco_v1_contig_1030,1998,18039,5296,2653,137.4060864,105.5808759,96.79066209
Phco_v1_contig_10300,2191,1380,291,244,9.585741307,5.290337508,8.117814879
Phco_v1_contig_10301,1433,1781,312,401,18.91501651,8.672437363,20.39810753
Phco_v1_contig_10302,1501,598,356,178,6.063306011,9.447177471,8.644323367
Phco_v1_contig_10303,501,2792,1902,279,84.81383161,151.2187191,40.59365646
Phco_v1_contig_10304,200,35,18,4,2.663342653,3.584885406,1.457879705
Phco_v1_contig_10305,790,178,50,25,3.429113867,2.52101646,2.306771685
Phco_v1_contig_10306,669,110,36,13,2.502393268,2.143429241,1.41647505
Phco_v1_contig_10307,535,172,46,33,4.892869813,3.424812641,4.496264511
Phco_v1_contig_10308,1172,82,46,22,1.064817638,1.563374371,1.368317129
Phco_v1_contig_10309,2387,1019,512,220,6.496968491,8.543784983,6.718339654
