Contig ID,Size,Pgra_ech1,Pgra_ech2,Pgra_ENV_F1_RPKM,Pgra_ENV_F2_RPKM
Pgra_v1_contig_26995,849,160,25,3.727915459,0.644678857
Pgra_v1_contig_26996,209,217,458,20.53842849,47.97669204
Pgra_v1_contig_26997,213,16,0,1.485915599,0
Pgra_v1_contig_26998,639,155,15,4.79826912,0.513927088
Pgra_v1_contig_26999,253,10,0,0.781867644,0
Pgra_v1_contig_27,252,853490,185897,66996.42961,16150.38757
Pgra_v1_contig_270,978,31049,9062,628.0041665,202.8599488
Pgra_v1_contig_2700,817,34969,2898,846.671457,77.65822022
Pgra_v1_contig_27000,779,35,1,0.888759691,0.028104357
Pgra_v1_contig_27001,279,5,0,0.354502713,0
Pgra_v1_contig_27002,374,31,0,1.639622443,0
Pgra_v1_contig_27003,736,195,205,5.240956554,6.097996282
Pgra_v1_contig_27004,306,46,36,2.973652172,2.575681643
Pgra_v1_contig_27005,465,64,6,2.722580839,0.282494116
Pgra_v1_contig_27006,262,14,106,1.057013434,8.857592216
Pgra_v1_contig_27007,602,222,164,7.294747196,5.964286064
Pgra_v1_contig_27008,230,6,9,0.516032645,0.856694112
Pgra_v1_contig_27009,817,120,0,2.905446963,0
Pgra_v1_contig_2701,735,386,670,10.38852115,19.95715232
Pgra_v1_contig_27010,236,116,78,9.722987979,7.235919193
Pgra_v1_contig_27011,756,103,210,2.695064676,6.081470547
Pgra_v1_contig_27012,639,41,95,1.269219574,3.25487156
Pgra_v1_contig_27013,873,47,0,1.064970007,0
Pgra_v1_contig_27014,257,33,18,2.540005044,1.533382457
Pgra_v1_contig_27015,555,31,142,1.104898727,5.601527466
Pgra_v1_contig_27016,620,24,61,0.765725861,2.154017632
Pgra_v1_contig_27017,340,237,237,13.78869583,15.26091374
Pgra_v1_contig_27018,284,9,0,0.626870643,0
Pgra_v1_contig_27019,219,102,134,9.213185586,13.39589677
Pgra_v1_contig_2702,1700,3454,866,40.19084844,11.15270152
Pgra_v1_contig_27020,259,86,34,6.568291972,2.874023146
Pgra_v1_contig_27021,347,22,5,1.25414274,0.315465331
Pgra_v1_contig_27022,305,18,109,1.167418116,7.824160795
Pgra_v1_contig_27023,287,41,22,2.825893058,1.678231593
Pgra_v1_contig_27024,231,31,16,2.654626812,1.51641863
Pgra_v1_contig_27025,522,25,0,0.947377941,0
Pgra_v1_contig_27026,307,30,2,1.93302131,0.142627322
Pgra_v1_contig_27027,351,77,133,4.339476804,8.295749566
Pgra_v1_contig_27028,712,206,439,5.723227232,13.49881468
Pgra_v1_contig_27029,918,90,45,1.939338373,1.073200685
Pgra_v1_contig_2703,2277,1312,1715,11.39789277,16.48967903
Pgra_v1_contig_27030,550,31,564,1.114943261,22.45057781
Pgra_v1_contig_27031,1045,63,0,1.192553912,0
Pgra_v1_contig_27032,470,75,121,3.156582671,5.63635866
Pgra_v1_contig_27033,520,131,147,4.983353719,6.189065795
Pgra_v1_contig_27034,287,62,48,4.273301697,3.661596204
Pgra_v1_contig_27035,839,114,0,2.687798165,0
Pgra_v1_contig_27036,462,17,8,0.727881545,0.379104657
Pgra_v1_contig_27037,510,45,15,1.745404536,0.643920411
Pgra_v1_contig_27038,454,155,282,6.753510942,13.59891828
Pgra_v1_contig_27039,336,235,305,13.83510143,19.87337697
Pgra_v1_contig_2704,316,951,10,59.53155091,0.692825758
Pgra_v1_contig_27040,276,14,60,1.00339681,4.759411732
Pgra_v1_contig_27041,583,56,91,1.900085898,3.417306606
Pgra_v1_contig_27042,583,50,116,1.696505266,4.356127102
Pgra_v1_contig_27043,792,52,1,1.298769032,0.027643048
Pgra_v1_contig_27044,429,17,0,0.783872433,0
Pgra_v1_contig_27045,484,53,331,2.16612877,14.97247997
Pgra_v1_contig_27046,624,49,0,1.553335447,0
Pgra_v1_contig_27047,347,24,9,1.368155717,0.567837596
Pgra_v1_contig_27048,343,14,8,0.807398017,0.510630763
Pgra_v1_contig_27049,293,8,1,0.540102427,0.07472114
Pgra_v1_contig_2705,3535,3245,4646,18.15846133,28.7740435
Pgra_v1_contig_27050,393,15,106,0.755009596,5.905061477
Pgra_v1_contig_27051,654,31,0,0.937643415,0
Pgra_v1_contig_27052,340,60,30,3.490809071,1.931761232
Pgra_v1_contig_27053,274,8,5,0.577554786,0.399512664
Pgra_v1_contig_27054,549,77,12,2.774419596,0.478541945
Pgra_v1_contig_27055,704,44,4,1.236328213,0.124393716
Pgra_v1_contig_27056,441,17,0,0.762542571,0
Pgra_v1_contig_27057,651,106,414,3.220910367,13.92292427
Pgra_v1_contig_27058,459,79,86,3.404616255,4.102011506
Pgra_v1_contig_27059,953,182,128,3.777741611,2.940547354
Pgra_v1_contig_2706,1216,4004,1914,65.13497584,34.46033278
Pgra_v1_contig_27060,296,212,403,14.16765303,29.80742388
Pgra_v1_contig_27061,654,317,577,9.588160085,19.31564315
Pgra_v1_contig_27062,597,55,105,1.822393346,3.850579341
Pgra_v1_contig_27063,963,108,278,2.218458102,6.320182475
Pgra_v1_contig_27064,544,16,14,0.581801512,0.563430359
Pgra_v1_contig_27065,877,108,11,2.436003594,0.274602319
Pgra_v1_contig_27066,382,11,2,0.569617187,0.114624576
Pgra_v1_contig_27067,381,12,297,0.62303154,17.06642601
Pgra_v1_contig_27068,502,29,33,1.142741615,1.439200599
Pgra_v1_contig_27069,884,56,0,1.253110949,0
Pgra_v1_contig_2707,411,3232,1201,155.5547556,63.97529454
Pgra_v1_contig_27070,412,167,63,8.018128604,3.347760971
Pgra_v1_contig_27071,351,260,709,14.65277882,44.22320633
Pgra_v1_contig_27072,224,46,0,4.062221271,0
Pgra_v1_contig_27073,684,29,22,0.838678788,0.704170274
Pgra_v1_contig_27074,420,47,68,2.213616229,3.544628547
Pgra_v1_contig_27075,324,11,121,0.671585696,8.176199291
Pgra_v1_contig_27076,536,24,6,0.885727675,0.245074186
Pgra_v1_contig_27077,467,72,89,3.049786084,4.172383647
Pgra_v1_contig_27078,599,45,3,1.48607064,0.109649219
Pgra_v1_contig_27079,200,6,4,0.593437542,0.437865879
Pgra_v1_contig_2708,2229,4654,2308,41.30190401,22.66923395
Pgra_v1_contig_27080,389,61,5724,3.101944308,322.1522228
Pgra_v1_contig_27081,597,85,326,2.816426079,11.95513205
Pgra_v1_contig_27082,590,28,69,0.938771253,2.560402176
Pgra_v1_contig_27083,862,55,35,1.262144811,0.88893885
Pgra_v1_contig_27084,352,52,26,2.922230321,1.617118304
Pgra_v1_contig_27085,283,14,31,0.978577808,2.398205346
Pgra_v1_contig_27086,335,101,119,5.963899677,7.777020842
Pgra_v1_contig_27087,336,20,206,1.177455441,13.42267428
Pgra_v1_contig_27088,512,46,1,1.777221806,0.04276034
Pgra_v1_contig_27089,834,145,185,3.439186395,4.85642612
Pgra_v1_contig_2709,1806,8263,4056,90.50524937,49.16899243
Pgra_v1_contig_27090,333,12,44,0.712837888,2.892807611
Pgra_v1_contig_27091,511,34,531,1.316169369,22.75017436
Pgra_v1_contig_27092,498,181,343,7.189571294,15.07911613
Pgra_v1_contig_27093,909,68,292,1.479785584,7.032829305
Pgra_v1_contig_27094,513,121,36,4.665753255,1.536371507
Pgra_v1_contig_27095,296,89,21,5.947741132,1.55324045
Pgra_v1_contig_27096,465,19,0,0.808266186,0
Pgra_v1_contig_27097,646,150,458,4.593169831,15.52187096
Pgra_v1_contig_27098,384,80,156,4.121094043,8.894150675
Pgra_v1_contig_27099,377,67,29,3.515500913,1.684099536
Pgra_v1_contig_271,405,4248,1309,207.4833481,70.76128841
Pgra_v1_contig_2710,1553,6467,11314,82.37305398,159.498215
Pgra_v1_contig_27100,419,58,106,2.738216185,5.538637615
Pgra_v1_contig_27101,1163,137,81,2.330207603,1.524812392
Pgra_v1_contig_27102,317,10,6,0.62401424,0.414384113
Pgra_v1_contig_27103,373,14,0,0.742459838,0
Pgra_v1_contig_27104,285,36,43,2.498684388,3.303198739
Pgra_v1_contig_27105,353,36,30,2.017351418,1.860619884
Pgra_v1_contig_27106,287,28,0,1.929878186,0
Pgra_v1_contig_27107,1231,300,744,4.820776134,13.2320152
Pgra_v1_contig_27108,359,14,19,0.771413704,1.158698009
Pgra_v1_contig_27109,679,22,0,0.640924199,0
Pgra_v1_contig_2711,1930,1653,3075,16.94218061,34.88180257
Pgra_v1_contig_27110,1179,107,413,1.795245038,7.66915217
Pgra_v1_contig_27111,379,31,102,1.61799154,5.892126609
Pgra_v1_contig_27112,353,33,47,1.8492388,2.914971152
Pgra_v1_contig_27113,303,19,0,1.240408504,0
Pgra_v1_contig_27114,203,18,4,1.754002588,0.431394955
Pgra_v1_contig_27115,274,11,5,0.79413783,0.399512664
Pgra_v1_contig_27116,466,286,183,12.14042468,8.597581108
Pgra_v1_contig_27117,610,50,35,1.62141405,1.256172605
Pgra_v1_contig_27118,1404,144,278,2.028846298,4.334996954
Pgra_v1_contig_27119,928,54,0,1.151064198,0
Pgra_v1_contig_2712,1472,3920,594,52.67833255,8.834658028
Pgra_v1_contig_27120,348,18,81,1.023168176,5.095852906
Pgra_v1_contig_27121,292,10,0,0.677440117,0
Pgra_v1_contig_27122,438,158,238,7.135702562,11.89635608
Pgra_v1_contig_27123,326,7,45,0.424750797,3.022080456
Pgra_v1_contig_27124,599,18,0,0.594428256,0
Pgra_v1_contig_27125,864,62,117,1.419487948,2.964716892
Pgra_v1_contig_27126,503,24,0,0.943837045,0
Pgra_v1_contig_27127,367,89,0,4.797088215,0
Pgra_v1_contig_27128,323,9,14,0.55118038,0.948935342
Pgra_v1_contig_27129,396,10,0,0.499526551,0
Pgra_v1_contig_2713,1088,17129,11287,311.4274405,227.1228024
Pgra_v1_contig_27130,277,17,2,1.214011819,0.158074325
Pgra_v1_contig_27131,880,49,220,1.101456044,5.473323492
Pgra_v1_contig_27132,778,66,0,1.678101019,0
Pgra_v1_contig_27133,334,15,115,0.888379554,7.538110199
Pgra_v1_contig_27134,219,44,11,3.974315351,1.099663167
Pgra_v1_contig_27135,581,28,108,0.953313321,4.06966566
Pgra_v1_contig_27136,475,40,53,1.665789592,2.442830695
Pgra_v1_contig_27137,392,28,1907,1.412946529,106.5064071
Pgra_v1_contig_27138,346,18,0,1.029082443,0
Pgra_v1_contig_27139,442,16,0,0.716063399,0
Pgra_v1_contig_2714,1082,3379,2492,61.77527588,50.42337206
Pgra_v1_contig_27140,424,86,105,4.012234955,5.421688365
Pgra_v1_contig_27141,1028,62,0,1.193032672,0
Pgra_v1_contig_27142,215,109,144,10.02863443,14.66341549
Pgra_v1_contig_27143,365,9,11,0.487756884,0.6597979
Pgra_v1_contig_27144,357,84,110,4.654412095,6.745832875
Pgra_v1_contig_27145,230,17,0,1.462092495,0
Pgra_v1_contig_27146,523,32,2,1.210325134,0.083721965
Pgra_v1_contig_27147,741,132,293,3.523785675,8.656862527
Pgra_v1_contig_27148,487,29,0,1.177938995,0
Pgra_v1_contig_27149,603,111,61,3.641324886,2.214744498
Pgra_v1_contig_2715,781,360,46,9.118118445,1.289489786
Pgra_v1_contig_27150,417,35,151,1.660296881,7.927787504
Pgra_v1_contig_27151,323,19,2,1.163603024,0.135562192
Pgra_v1_contig_27152,482,22,22,0.902878695,0.999278978
Pgra_v1_contig_27153,1087,128,113,2.329346992,2.275935803
Pgra_v1_contig_27154,551,130,0,4.667082909,0
Pgra_v1_contig_27155,1177,133,271,2.235264602,5.040851882
Pgra_v1_contig_27156,337,21,92,1.232659583,5.976804288
Pgra_v1_contig_27157,464,22,0,0.937904161,0
Pgra_v1_contig_27158,277,17,9,1.214011819,0.711334461
Pgra_v1_contig_27159,219,47,48,4.245291397,4.798530185
Pgra_v1_contig_2716,1297,3640,6474,55.5156169,109.2807904
Pgra_v1_contig_27160,322,10,0,0.614324578,0
Pgra_v1_contig_27161,1103,72,354,1.291251225,7.026496885
Pgra_v1_contig_27162,2309,514,1147,4.403448775,10.87553408
Pgra_v1_contig_27163,302,11,0,0.720509157,0
Pgra_v1_contig_27164,915,60,0,1.29713124,0
Pgra_v1_contig_27165,656,128,90,3.859756372,3.003653136
Pgra_v1_contig_27166,358,31,12,1.712901658,0.733853429
Pgra_v1_contig_27167,297,12,0,0.799242481,0
Pgra_v1_contig_27168,212,137,98,12.78316718,10.12048495
Pgra_v1_contig_27169,600,56,210,1.846250131,7.662652889
Pgra_v1_contig_2717,217,1759,180,160.3466416,18.16033601
Pgra_v1_contig_27170,530,92,58,3.433726659,2.395869906
Pgra_v1_contig_27171,762,40,0,1.038385901,0
Pgra_v1_contig_27172,241,13,1,1.067038458,0.090843543
Pgra_v1_contig_27173,828,171,191,4.085258442,5.050264671
Pgra_v1_contig_27174,681,63,42,1.82998361,1.350247205
Pgra_v1_contig_27175,468,125,81,5.283453901,3.789223956
Pgra_v1_contig_27176,864,98,34,2.243706757,0.861541661
Pgra_v1_contig_27177,732,72,10,1.94569686,0.299088715
Pgra_v1_contig_27178,410,19,0,0.916692138,0
Pgra_v1_contig_27179,225,43,7,3.780416935,0.681124701
Pgra_v1_contig_2718,824,2620,1128,62.89669743,29.97043155
Pgra_v1_contig_27180,426,10,0,0.464348625,0
Pgra_v1_contig_27181,825,72,117,1.726363759,3.104867145
Pgra_v1_contig_27182,777,115,861,2.927727042,24.26013656
Pgra_v1_contig_27183,233,91,27,7.725724798,2.536991147
Pgra_v1_contig_27184,635,55,22,1.713336736,0.758507823
Pgra_v1_contig_27185,203,27,13,2.631003881,1.402033604
Pgra_v1_contig_27186,278,444,77,31.59307778,6.063969912
Pgra_v1_contig_27187,402,20,14,0.984141861,0.762453024
Pgra_v1_contig_27188,259,44,131,3.360521474,11.07344212
Pgra_v1_contig_27189,314,39,77,2.456907022,5.368737693
Pgra_v1_contig_2719,1480,6308,3250,84.31090126,48.07649013
Pgra_v1_contig_27190,1934,417,254,4.265140556,2.875334368
Pgra_v1_contig_27191,588,37,42,1.244738609,1.563806712
Pgra_v1_contig_27192,270,58,14,4.249305857,1.135207835
Pgra_v1_contig_27193,659,122,106,3.662082961,3.521531351
Pgra_v1_contig_27194,603,158,157,5.183147134,5.700244035
Pgra_v1_contig_27195,664,19,792,0.566029784,26.11368799
Pgra_v1_contig_27196,549,26,0,0.936817006,0
Pgra_v1_contig_27197,509,38,0,1.476792836,0
Pgra_v1_contig_27198,395,55,143,2.754351461,7.925926677
Pgra_v1_contig_27199,228,16,6,1.388157993,0.576139315
Pgra_v1_contig_272,1669,1671,3481,19.80495572,45.66240641
Pgra_v1_contig_2720,449,93,45,4.097230246,2.194205409
Pgra_v1_contig_27200,407,204,150,9.914926994,8.068781561
Pgra_v1_contig_27201,453,128,364,5.589404371,17.59196248
Pgra_v1_contig_27202,450,9,0,0.395625028,0
Pgra_v1_contig_27203,325,36,18,2.191154002,1.212551666
Pgra_v1_contig_27204,254,10,53,0.778789425,4.568285749
Pgra_v1_contig_27205,493,25,32,1.003106055,1.421065734
Pgra_v1_contig_27206,269,38,436,2.794377522,35.48504152
Pgra_v1_contig_27207,702,68,262,1.916132615,8.171001452
Pgra_v1_contig_27208,413,27,108,1.293205298,5.725122878
Pgra_v1_contig_27209,1354,374,1115,5.463949797,18.02882037
Pgra_v1_contig_2721,365,291,298,15.77080591,17.87452494
Pgra_v1_contig_27210,752,79,96,2.078083592,2.794888592
Pgra_v1_contig_27211,1602,354,342,4.371137951,4.673849274
Pgra_v1_contig_27212,229,19,52,1.6412392,4.971402997
Pgra_v1_contig_27213,641,28,369,0.864079625,12.60315987
Pgra_v1_contig_27214,288,14,42,0.96158861,3.192772037
Pgra_v1_contig_27215,1285,150,117,2.309095495,1.993397194
Pgra_v1_contig_27216,700,283,216,7.997277354,6.755644996
Pgra_v1_contig_27217,298,10,0,0.663800383,0
Pgra_v1_contig_27218,436,73,46,3.311998515,2.309842942
Pgra_v1_contig_27219,314,7,0,0.440983312,0
Pgra_v1_contig_2722,279,263,251,18.64684272,19.69611751
Pgra_v1_contig_27220,260,14,12,1.065144306,1.010459722
Pgra_v1_contig_27221,435,34,0,1.546120799,0
Pgra_v1_contig_27222,206,112,102,10.75485513,10.84036886
Pgra_v1_contig_27223,228,10,1,0.867598746,0.096023219
Pgra_v1_contig_27224,282,40,255,2.805851263,19.79712752
Pgra_v1_contig_27225,1214,257,233,4.187629004,4.201925449
Pgra_v1_contig_27226,764,399,948,10.33078444,27.16602445
Pgra_v1_contig_27227,972,236,119,4.802855279,2.680351834
Pgra_v1_contig_27228,337,67,6,3.932771051,0.389791584
Pgra_v1_contig_27229,434,46,13,2.096630333,0.655789911
Pgra_v1_contig_2723,580,1196,3297,40.79030462,124.4520521
Pgra_v1_contig_27230,740,118,76,3.154307656,2.248500462
Pgra_v1_contig_27231,206,5,0,0.480127461,0
Pgra_v1_contig_27232,239,9,54,0.744900681,4.946601984
Pgra_v1_contig_27233,591,28,2,0.937182808,0.074088981
Pgra_v1_contig_27234,867,131,1,2.988862669,0.025251781
Pgra_v1_contig_27235,279,5,0,0.354502713,0
Pgra_v1_contig_27236,495,81,105,3.236932048,4.644032054
Pgra_v1_contig_27237,639,47,18,1.454959024,0.616712506
Pgra_v1_contig_27238,549,39,0,1.40522551,0
Pgra_v1_contig_27239,270,55,29,4.029514175,2.351501945
Pgra_v1_contig_2724,1963,708,395,7.134552213,4.405425939
Pgra_v1_contig_27240,456,53,170,2.299136676,8.161973628
Pgra_v1_contig_27241,317,11,36,0.686415664,2.486304678
Pgra_v1_contig_27242,360,21,54,1.153906332,3.283994095
Pgra_v1_contig_27243,833,64,0,1.519808031,0
Pgra_v1_contig_27244,315,14,60,0.879166729,4.170151232
Pgra_v1_contig_27245,1259,209,158,3.283782004,2.747530141
Pgra_v1_contig_27246,341,10,308,0.580095349,19.7745881
Pgra_v1_contig_27247,262,193,693,14.5716852,57.90859817
Pgra_v1_contig_27248,321,18,83,1.109229051,5.660882864
Pgra_v1_contig_27249,431,12,0,0.550754099,0
Pgra_v1_contig_2725,263,8,0,0.601711069,0
Pgra_v1_contig_27250,790,46,10,1.151819702,0.277130303
Pgra_v1_contig_27251,1081,105,9,1.921398148,0.182275343
Pgra_v1_contig_27252,371,46,382,2.452661899,22.54242128
Pgra_v1_contig_27253,337,17,51,0.997867282,3.313228464
Pgra_v1_contig_27254,867,83,0,1.893706882,0
Pgra_v1_contig_27255,432,23,0,1.053168478,0
Pgra_v1_contig_27256,1032,246,37,4.7152983,0.784933989
Pgra_v1_contig_27257,572,29,0,1.002895613,0
Pgra_v1_contig_27258,420,46,34,2.166518011,1.772314274
Pgra_v1_contig_27259,321,16,3,0.985981378,0.204610224
Pgra_v1_contig_2726,1043,14300,9197,271.2098707,193.0514138
Pgra_v1_contig_27260,317,11,8,0.686415664,0.552512151
Pgra_v1_contig_27261,326,12,14,0.728144224,0.940202808
Pgra_v1_contig_27262,391,18,49,0.910645845,2.743660881
Pgra_v1_contig_27263,457,49,116,2.120965687,5.557159957
Pgra_v1_contig_27264,215,60,123,5.520349229,12.52500074
Pgra_v1_contig_27265,527,30,6,1.126067442,0.249259514
Pgra_v1_contig_27266,986,76,0,1.524721204,0
Pgra_v1_contig_27267,276,33,198,2.365149625,15.70605872
Pgra_v1_contig_27268,469,59,4,2.488472991,0.186723189
Pgra_v1_contig_27269,1018,224,189,4.352652569,4.064668526
Pgra_v1_contig_2727,1137,693,291,12.05664663,5.603296873
Pgra_v1_contig_27270,1232,61,13,0.979428844,0.231016901
Pgra_v1_contig_27271,216,10,0,0.915798676,0
Pgra_v1_contig_27272,958,48,0,0.991127419,0
Pgra_v1_contig_27273,500,122,370,4.826625343,16.20103754
Pgra_v1_contig_27274,266,30,132,2.230968204,10.86434137
Pgra_v1_contig_27275,270,20,63,1.465277882,5.108435259
Pgra_v1_contig_27276,406,34,0,1.656557999,0
Pgra_v1_contig_27277,321,11,0,0.677862198,0
Pgra_v1_contig_27278,464,34,0,1.44948825,0
Pgra_v1_contig_27279,714,88,176,2.438025383,5.3966663
Pgra_v1_contig_2728,842,1119,198,26.28886024,5.148304282
Pgra_v1_contig_27280,310,32,21,2.041935629,1.483094108
Pgra_v1_contig_27281,370,20,18,1.069256833,1.065079166
Pgra_v1_contig_27282,1732,258,140,2.946629828,1.769665794
Pgra_v1_contig_27283,624,228,11,7.227764936,0.385939477
Pgra_v1_contig_27284,327,20,291,1.209862471,19.48302307
Pgra_v1_contig_27285,499,23,2477,0.911761087,108.6767318
Pgra_v1_contig_27286,384,115,336,5.924072686,19.15663222
Pgra_v1_contig_27287,1360,197,6,2.865372446,0.096588062
Pgra_v1_contig_27288,433,36,2,1.644630602,0.10112376
Pgra_v1_contig_27289,350,268,1336,15.14678679,83.56983069
Pgra_v1_contig_2729,356,776,547,43.11868284,33.63941517
Pgra_v1_contig_27290,285,18,0,1.249342194,0
Pgra_v1_contig_27291,542,85,60,3.102225774,2.423611878
Pgra_v1_contig_27292,246,32,72,2.573170914,6.407793356
Pgra_v1_contig_27293,326,42,22,2.548504782,1.477461556
Pgra_v1_contig_27294,202,71,321,6.952816088,34.79082853
Pgra_v1_contig_27295,265,20,3,1.492924634,0.247848611
Pgra_v1_contig_27296,418,79,43,3.738561868,2.252180958
Pgra_v1_contig_27297,228,9,0,0.780838871,0
Pgra_v1_contig_27298,341,10,0,0.580095349,0
Pgra_v1_contig_27299,485,26,37,1.06043822,1.670210055
Pgra_v1_contig_273,1739,4567,4000,51.94995697,50.358353
Pgra_v1_contig_2730,372,844,189,44.88004351,11.12320581
Pgra_v1_contig_27300,312,12,1,0.760817362,0.070170814
Pgra_v1_contig_27301,293,103,50,6.953818753,3.736056991
Pgra_v1_contig_27302,263,40,193,3.008555347,16.06618151
Pgra_v1_contig_27303,324,103,335,6.288484243,22.63658481
Pgra_v1_contig_27304,467,57,43,2.414413983,2.015870751
Pgra_v1_contig_27305,775,93,124,2.373750169,3.502927035
Pgra_v1_contig_27306,1386,243,3012,3.46814148,47.57763451
Pgra_v1_contig_27307,335,37,20,2.184794931,1.307062326
Pgra_v1_contig_27308,457,127,18,5.49719678,0.862317924
Pgra_v1_contig_27309,359,16,17,0.881615662,1.036729798
Pgra_v1_contig_2731,1632,867,1164,10.50878981,15.61506996
Pgra_v1_contig_27310,435,27,0,1.227801811,0
Pgra_v1_contig_27311,288,6,0,0.412109404,0
Pgra_v1_contig_27312,335,28,180,1.653358326,11.76356094
Pgra_v1_contig_27313,500,105,37,4.154062795,1.620103754
Pgra_v1_contig_27314,323,50,76,3.062113221,5.151363287
Pgra_v1_contig_27315,614,22,0,0.70877448,0
Pgra_v1_contig_27316,1509,81,0,1.061816676,0
Pgra_v1_contig_27317,838,121,99,2.856242745,2.586439264
Pgra_v1_contig_27318,575,75,4,2.580163227,0.152301175
Pgra_v1_contig_27319,391,5539,2066,280.225963,115.6817016
Pgra_v1_contig_2732,2710,2066,1820,15.08046694,14.7032454
Pgra_v1_contig_27320,314,150,59,9.449642391,4.113708102
Pgra_v1_contig_27321,239,32,22,2.648535753,2.01528229
Pgra_v1_contig_27322,348,12,0,0.682112117,0
Pgra_v1_contig_27323,1079,150,71,2.749942271,1.440615266
Pgra_v1_contig_27324,331,39,27,2.330721465,1.785857816
Pgra_v1_contig_27325,264,7,0,0.524502878,0
Pgra_v1_contig_27326,523,52,4,1.966778342,0.167443931
Pgra_v1_contig_27327,227,54,32,4.70567214,3.086279326
Pgra_v1_contig_27328,344,23,3,1.32258367,0.190929889
Pgra_v1_contig_27329,720,29,6,0.796744848,0.182444116
Pgra_v1_contig_2733,1521,813,1353,10.57341051,19.47509976
Pgra_v1_contig_27330,297,10,9,0.666035401,0.663433151
Pgra_v1_contig_27331,238,15,7,1.246717526,0.643920411
Pgra_v1_contig_27332,233,96,135,8.150215171,12.68495573
Pgra_v1_contig_27333,285,49,10,3.400987084,0.768185753
Pgra_v1_contig_27334,369,10,0,0.536077274,0
Pgra_v1_contig_27335,290,126,38,8.594612679,2.868776451
Pgra_v1_contig_27336,457,14,11,0.605990196,0.526972065
Pgra_v1_contig_27337,890,154,951,3.422823277,23.39384558
Pgra_v1_contig_27338,785,78,19,1.965525617,0.529901383
Pgra_v1_contig_27339,604,203,0,6.648334495,0
Pgra_v1_contig_2734,860,338,62,7.774491831,1.578353751
Pgra_v1_contig_27340,340,127,86,7.388879201,5.537715533
Pgra_v1_contig_27341,225,22,24,1.934166804,2.33528469
Pgra_v1_contig_27342,1186,90,2050,1.501106768,37.84254016
Pgra_v1_contig_27343,612,95,574,3.070619091,20.53390643
Pgra_v1_contig_27344,279,6,0,0.425403256,0
Pgra_v1_contig_27345,697,55,45,1.560930886,1.413483829
Pgra_v1_contig_27346,426,34,0,1.578785323,0
Pgra_v1_contig_27347,1175,49,53,0.824920271,0.987527302
Pgra_v1_contig_27348,1088,54,92,0.981790051,1.851271181
Pgra_v1_contig_27349,288,26,61,1.785807419,4.637121292
Pgra_v1_contig_2735,4312,1918,1514,8.798803385,7.687023903
Pgra_v1_contig_27350,272,12,4,0.872702268,0.321960205
Pgra_v1_contig_27351,416,25,11,1.188777128,0.578909216
Pgra_v1_contig_27352,1765,449,205,5.032171037,2.542847175
Pgra_v1_contig_27353,292,6,0,0.40646407,0
Pgra_v1_contig_27354,941,50,332,1.051076058,7.724307755
Pgra_v1_contig_27355,1312,200,518,3.015434665,8.643846247
Pgra_v1_contig_27356,1998,413,1423,4.088917332,15.59267133
Pgra_v1_contig_27357,1515,162,224,2.115222923,3.237028283
Pgra_v1_contig_27358,433,19,51,0.867999484,2.578655872
Pgra_v1_contig_27359,233,13,75,1.103674971,7.047197629
Pgra_v1_contig_2736,1703,1094,2008,12.70739227,25.81428907
Pgra_v1_contig_27360,274,13,0,0.938526527,0
Pgra_v1_contig_27361,838,125,0,2.950663992,0
Pgra_v1_contig_27362,436,24,36,1.088876224,1.807703172
Pgra_v1_contig_27363,774,127,67,3.245760889,1.895155938
Pgra_v1_contig_27364,385,119,242,6.11420498,13.76149907
Pgra_v1_contig_27365,329,22,41,1.322758453,2.728343625
Pgra_v1_contig_27366,465,29,207,1.233669442,9.746046992
Pgra_v1_contig_27367,581,52,97,1.770439024,3.655162676
Pgra_v1_contig_27368,645,46,10,1.410755914,0.339430914
Pgra_v1_contig_27369,782,109,46,2.757233252,1.287840822
Pgra_v1_contig_2737,1427,1811,2612,25.10430714,40.07377985
Pgra_v1_contig_27370,546,345,252,12.49914237,10.10459722
Pgra_v1_contig_27371,353,13,0,0.728488012,0
Pgra_v1_contig_27372,2062,304,4641,2.916343563,49.27583768
Pgra_v1_contig_27373,552,72,156,2.580163227,6.187235252
Pgra_v1_contig_27374,421,24,31,1.127672289,1.61209528
Pgra_v1_contig_27375,494,13,0,0.520559248,0
Pgra_v1_contig_27376,700,75,16,2.119419793,0.500418148
Pgra_v1_contig_27377,407,8,0,0.388820666,0
Pgra_v1_contig_27378,515,73,0,2.803944374,0
Pgra_v1_contig_27379,277,11,1,0.785537059,0.079037162
Pgra_v1_contig_2738,961,1411,1029,29.04406424,23.44245525
Pgra_v1_contig_27380,441,15,0,0.67283168,0
Pgra_v1_contig_27381,735,77,4,2.072321576,0.119147178
Pgra_v1_contig_27382,892,72,18,1.596692939,0.441792928
Pgra_v1_contig_27383,302,16,8,1.048013319,0.579954807
Pgra_v1_contig_27384,400,31,0,1.533046984,0
Pgra_v1_contig_27385,213,125,59,11.60871561,6.064339644
Pgra_v1_contig_27386,389,24,66,1.220437105,3.71454345
Pgra_v1_contig_27387,285,28,4,1.943421191,0.307274301
Pgra_v1_contig_27388,610,137,237,4.442674496,8.506083066
Pgra_v1_contig_27389,299,24,0,1.587792755,0
Pgra_v1_contig_2739,855,177,1510,4.09506608,38.66534958
Pgra_v1_contig_27390,492,160,426,6.432927286,18.95638868
Pgra_v1_contig_27391,358,10,0,0.552548922,0
