Contig ID,Size,Pgra_ech1,Pgra_ech2,Pgra_ENV_F1_RPKM,Pgra_ENV_F2_RPKM
Pgra_v1_contig_13895,2413,1004,744,8.230574559,6.750356698
Pgra_v1_contig_13896,1916,1417,2170,14.62945367,24.79564087
Pgra_v1_contig_13897,3033,2036,2255,13.27880905,16.27740781
Pgra_v1_contig_13898,812,751,494,18.29522144,13.31931924
Pgra_v1_contig_13899,1564,486,155,6.146859452,2.169731819
Pgra_v1_contig_139,268,824,165,60.81996701,13.47908024
Pgra_v1_contig_1390,2429,878,1339,7.150242377,12.06880223
Pgra_v1_contig_13900,2208,1411,1364,12.64100803,13.52466167
Pgra_v1_contig_13901,352,270,285,15.17311898,17.72610449
Pgra_v1_contig_13902,955,138,40,2.858442611,0.916996606
Pgra_v1_contig_13903,2050,1004,931,9.687988493,9.942759358
Pgra_v1_contig_13904,225,35,442,3.077083552,43.00815971
Pgra_v1_contig_13905,542,1058,851,38.61358669,34.37489514
Pgra_v1_contig_13906,1465,1295,1011,17.48581609,15.10861447
Pgra_v1_contig_13907,231,196,122,16.7840921,11.56269205
Pgra_v1_contig_13908,1152,279,518,4.790771825,9.844380447
Pgra_v1_contig_13909,1608,292,2670,3.592117792,36.35267095
Pgra_v1_contig_1391,2173,3077,4213,28.01054329,42.44659341
Pgra_v1_contig_13910,2738,899,1358,6.495012788,10.85869
Pgra_v1_contig_13911,260,114,17,8.673317924,1.431484606
Pgra_v1_contig_13912,2151,1725,1863,15.8636256,18.96197427
Pgra_v1_contig_13913,1974,498,1069,4.990406889,11.85609486
Pgra_v1_contig_13914,2340,341,827,2.882652448,7.737501757
Pgra_v1_contig_13915,1274,355,618,5.512044151,10.62013789
Pgra_v1_contig_13916,891,548,262,12.16624666,6.43775872
Pgra_v1_contig_13917,578,252,0,8.624351824,0
Pgra_v1_contig_13918,1218,1172,811,19.03417623,14.57755452
Pgra_v1_contig_13919,1750,487,10,5.504839677,0.125104537
Pgra_v1_contig_1392,1280,5293,1386,81.79856538,23.70633237
Pgra_v1_contig_13920,577,26,2,0.891356216,0.075886634
Pgra_v1_contig_13921,1274,1001,224,15.54241182,3.849370368
Pgra_v1_contig_13922,1630,1357,268,16.46819519,3.599633609
Pgra_v1_contig_13923,1354,470,657,6.866460975,10.62326007
Pgra_v1_contig_13924,528,207,0,7.755149699,0
Pgra_v1_contig_13925,2071,1025,630,9.790334471,6.659959054
Pgra_v1_contig_13926,1804,507,1324,5.559365001,16.06802728
Pgra_v1_contig_13927,388,190,205,9.686695276,11.56733315
Pgra_v1_contig_13928,282,134,98,9.399601731,7.608307833
Pgra_v1_contig_13929,1058,173,2113,3.234552451,43.72450865
Pgra_v1_contig_1393,2060,3886,8545,37.31550629,90.81465872
Pgra_v1_contig_13930,1933,637,1482,6.518705197,16.78523624
Pgra_v1_contig_13931,2761,1453,805,10.41005371,6.383231309
Pgra_v1_contig_13932,1177,877,469,14.73930117,8.723835914
Pgra_v1_contig_13933,1443,122,67,1.672427354,1.016528549
Pgra_v1_contig_13934,1026,95,207,1.831597352,4.417068081
Pgra_v1_contig_13935,1349,772,521,11.32033068,8.455453045
Pgra_v1_contig_13936,347,28,78,1.59618167,4.921259163
Pgra_v1_contig_13937,208,17,29,1.616736894,3.052430409
Pgra_v1_contig_13938,533,43,376,1.595860808,15.44442501
Pgra_v1_contig_13939,1434,577,1762,7.959401716,26.90096511
Pgra_v1_contig_1394,3982,1559,2355,7.744593405,12.94794257
Pgra_v1_contig_13940,1145,246,2620,4.249945717,50.09644559
Pgra_v1_contig_13941,2166,688,1419,6.283241444,14.34283663
Pgra_v1_contig_13942,791,156,133,3.901232894,3.681173322
Pgra_v1_contig_13943,332,63,266,3.7536712,17.54101264
Pgra_v1_contig_13944,441,4204,221,188.5722923,10.97146931
Pgra_v1_contig_13945,1119,356,325,6.29323101,6.358642127
Pgra_v1_contig_13946,1525,1506,3240,19.53479647,46.51427702
Pgra_v1_contig_13947,671,198,2314,5.837090579,75.50086772
Pgra_v1_contig_13948,1313,352,78,5.303122997,1.300591721
Pgra_v1_contig_13949,956,57,22,1.179426077,0.503820572
Pgra_v1_contig_1395,1965,2291,4554,23.06302645,50.7389622
Pgra_v1_contig_13950,254,501,1952,39.01735021,168.2508261
Pgra_v1_contig_13951,378,42,28,2.197916823,1.621725479
Pgra_v1_contig_13952,616,493,149,15.83142361,5.295618184
Pgra_v1_contig_13953,263,222,1023,16.69748217,85.15908642
Pgra_v1_contig_13954,494,120,3,4.805162285,0.132955227
Pgra_v1_contig_13955,513,213,8,8.213268127,0.34141589
Pgra_v1_contig_13956,1125,60,144,1.055000075,2.802341628
Pgra_v1_contig_13957,305,229,91,14.85215269,6.532097545
Pgra_v1_contig_13958,313,214,208,13.52456166,14.54889823
Pgra_v1_contig_13959,2070,1248,902,11.9260878,9.539976405
Pgra_v1_contig_1396,1882,792,4121,8.324522377,47.93956665
Pgra_v1_contig_13960,3040,1696,1178,11.03585605,8.483651413
Pgra_v1_contig_13961,2058,447,748,4.296510874,7.957329392
Pgra_v1_contig_13962,743,281,92,7.48120006,2.71087893
Pgra_v1_contig_13963,887,57,265,1.271173991,6.540837544
Pgra_v1_contig_13964,1833,313,1036,3.377813251,12.3739512
Pgra_v1_contig_13965,1672,1733,1747,20.50293582,22.87534962
Pgra_v1_contig_13966,262,9,0,0.679508636,0
Pgra_v1_contig_13967,639,1198,1,37.08597681,0.034261806
Pgra_v1_contig_13968,1352,1419,84,20.76153531,1.360234241
Pgra_v1_contig_13969,1473,130,16,1.745799513,0.237809032
Pgra_v1_contig_1397,595,3474,1125,115.4959116,41.39488355
Pgra_v1_contig_13970,323,58,9,3.552051336,0.610029863
Pgra_v1_contig_13971,1296,919,1525,14.02698306,25.76178495
Pgra_v1_contig_13972,842,2109,1986,49.5471012,51.63905204
Pgra_v1_contig_13973,462,40,304,1.712662459,14.40597698
Pgra_v1_contig_13974,381,14,9,0.72687013,0.517164424
Pgra_v1_contig_13975,2540,787,1401,6.129072778,12.07578931
Pgra_v1_contig_13976,882,771,883,17.29177419,21.9181163
Pgra_v1_contig_13977,576,191,2,6.559408018,0.076018382
Pgra_v1_contig_13978,1059,1287,1549,24.0401044,32.02333556
Pgra_v1_contig_13979,955,95,376,1.967768464,8.619768096
Pgra_v1_contig_1398,1909,8540,2088,88.49234521,23.94614867
Pgra_v1_contig_13980,1490,704,1716,9.346309389,25.21402178
Pgra_v1_contig_13981,321,547,510,33.70823838,34.78373808
Pgra_v1_contig_13982,2114,1163,1111,10.88249545,11.50588912
Pgra_v1_contig_13983,746,330,506,8.750419522,14.849875
Pgra_v1_contig_13984,896,802,135,17.70598619,3.298654783
Pgra_v1_contig_13985,3336,955,288,5.662798289,1.890068544
Pgra_v1_contig_13986,733,396,1225,10.68673336,36.58838351
Pgra_v1_contig_13987,449,252,0,11.10217228,0
Pgra_v1_contig_13988,1710,253,347,2.926699769,4.442674273
Pgra_v1_contig_13989,546,396,1057,14.34684168,42.38317166
Pgra_v1_contig_1399,1195,4832,2628,79.98577974,48.14692598
Pgra_v1_contig_13990,418,164,1,7.761065145,0.052376301
Pgra_v1_contig_13991,271,16,6,1.167896762,0.484722376
Pgra_v1_contig_13992,446,83,248,3.681264275,12.17384956
Pgra_v1_contig_13993,1209,757,2608,12.38577942,47.2272214
Pgra_v1_contig_13994,298,23,11,1.52674088,0.808141724
Pgra_v1_contig_13995,2323,639,383,5.44133433,3.609613254
Pgra_v1_contig_13996,624,841,1857,26.66030838,65.1536008
Pgra_v1_contig_13997,2943,896,1330,6.022426524,9.894013244
Pgra_v1_contig_13998,2208,755,240,6.76396957,2.379705866
Pgra_v1_contig_13999,4161,1884,1316,8.956471436,6.924194872
Pgra_v1_contig_14,297,12186,15117,811.6307395,1114.346549
Pgra_v1_contig_140,7517,42719,22614,112.4165596,65.86336967
Pgra_v1_contig_1400,1205,996,164,16.35031236,2.979668225
Pgra_v1_contig_14000,2335,3606,3470,30.54869061,32.5352163
Pgra_v1_contig_14001,2585,1526,1624,11.6774428,13.75423961
Pgra_v1_contig_14002,858,69,62,1.590799938,1.582032897
Pgra_v1_contig_14003,497,268,26,10.66675126,1.145323226
Pgra_v1_contig_14004,448,41,200,1.81033774,9.77379195
Pgra_v1_contig_14005,521,57,700,2.16416762,29.41517424
Pgra_v1_contig_14006,569,403,816,14.01027121,31.3970613
Pgra_v1_contig_14007,1482,1648,3727,21.99696513,55.05823658
Pgra_v1_contig_14008,293,160,180,10.80204855,13.44980517
Pgra_v1_contig_14009,302,1804,2161,118.1635018,156.6602923
Pgra_v1_contig_1401,1050,1249,4,23.53026953,0.083403025
Pgra_v1_contig_14010,640,298,517,9.210645185,17.68567653
Pgra_v1_contig_14011,601,26,36,0.855761292,1.311411951
Pgra_v1_contig_14012,1255,1349,2163,21.26287502,37.73322299
Pgra_v1_contig_14013,1330,459,2473,6.826762703,40.70835788
Pgra_v1_contig_14014,1450,1278,887,17.43478572,13.39265638
Pgra_v1_contig_14015,635,1525,166,47.50615495,5.723286297
Pgra_v1_contig_14016,1236,370,614,5.921572023,10.8757949
Pgra_v1_contig_14017,1573,2306,1369,28.9990882,19.05398566
Pgra_v1_contig_14018,3070,2476,1756,15.95386921,12.5226789
Pgra_v1_contig_14019,1155,1106,633,18.9420468,11.99866241
Pgra_v1_contig_1402,2685,4372,3061,32.20991849,24.95917052
Pgra_v1_contig_14020,1078,440,403,8.073980165,8.184598765
Pgra_v1_contig_14021,1379,440,248,6.311639317,3.937300148
Pgra_v1_contig_14022,1715,243,65,2.802824543,0.82977499
Pgra_v1_contig_14023,1624,1172,155,14.27563217,2.089569313
Pgra_v1_contig_14024,214,63,26,5.823452516,2.659932912
Pgra_v1_contig_14025,1628,1340,2599,16.28186541,34.95127213
Pgra_v1_contig_14026,1529,1079,1359,13.95943117,19.45911478
Pgra_v1_contig_14027,1749,2059,53,23.28736229,0.663433151
Pgra_v1_contig_14028,778,331,709,8.415930868,19.9516008
Pgra_v1_contig_14029,779,359,373,9.116135115,10.4829251
Pgra_v1_contig_1403,2812,38990,45834,274.2784468,356.8482346
Pgra_v1_contig_14030,651,128,316,3.889401198,10.62715959
Pgra_v1_contig_14031,315,72,175,4.521428893,12.16294109
Pgra_v1_contig_14032,198,6,3,0.599431861,0.331716575
Pgra_v1_contig_14033,2353,1399,1232,11.76114353,11.46304215
Pgra_v1_contig_14034,1054,2567,3434,48.17691874,71.32976422
Pgra_v1_contig_14035,1642,343,0,4.132137169,0
Pgra_v1_contig_14036,669,142,9,4.198711061,0.294528618
Pgra_v1_contig_14037,748,82,23,2.168532908,0.67318952
Pgra_v1_contig_14038,696,553,190,15.71700004,5.976617606
Pgra_v1_contig_14039,256,153,121,11.82238854,10.34800223
Pgra_v1_contig_1404,2977,2363,4122,15.70140983,30.31379165
Pgra_v1_contig_14040,3391,2087,2414,12.17442397,15.58549444
Pgra_v1_contig_14041,830,254,146,6.053539587,3.851109541
Pgra_v1_contig_14042,2086,573,37,5.433680276,0.388327841
Pgra_v1_contig_14043,893,507,47,11.23078887,1.15227863
Pgra_v1_contig_14044,951,1528,480,31.78312529,11.05024301
Pgra_v1_contig_14045,491,28,0,1.12805507,0
Pgra_v1_contig_14046,280,8,0,0.565178612,0
Pgra_v1_contig_14047,1478,398,1,5.326751055,0.014812783
Pgra_v1_contig_14048,1008,2551,1671,50.06148049,36.29334744
Pgra_v1_contig_14049,2364,706,968,5.90759877,8.964766735
Pgra_v1_contig_1405,1009,1274,660,24.97652556,14.32068783
Pgra_v1_contig_14050,1463,468,129,6.327837087,1.930440822
Pgra_v1_contig_14051,1399,960,980,13.57398238,15.33626025
Pgra_v1_contig_14052,477,25,23,1.036753218,1.055651491
Pgra_v1_contig_14053,421,249,400,11.6996,20.80122942
Pgra_v1_contig_14054,261,158,113,11.97485717,9.478705818
Pgra_v1_contig_14055,308,102,287,6.550933907,20.40056938
Pgra_v1_contig_14056,242,10,2,0.817407083,0.180936314
Pgra_v1_contig_14057,2105,1115,859,10.47795502,8.934128037
Pgra_v1_contig_14058,1657,721,363,8.607291649,4.796177254
Pgra_v1_contig_14059,2509,658,499,5.187749472,4.354226261
Pgra_v1_contig_1406,434,237,82,10.80220411,4.13652098
Pgra_v1_contig_14060,792,82,304,2.048058858,8.403486574
Pgra_v1_contig_14061,711,139,40,3.867220739,1.231690237
Pgra_v1_contig_14062,1655,99,29,1.183289359,0.383628716
Pgra_v1_contig_14063,1399,144,123,2.036097357,1.924857154
Pgra_v1_contig_14064,999,317,310,6.276933629,6.793714845
Pgra_v1_contig_14065,668,1008,424,29.84955302,13.89634228
Pgra_v1_contig_14066,298,9,134,0.597420344,9.844635543
Pgra_v1_contig_14067,2886,969,5699,6.641729942,43.23280746
Pgra_v1_contig_14068,420,106,92,4.992411069,4.795673917
Pgra_v1_contig_14069,329,171,234,10.2814407,15.57152215
Pgra_v1_contig_1407,494,1712,5020,68.55364859,222.4784124
Pgra_v1_contig_14070,569,82,27,2.850725159,1.038873352
Pgra_v1_contig_14071,282,305,131,21.39461588,10.17028904
Pgra_v1_contig_14072,909,303,134,6.593750468,3.22739427
Pgra_v1_contig_14073,1758,757,533,8.517865366,6.637727921
Pgra_v1_contig_14074,550,421,35,15.1416488,1.393209616
Pgra_v1_contig_14075,2046,400,772,3.867302327,8.260812778
Pgra_v1_contig_14076,1097,911,2866,16.42727441,57.19797677
Pgra_v1_contig_14077,322,69,67,4.238839587,4.555436944
Pgra_v1_contig_14078,1439,1066,1742,14.65379708,26.50320924
Pgra_v1_contig_14079,480,945,773,38.9443387,35.25732549
Pgra_v1_contig_1408,2858,560,1737,3.875962487,13.30603626
Pgra_v1_contig_14080,717,24,118,0.662133938,3.603080458
Pgra_v1_contig_14081,511,23,14,0.890349868,0.599816273
Pgra_v1_contig_14082,583,256,350,8.686106963,13.14348694
Pgra_v1_contig_14083,1327,876,1079,13.05830914,17.80170625
Pgra_v1_contig_14084,989,674,1988,13.48085283,44.00795592
Pgra_v1_contig_14085,365,32,13,1.734246699,0.779761155
Pgra_v1_contig_14086,1740,908,75,10.32263004,0.943676464
Pgra_v1_contig_14087,3163,1198,1269,7.492234962,8.783619995
Pgra_v1_contig_14088,1221,226,80,3.661394609,1.434450055
Pgra_v1_contig_14089,809,678,526,16.57810686,14.2347004
Pgra_v1_contig_1409,332,619,1045,36.8813091,68.91112107
Pgra_v1_contig_14090,905,615,245,13.44250786,5.926913837
Pgra_v1_contig_14091,329,101,46,6.072663805,3.061068458
Pgra_v1_contig_14092,741,311,258,8.302252614,7.622766321
Pgra_v1_contig_14093,1450,495,536,6.752909962,8.092969356
Pgra_v1_contig_14094,795,383,134,9.529835583,3.69019043
Pgra_v1_contig_14095,451,106,191,4.649251993,9.271882811
Pgra_v1_contig_14096,1201,162,42,2.668245402,0.765627266
Pgra_v1_contig_14097,350,285,57,16.10759043,3.565479303
Pgra_v1_contig_14098,683,648,2205,18.76757088,70.6804
Pgra_v1_contig_14099,640,123,185,3.801709254,6.328530288
Pgra_v1_contig_141,2027,48785,18975,476.0870004,204.9458574
Pgra_v1_contig_1410,1463,1714,2252,23.17502728,33.70040876
Pgra_v1_contig_14100,240,42,380,3.461718996,34.66438212
Pgra_v1_contig_14101,224,27,18,2.384347268,1.759282551
Pgra_v1_contig_14102,3119,1150,318,7.293504045,2.232147317
Pgra_v1_contig_14103,1810,2175,3361,23.77028829,40.65379062
Pgra_v1_contig_14104,337,120,169,7.043769046,10.97912962
Pgra_v1_contig_14105,1362,3869,3033,56.19211578,48.75356873
Pgra_v1_contig_14106,293,484,818,32.67619686,61.12189237
Pgra_v1_contig_14107,1146,491,803,8.475213298,15.34058905
Pgra_v1_contig_14108,2099,559,896,5.268089345,9.34558904
Pgra_v1_contig_14109,2038,456,2330,4.426030736,25.03011528
Pgra_v1_contig_1411,2110,2012,4981,18.86250134,51.68270012
Pgra_v1_contig_14110,2598,565,333,4.301927269,2.806184331
Pgra_v1_contig_14111,252,254,102,19.93824546,8.861571368
Pgra_v1_contig_14112,251,255,88,20.09649047,7.675736531
Pgra_v1_contig_14113,454,57,24,2.483549185,1.157354747
Pgra_v1_contig_14114,1694,559,542,6.527579419,7.004820148
Pgra_v1_contig_14115,305,25,53,1.62141405,3.80440846
Pgra_v1_contig_14116,1665,235,477,2.791948397,6.272132867
Pgra_v1_contig_14117,1227,638,1022,10.28560587,18.23549017
Pgra_v1_contig_14118,448,1483,349,65.4812407,17.05526695
Pgra_v1_contig_14119,2663,1189,1353,8.832109621,11.12340471
Pgra_v1_contig_1412,223,125,88,11.08814541,8.63950614
Pgra_v1_contig_14120,2679,1298,2243,9.584197209,18.33021962
Pgra_v1_contig_14121,1047,1610,1671,30.41816119,34.94144625
Pgra_v1_contig_14122,697,633,494,17.96489547,15.51691136
Pgra_v1_contig_14123,2829,1130,858,7.901312862,6.639959782
Pgra_v1_contig_14124,358,44,9,2.431215256,0.550390072
Pgra_v1_contig_14125,1372,3357,2390,48.40062753,38.13773512
Pgra_v1_contig_14126,2920,802,970,5.433069735,7.272772311
Pgra_v1_contig_14127,262,197,842,14.87368903,70.35936458
Pgra_v1_contig_14128,996,1346,103,26.73249437,2.264065541
Pgra_v1_contig_14129,1527,323,631,4.184246368,9.046934181
Pgra_v1_contig_1413,1168,19277,6254,326.4753282,117.2265929
Pgra_v1_contig_14130,275,21,9,1.510568289,0.716507803
Pgra_v1_contig_14131,832,878,794,20.87492636,20.89335987
Pgra_v1_contig_14132,266,23,44,1.710408956,3.621447123
Pgra_v1_contig_14133,1438,379,1469,5.213556525,22.36526345
Pgra_v1_contig_14134,1332,609,747,9.04413071,12.27799594
Pgra_v1_contig_14135,2797,1203,2226,8.507989074,17.4238371
Pgra_v1_contig_14136,1269,1209,817,18.84596765,14.09520975
Pgra_v1_contig_14137,1218,504,1672,8.185345409,30.05384853
Pgra_v1_contig_14138,271,134,287,9.781135381,23.18588697
Pgra_v1_contig_14139,430,179,73,8.234520934,3.716768511
Pgra_v1_contig_1414,801,12641,2958,312.1782759,80.84939271
Pgra_v1_contig_14140,395,144,125,7.211392917,6.928257585
Pgra_v1_contig_14141,1514,502,1039,6.558908986,15.02452605
Pgra_v1_contig_14142,1069,131,973,2.424082258,19.92719835
Pgra_v1_contig_14143,2125,452,303,4.207588534,3.121726152
Pgra_v1_contig_14144,2373,2383,1129,19.86461108,10.41615208
Pgra_v1_contig_14145,1216,490,527,7.971063477,9.488294343
Pgra_v1_contig_14146,414,204,318,9.747283301,16.81658812
Pgra_v1_contig_14147,505,622,455,24.3642344,19.7256411
Pgra_v1_contig_14148,202,190,163,18.60612756,17.66637088
Pgra_v1_contig_14149,222,20,113,1.782094721,11.14388387
Pgra_v1_contig_1415,1373,147,343,2.117876152,5.469337095
Pgra_v1_contig_14150,2545,716,1948,5.565177213,16.75761754
Pgra_v1_contig_14151,907,138,55,3.009716311,1.32759776
Pgra_v1_contig_14152,372,14,22,0.744455698,1.294764697
Pgra_v1_contig_14153,603,188,0,6.167288995,0
Pgra_v1_contig_14154,1923,506,106,5.205051072,1.206806636
Pgra_v1_contig_14155,1813,493,356,5.379016516,4.298958992
Pgra_v1_contig_14156,493,931,511,37.35566949,22.69264344
Pgra_v1_contig_14157,598,445,151,14.720162,5.528239781
Pgra_v1_contig_14158,2044,580,198,5.613075252,2.120778966
Pgra_v1_contig_14159,1845,1318,1490,14.13099694,17.68076315
Pgra_v1_contig_1416,1865,511,1219,5.419956819,14.30987954
Pgra_v1_contig_14160,363,62,2600,3.378615942,156.8114719
Pgra_v1_contig_14161,367,284,359,15.3075624,21.41605595
Pgra_v1_contig_14162,336,192,453,11.30357223,29.51685169
Pgra_v1_contig_14163,1145,341,2962,5.891184916,56.63575261
Pgra_v1_contig_14164,363,62,209,3.378615942,12.60522986
Pgra_v1_contig_14165,1150,183,146,3.147799137,2.779496452
Pgra_v1_contig_14166,235,27,6,2.272739523,0.558977718
Pgra_v1_contig_14167,516,355,124,13.60919428,5.261179171
Pgra_v1_contig_14168,744,147,52,3.908392415,1.53017646
Pgra_v1_contig_14169,1010,289,151,5.660179857,3.273155831
Pgra_v1_contig_1417,1219,660,553,10.71011151,9.931904483
Pgra_v1_contig_14170,369,423,102,22.67606868,6.051804837
Pgra_v1_contig_14171,2314,1674,1156,14.31020521,10.93718575
Pgra_v1_contig_14172,586,434,804,14.65027834,30.03789821
Pgra_v1_contig_14173,271,112,181,8.175277333,14.62245833
Pgra_v1_contig_14174,1085,1062,1017,19.36192534,20.52117969
Pgra_v1_contig_14175,2121,2684,2589,25.03200319,26.72406322
Pgra_v1_contig_14176,365,542,205,29.37380346,12.2962336
Pgra_v1_contig_14177,2558,1451,1245,11.22071767,10.65564933
Pgra_v1_contig_14178,180,11,18,1.208854253,2.189329397
Pgra_v1_contig_14179,741,96,809,2.562753218,23.90239517
Pgra_v1_contig_1418,287,50,7,3.446211046,0.53398278
Pgra_v1_contig_14180,1897,399,370,4.160632214,4.27017331
Pgra_v1_contig_14181,225,49,27,4.307916973,2.627195276
Pgra_v1_contig_14182,2474,1145,2681,9.155025408,23.72510959
Pgra_v1_contig_14183,805,201,228,4.939169605,6.200833571
Pgra_v1_contig_14184,1760,910,449,10.22780612,5.585277836
Pgra_v1_contig_14185,1514,821,733,10.72682127,10.59959345
Pgra_v1_contig_14186,989,52,0,1.040065797,0
Pgra_v1_contig_14187,302,778,365,50.95964766,26.46043807
Pgra_v1_contig_14188,1230,171,829,2.750076415,14.75572415
Pgra_v1_contig_14189,967,1582,443,32.36188182,10.02970965
Pgra_v1_contig_1419,877,9985,3704,225.2175545,92.46608992
Pgra_v1_contig_14190,1418,1403,808,19.5719998,12.47516328
Pgra_v1_contig_14191,1248,835,564,13.23505202,9.894084774
Pgra_v1_contig_14192,298,21,22,1.393980804,1.616283447
Pgra_v1_contig_14193,458,12,167,0.518286063,7.982925967
Pgra_v1_contig_14194,2201,759,901,6.821431084,8.962225291
Pgra_v1_contig_14195,528,177,104,6.63121496,4.312315479
Pgra_v1_contig_14196,498,170,531,6.752636022,23.34405441
Pgra_v1_contig_14197,469,287,265,12.10494489,12.3704113
Pgra_v1_contig_14198,507,321,179,12.52422426,7.72958505
Pgra_v1_contig_14199,732,199,115,5.377689931,3.439520227
Pgra_v1_contig_142,798,67491,7166,1673.003056,196.6006824
Pgra_v1_contig_1420,1716,2745,2262,31.64308573,28.85934205
Pgra_v1_contig_14200,440,35,12,1.573508634,0.597089835
Pgra_v1_contig_14201,207,14,13,1.337862414,1.374941167
Pgra_v1_contig_14202,275,156,22,11.22136443,1.751463517
Pgra_v1_contig_14203,1033,803,389,15.37690695,8.244425318
Pgra_v1_contig_14204,394,17,2,0.853505771,0.111133472
Pgra_v1_contig_14205,542,189,304,6.89789025,12.27963352
Pgra_v1_contig_14206,372,165,19,8.773942155,1.118205875
Pgra_v1_contig_14207,647,169,362,5.166972933,12.24941641
Pgra_v1_contig_14208,305,399,1219,25.87776823,87.50139458
Pgra_v1_contig_14209,355,141,53,7.856778727,3.268576283
Pgra_v1_contig_1421,2431,1084,107,8.820599146,0.963629146
Pgra_v1_contig_14210,694,367,226,10.46069058,7.12951648
Pgra_v1_contig_14211,355,177,143,9.862764785,8.818988838
Pgra_v1_contig_14212,736,200,1738,5.375340056,51.69910994
Pgra_v1_contig_14213,653,40,0,1.211715247,0
Pgra_v1_contig_14214,1851,820,866,8.76316918,10.24289172
Pgra_v1_contig_14215,1258,169,54,2.657417717,0.939775735
Pgra_v1_contig_14216,4210,1887,2358,8.866323373,12.26232475
Pgra_v1_contig_14217,1593,1558,1075,19.34663508,14.77419398
Pgra_v1_contig_14218,275,207,119,14.88988742,9.47382539
Pgra_v1_contig_14219,578,384,234,13.14186945,8.863375067
Pgra_v1_contig_1422,2583,2867,462,21.95619349,3.915873718
Pgra_v1_contig_14220,445,286,416,12.7133436,20.46653998
Pgra_v1_contig_14221,533,242,523,8.981356173,21.48253798
Pgra_v1_contig_14222,2227,524,731,4.654412095,7.186348402
Pgra_v1_contig_14223,2785,657,710,4.666528608,5.581414261
Pgra_v1_contig_14224,1444,293,286,4.013785777,4.336206423
Pgra_v1_contig_14225,1253,1108,93,17.49212016,1.624961164
Pgra_v1_contig_14226,325,21,10,1.278173168,0.673639814
Pgra_v1_contig_14227,243,87,82,7.082176429,7.387860516
Pgra_v1_contig_14228,243,58,136,4.721450953,12.25303695
Pgra_v1_contig_14229,366,504,28,27.23975603,1.674896806
Pgra_v1_contig_1423,1818,9434,11932,102.6492441,143.6913001
Pgra_v1_contig_14230,824,87,315,2.088554457,8.369402427
Pgra_v1_contig_14231,344,184,243,10.58066936,15.46532103
Pgra_v1_contig_14232,603,381,165,12.49860163,5.99070233
Pgra_v1_contig_14233,2818,914,846,6.415920434,6.572649644
Pgra_v1_contig_14234,362,213,55,11.63924461,3.326329194
Pgra_v1_contig_14235,2627,1249,699,9.404942141,5.825432997
Pgra_v1_contig_14236,346,356,266,20.35296387,16.83126068
Pgra_v1_contig_14237,1445,637,1,8.720177955,0.015151068
Pgra_v1_contig_14238,2747,1591,2602,11.45685147,20.73765959
Pgra_v1_contig_14239,1147,234,419,4.03558224,7.997637465
Pgra_v1_contig_1424,1429,1306,777,18.07859646,11.90419133
Pgra_v1_contig_14240,439,417,151,18.78993584,7.530495192
Pgra_v1_contig_14241,2313,1436,594,12.28096715,5.622402342
Pgra_v1_contig_14242,1417,652,613,9.101888438,9.471128583
Pgra_v1_contig_14243,397,13,32,0.647748787,1.764698758
Pgra_v1_contig_14244,1169,963,363,16.29541925,6.798345347
Pgra_v1_contig_14245,717,445,720,12.27706677,21.98489771
Pgra_v1_contig_14246,437,44,87,1.991704947,4.358619165
Pgra_v1_contig_14247,902,170,143,3.728173768,3.470888068
Pgra_v1_contig_14248,345,414,156,23.73750169,9.899576403
Pgra_v1_contig_14249,1301,907,858,13.79061877,14.43846751
Pgra_v1_contig_1425,854,27684,7153,641.2460936,183.3755641
Pgra_v1_contig_14250,2917,914,864,6.198170649,6.48467809
Pgra_v1_contig_14251,539,23,0,0.844097926,0
Pgra_v1_contig_14252,307,383,191,24.67823872,13.62090928
Pgra_v1_contig_14253,1724,733,295,8.41047406,3.746242297
Pgra_v1_contig_14254,408,1308,816,63.4163648,43.78658794
Pgra_v1_contig_14255,516,12,0,0.460029102,0
Pgra_v1_contig_14256,1777,641,940,7.135499241,11.58114594
Pgra_v1_contig_14257,1052,306,149,5.753862101,3.100856275
Pgra_v1_contig_14258,209,57,27,5.394886747,2.828320273
Pgra_v1_contig_14259,1552,459,410,5.85025412,5.783666577
Pgra_v1_contig_1426,1021,3731,1563,72.28584622,33.51539517
Pgra_v1_contig_14260,474,28,11,1.168512741,0.508072223
Pgra_v1_contig_14261,2223,516,12537,4.591599516,123.471087
Pgra_v1_contig_14262,218,20,24,1.814793707,2.410270896
Pgra_v1_contig_14263,648,48,21,1.465277882,0.709504897
Pgra_v1_contig_14264,1693,1010,2097,11.80098282,27.11768308
Pgra_v1_contig_14265,1874,664,581,7.008938598,6.787622089
Pgra_v1_contig_14266,1032,275,520,5.271166799,11.03150471
Pgra_v1_contig_14267,1112,360,96,6.404002253,1.890068544
Pgra_v1_contig_14268,732,124,136,3.350922369,4.06760653
Pgra_v1_contig_14269,1510,2480,1996,32.4884129,28.93974487
Pgra_v1_contig_1427,1507,1445,238,18.96742421,3.457600507
Pgra_v1_contig_14270,204,118,109,11.4420964,11.69788746
Pgra_v1_contig_14271,1188,638,557,10.62326464,10.26478513
Pgra_v1_contig_14272,1017,361,14585,7.021663478,313.9760988
Pgra_v1_contig_14273,213,235,110,21.82438535,11.30639595
Pgra_v1_contig_14274,1743,613,384,6.956917448,4.823307449
