Contig ID,Size,Gpru_ech1,Gpru_ech2,Gpru_ech3,Gpru_ENV_F1_RPKM,Gpru_ENV_F2_RPKM,Gpru_ENV_F3_RPKM
Gpru_v1_contig_10661,1793,521,1889,1158,6.132199866,19.47272114,12.15188011
Gpru_v1_contig_10662,506,12,59,75,0.500483307,2.15514488,2.788855117
Gpru_v1_contig_10663,1462,165,283,317,2.381745971,3.577783354,4.079689362
Gpru_v1_contig_10664,894,2117,2569,3021,49.97378072,53.11308918,63.58115499
Gpru_v1_contig_10665,739,1031,1616,1111,29.44239226,40.41772776,28.2868656
Gpru_v1_contig_10666,390,61,48,16,3.300837128,2.274843931,0.771916958
Gpru_v1_contig_10667,432,311,349,513,15.19271916,14.93195445,22.34337758
Gpru_v1_contig_10668,244,133,190,188,11.50325328,14.39258327,14.49716992
Gpru_v1_contig_10669,3258,4242,4540,3496,27.47757815,25.75607904,20.18996427
Gpru_v1_contig_1067,1883,2200,2132,1348,24.65648865,20.92723526,13.46960247
Gpru_v1_contig_10670,455,348,461,372,16.14086164,18.72684022,15.38320224
Gpru_v1_contig_10671,454,769,439,548,35.74615667,17.8724316,22.71119112
Gpru_v1_contig_10672,360,810,835,735,47.48335376,42.87053971,38.41492987
Gpru_v1_contig_10673,1020,244,306,179,5.048339136,5.544932082,3.301931547
Gpru_v1_contig_10674,846,789,1021,764,19.68183142,22.30644466,16.99175361
Gpru_v1_contig_10675,1326,4123,4724,5007,65.61885958,65.84781085,71.04757739
Gpru_v1_contig_10676,757,304,100,9,8.474938819,2.441625752,0.223697864
Gpru_v1_contig_10677,542,211,80,14,8.215652024,2.728133866,0.486008601
Gpru_v1_contig_10678,216,264,575,180,25.79342673,49.20271523,15.67956321
Gpru_v1_contig_10679,1921,253,2569,2102,2.779406212,24.71790824,20.5883031
Gpru_v1_contig_1068,1633,3136,5450,5938,40.52739944,61.68581312,68.41781729
Gpru_v1_contig_10680,1155,389,661,586,7.107657379,10.57777808,9.546206798
Gpru_v1_contig_10681,631,61,929,1141,2.040137052,27.21205443,34.02291276
Gpru_v1_contig_10682,936,126,1097,1300,2.840884413,21.66235931,26.13260536
Gpru_v1_contig_10683,2017,754,2578,1063,7.889042855,23.62392151,9.916138243
Gpru_v1_contig_10684,1787,4557,5589,3582,53.81623903,57.80754599,37.7151844
Gpru_v1_contig_10685,2852,674,892,712,4.987343063,5.780831483,4.697271673
Gpru_v1_contig_10686,262,265,967,376,21.34535835,68.21818477,27.0023623
Gpru_v1_contig_10687,398,451,429,290,23.91400619,19.92274592,13.70976884
Gpru_v1_contig_10688,343,298,242,119,18.33500411,13.04055941,6.527818154
Gpru_v1_contig_10689,1534,848,1019,994,11.66619846,12.27789177,12.19203586
Gpru_v1_contig_1069,1970,7823,9453,6765,83.80423609,88.69076645,64.61253511
Gpru_v1_contig_10690,2207,2149,2989,2736,20.54910683,25.03217338,23.32539282
Gpru_v1_contig_10691,341,577,685,539,35.70921488,37.12882186,29.74059087
Gpru_v1_contig_10692,1933,3427,2575,1067,37.41460099,24.62183154,10.38598693
Gpru_v1_contig_10693,797,298,1594,953,7.890723224,36.96621388,22.49830426
Gpru_v1_contig_10694,2072,950,1836,1864,9.675930089,16.3778882,16.92666361
Gpru_v1_contig_10695,238,2285,2344,2067,202.6133769,182.0353053,163.4100361
Gpru_v1_contig_10696,1258,2950,2496,2099,49.48803872,36.6723648,31.3940253
Gpru_v1_contig_10697,1999,136,243,144,1.435770354,2.246820904,1.355391958
Gpru_v1_contig_10698,574,1294,2595,10228,47.57526889,83.56038764,335.2694897
Gpru_v1_contig_10699,660,964,1152,1179,30.82421079,32.26142302,33.61128187
Gpru_v1_contig_107,6065,8719,13348,9762,30.33854439,40.67807278,30.28469502
Gpru_v1_contig_1070,2934,2408,8721,9838,17.32029324,54.93905099,63.09020159
Gpru_v1_contig_10700,1478,1676,2540,3674,23.93086781,31.76393209,46.77135203
Gpru_v1_contig_10701,212,3,17,7,0.298637445,1.482135934,0.621265712
Gpru_v1_contig_10702,908,565,192,174,13.13171555,3.908322172,3.60560881
Gpru_v1_contig_10703,1047,446,449,357,8.989738205,7.926375373,6.415592054
Gpru_v1_contig_10704,1477,81,965,335,1.157346469,12.07596357,4.267558844
Gpru_v1_contig_10705,361,0,2184,0,0,111.820237,0
Gpru_v1_contig_10706,294,12,1177,403,0.861376032,73.99529547,25.79128153
Gpru_v1_contig_10707,1083,217,306,224,4.228537095,5.222373706,3.891658903
Gpru_v1_contig_10708,1832,219,559,463,2.522769159,5.639768984,4.755221245
Gpru_v1_contig_10709,2566,714,1196,1136,5.872194438,8.614885386,8.329844339
Gpru_v1_contig_1071,655,1420,1791,948,45.75156054,50.53930462,27.23216964
Gpru_v1_contig_10710,982,177,167,130,3.803826031,3.143257494,2.490847109
Gpru_v1_contig_10711,1025,1012,1251,1337,20.83605594,22.55840662,24.54272314
Gpru_v1_contig_10712,1926,1198,1479,1625,13.12681615,14.1934139,15.87494718
Gpru_v1_contig_10713,3347,77,1048,668,0.485505194,5.787360643,3.755224939
Gpru_v1_contig_10714,3025,196,756,593,1.36738106,4.619249205,3.688455267
Gpru_v1_contig_10715,871,433,597,622,10.49128316,12.66867376,13.43653959
Gpru_v1_contig_10716,817,2534,1676,1534,65.45508958,37.91638584,35.32795589
Gpru_v1_contig_10717,347,63,100,20,3.831509814,5.326543787,1.084465467
Gpru_v1_contig_10718,1838,293,1269,1359,3.364193605,12.76118754,13.91198677
Gpru_v1_contig_10719,1520,768,850,792,10.66292856,10.33594796,9.80385321
Gpru_v1_contig_1072,2382,28850,32074,38436,255.6012232,248.8779059,303.6068976
Gpru_v1_contig_10720,1229,2528,2965,4089,43.40942711,44.59105946,62.6008794
Gpru_v1_contig_10721,1303,132,146,101,2.137904902,2.07101582,1.458452081
Gpru_v1_contig_10722,1375,1464,1003,2120,22.46969856,13.48258637,29.01004278
Gpru_v1_contig_10723,2206,601,1120,825,5.749470255,9.383989017,7.036612684
Gpru_v1_contig_10724,2320,726,1453,1658,6.604006672,11.57584241,13.44657714
Gpru_v1_contig_10725,253,10,10,37,0.834138845,0.730557587,2.751670382
Gpru_v1_contig_10726,2033,724,1125,766,7.515537656,10.22798589,7.08935293
Gpru_v1_contig_10727,2314,2103,3670,2474,19.17938979,29.31417566,20.11645949
Gpru_v1_contig_10728,399,868,697,470,45.90983132,32.28753267,22.16359311
Gpru_v1_contig_10729,4333,4555,6478,5587,22.18495539,27.63294871,24.26080397
Gpru_v1_contig_1073,1896,429,429,685,4.775048937,4.182095399,6.797785317
Gpru_v1_contig_10730,770,27,126,228,0.740000318,3.024508408,5.571335708
Gpru_v1_contig_10731,227,11,28,5,1.022646875,2.2798546,0.414437794
Gpru_v1_contig_10732,665,177,285,287,5.61707844,7.921331545,8.120363265
Gpru_v1_contig_10733,528,67,77,147,2.677933251,2.695453095,5.238399528
Gpru_v1_contig_10734,400,15,56,8,0.791389229,2.587634972,0.376309517
Gpru_v1_contig_10735,709,376,416,549,11.19181383,10.8448131,14.56938822
Gpru_v1_contig_10736,1967,24,5969,22,0.257493191,56.08828944,0.210442536
Gpru_v1_contig_10737,627,1622,1243,522,54.59365571,36.64194884,15.66455885
Gpru_v1_contig_10738,1773,283,400,275,3.368500123,4.169905683,2.91836202
Gpru_v1_contig_10739,3465,1517,3297,8448,9.239345539,17.5869563,45.87392209
Gpru_v1_contig_1074,669,85,234,89,2.681338694,6.464943234,2.503105159
Gpru_v1_contig_10740,1783,921,985,1198,10.90102046,10.21080221,12.6421425
Gpru_v1_contig_10741,1351,72,1285,3,1.124698239,17.58015723,0.04178122
Gpru_v1_contig_10742,830,88,209,257,2.237502078,4.65417994,5.825996741
Gpru_v1_contig_10743,1411,553,365,404,8.270980276,4.781243113,5.387280118
Gpru_v1_contig_10744,1826,2767,4914,4120,31.97917485,49.74040936,42.45331902
Gpru_v1_contig_10745,252,89,105,123,7.453295387,7.701294558,9.183744168
Gpru_v1_contig_10746,785,1245,921,1106,33.47021964,21.68527578,26.50944751
Gpru_v1_contig_10747,1454,361,1031,949,5.239642582,13.10597198,12.28052723
Gpru_v1_contig_10748,3453,3218,3793,2547,19.66746242,20.30304796,13.87866117
Gpru_v1_contig_10749,1970,148,364,606,1.585456595,3.415152754,5.787907802
Gpru_v1_contig_1075,1809,1392,1638,1632,16.2390095,16.73594758,16.97449232
Gpru_v1_contig_10750,1800,1071,1426,1350,12.55670911,14.64272805,14.11160689
Gpru_v1_contig_10751,2604,5288,3635,1759,42.85577312,25.80111126,12.70983949
Gpru_v1_contig_10752,3054,1751,2102,2105,12.0997384,12.72150975,12.96875464
Gpru_v1_contig_10753,1637,1803,2320,2742,23.24373497,26.19475144,31.51620941
Gpru_v1_contig_10754,2124,449,590,393,4.461189755,5.134196372,3.481394544
Gpru_v1_contig_10755,825,260,67,61,6.650867059,1.501052321,1.391204882
Gpru_v1_contig_10756,1566,661,1003,438,8.90776127,11.83815853,5.262566044
Gpru_v1_contig_10757,515,540,812,758,22.12816486,29.14229677,27.69345767
Gpru_v1_contig_10758,1900,2534,2239,3848,28.14568852,21.78088234,38.10629005
Gpru_v1_contig_10759,1244,1338,2106,1840,22.69836632,31.29053313,27.82996429
Gpru_v1_contig_1076,1630,12689,20296,2162,164.2852831,230.1430297,24.95647779
Gpru_v1_contig_10760,1626,331,328,137,4.296020253,3.728449616,1.585313771
Gpru_v1_contig_10761,1884,631,584,663,7.068175566,5.729370729,6.621369688
Gpru_v1_contig_10762,1064,1753,738,252,34.76955687,12.82004974,4.456296913
Gpru_v1_contig_10763,214,922,385,348,90.92347283,33.25231856,30.59712896
Gpru_v1_contig_10764,214,430,337,64,42.40465653,29.10657495,5.6270582
Gpru_v1_contig_10765,328,1674,757,453,107.7061439,42.65765839,25.98600781
Gpru_v1_contig_10766,291,81,75,112,5.874229331,4.763687355,7.241695175
Gpru_v1_contig_10767,383,639,1782,442,35.20958869,85.99711897,21.71394342
Gpru_v1_contig_10768,773,314,450,476,8.57253016,10.75989408,11.58624387
Gpru_v1_contig_10769,548,18,29,18,0.693187646,0.978120623,0.618026579
Gpru_v1_contig_1077,1487,32361,18103,21770,459.2718557,225.0166005,275.4626156
Gpru_v1_contig_10770,1227,55,447,94,0.945969196,6.733454606,1.441446398
Gpru_v1_contig_10771,584,56,639,312,2.023643691,20.2238105,10.05210354
Gpru_v1_contig_10772,1226,501,592,650,8.623947883,8.924958653,9.975578554
Gpru_v1_contig_10773,240,794,1349,477,69.81811646,103.8904636,37.39575827
Gpru_v1_contig_10774,1085,3987,4969,8721,77.54885057,84.64751925,151.2348064
Gpru_v1_contig_10775,298,823,855,962,58.28307255,53.03039072,60.73989186
Gpru_v1_contig_10776,2704,464,841,1956,3.621347164,5.748629044,13.6106031
Gpru_v1_contig_10777,1552,2997,6385,20679,40.75246599,76.04035941,250.6992431
Gpru_v1_contig_10778,1176,898,934,758,16.11490993,14.67961044,12.12766216
Gpru_v1_contig_10779,1750,150,484,1285,1.808889667,5.111899291,13.81593513
Gpru_v1_contig_1078,1187,7724,14382,1604,137.3252549,223.9461196,25.4254619
Gpru_v1_contig_10780,1208,238,822,1106,4.157850697,12.57708105,17.2267519
Gpru_v1_contig_10781,1036,2141,1181,1143,43.61298173,21.07002828,20.75877307
Gpru_v1_contig_10782,579,1582,3428,1268,57.66161247,109.4302083,41.20556716
Gpru_v1_contig_10783,1370,3129,1902,1097,48.19964766,25.66048861,15.06611461
Gpru_v1_contig_10784,927,1139,1596,1664,25.93002034,31.82204819,33.77448956
Gpru_v1_contig_10785,1099,269,615,404,5.165512956,10.34313992,6.916699041
Gpru_v1_contig_10786,1352,58,503,536,0.905336791,6.876481354,7.459389837
Gpru_v1_contig_10787,1769,8408,4570,2770,100.3052669,47.74889695,29.46233359
Gpru_v1_contig_10788,907,1005,1504,1569,23.38393754,30.64894469,32.54849131
Gpru_v1_contig_10789,1231,1288,865,5299,22.08089526,12.9877234,80.99366902
Gpru_v1_contig_1079,859,2186,3127,3580,53.70514103,67.28367334,78.41606935
Gpru_v1_contig_10790,646,1433,1766,1720,46.8136539,50.52812207,50.09693262
Gpru_v1_contig_10791,523,18,39,40,0.726322811,1.378281397,1.439042131
Gpru_v1_contig_10792,995,5,150,14,0.106048808,2.786398031,0.264740364
Gpru_v1_contig_10793,643,103,254,246,3.38053253,7.301258418,7.198455771
Gpru_v1_contig_10794,2555,1218,1937,2283,10.06040007,14.01243763,16.81241933
Gpru_v1_contig_10795,3461,6068,1768,5889,37.00009511,9.44181828,32.01512202
Gpru_v1_contig_10796,3581,1186,1464,1620,6.989389377,7.556344194,8.511887989
Gpru_v1_contig_10797,410,15,27,22,0.772087053,1.217180213,1.0096109
Gpru_v1_contig_10798,1457,659,463,1323,9.545193359,5.873492459,17.08502029
Gpru_v1_contig_10799,1782,2797,3240,3087,33.12406546,33.60564898,32.59448595
Gpru_v1_contig_108,1471,4761,5766,7730,68.30372302,72.4497584,98.87398258
Gpru_v1_contig_1080,5862,4983,6831,5308,17.93923589,21.53840046,17.03728179
Gpru_v1_contig_10800,1715,868,1372,1543,10.6810628,14.78648555,16.92844271
Gpru_v1_contig_10801,3552,1279,1327,2259,7.599000183,6.905147215,11.96626125
Gpru_v1_contig_10802,1033,986,1913,5889,20.1435245,34.2286385,107.2646053
Gpru_v1_contig_10803,841,239,119,57,5.997369031,2.615326666,1.275246283
Gpru_v1_contig_10804,485,24,39,19,1.044307437,1.486270455,0.737101116
Gpru_v1_contig_10805,1076,1283,1807,1838,25.16362779,31.03993888,32.14019017
Gpru_v1_contig_10806,1514,504,675,680,7.025278231,8.240486912,8.450808179
Gpru_v1_contig_10807,734,13,109,38,0.37377148,2.744766562,0.974098205
Gpru_v1_contig_10808,370,1,15,1,0.057037062,0.749315146,0.050852637
Gpru_v1_contig_10809,2219,1445,2127,2681,13.74261603,17.71679516,22.73289354
Gpru_v1_contig_1081,2322,505,888,1434,4.589739429,7.068475005,11.61989336
Gpru_v1_contig_10810,2014,687,961,1444,7.198734201,8.819397105,13.49034118
Gpru_v1_contig_10811,1435,1378,1806,1644,20.26544684,23.26166629,21.5558483
Gpru_v1_contig_10812,831,78,80,30,1.980853907,1.779360476,0.679259056
Gpru_v1_contig_10813,2670,626,856,1068,4.947911686,5.92567024,7.526190343
Gpru_v1_contig_10814,2269,491,656,529,4.566735556,5.3437277,4.386684323
Gpru_v1_contig_10815,779,115,174,160,3.115438986,4.128447506,3.864539329
Gpru_v1_contig_10816,796,2052,2085,2487,54.40303848,48.41366579,58.78654329
Gpru_v1_contig_10817,1316,955,1614,2095,15.3146244,22.66849134,29.95320815
Gpru_v1_contig_10818,197,241,83,64,25.81723239,7.787298863,6.112641903
Gpru_v1_contig_10819,756,3542,2442,3595,98.87480248,59.70336924,89.4730631
Gpru_v1_contig_1082,3366,4609,9600,8762,28.89691391,52.7147435,48.97837179
Gpru_v1_contig_10820,249,1366,851,855,115.7737818,63.16917271,64.60735686
Gpru_v1_contig_10821,337,460,646,1281,28.80625484,35.43052547,71.52114117
Gpru_v1_contig_10822,337,69,647,62,4.320938226,35.48537148,3.461600899
Gpru_v1_contig_10823,900,118,223,209,2.766931231,4.579703164,4.369371616
Gpru_v1_contig_10824,418,504,582,638,25.44562498,25.73485225,28.71835789
Gpru_v1_contig_10825,1746,1577,3394,4578,19.0610281,35.92878863,49.33404838
Gpru_v1_contig_10826,1416,1493,712,812,22.25130168,9.293765636,10.78966553
Gpru_v1_contig_10827,550,58,84,76,2.225482439,2.822874514,2.599956664
Gpru_v1_contig_10828,1129,342,588,388,6.392798735,9.62627713,6.466257425
Gpru_v1_contig_10829,1035,232,263,232,4.730494073,4.696673551,4.217575265
Gpru_v1_contig_1083,2452,4772,8181,12333,41.07133662,61.66814758,94.63754639
Gpru_v1_contig_10830,1831,6518,9230,11241,75.12506822,93.17262537,115.5132518
Gpru_v1_contig_10831,4438,1204,2042,4183,5.725297474,8.504394856,17.73437033
Gpru_v1_contig_10832,2048,251,222,353,2.586441362,2.003539912,3.243097157
Gpru_v1_contig_10833,450,47,79,13,2.204165557,3.244812107,0.543558191
Gpru_v1_contig_10834,744,81,260,85,2.297581634,6.459150274,2.149617537
Gpru_v1_contig_10835,352,27,78,30,1.618750696,4.09568847,1.603591692
Gpru_v1_contig_10836,933,73,170,119,1.651201536,3.367768681,2.399830254
Gpru_v1_contig_10837,584,0,225,472,0,7.121060037,15.20702843
Gpru_v1_contig_10838,1163,766,1180,911,13.89977987,18.75328133,14.73851978
Gpru_v1_contig_10839,1083,1232,1435,1319,24.00717835,24.49054336,22.91561649
Gpru_v1_contig_1084,515,1386,2144,1567,56.79562314,76.94714811,57.25019547
Gpru_v1_contig_10840,1183,1861,1730,2459,33.19865553,27.02939561,39.11010578
Gpru_v1_contig_10841,2096,2551,1639,940,25.68490998,14.45315471,8.438238218
Gpru_v1_contig_10842,331,51,48,60,3.251629462,2.680329707,3.410660276
Gpru_v1_contig_10843,744,125,411,4308,3.545650669,10.21042601,108.9476747
Gpru_v1_contig_10844,1199,216,222,147,3.801836498,3.422226639,2.306818141
Gpru_v1_contig_10845,774,962,947,551,26.22967919,22.61434402,13.39447958
Gpru_v1_contig_10846,1334,946,729,482,14.96560142,10.10058842,6.798395325
Gpru_v1_contig_10847,1364,1018,1350,1606,15.75042494,18.29339763,22.15370544
Gpru_v1_contig_10848,1619,323,659,1070,4.210314533,7.523389421,12.4351817
Gpru_v1_contig_10849,266,0,68,21,0,4.725004781,1.485432304
Gpru_v1_contig_1085,5129,2682,3464,2204,11.03532027,12.48303421,8.085261998
Gpru_v1_contig_10850,234,88,194,359,7.936438995,15.32360148,28.86647792
Gpru_v1_contig_10851,1510,627,776,1061,8.762932394,9.498603301,13.22067542
Gpru_v1_contig_10852,1520,697,748,582,9.677163033,9.095634204,7.204346677
Gpru_v1_contig_10853,590,1066,1174,1323,38.12975903,36.77825008,42.19131281
Gpru_v1_contig_10854,363,195,209,105,11.33670521,10.64178884,5.442493016
Gpru_v1_contig_10855,418,215,525,351,10.8547805,23.21442857,15.79959815
Gpru_v1_contig_10856,1914,830,1150,723,9.15155779,11.10531504,7.107413294
Gpru_v1_contig_10857,730,680,681,451,19.658253,17.24246004,11.62435563
Gpru_v1_contig_10858,668,606,623,325,19.14498495,17.23798746,9.154236008
Gpru_v1_contig_10859,331,237,345,149,15.11051338,19.26486977,8.469806352
Gpru_v1_contig_1086,1473,4379,3855,4419,62.73805721,48.37228598,56.44642757
Gpru_v1_contig_10860,229,8,10,4,0.737247608,0.807122574,0.3286546
Gpru_v1_contig_10861,1230,1662,2343,2265,28.51574849,35.20806468,34.64801042
Gpru_v1_contig_10862,1615,1034,1556,1479,13.51160311,17.80787269,17.23101473
Gpru_v1_contig_10863,755,645,627,373,18.02899966,15.34954709,9.295592708
Gpru_v1_contig_10864,884,191,308,68,4.559738848,6.43981554,1.447344297
Gpru_v1_contig_10865,1372,1553,514,878,23.88780317,6.924429276,12.04080744
Gpru_v1_contig_10866,1745,681,1003,1200,8.235890203,10.62381448,12.93900919
Gpru_v1_contig_10867,2099,2243,3132,4973,22.55151395,27.57936681,44.57806643
Gpru_v1_contig_10868,572,534,375,934,19.70171788,12.11742151,30.72317212
Gpru_v1_contig_10869,987,383,649,485,8.189181353,12.15353232,9.245699889
Gpru_v1_contig_1087,765,6181,3686,2733,170.512482,89.05716625,67.21920983
Gpru_v1_contig_10870,425,182,425,259,9.03735465,18.48310694,11.46637235
Gpru_v1_contig_10871,1549,322,4648,7105,4.386956434,55.4612531,86.30339313
Gpru_v1_contig_10872,393,306,526,180,16.4318985,24.7382042,8.617775202
Gpru_v1_contig_10873,360,154,187,103,9.027699357,9.600947216,5.383316703
Gpru_v1_contig_10874,1615,82,310,248,1.071519782,3.54784096,2.889311463
Gpru_v1_contig_10875,480,916,902,1080,40.27291856,34.73283846,42.33482068
Gpru_v1_contig_10876,729,280,428,123,8.105678435,10.85153604,3.174627614
Gpru_v1_contig_10877,1205,1421,2099,1778,24.88661897,32.19588503,27.76258595
Gpru_v1_contig_10878,763,593,548,452,16.401706,13.27489201,11.14625831
Gpru_v1_contig_10879,213,0,6,0,0,0.5206509,0
Gpru_v1_contig_1088,328,6239,5301,4762,401.420927,298.7163106,273.1685855
Gpru_v1_contig_10880,272,0,11,0,0,0.747478589,0
Gpru_v1_contig_10881,417,503,248,201,25.45603724,10.99235137,9.069330089
Gpru_v1_contig_10882,393,0,346,768,0,16.27265904,36.76917419
Gpru_v1_contig_10883,741,1103,1517,2032,31.4134888,37.83923512,51.59655458
Gpru_v1_contig_10884,760,311,454,495,8.635861415,11.04122441,12.25481651
Gpru_v1_contig_10885,1057,427,538,376,8.525340925,9.407674109,6.693111563
Gpru_v1_contig_10886,608,190,228,280,6.594910245,6.931165102,8.665021776
Gpru_v1_contig_10887,3737,5205,4913,2640,29.39385203,24.29957302,13.29217454
Gpru_v1_contig_10888,2090,661,838,523,6.674427823,7.410929959,4.708370274
Gpru_v1_contig_10889,1177,1587,959,581,28.45504859,15.05972774,9.287843222
Gpru_v1_contig_1089,1617,4389,6105,6400,57.28150612,69.78315885,74.47065274
Gpru_v1_contig_10890,690,7,25,0,0.214095637,0.669677788,0
Gpru_v1_contig_10891,2355,486,652,11402,4.355161109,5.11719139,91.09726358
Gpru_v1_contig_10892,4023,3336,4550,4775,17.4998722,20.90433422,22.33256207
Gpru_v1_contig_10893,1913,2170,2256,2046,23.93886918,21.79711932,20.12360878
Gpru_v1_contig_10894,2769,887,1324,1764,6.760199797,8.837715272,11.98645699
Gpru_v1_contig_10895,531,88,235,202,3.497413794,8.179906084,7.157676315
Gpru_v1_contig_10896,1107,2503,2526,1606,47.71688626,42.17554483,27.29688729
Gpru_v1_contig_10897,2969,1061,2140,2037,7.541609721,13.32227984,12.90910216
Gpru_v1_contig_10898,1830,364,516,1183,4.19767839,5.211630153,12.16322838
Gpru_v1_contig_10899,207,102,174,135,10.39893094,15.53652467,12.27096252
Gpru_v1_contig_109,1637,3232,5496,3892,41.66597417,62.05446288,44.7341674
Gpru_v1_contig_1090,922,1470,2748,3099,33.64691734,55.08847925,63.2420387
Gpru_v1_contig_10900,219,141,138,231,13.58732193,11.6468893,19.84646084
Gpru_v1_contig_10901,344,1701,2147,2109,104.3529519,115.3582285,115.3541819
Gpru_v1_contig_10902,1607,234,312,1757,3.072973734,3.588506139,20.57174305
Gpru_v1_contig_10903,968,322,620,208,7.02003669,11.83835362,4.042994812
Gpru_v1_contig_10904,1629,2219,1574,1274,28.74716922,17.85906097,14.71511126
Gpru_v1_contig_10905,1087,504,525,615,9.784978144,8.926983572,10.64537042
Gpru_v1_contig_10906,1492,2126,1782,4705,30.07137626,22.07566794,59.33432567
Gpru_v1_contig_10907,250,185,87,36,15.61674746,6.432121215,2.709428523
Gpru_v1_contig_10908,633,1048,1250,920,34.93948025,36.49902634,27.34634722
Gpru_v1_contig_10909,1552,549,886,1579,7.465166442,10.55156749,19.14280694
Gpru_v1_contig_1091,655,119,133,67,3.834109651,3.753058356,1.924636462
Gpru_v1_contig_10910,795,208,533,722,5.521474539,12.39181887,17.0877655
Gpru_v1_contig_10911,562,15,33,7,0.563266355,1.085306991,0.234356461
Gpru_v1_contig_10912,2918,706,1044,1224,5.105970262,6.612873079,7.892440867
Gpru_v1_contig_10913,2038,185,701,503,1.915695223,6.357535802,4.64385886
Gpru_v1_contig_10914,1996,3563,3518,2528,37.67160754,32.57693898,23.83042233
Gpru_v1_contig_10915,2690,1064,1603,2912,8.347342156,11.01428269,20.36827721
Gpru_v1_contig_10916,912,1028,1208,1382,23.78795695,24.48201007,28.51204784
Gpru_v1_contig_10917,1679,5233,4625,3979,65.77470458,50.9138592,44.59010032
Gpru_v1_contig_10918,1265,492,281,140,8.207926236,4.105733636,2.082345154
Gpru_v1_contig_10919,1275,1004,1994,1809,16.61813932,28.9061296,26.69583986
Gpru_v1_contig_1092,751,4945,6500,7023,138.9585349,159.9736286,175.9535112
Gpru_v1_contig_10920,1131,662,449,238,12.35248264,7.337679059,3.959401639
Gpru_v1_contig_10921,1522,2122,3386,5805,29.42317906,41.11944816,71.76336225
Gpru_v1_contig_10922,2078,950,1817,1550,9.647991888,16.16160024,14.03464272
Gpru_v1_contig_10923,1503,2872,1861,1316,40.32592356,22.88560347,16.47449516
Gpru_v1_contig_10924,895,4146,3016,8293,97.76088625,62.28497266,174.3427277
Gpru_v1_contig_10925,888,523,574,617,12.42932633,11.94741372,13.07336554
Gpru_v1_contig_10926,209,259,348,229,26.1524479,30.77569959,20.61599986
Gpru_v1_contig_10927,218,150,440,207,14.52090329,37.30535346,17.86607111
Gpru_v1_contig_10928,1087,139,376,239,2.698634845,6.393420616,4.136981352
Gpru_v1_contig_10929,1855,749,1837,1642,8.521121765,18.30375604,16.65499265
Gpru_v1_contig_1093,1567,9284,12252,14017,125.0331011,144.5150135,168.3066529
Gpru_v1_contig_10930,2816,512,701,773,3.837038688,4.601085925,5.164901576
Gpru_v1_contig_10931,516,21,56,34,0.858872032,2.005918583,1.239779417
Gpru_v1_contig_10932,1168,1547,2295,4735,27.95157849,36.31740619,76.27677927
Gpru_v1_contig_10933,284,2,12,1,0.148617696,0.78097635,0.066251676
Gpru_v1_contig_10934,2042,425,1239,1085,4.392300653,11.21477448,9.997449219
Gpru_v1_contig_10935,1946,1525,3514,4456,16.53810997,33.37597008,43.08415232
Gpru_v1_contig_10936,1342,688,678,543,10.81919105,9.337963118,7.61311728
Gpru_v1_contig_10937,427,24,25,33,1.186157159,1.082149118,1.454123427
Gpru_v1_contig_10938,1716,201,255,528,2.471938385,2.746615542,5.789377187
Gpru_v1_contig_10939,698,0,198,57,0,5.243058989,1.536507341
Gpru_v1_contig_1094,1239,360,491,364,6.13182938,7.324621071,5.527710421
Gpru_v1_contig_10940,596,101,147,192,3.576300321,4.558752886,6.06136135
Gpru_v1_contig_10941,986,384,428,517,8.218890171,8.023093073,9.865721114
Gpru_v1_contig_10942,1533,267,581,477,3.675597725,7.005013132,5.854521842
Gpru_v1_contig_10943,1151,1132,1322,807,20.75534567,21.22907678,13.19208429
Gpru_v1_contig_10944,960,472,433,344,10.37599212,8.336651359,6.742212182
Gpru_v1_contig_10945,2506,733,1277,830,6.172793883,9.418566465,6.231781708
Gpru_v1_contig_10946,2533,986,1056,954,8.214868063,7.705551097,7.086444519
Gpru_v1_contig_10947,903,1707,1513,1350,39.89372948,30.96892669,28.12944896
Gpru_v1_contig_10948,673,675,1697,2024,21.16642813,46.60599179,56.58621565
Gpru_v1_contig_10949,1000,42,132,178,0.886355937,2.439770116,3.349154703
Gpru_v1_contig_1095,2027,31736,30528,20788,330.4131371,278.368174,192.9630548
Gpru_v1_contig_10950,708,321,282,232,9.568208762,7.361915476,6.165523162
Gpru_v1_contig_10951,395,235,540,574,12.55537343,25.26804493,27.34198264
Gpru_v1_contig_10952,355,1164,1082,1347,69.1963991,56.33442735,71.39280558
Gpru_v1_contig_10953,1240,2692,2887,3657,45.81547969,43.03284656,55.49048001
Gpru_v1_contig_10954,1393,778,907,1149,11.78656751,12.03458578,15.51972847
Gpru_v1_contig_10955,354,137,168,202,8.167256077,8.771643971,10.73651447
Gpru_v1_contig_10956,525,132,212,105,5.306076357,7.463654612,3.763095171
Gpru_v1_contig_10957,259,3,12,0,0.24444455,0.856360167,0
Gpru_v1_contig_10958,518,350,451,330,14.25926539,16.09243481,11.98669311
Gpru_v1_contig_10959,2058,2399,4622,3615,24.60048929,41.51065125,33.05050788
Gpru_v1_contig_1096,3971,3068,4666,4390,16.30475719,21.71799974,20.80079048
Gpru_v1_contig_10960,462,190,263,244,8.679016079,10.52176867,9.937177725
Gpru_v1_contig_10961,3405,3194,3088,2809,19.79596435,16.76235954,15.52207685
