Contig ID,Size,Gpru_ech1,Gpru_ech2,Gpru_ech3,Gpru_ENV_F1_RPKM,Gpru_ENV_F2_RPKM,Gpru_ENV_F3_RPKM
Gpru_v1_contig_35551,435,41,21,4,1.989085573,0.892287921,0.17301587
Gpru_v1_contig_35552,327,12,14,17,0.774448176,0.791325679,0.978174586
Gpru_v1_contig_35553,357,4,26,3,0.236456166,1.346108629,0.158113242
Gpru_v1_contig_35554,319,0,32,8,0,1.854104771,0.471861463
Gpru_v1_contig_35555,321,54,94,32,3.550157291,5.412498605,1.875686067
Gpru_v1_contig_35556,416,12,16,7,0.608760946,0.710888728,0.316606565
Gpru_v1_contig_35557,408,23,22,25,1.189670083,0.996638119,1.15290906
Gpru_v1_contig_35558,498,29,30,19,1.228931066,1.113440177,0.717859521
Gpru_v1_contig_35559,281,9,15,25,0.675919626,0.986642719,1.67397472
Gpru_v1_contig_3556,1134,758,1754,913,14.10636181,28.58850932,15.14861504
Gpru_v1_contig_35560,314,186,91,35,12.50092541,5.356569209,2.097266417
Gpru_v1_contig_35561,242,25,25,5,2.180135618,1.909411874,0.388749501
Gpru_v1_contig_35562,276,12,18,33,0.91755273,1.205420018,2.249676461
Gpru_v1_contig_35563,407,196,219,119,10.16296734,9.945455577,5.501330779
Gpru_v1_contig_35564,400,30,64,28,1.582778459,2.95729711,1.31708331
Gpru_v1_contig_35565,365,55,29,28,3.180011515,1.468520825,1.44337897
Gpru_v1_contig_35566,971,199,183,151,4.32506575,3.483427981,2.925990581
Gpru_v1_contig_35567,764,160,83,243,4.419625714,2.007981513,5.984503447
Gpru_v1_contig_35568,339,3,21,1,0.18675852,1.144971226,0.055502879
Gpru_v1_contig_35569,357,87,92,100,5.142921602,4.763153609,5.270441416
Gpru_v1_contig_3557,2097,6374,6557,4614,64.14643075,57.79386371,41.39943043
Gpru_v1_contig_35570,906,79,106,52,1.840169216,2.16248271,1.079916937
Gpru_v1_contig_35571,227,40,34,150,3.718715909,2.768394872,12.43313383
Gpru_v1_contig_35572,256,12,16,4,0.989236537,1.155194184,0.29399181
Gpru_v1_contig_35573,200,892,1084,4710,94.12255901,100.1784396,443.1044564
Gpru_v1_contig_35574,426,40,42,27,1.981569275,1.822278149,1.19253016
Gpru_v1_contig_35575,709,48,48,153,1.428742191,1.251324588,4.060321306
Gpru_v1_contig_35576,235,149,120,115,13.38065193,9.438182267,9.207573292
Gpru_v1_contig_35577,256,5,10,1,0.41218189,0.721996365,0.073497953
Gpru_v1_contig_35578,290,27,21,23,1.964828431,1.338431882,1.492261878
Gpru_v1_contig_35579,823,72,74,27,1.846254338,1.66190755,0.617275636
Gpru_v1_contig_3558,506,1510,3225,4526,62.97748281,117.8024108,168.2981101
Gpru_v1_contig_35580,731,96,115,13,2.77148622,2.907739122,0.334611746
Gpru_v1_contig_35581,652,15,32,33,0.485514865,0.907146353,0.95231703
Gpru_v1_contig_35582,713,12,21,15,0.355181702,0.544383234,0.3958375
Gpru_v1_contig_35583,326,8,11,3,0.517882522,0.623663118,0.173148551
Gpru_v1_contig_35584,324,42,71,12,2.735666472,4.050310471,0.696869476
Gpru_v1_contig_35585,521,66,50,22,2.673406994,1.773810647,0.794511457
Gpru_v1_contig_35586,471,20,25,17,0.896123685,0.981056632,0.67911484
Gpru_v1_contig_35587,585,55,125,80,1.984109749,3.949381825,2.573056527
Gpru_v1_contig_35588,253,28,18,22,2.335588766,1.315003656,1.636128335
Gpru_v1_contig_35589,338,4,15,21,0.24974808,0.820256225,1.169008855
Gpru_v1_contig_3559,257,573,589,1293,47.05224679,42.36011668,94.66307503
Gpru_v1_contig_35590,1870,290,295,215,3.272768292,2.91578425,2.163276636
Gpru_v1_contig_35591,249,49,47,9,4.152939463,3.488779221,0.680077441
Gpru_v1_contig_35592,246,0,48,29,0,3.606459891,2.218084552
Gpru_v1_contig_35593,508,10,40,1216,0.415427417,1.455362751,45.03861937
Gpru_v1_contig_35594,863,65,80,50,1.58950328,1.713381872,1.09012027
Gpru_v1_contig_35595,210,4,15,16,0.401975482,1.320221924,1.433560065
Gpru_v1_contig_35596,547,8,31,25,0.308646622,1.047488693,0.859939482
Gpru_v1_contig_35597,356,34,35,15,2.015523131,1.81715939,0.792786904
Gpru_v1_contig_35598,469,2,32,214,0.089994511,1.26110751,8.585313078
Gpru_v1_contig_35599,258,50,41,69,4.089866818,2.937237924,5.032045869
Gpru_v1_contig_356,511,61,399,482,2.519229902,14.43201501,17.74766999
Gpru_v1_contig_3560,289,257,964,650,18.7669695,61.65299339,42.31854431
Gpru_v1_contig_35600,272,0,6,44,0,0.407715594,3.043679918
Gpru_v1_contig_35601,440,20,38,10,0.959259672,1.596268327,0.427624451
Gpru_v1_contig_35602,334,20,22,24,1.263695376,1.217450158,1.352010241
Gpru_v1_contig_35603,497,148,62,526,6.284405416,2.305739699,19.91336077
Gpru_v1_contig_35604,344,11,16,6,0.674828025,0.859679393,0.328176904
Gpru_v1_contig_35605,249,0,22,0,0,1.633045593,0
Gpru_v1_contig_35606,841,2,79,76,0.050187189,1.736225265,1.700328377
Gpru_v1_contig_35607,481,14,19,5,0.614245278,0.730101937,0.195587067
Gpru_v1_contig_35608,897,10,147,16,0.235269931,3.029004147,0.335616069
Gpru_v1_contig_35609,409,32,18,44,1.651146232,0.813437469,2.024158772
Gpru_v1_contig_3561,375,374,1055,1565,21.04743622,51.99914086,78.52325258
Gpru_v1_contig_35610,598,26,40,17,0.91755273,1.236328223,0.53488811
Gpru_v1_contig_35611,923,33,103,168,0.754520609,2.062578564,3.424701998
Gpru_v1_contig_35612,298,2,16,7,0.141635656,0.992381581,0.441974265
Gpru_v1_contig_35613,357,67,74,55,3.960640774,3.831232251,2.898742779
Gpru_v1_contig_35614,1109,23,65,327,0.437678444,1.083320064,5.547935622
Gpru_v1_contig_35615,532,8,57,20,0.317349064,1.980332886,0.707348716
Gpru_v1_contig_35616,685,14,29,9,0.431316758,0.782496498,0.247210632
Gpru_v1_contig_35617,244,3,6,6,0.259471878,0.45450263,0.462675636
Gpru_v1_contig_35618,266,14,10,5,1.110721725,0.694853644,0.353674358
Gpru_v1_contig_35619,767,156,78,39,4.292280566,1.879637994,0.956719111
Gpru_v1_contig_3562,918,4660,9807,10237,107.1277795,197.4551522,209.8192008
Gpru_v1_contig_35620,914,59,56,125,1.362274676,1.132444189,2.573232475
Gpru_v1_contig_35621,312,9,17,12,0.608760946,1.007092365,0.723672148
Gpru_v1_contig_35622,388,72,23,111,3.916152887,1.095648092,5.382777887
Gpru_v1_contig_35623,347,18,19,27,1.09471709,1.012043319,1.464028381
Gpru_v1_contig_35624,253,5,8,6,0.417069423,0.584446069,0.446216819
Gpru_v1_contig_35625,364,6,25,18,0.347863398,1.269444158,0.930435619
Gpru_v1_contig_35626,323,2,9,13,0.130673144,0.515009172,0.757279214
Gpru_v1_contig_35627,259,6,24,7,0.488889099,1.712720334,0.508526375
Gpru_v1_contig_35628,345,14,20,7,0.856382548,1.07148446,0.381763278
Gpru_v1_contig_35629,209,7,11,8,0.706822916,0.972795102,0.720209602
Gpru_v1_contig_3563,516,131,159,89,5.357725532,5.695375975,3.245304944
Gpru_v1_contig_35630,259,92,25,344,7.496299521,1.784083681,24.99043898
Gpru_v1_contig_35631,287,17,29,8,1.250045705,1.867631015,0.524473195
Gpru_v1_contig_35632,213,99,94,32,9.808767913,8.156864095,2.826738157
Gpru_v1_contig_35633,314,65,26,22,4.368602965,1.530448345,1.318281748
Gpru_v1_contig_35634,337,14,7,55,0.876712104,0.383922103,3.070774991
Gpru_v1_contig_35635,257,29,74,89,2.381352804,5.321984099,6.51586518
Gpru_v1_contig_35636,354,63,74,91,3.755745495,3.863700321,4.836746619
Gpru_v1_contig_35637,1359,121,292,719,1.878991351,3.971351896,9.954618941
Gpru_v1_contig_35638,330,22,18,6,1.406914186,1.008169469,0.342099561
Gpru_v1_contig_35639,320,6,25,23,0.395694615,1.44399273,1.352362327
Gpru_v1_contig_3564,558,208,178,97,7.866616951,5.896044866,3.270790606
Gpru_v1_contig_35640,379,43,56,27,2.394352638,2.731013163,1.340416486
Gpru_v1_contig_35641,506,38,40,13,1.584863806,1.461115173,0.483401554
Gpru_v1_contig_35642,758,51,66,20,1.419906797,1.609347042,0.49645055
Gpru_v1_contig_35643,753,34,50,44,0.952890086,1.227297938,1.099443476
Gpru_v1_contig_35644,1052,123,174,147,2.467449308,3.057091832,2.629158699
Gpru_v1_contig_35645,368,7,9,11,0.401429319,0.452032507,0.562419115
Gpru_v1_contig_35646,400,24,31,23,1.266222767,1.432440788,1.081889862
Gpru_v1_contig_35647,285,8,28,14,0.59238492,1.815884191,0.924268989
Gpru_v1_contig_35648,377,2,27,0,0.111956036,1.323723839,0
Gpru_v1_contig_35649,403,85,68,21,4.451155302,3.118737647,0.98045904
Gpru_v1_contig_3565,1721,965,1007,1329,11.83328462,10.81492661,14.52978932
Gpru_v1_contig_35650,213,19,49,40,1.882490812,4.251982348,3.533422696
Gpru_v1_contig_35651,1541,72,189,36,0.986026814,2.266909287,0.439556866
Gpru_v1_contig_35652,484,14,28,1,0.610437973,1.069270649,0.03887495
Gpru_v1_contig_35653,193,4,10,17,0.437382648,0.957673935,1.657321708
Gpru_v1_contig_35654,689,102,93,109,3.124207117,2.494817047,2.976613742
Gpru_v1_contig_35655,263,14,70,53,1.123391555,4.919458121,3.791711865
Gpru_v1_contig_35656,397,41,68,129,2.179476635,3.165872221,6.1138448
Gpru_v1_contig_35657,476,6,17,14,0.266013186,0.660110962,0.553396349
Gpru_v1_contig_35658,246,0,7,7,0,0.525942067,0.53539972
Gpru_v1_contig_35659,226,0,9,4,0,0.736052931,0.333017272
Gpru_v1_contig_3566,1114,2112,5395,9827,40.00991149,89.51199456,165.9781699
Gpru_v1_contig_35660,541,6,50,40,0.234052267,1.708235392,1.391162725
Gpru_v1_contig_35661,318,13,18,10,0.862730397,1.0462136,0.591681631
Gpru_v1_contig_35662,205,5,10,7,0.514724702,0.901614973,0.642479663
Gpru_v1_contig_35663,415,0,14,0,0,0.623526499,0
Gpru_v1_contig_35664,1219,20,274,100,0.346246313,4.154529369,1.543517298
Gpru_v1_contig_35665,241,12,9,9,1.050807275,0.690240508,0.702652625
Gpru_v1_contig_35666,244,4,15,0,0.345962505,1.136256574,0
Gpru_v1_contig_35667,388,76,18,94,4.133716937,0.857463724,4.558388481
Gpru_v1_contig_35668,299,7,13,9,0.494066854,0.803613345,0.566352116
Gpru_v1_contig_35669,909,83,89,105,1.926961673,1.809677137,2.173404802
Gpru_v1_contig_3567,1226,1095,1338,1360,18.84874837,20.17161263,20.87197974
Gpru_v1_contig_35670,267,4,41,6,0.316160491,2.838229905,0.422819682
Gpru_v1_contig_35671,721,183,169,76,5.356420859,4.332378742,1.983323391
Gpru_v1_contig_35672,716,4,56,0,0.117897837,1.445606129,0
Gpru_v1_contig_35673,242,0,16,0,0,1.222023599,0
Gpru_v1_contig_35674,229,8,7,4,0.737247608,0.564985802,0.3286546
Gpru_v1_contig_35675,676,55,64,27,1.717018052,1.749879947,0.751505693
Gpru_v1_contig_35676,428,4,39,2,0.197230961,1.684208343,0.087922784
Gpru_v1_contig_35677,272,42,36,28,3.258661533,2.446293565,1.936887221
Gpru_v1_contig_35678,749,39,121,76,1.098858209,2.985922483,1.909180461
Gpru_v1_contig_35679,557,69,45,52,2.614283989,1.493249214,1.75656148
Gpru_v1_contig_3568,1786,5242,6752,2035,61.94046047,69.8756652,21.4386861
Gpru_v1_contig_35680,267,16,23,15,1.264641964,1.592177751,1.057049205
Gpru_v1_contig_35681,471,45,21,1,2.016278291,0.824087571,0.039947932
Gpru_v1_contig_35682,348,2,14,0,0.121285706,0.743573268,0
Gpru_v1_contig_35683,411,36,41,45,1.84850039,1.843813588,2.060088597
Gpru_v1_contig_35684,468,10,18,12,0.450934034,0.710888728,0.482448099
Gpru_v1_contig_35685,279,9,14,6,0.680764928,0.927467732,0.404633889
Gpru_v1_contig_35686,357,14,17,14,0.82759658,0.880147949,0.737861798
Gpru_v1_contig_35687,325,12,19,12,0.77921401,1.080550867,0.694725262
Gpru_v1_contig_35688,680,2,78,229,0.062069743,2.12012109,6.336388193
Gpru_v1_contig_35689,210,45,31,53,4.522224168,2.728458643,4.748667716
Gpru_v1_contig_3569,1094,2487,3471,3067,47.97525931,58.64247183,52.7486878
Gpru_v1_contig_35690,1301,32,115,414,0.519076717,1.633787316,5.987399696
Gpru_v1_contig_35691,322,0,64,0,0,3.673661007,0
Gpru_v1_contig_35692,211,15,13,8,1.500263942,1.138769622,0.713382971
Gpru_v1_contig_35693,587,6,66,11,0.215710863,2.078168753,0.352589837
Gpru_v1_contig_35694,354,16,24,40,0.953840126,1.253091996,2.12604247
Gpru_v1_contig_35695,523,32,55,46,1.291240553,1.943730175,1.65489845
Gpru_v1_contig_35696,254,34,91,129,2.824906435,6.621900518,9.555891282
Gpru_v1_contig_35697,376,54,70,70,3.030852368,3.441003951,3.502881144
Gpru_v1_contig_35698,308,16,19,18,1.096296768,1.140191662,1.099605732
Gpru_v1_contig_35699,612,38,84,35,1.310361251,2.536897031,1.076048456
Gpru_v1_contig_357,818,7032,7786,10127,181.4196923,175.9284482,232.9392714
Gpru_v1_contig_3570,2058,5406,6453,3063,55.43570034,57.95504814,28.00379133
Gpru_v1_contig_35700,645,128,107,95,4.188023622,3.066189833,2.771271638
Gpru_v1_contig_35701,262,30,13,19,2.416455662,0.917100726,1.364481074
Gpru_v1_contig_35702,348,36,43,23,2.183142702,2.283832179,1.243551565
Gpru_v1_contig_35703,313,25,23,59,1.685600063,1.358183577,3.546687142
Gpru_v1_contig_35704,271,25,18,9,1.946836973,1.22766024,0.624868202
Gpru_v1_contig_35705,673,19,43,12,0.595795755,1.180941454,0.335491397
Gpru_v1_contig_35706,231,10,8,1,0.91358064,0.6401076,0.081452276
Gpru_v1_contig_35707,268,4,12,1,0.314980788,0.827601803,0.070206999
Gpru_v1_contig_35708,322,24,16,23,1.572947537,0.918415252,1.343962561
Gpru_v1_contig_35709,400,21,22,11,1.107944921,1.016570882,0.517425586
Gpru_v1_contig_3571,1748,716,4454,3264,8.644312559,47.09597157,35.1337032
Gpru_v1_contig_35710,1949,79,184,267,0.8554096,1.744941856,2.577594692
Gpru_v1_contig_35711,263,5,7,4,0.40121127,0.491945812,0.286166933
Gpru_v1_contig_35712,486,20,31,30,0.868465547,1.178963611,1.161449127
Gpru_v1_contig_35713,1001,154,164,94,3.246725043,3.028201337,1.766887843
Gpru_v1_contig_35714,312,17,18,6,1.149881786,1.066333093,0.361836074
Gpru_v1_contig_35715,467,58,62,165,2.621017862,2.453860022,6.647866202
Gpru_v1_contig_35716,411,16,26,19,0.821555729,1.169247641,0.869815186
Gpru_v1_contig_35717,1187,91,101,89,1.61789205,1.572699074,1.410764407
Gpru_v1_contig_35718,288,17,17,14,1.245705268,1.091016729,0.914641187
Gpru_v1_contig_35719,408,39,42,88,2.017266663,1.902672773,4.058239891
Gpru_v1_contig_3572,2660,1610,2755,2329,12.77329984,19.1432179,16.47415161
Gpru_v1_contig_35720,688,62,39,47,1.901788071,1.04773426,1.285359543
Gpru_v1_contig_35721,275,16,21,90,1.22785238,1.411437257,6.157792099
Gpru_v1_contig_35722,255,5,28,32,0.41379829,2.029517625,2.361157755
Gpru_v1_contig_35723,634,12,61,16,0.399439359,1.778343097,0.474838507
Gpru_v1_contig_35724,460,3,15,12,0.137632909,0.602710009,0.490838501
Gpru_v1_contig_35725,442,94,94,59,4.488119913,3.930796498,2.511568044
Gpru_v1_contig_35726,366,32,17,8,1.845133358,0.858504967,0.411267232
Gpru_v1_contig_35727,313,6,20,4,0.404544015,1.181029197,0.240453366
Gpru_v1_contig_35728,274,119,95,114,9.165481099,6.408376494,7.82833667
Gpru_v1_contig_35729,200,24,91,29,2.532445534,8.409813657,2.728243999
Gpru_v1_contig_3573,918,3167,2357,1754,72.80551022,47.45608176,35.95026651
Gpru_v1_contig_35730,516,0,277,0,0,9.922132989,0
Gpru_v1_contig_35731,353,11,18,3,0.657622778,0.942481374,0.159904894
Gpru_v1_contig_35732,336,14,20,2,0.879321366,1.100184937,0.11199688
Gpru_v1_contig_35733,605,26,38,26,0.906936417,1.160922419,0.808598962
Gpru_v1_contig_35734,533,36,37,53,1.425391482,1.283067461,1.870957262
Gpru_v1_contig_35735,493,23,38,46,0.984554552,1.424661387,1.75560221
Gpru_v1_contig_35736,388,15,32,37,0.815865185,1.524379954,1.794259296
Gpru_v1_contig_35737,385,71,63,60,3.891853526,3.024508408,2.932281952
Gpru_v1_contig_35738,341,44,60,11,2.723059714,3.252159579,0.606950834
Gpru_v1_contig_35739,596,38,53,54,1.345538734,1.643631993,1.70475788
Gpru_v1_contig_3574,1343,829,836,774,13.0267892,11.50549323,10.84376643
Gpru_v1_contig_35740,424,0,11,4,0,0.479514567,0.177504489
Gpru_v1_contig_35741,793,39,64,24,1.037887514,1.491700938,0.569446936
Gpru_v1_contig_35742,199,0,10,0,0,0.928799344,0
Gpru_v1_contig_35743,217,11,9,3,1.069773459,0.766580472,0.260121786
Gpru_v1_contig_35744,542,1,20,25,0.038936739,0.682033466,0.867872503
Gpru_v1_contig_35745,250,128,151,231,10.80510094,11.16379659,17.38549969
Gpru_v1_contig_35746,409,3,13,24,0.154794959,0.587482617,1.104086603
Gpru_v1_contig_35747,810,36,64,76,0.93794279,1.460393635,1.765402673
Gpru_v1_contig_35748,545,5,35,10,0.193612044,1.186988519,0.345238089
Gpru_v1_contig_35749,280,6,7,9,0.452222417,0.462077673,0.604783153
Gpru_v1_contig_3575,1591,1055,2284,6481,13.99397674,26.53388828,76.64556821
Gpru_v1_contig_35750,319,15,35,22,0.992337592,2.027927094,1.297619025
Gpru_v1_contig_35751,665,21,64,24,0.666433035,1.778825329,0.679054768
Gpru_v1_contig_35752,327,14,20,6,0.903522871,1.130465256,0.345238089
Gpru_v1_contig_35753,277,19,26,28,1.447547086,1.734876464,1.901925357
Gpru_v1_contig_35754,364,7,16,0,0.40584063,0.812444261,0
Gpru_v1_contig_35755,370,0,15,0,0,0.749315146,0
Gpru_v1_contig_35756,275,6,7,10,0.460444643,0.470479086,0.684199122
Gpru_v1_contig_35757,256,60,28,11,4.946182683,2.021589821,0.808477478
Gpru_v1_contig_35758,352,20,26,52,1.19907459,1.36522949,2.779558933
Gpru_v1_contig_35759,637,18,71,32,0.596337253,2.060126519,0.945204439
Gpru_v1_contig_3576,3889,1311,1934,1519,7.114159799,9.191650507,7.349114895
Gpru_v1_contig_35760,200,52,82,77,5.486965323,7.578073845,7.243958205
Gpru_v1_contig_35761,321,5,11,4,0.328718268,0.633377496,0.234460758
Gpru_v1_contig_35762,667,3,28,10,0.094919248,0.77590254,0.282091092
Gpru_v1_contig_35763,322,43,56,16,2.81819767,3.214453381,0.934930477
Gpru_v1_contig_35764,720,123,78,73,3.6052176,2.002336585,1.907680191
Gpru_v1_contig_35765,261,31,25,18,2.50657125,1.770412542,1.297619025
Gpru_v1_contig_35766,638,3,20,5,0.099233759,0.579407741,0.147456707
Gpru_v1_contig_35767,258,19,15,9,1.554149391,1.074599241,0.656353809
Gpru_v1_contig_35768,285,14,32,69,1.03667361,2.075296218,4.555325734
Gpru_v1_contig_35769,369,32,70,89,1.830132274,3.506280449,4.538150003
Gpru_v1_contig_3577,1022,1116,1319,1472,23.04475877,23.8544208,27.10017658
Gpru_v1_contig_35770,274,12,9,21,0.924250195,0.607109352,1.442062018
Gpru_v1_contig_35771,390,17,37,5,0.919905429,1.75352553,0.241224049
Gpru_v1_contig_35772,492,95,70,5,4.074903891,2.629710337,0.191214186
Gpru_v1_contig_35773,318,5,20,21,0.331819383,1.162459556,1.242531425
Gpru_v1_contig_35774,330,21,41,8,1.342963541,2.296386014,0.456132748
Gpru_v1_contig_35775,342,0,30,0,0,1.62132517,0
Gpru_v1_contig_35776,316,7,36,0,0.467487308,2.105670411,0
Gpru_v1_contig_35777,1010,53,65,37,1.107422552,1.189506882,0.689279809
Gpru_v1_contig_35778,393,24,80,9,1.288776353,3.762464517,0.43088876
Gpru_v1_contig_35779,233,9,17,18,0.815164871,1.348552867,1.453556075
Gpru_v1_contig_3578,899,1065,1297,1823,25.00050513,26.66583949,38.15418519
Gpru_v1_contig_35780,553,11,42,38,0.419784522,1.403780274,1.292926008
Gpru_v1_contig_35781,287,37,39,0,2.720687711,2.51164171,0
Gpru_v1_contig_35782,523,49,57,58,1.977212096,2.014411273,2.086611089
Gpru_v1_contig_35783,315,8,18,5,0.535967309,1.056177539,0.298658347
Gpru_v1_contig_35784,443,31,43,12,1.476783513,1.794071328,0.50967429
Gpru_v1_contig_35785,587,43,81,48,1.545927853,2.550479833,1.538573835
Gpru_v1_contig_35786,285,2,14,30,0.14809623,0.907942095,1.980576406
Gpru_v1_contig_35787,566,47,76,33,1.752428447,2.481830614,1.097015377
Gpru_v1_contig_35788,199,1,9,0,0.106048808,0.835919409,0
Gpru_v1_contig_35789,229,30,43,16,2.76467853,3.470627067,1.3146184
Gpru_v1_contig_3579,2076,8289,6987,6766,84.26236766,62.20687292,61.32249983
Gpru_v1_contig_35790,399,29,46,18,1.533853811,2.130884509,0.84881846
Gpru_v1_contig_35791,304,6,14,0,0.416520647,0.851195714,0
Gpru_v1_contig_35792,248,9,20,11,0.765860545,1.49057314,0.834557397
Gpru_v1_contig_35793,259,6,8,2,0.488889099,0.570906778,0.14529325
Gpru_v1_contig_35794,266,19,12,46,1.507408056,0.833824373,3.253804096
Gpru_v1_contig_35795,303,0,15,4,0,0.915005294,0.24838912
Gpru_v1_contig_35796,269,4,13,6,0.313809856,0.893235651,0.419676041
Gpru_v1_contig_35797,320,4,8,19,0.26379641,0.462077673,1.117168879
Gpru_v1_contig_35798,600,126,76,94,4.431779684,2.341193546,2.947757884
Gpru_v1_contig_35799,861,192,234,253,4.706054418,5.023283419,5.528821593
Gpru_v1_contig_358,1896,2864,2795,3161,31.87818218,27.24698518,31.3690502
Gpru_v1_contig_3580,1667,1053,1844,3140,13.3306596,20.44562039,35.44126826
Gpru_v1_contig_35800,190,2,17,0,0.222144345,1.653751674,0
Gpru_v1_contig_35801,682,40,228,457,1.237754415,6.1791032,12.60802414
Gpru_v1_contig_35802,258,93,115,67,7.607152282,8.238594178,4.886189467
Gpru_v1_contig_35803,323,4,20,16,0.261346288,1.144464826,0.932035956
Gpru_v1_contig_35804,331,7,49,39,0.446302083,2.736169909,2.21692918
Gpru_v1_contig_35805,642,54,49,87,1.775078645,1.410704424,2.549760747
Gpru_v1_contig_35806,485,11,26,10,0.478640908,0.99084697,0.387947956
Gpru_v1_contig_35807,651,0,43,32,0,1.220850382,0.924877461
Gpru_v1_contig_35808,833,45,48,19,1.140056513,1.065052981,0.429164515
Gpru_v1_contig_35809,270,17,8,0,1.328752286,0.547647613,0
Gpru_v1_contig_3581,259,172,280,311,14.01482084,19.98173723,22.59310035
Gpru_v1_contig_35810,422,18,23,19,0.900158365,1.007373127,0.847142278
Gpru_v1_contig_35811,280,0,6,0,0,0.396066577,0
Gpru_v1_contig_35812,490,336,166,158,14.47111734,6.261623984,6.067030991
Gpru_v1_contig_35813,312,28,19,13,1.893922942,1.12557382,0.783978161
Gpru_v1_contig_35814,313,4,45,15,0.26969601,2.657315694,0.901700121
Gpru_v1_contig_35815,253,21,8,12,1.751691575,0.584446069,0.892433637
Gpru_v1_contig_35816,346,9,12,5,0.548940506,0.641032611,0.27189994
Gpru_v1_contig_35817,438,0,18,53,0,0.759579737,2.276758494
Gpru_v1_contig_35818,311,3,15,13,0.203572792,0.89146818,0.786498991
Gpru_v1_contig_35819,630,44,34,13,1.473910099,0.997501009,0.388255851
Gpru_v1_contig_3582,3940,779,1464,1442,4.172536106,6.86783466,6.886273144
Gpru_v1_contig_35820,507,47,48,44,1.956359962,1.749879947,1.632901258
Gpru_v1_contig_35821,331,17,17,10,1.083876487,0.949283438,0.568443379
Gpru_v1_contig_35822,354,10,16,12,0.596150079,0.835394664,0.637812741
Gpru_v1_contig_35823,386,27,44,78,1.476166438,2.106882656,3.802090976
Gpru_v1_contig_35824,563,156,143,185,5.847565176,4.694643503,6.182705211
Gpru_v1_contig_35825,465,11,27,49,0.499227614,1.073212661,1.982706058
Gpru_v1_contig_35826,489,52,21,12,2.244157597,0.793753059,0.461729469
Gpru_v1_contig_35827,296,30,46,24,2.138889809,2.872374727,1.525579124
Gpru_v1_contig_35828,201,5,7,26,0.52496798,0.643690291,2.433842648
Gpru_v1_contig_35829,438,16,25,48,0.770911882,1.054971857,2.061969957
Gpru_v1_contig_3583,846,9163,12475,13978,228.5736646,272.5493606,310.8779214
Gpru_v1_contig_35830,259,0,9,0,0,0.642270125,0
Gpru_v1_contig_35831,265,0,7,0,0,0.488233013,0
Gpru_v1_contig_35832,473,26,25,17,1.160034952,0.976908401,0.676243318
Gpru_v1_contig_35833,292,8,16,24,0.578183912,1.012772983,1.546477468
Gpru_v1_contig_35834,228,1,58,0,0.092560144,4.701842993,0
Gpru_v1_contig_35835,203,3,16,7,0.311877529,1.456796606,0.648809512
Gpru_v1_contig_35836,248,22,20,13,1.872103553,1.49057314,0.986295105
Gpru_v1_contig_35837,239,54,26,2,4.768202888,2.010714562,0.157451681
Gpru_v1_contig_35838,356,2,13,2,0.118560184,0.674944916,0.105704921
Gpru_v1_contig_35839,259,27,26,13,2.200000946,1.855447029,0.944406124
Gpru_v1_contig_3584,432,10,70,251,0.48851187,2.994947884,10.93213991
Gpru_v1_contig_35840,325,5,13,4,0.324672504,0.739324278,0.231575087
Gpru_v1_contig_35841,224,8,24,20,0.753704028,1.980332886,1.679953202
Gpru_v1_contig_35842,799,95,95,41,2.509202396,2.197615969,0.965500013
Gpru_v1_contig_35843,671,2,43,36,0.062902274,1.184461398,1.009474115
Gpru_v1_contig_35844,391,4,30,14,0.21589476,1.418141197,0.673699903
Gpru_v1_contig_35845,540,54,45,50,2.110371278,1.540258912,1.74217369
Gpru_v1_contig_35846,659,153,53,42,4.899648036,1.486501772,1.199165381
Gpru_v1_contig_35847,408,101,59,18,5.224203409,2.672802229,0.830094523
Gpru_v1_contig_35848,410,82,42,42,4.220742557,1.893391443,1.92743899
Gpru_v1_contig_35849,862,0,98,2,0,2.101327703,0.043655396
Gpru_v1_contig_3585,1188,456,769,719,8.100415007,11.96423336,11.38748076
Gpru_v1_contig_35850,259,29,59,152,2.36296398,4.210437488,11.04228699
Gpru_v1_contig_35851,464,7,27,24,0.318374977,1.075525619,0.973214268
Gpru_v1_contig_35852,397,13,33,15,0.691053567,1.536379166,0.710912186
Gpru_v1_contig_35853,634,77,108,29,2.563069218,3.148541876,0.860644795
Gpru_v1_contig_35854,304,33,96,73,2.290863559,5.836770612,4.518189926
Gpru_v1_contig_35855,256,2,21,27,0.164872756,1.516192366,1.984444719
Gpru_v1_contig_35856,278,80,60,79,6.073010873,3.989159771,5.346843859
Gpru_v1_contig_35857,457,87,63,73,4.017555825,2.547999425,3.005535531
Gpru_v1_contig_35858,326,110,106,101,7.120884681,6.009844588,5.829334545
Gpru_v1_contig_35859,416,32,26,17,1.623362522,1.155194184,0.768901658
Gpru_v1_contig_3586,2084,1992,6548,10103,20.17207095,58.07456058,91.21533233
Gpru_v1_contig_35860,232,0,6,0,0,0.478011386,0
Gpru_v1_contig_35861,787,66,90,165,1.769815811,2.113697109,3.944794811
Gpru_v1_contig_35862,261,3247,1362,3576,262.5431242,96.45207529,257.7936462
Gpru_v1_contig_35863,252,30,14,122,2.51234676,1.026839274,9.109079581
Gpru_v1_contig_35864,252,11,13,7,0.921193812,0.953493612,0.522652107
Gpru_v1_contig_35865,344,21,18,19,1.288308048,0.967139317,1.039226864
