Contig ID,Size,Hkan_ech1,Hkan_ech2,Hkan_ech3,Hkan_ENV_F1_RPKM,Hkan_ENV_F2_RPKM,Hkan_ENV_F3_RPKM
Hkan_v1_contig_1791,3270,1800,2587,1956,15.36807042,15.32833526,5.099000553
Hkan_v1_contig_17910,820,199,160,113,3.79032802,3.531331463,0.043080126
Hkan_v1_contig_17911,2331,752,510,119,4.250094321,1.308213362,0
Hkan_v1_contig_17912,1721,231,341,162,3.848966883,2.412170695,0.215525788
Hkan_v1_contig_17913,1065,83,132,90,2.407659066,2.165542914,0.812657017
Hkan_v1_contig_17914,1278,455,423,659,6.429544097,13.21382204,4.160029968
Hkan_v1_contig_17915,2214,167,570,32,5.001127249,0.370378915,0.510579266
Hkan_v1_contig_17916,487,114,85,73,3.390475654,3.841207708,2.067315267
Hkan_v1_contig_17917,380,89,235,42,12.01309555,2.83230218,0.046481188
Hkan_v1_contig_17918,450,893,751,995,32.41888613,56.66102932,21.74493272
Hkan_v1_contig_17919,450,844,673,845,29.0518114,48.1191656,2.237294522
Hkan_v1_contig_1792,1074,16812,25525,24689,461.6705111,589.078417,225.3904839
Hkan_v1_contig_17920,526,1096,812,549,29.98754763,26.74610179,46.00400483
Hkan_v1_contig_17921,3324,793,1368,578,7.994581753,4.455954177,1.684453647
Hkan_v1_contig_17922,361,33,11,3,0.591910643,0.212955051,0
Hkan_v1_contig_17923,618,107,105,104,3.300437323,4.312397216,4.915874525
Hkan_v1_contig_17924,233,16,41,38,3.418208906,4.17928096,1.061287214
Hkan_v1_contig_17925,438,374,315,53,13.97034429,3.100813541,3.024460872
Hkan_v1_contig_17926,313,64,52,95,3.22722817,7.777735333,0.225723342
Hkan_v1_contig_17927,1405,340,216,314,2.986400796,5.727000442,3.582855996
Hkan_v1_contig_17928,2018,985,915,716,8.807863954,9.09213244,7.4572594
Hkan_v1_contig_17929,251,422,144,186,11.14447043,18.98948189,1.829618083
Hkan_v1_contig_1793,888,21484,9979,8866,218.2954696,255.8519044,874.7288514
Hkan_v1_contig_17930,374,10,22,30,1.142672418,2.055528702,0.141680627
Hkan_v1_contig_17931,340,383,286,295,16.34021557,22.23396879,9.818467446
Hkan_v1_contig_17932,430,204,161,166,7.273242808,9.892670072,2.669965923
Hkan_v1_contig_17933,400,770,876,289,42.54169411,18.51448961,12.01073901
Hkan_v1_contig_17934,593,142,117,123,3.83267359,5.315257524,11.11002294
Hkan_v1_contig_17935,652,81,46,43,1.370505875,1.690031318,0.108361052
Hkan_v1_contig_17936,220,501,266,188,23.48711215,21.89823244,12.76542449
Hkan_v1_contig_17937,214,31,110,183,9.985034679,21.91347281,8.831425745
Hkan_v1_contig_17938,1317,2056,1637,1065,24.14535362,20.72228897,103.1607089
Hkan_v1_contig_17939,1109,890,1197,1212,20.96685395,28.00560548,28.79570378
Hkan_v1_contig_1794,1718,32925,29688,25918,335.6823042,386.5914269,297.749617
Hkan_v1_contig_17940,3720,1368,1870,1211,9.764934452,8.342094323,5.460290111
Hkan_v1_contig_17941,2324,1573,1648,1067,13.7750045,11.76527786,17.6552513
Hkan_v1_contig_17942,383,265,199,4,10.09310911,0.267630195,4.104422409
Hkan_v1_contig_17943,495,349,256,262,10.04628356,13.5634442,24.79935714
Hkan_v1_contig_17944,337,166,578,260,33.31720824,19.77048575,36.37394343
Hkan_v1_contig_17945,531,608,632,387,23.12028711,18.6762783,30.80188414
Hkan_v1_contig_17946,1512,822,1101,763,14.14510558,12.93143257,4.474121773
Hkan_v1_contig_17947,277,248,222,140,15.56839605,12.95156231,20.14967896
Hkan_v1_contig_17948,1953,1020,1174,1112,11.67714087,14.59071037,12.6796302
Hkan_v1_contig_17949,463,3,27,17,1.132800518,0.940896435,0
Hkan_v1_contig_1795,446,369,348,125,15.15706283,7.1820603,0.277219642
Hkan_v1_contig_17950,1457,298,200,304,2.666497063,5.34672595,0.569769403
Hkan_v1_contig_17951,975,148,227,102,4.522638831,2.680831074,0.652166824
Hkan_v1_contig_17952,1157,335,310,276,5.204739535,6.11293272,9.95348243
Hkan_v1_contig_17953,260,20,19,10,1.419550734,0.98559966,0.135868088
Hkan_v1_contig_17954,745,340,386,99,10.06472001,3.405279898,0.331919357
Hkan_v1_contig_17955,344,98,127,58,7.17159811,4.320593857,0.975564472
Hkan_v1_contig_17956,454,77,53,36,2.267726538,2.031985201,0.933719022
Hkan_v1_contig_17957,824,230,516,385,12.16446899,11.97312208,1.929194944
Hkan_v1_contig_17958,1353,710,420,402,6.030067304,7.613812005,21.12231612
Hkan_v1_contig_17959,452,108,50,50,2.148830874,2.834689287,0
Hkan_v1_contig_1796,2467,910,1145,797,9.015856754,8.27871753,0.694485851
Hkan_v1_contig_17960,1296,1669,1371,280,20.54958799,5.53639315,9.88083899
Hkan_v1_contig_17961,1582,1036,1961,1465,24.07918482,23.73039888,75.29599902
Hkan_v1_contig_17962,320,29,305,4,18.51486402,0.320319889,3.532570298
Hkan_v1_contig_17963,303,384,27,20,1.730979009,1.691458162,5.129805053
Hkan_v1_contig_17964,3559,2901,1975,2319,10.77977702,16.6973155,6.47158144
Hkan_v1_contig_17965,1717,845,675,652,7.636672099,9.730859307,3.507881397
Hkan_v1_contig_17966,975,91,74,58,1.474340412,1.52439414,0.144925961
Hkan_v1_contig_17967,238,6,11,4,0.897814043,0.430682204,0
Hkan_v1_contig_17968,355,14,10,10,0.547195242,0.721847638,0
Hkan_v1_contig_17969,1049,647,657,620,12.16635675,15.14572594,21.19878935
Hkan_v1_contig_1797,1576,555,503,553,6.199867922,8.991720753,3.272558779
Hkan_v1_contig_17970,473,159,238,199,9.774318398,10.78116837,1.120265422
Hkan_v1_contig_17971,701,27,974,741,26.99054193,27.08782174,21.26597241
Hkan_v1_contig_17972,242,302,296,191,23.76003143,20.22515665,35.9095989
Hkan_v1_contig_17973,2274,1482,638,2327,5.450054988,26.22284547,2.555443334
Hkan_v1_contig_17974,446,517,301,363,13.10998826,20.85670311,14.4154214
Hkan_v1_contig_17975,666,78,92,35,2.683392885,1.346690226,0.397811971
Hkan_v1_contig_17976,580,151,167,139,5.593184473,6.141305465,1.949004302
Hkan_v1_contig_17977,780,228,327,278,8.143738424,9.133223513,0.656695761
Hkan_v1_contig_17978,416,354,208,326,9.712715551,20.08159306,14.52090195
Hkan_v1_contig_17979,309,519,410,314,25.77484386,26.04024473,3.143873243
Hkan_v1_contig_1798,3465,1296,1121,892,6.28453341,6.596833277,2.951454838
Hkan_v1_contig_17980,1733,314,138,261,1.546860642,3.859364853,0.326146133
Hkan_v1_contig_17981,2479,1555,1522,1320,11.92638408,13.64492954,13.67998179
Hkan_v1_contig_17982,349,170,189,185,10.51978934,13.58376608,3.593302166
Hkan_v1_contig_17983,1616,1570,1674,1431,20.12263098,22.6919684,10.42720317
Hkan_v1_contig_17984,1545,709,469,461,5.896781351,7.646211987,5.270274781
Hkan_v1_contig_17985,248,18,16,3,1.25325362,0.30998699,0.284884701
Hkan_v1_contig_17986,2006,721,618,515,5.984504697,6.578853162,4.825145871
Hkan_v1_contig_17987,226,39,39,28,3.352176164,3.174852001,0
Hkan_v1_contig_17988,1356,497,399,738,5.715890125,13.94667129,8.740245834
Hkan_v1_contig_17989,264,162,204,93,15.0105604,9.027196883,14.65213817
Hkan_v1_contig_1799,625,408,835,626,25.95237595,25.6665921,21.19542179
Hkan_v1_contig_17990,430,16,31,9,1.400438056,0.536349582,0.082152798
Hkan_v1_contig_17991,491,34,53,45,2.096838795,2.3485776,0.179866105
Hkan_v1_contig_17992,705,412,552,303,15.20969925,11.01355194,6.488905725
Hkan_v1_contig_17993,352,236,257,340,14.18277214,24.75199145,48.22159171
Hkan_v1_contig_17994,294,124,263,90,17.37717136,7.844568719,0
Hkan_v1_contig_17995,338,75,41,44,2.356339276,3.335875771,0.88836827
Hkan_v1_contig_17996,2051,793,789,807,7.472776762,10.08281427,2.928020237
Hkan_v1_contig_17997,466,317,515,400,21.46801935,21.99621558,17.4354328
Hkan_v1_contig_17998,1345,245,251,217,3.625117626,4.134389055,0.801066127
Hkan_v1_contig_17999,342,21,16,19,0.908792098,1.423643953,0.258228823
Hkan_v1_contig_18,335,1893,2664,1527,154.475667,116.8067991,307.9663151
Hkan_v1_contig_180,1019,7491,4864,4302,92.72354944,108.1857636,375.0972584
Hkan_v1_contig_1800,284,92,406,540,27.77015855,48.72471557,41.79378944
Hkan_v1_contig_18000,898,913,474,710,10.25351263,20.26076806,22.02939161
Hkan_v1_contig_18001,454,42,30,26,1.283618795,1.467544868,0.389049592
Hkan_v1_contig_18002,442,75,85,95,3.735659827,5.507762804,4.995150308
Hkan_v1_contig_18003,3639,3021,2531,1906,13.51079036,13.42192271,4.382949958
Hkan_v1_contig_18004,275,658,1395,1131,98.53991414,105.3910676,11.17576785
Hkan_v1_contig_18005,354,461,558,292,30.61974733,21.13749327,17.36348113
Hkan_v1_contig_18006,215,1219,831,974,75.08154998,116.0898874,14.86965637
Hkan_v1_contig_18007,215,0,1241,0,112.1253953,0,0
Hkan_v1_contig_18008,2460,723,731,835,5.772353714,8.698117321,0.014360042
Hkan_v1_contig_18009,463,306,149,152,6.251380636,8.412721069,1.792989244
Hkan_v1_contig_1801,284,414,452,5,30.91653119,0.451154774,2.61211184
Hkan_v1_contig_18010,1178,392,370,278,6.101366305,6.047465484,6.537354202
Hkan_v1_contig_18011,1400,1619,1716,1745,23.81002841,31.94046897,18.91186742
Hkan_v1_contig_18012,597,101,94,74,3.058610592,3.176371432,1.923091033
Hkan_v1_contig_18013,1267,1180,995,1720,15.25517281,34.78770069,12.36539011
Hkan_v1_contig_18014,664,198,263,292,7.694109006,11.26908526,9.922053624
Hkan_v1_contig_18015,331,93,72,88,4.225471418,6.812845986,2.401294009
Hkan_v1_contig_18016,884,442,395,311,8.679915481,9.015338063,2.317749743
Hkan_v1_contig_18017,1065,88,234,48,4.26812289,1.154956221,1.840916916
Hkan_v1_contig_18018,676,115,69,73,1.982773293,2.767260583,0.261284785
Hkan_v1_contig_18019,470,94,86,77,3.554440585,4.198235146,3.307087088
Hkan_v1_contig_1802,1195,1457,1808,1265,29.39010831,27.1266718,21.52059562
Hkan_v1_contig_18020,795,518,438,316,10.70231298,10.18576956,5.643225508
Hkan_v1_contig_18021,1102,566,132,168,2.326821148,3.906623696,0.416727894
Hkan_v1_contig_18022,303,362,455,207,29.17020182,17.50659197,33.40202609
Hkan_v1_contig_18023,752,101,154,183,3.978080306,6.236014868,0.493244523
Hkan_v1_contig_18024,856,190,156,158,3.540148659,4.729957245,1.465026233
Hkan_v1_contig_18025,893,345,749,890,16.29299876,25.53950294,2.769092059
Hkan_v1_contig_18026,499,389,136,368,5.294305872,18.89823155,0.566343936
Hkan_v1_contig_18027,550,20,102,0,3.602534495,0,6.230169435
Hkan_v1_contig_18028,2604,455,694,614,5.177131023,6.042286085,1.716091178
Hkan_v1_contig_18029,2519,1295,1147,983,8.845164539,9.999982573,6.009155906
Hkan_v1_contig_1803,1055,6546,10174,8190,187.3311242,198.9323142,105.3074274
Hkan_v1_contig_18030,794,706,774,580,18.93612553,18.71894568,19.13104821
Hkan_v1_contig_18031,205,308,216,143,20.46777131,17.87541236,0.086160251
Hkan_v1_contig_18032,644,4,83,382,2.50358817,15.20027301,68.01843431
Hkan_v1_contig_18033,1201,834,684,395,11.06327633,8.428067031,11.45658727
Hkan_v1_contig_18034,3847,1614,1423,1472,7.185440202,9.805269086,3.787848318
Hkan_v1_contig_18035,3053,251,644,412,4.097601582,3.458153801,15.14041348
Hkan_v1_contig_18036,671,356,276,381,7.990192227,14.55044743,7.344166268
Hkan_v1_contig_18037,1052,214,213,224,3.933095841,5.456399637,0.839489139
Hkan_v1_contig_18038,1390,573,396,513,5.534151595,9.457502345,5.464047583
Hkan_v1_contig_18039,461,49,62,57,2.612530864,3.16845704,0.229885269
Hkan_v1_contig_1804,2210,868,951,800,8.359088225,9.276232091,5.234917523
Hkan_v1_contig_18040,410,579,451,547,21.36797421,34.18828868,4.135692056
Hkan_v1_contig_18041,581,1,387,149,12.93914258,6.571795321,0.486412433
Hkan_v1_contig_18042,1590,191,222,261,2.712230003,4.206464962,1.399697665
Hkan_v1_contig_18043,675,142,306,185,8.806195433,7.023310167,7.536149969
Hkan_v1_contig_18044,675,58,55,43,1.582812905,1.632445066,0.654179685
Hkan_v1_contig_18045,515,102,93,38,3.507893384,1.890820318,2.09210474
Hkan_v1_contig_18046,594,179,114,84,3.72811304,3.623820971,0.505502484
Hkan_v1_contig_18047,1109,1394,899,199,15.74703567,4.598280107,11.08507181
Hkan_v1_contig_18048,2999,739,720,676,4.663658017,5.776225281,1.372272223
Hkan_v1_contig_18049,1060,479,849,984,15.55867076,23.78828462,10.84765691
Hkan_v1_contig_1805,848,1109,266,2218,6.093354567,67.02542591,35.55482016
Hkan_v1_contig_18050,1689,283,262,221,3.013299555,3.35302288,0.073203055
Hkan_v1_contig_18051,257,539,448,442,33.86223009,44.07202836,26.25373257
Hkan_v1_contig_18052,257,702,403,146,30.46089002,14.55772882,28.38427107
Hkan_v1_contig_18053,706,32,31,54,0.852958023,1.960031051,1.00072813
Hkan_v1_contig_18054,687,92,85,119,2.403437618,4.438785076,0.771303559
Hkan_v1_contig_18055,283,35,33,30,2.265156277,2.716493762,0.249651611
Hkan_v1_contig_18056,976,289,256,186,5.095195043,4.883565527,2.370731091
Hkan_v1_contig_18057,883,713,1190,1208,26.17923331,35.05743387,3.420552214
Hkan_v1_contig_18058,297,105,179,121,11.70758305,10.44005565,17.48443885
Hkan_v1_contig_18059,734,243,353,300,9.342203241,10.47367486,3.89834052
Hkan_v1_contig_1806,658,1463,2758,1881,81.42148781,73.25491938,38.8153241
Hkan_v1_contig_18060,216,104,22,36,1.978516131,4.270931858,4.333940412
Hkan_v1_contig_18061,548,3,52,13,1.843289083,0.607906359,0.096694442
Hkan_v1_contig_18062,288,73,118,86,7.959030799,7.652086246,0.613293455
Hkan_v1_contig_18063,855,36,129,98,2.930854517,2.937202261,0.123949835
Hkan_v1_contig_18064,406,505,550,546,26.31523918,34.46200189,9.919039753
Hkan_v1_contig_18065,531,75,152,55,5.560575381,2.654251437,2.760860026
Hkan_v1_contig_18066,1488,38,139,35,1.814606803,0.60275248,0.617250187
Hkan_v1_contig_18067,1076,954,1006,960,18.16169488,22.86298095,10.35804767
Hkan_v1_contig_18068,397,264,283,176,13.84734761,11.36046358,20.73271737
Hkan_v1_contig_18069,321,10,145,6,8.774727445,0.478983012,0.385171216
Hkan_v1_contig_1807,1464,2608,3153,2353,41.83632805,41.18648632,55.8841039
Hkan_v1_contig_18070,321,71,60,173,3.630921701,13.81067685,5.502445947
Hkan_v1_contig_18071,2142,1538,971,866,8.80583268,10.36029969,16.13734844
Hkan_v1_contig_18072,2307,1010,1037,711,8.731760751,7.897613918,6.56901889
Hkan_v1_contig_18073,464,14,31,22,1.29781975,1.215006477,0.609063845
Hkan_v1_contig_18074,490,102,357,368,14.15281409,19.24534193,5.44304199
Hkan_v1_contig_18075,511,612,334,1883,12.69685712,94.42854821,0.276522137
Hkan_v1_contig_18076,444,53,314,14,13.73780488,0.808014135,2.068622247
Hkan_v1_contig_18077,619,60,127,43,3.985508481,1.780129918,0.114137974
Hkan_v1_contig_18078,239,307,255,106,20.72587837,11.36532495,11.45498737
Hkan_v1_contig_18079,263,111,284,236,20.97651115,22.99482704,15.71523669
Hkan_v1_contig_1808,698,398,543,713,15.11176087,26.17628437,3.947571393
Hkan_v1_contig_18080,2840,1625,1957,1569,13.38576362,14.1572368,5.379706528
Hkan_v1_contig_18081,317,219,193,142,11.82683976,11.47897143,5.070408472
Hkan_v1_contig_18082,473,338,321,272,13.18300927,14.73606933,6.609565991
Hkan_v1_contig_18083,1413,626,650,569,8.93597326,10.31915171,11.32522537
Hkan_v1_contig_18084,519,501,320,407,11.97714442,20.09559846,5.138902842
Hkan_v1_contig_18085,1915,751,1015,767,10.29598568,10.26361797,3.855390038
Hkan_v1_contig_18086,237,24,51,62,4.18015606,6.703741145,0.223580399
Hkan_v1_contig_18087,572,143,117,102,3.973383635,4.569598422,0.895494219
Hkan_v1_contig_18088,1856,425,266,195,2.78403269,2.692343898,6.166771426
Hkan_v1_contig_18089,304,167,46,124,2.939374443,10.45254376,2.324059407
Hkan_v1_contig_1809,1007,8052,13007,9525,250.9102109,242.3870464,127.8320374
Hkan_v1_contig_18090,429,251,387,278,17.52364064,16.60586093,7.987396711
Hkan_v1_contig_18091,508,438,440,189,16.82517655,9.533930566,12.82990591
Hkan_v1_contig_18092,272,14,15,24,1.071255392,2.261081572,0.064936954
Hkan_v1_contig_18093,1065,1,137,99,2.498858273,2.382097206,0
Hkan_v1_contig_18094,2365,1604,1329,1353,10.9160245,14.66022191,6.310828545
Hkan_v1_contig_18095,236,82,217,0,17.86151928,0,12.42387012
Hkan_v1_contig_18096,380,0,25,25,1.277988888,1.685894155,0.418330693
Hkan_v1_contig_18097,3868,1607,1489,928,7.477886999,6.148021869,6.379266684
Hkan_v1_contig_18098,1513,489,314,416,4.031451002,7.045767296,3.058603497
Hkan_v1_contig_18099,1593,1394,1557,666,18.98643831,10.71352398,8.670652772
Hkan_v1_contig_181,3008,3406,4010,3323,25.89626952,28.30912214,15.38453155
Hkan_v1_contig_1810,3453,4851,2598,2174,14.61548509,16.13380688,9.908179362
Hkan_v1_contig_18100,229,98,184,131,15.60820665,14.65918096,0
Hkan_v1_contig_18101,961,310,804,508,16.25186952,13.54609813,14.55668926
Hkan_v1_contig_18102,481,24,54,18,2.180817629,0.958961831,0.29376884
Hkan_v1_contig_18103,585,54,34,10,1.128999414,0.438044293,0.150964543
Hkan_v1_contig_18104,569,1038,1782,1597,60.83676314,71.92279274,57.92421948
Hkan_v1_contig_18105,1144,96,286,267,4.856357776,5.980797935,14.00367684
Hkan_v1_contig_18106,724,242,438,289,11.7518492,10.22899978,11.66138538
Hkan_v1_contig_18107,1700,1143,1411,1533,16.12310781,23.10825367,3.802708027
Hkan_v1_contig_18108,744,35,48,41,1.25325362,1.412162953,0
Hkan_v1_contig_18109,961,246,160,414,3.234202889,11.03953667,9.759598482
Hkan_v1_contig_1811,461,2145,3248,2043,136.8629072,113.5641708,208.8124525
Hkan_v1_contig_18110,2317,1751,1537,1382,12.88601105,15.28466421,7.600286118
Hkan_v1_contig_18111,1048,383,523,526,9.694179834,12.86169938,6.353907454
Hkan_v1_contig_18112,229,214,299,192,25.36333581,21.48521179,12.64937836
Hkan_v1_contig_18113,586,105,83,137,2.751383586,5.990965849,1.085089853
Hkan_v1_contig_18114,1174,332,300,140,4.96390914,3.055862658,1.113331355
Hkan_v1_contig_18115,286,371,468,272,31.78706908,24.37119158,27.7911999
Hkan_v1_contig_18116,1118,150,321,357,5.577426998,8.182769267,6.79340442
Hkan_v1_contig_18117,1353,974,952,687,13.66815256,13.0116638,9.190426792
Hkan_v1_contig_18118,405,77,82,44,3.933050248,2.784014841,0.348895832
Hkan_v1_contig_18119,315,59,75,104,4.625102643,8.460512634,0.616797989
Hkan_v1_contig_1812,569,10390,12663,7932,432.3097259,357.2270457,782.9082205
Hkan_v1_contig_18120,1478,156,202,100,2.654896538,1.733801837,1.207001354
Hkan_v1_contig_18121,347,155,315,351,17.63403688,25.92098701,2.23966993
Hkan_v1_contig_18122,322,624,700,415,42.22919805,33.0267712,9.928497267
Hkan_v1_contig_18123,221,388,236,113,20.74389928,13.10267783,0
Hkan_v1_contig_18124,221,11,196,156,17.22798415,18.08865258,9.510766187
Hkan_v1_contig_18125,487,886,1036,880,41.32391503,46.30496964,47.18556425
Hkan_v1_contig_18126,260,29,28,30,2.091969503,2.956798979,2.309757503
Hkan_v1_contig_18127,436,229,143,404,6.371184972,23.74481382,1.823000727
Hkan_v1_contig_18128,546,475,606,368,21.56009386,17.2714607,15.85127698
Hkan_v1_contig_18129,1152,101,1346,89,22.69672766,1.979754872,0.919940182
Hkan_v1_contig_1813,204,1,491,443,46.75434643,55.6477298,47.10093731
Hkan_v1_contig_18130,315,71,113,14,6.968487983,1.138915162,1.738248877
Hkan_v1_contig_18131,306,0,37,5,2.348826637,0.41871881,0.057721737
Hkan_v1_contig_18132,1332,191,400,633,5.833462793,12.17792733,0.795623941
Hkan_v1_contig_18133,205,341,266,235,25.20568133,29.37567766,27.57128038
Hkan_v1_contig_18134,1599,86,170,132,2.065242831,2.115433416,0.375570326
Hkan_v1_contig_18135,817,1504,1041,372,24.75137549,11.66795582,13.64168824
Hkan_v1_contig_18136,1644,1271,985,818,11.63871632,12.7504462,8.895888707
Hkan_v1_contig_18137,542,172,287,110,10.28616001,5.200765732,1.140590041
Hkan_v1_contig_18138,2054,462,358,381,3.385737261,4.753335067,2.158410771
Hkan_v1_contig_18139,357,46,31,35,1.686802141,2.512312858,0.197903098
Hkan_v1_contig_1814,1036,3276,3177,2748,59.57007202,67.97212788,44.87319027
Hkan_v1_contig_18140,676,163,526,461,15.11505438,17.47544012,7.707901168
Hkan_v1_contig_18141,255,28,231,86,17.59715523,8.642356231,0.207798253
Hkan_v1_contig_18142,242,378,779,1126,62.53062326,119.2331225,96.85373524
Hkan_v1_contig_18143,239,17,178,88,14.46747588,9.435364106,9.311796183
Hkan_v1_contig_18144,319,0,21,1,1.278790135,0.080331007,0
Hkan_v1_contig_18145,1978,427,446,393,4.380051705,5.09143444,1.759141428
Hkan_v1_contig_18146,659,45,63,57,1.857059423,2.216477535,0.482445109
Hkan_v1_contig_18147,1638,531,539,393,6.392129038,6.148264543,3.39670221
Hkan_v1_contig_18148,284,24,29,9,1.983582753,0.812078593,1.181669642
Hkan_v1_contig_18149,384,897,866,680,43.8083941,45.378651,41.39730818
Hkan_v1_contig_1815,945,5873,5966,4994,122.6371661,135.4224362,26.18587824
Hkan_v1_contig_18150,1537,334,285,283,3.601982996,4.718309887,1.379012478
Hkan_v1_contig_18151,2397,1539,1451,2478,11.75899063,26.49153728,4.900207026
Hkan_v1_contig_18152,1338,955,627,148,9.102948656,2.834519798,6.32324803
Hkan_v1_contig_18153,1152,1056,1573,2266,26.52448188,50.4058937,7.313524445
Hkan_v1_contig_18154,257,183,144,131,10.88428824,13.06207175,7.078886006
Hkan_v1_contig_18155,1212,1701,1321,1233,21.17243769,26.06959892,20.18403409
Hkan_v1_contig_18156,545,0,32,12,1.140575771,0.5642332,0.226862313
Hkan_v1_contig_18157,303,179,98,96,6.2828127,8.118999176,0.641225632
Hkan_v1_contig_18158,1398,1077,1361,1145,18.91131025,20.9880557,15.79296449
Hkan_v1_contig_18159,515,271,323,357,12.18332863,17.7637593,3.669757494
Hkan_v1_contig_1816,1382,525,3698,2728,51.97919263,50.58365605,36.05419975
Hkan_v1_contig_18160,690,186,252,333,7.094505272,12.36713312,1.356711781
Hkan_v1_contig_18161,420,171,180,108,8.325184758,6.589437724,4.037223198
Hkan_v1_contig_18162,441,548,244,392,10.74785757,22.77830324,4.485803553
Hkan_v1_contig_18163,1602,1448,1114,805,13.50807132,12.87677957,10.6285823
Hkan_v1_contig_18164,313,141,198,108,12.28829188,8.84205701,0
Hkan_v1_contig_18165,303,132,101,139,6.475143701,11.75563422,9.501797997
Hkan_v1_contig_18166,1191,430,483,374,7.877819666,8.046995038,5.813465814
Hkan_v1_contig_18167,1416,337,536,621,7.353129287,11.23834188,0.461529312
Hkan_v1_contig_18168,1323,451,746,324,10.95341769,6.275654976,19.10471692
Hkan_v1_contig_18169,639,506,333,250,10.12311198,10.02566164,0.801600459
Hkan_v1_contig_1817,1197,483,974,320,15.80649114,6.850617517,12.86717335
Hkan_v1_contig_18170,997,734,576,422,11.22271646,10.84653908,1.700735951
Hkan_v1_contig_18171,813,1678,1430,1100,34.16773244,34.67177154,52.79302475
Hkan_v1_contig_18172,243,304,365,202,29.17811668,21.30193174,4.070451372
Hkan_v1_contig_18173,2113,892,752,730,6.913357401,8.853138448,2.507740391
Hkan_v1_contig_18174,235,13,23,10,1.901212406,1.090450687,0
Hkan_v1_contig_18175,237,167,304,262,24.91700867,28.32871258,40.31899855
Hkan_v1_contig_18176,231,56,170,103,14.29577181,11.42612939,2.599727059
Hkan_v1_contig_18177,3615,1215,907,858,4.873821856,6.082090514,1.319217124
Hkan_v1_contig_18178,2130,709,1001,717,9.129040626,8.626079275,2.794545048
Hkan_v1_contig_18179,574,81,139,87,4.70406781,3.884018171,1.938605651
Hkan_v1_contig_1818,2641,762,1062,850,7.811362299,8.247539749,23.94951579
Hkan_v1_contig_18180,963,1104,774,684,15.61296332,18.20135446,1.834148649
Hkan_v1_contig_18181,2446,687,730,724,5.79745082,7.585007356,4.672062516
Hkan_v1_contig_18182,230,38,29,0,2.449293487,0,0
Hkan_v1_contig_18183,1484,1104,1080,1372,14.13710619,23.69158427,22.86410897
Hkan_v1_contig_18184,436,160,149,162,6.638507418,9.521435244,7.210980654
Hkan_v1_contig_18185,628,10,65,131,2.010593984,5.34546567,0.168753358
Hkan_v1_contig_18186,264,2645,874,1313,64.30994994,127.4484893,42.55141495
Hkan_v1_contig_18187,1501,137,253,341,3.274239886,5.821669942,0.753112922
Hkan_v1_contig_18188,1078,320,269,316,4.847347835,7.511768834,5.619998202
Hkan_v1_contig_18189,2693,1347,895,1115,6.45590822,10.60992727,17.1315886
Hkan_v1_contig_1819,483,271,343,80,13.79487136,4.244404331,0
Hkan_v1_contig_18190,733,64,71,50,1.881590189,1.747993939,0.072289979
Hkan_v1_contig_18191,635,37,33,21,1.009510593,0.847460495,0.111262057
Hkan_v1_contig_18192,1121,790,676,876,11.71417612,20.02499362,6.192239639
Hkan_v1_contig_18193,1723,638,464,323,5.231224626,4.8038688,1.2506488
Hkan_v1_contig_18194,877,141,119,84,2.635833867,2.454446587,0.443081793
Hkan_v1_contig_18195,2247,380,267,263,2.308228796,2.999346005,0.636711602
Hkan_v1_contig_18196,1600,192,481,257,5.839770225,4.116110579,1.170163911
Hkan_v1_contig_18197,476,186,143,106,5.835791277,5.706539206,1.966662036
Hkan_v1_contig_18198,563,165,148,132,5.106507643,6.008131495,0.878436664
Hkan_v1_contig_18199,1024,329,300,281,5.691044268,7.032022572,5.605885483
Hkan_v1_contig_182,1736,11982,8478,6347,94.86682309,93.68987732,109.5992144
Hkan_v1_contig_1820,1587,6409,6540,5334,80.05187108,86.12911355,26.35515585
Hkan_v1_contig_18200,686,35,53,22,1.500798613,0.821811961,0.051495194
Hkan_v1_contig_18201,480,330,440,343,17.80664518,18.31162034,10.37692525
Hkan_v1_contig_18202,1895,341,267,246,2.736986862,3.326593891,0.559245957
Hkan_v1_contig_18203,1215,829,829,736,13.25405958,15.52299184,4.884541647
Hkan_v1_contig_18204,2094,1760,2122,1963,19.68517899,24.022462,10.24850266
Hkan_v1_contig_18205,2089,312,412,351,3.83115252,4.305688125,6.09617804
Hkan_v1_contig_18206,991,283,192,95,3.763554765,2.456540019,5.115275861
Hkan_v1_contig_18207,429,15,30,7,1.358421755,0.418133189,0.164688592
Hkan_v1_contig_18208,663,278,342,367,10.02035813,14.18490491,0.106563207
Hkan_v1_contig_18209,286,46,40,62,2.716843511,5.555198082,1.914504882
Hkan_v1_contig_1821,622,709,3100,1148,96.81484955,47.29610714,4.71387998
Hkan_v1_contig_18210,1616,2000,2854,2386,34.30704231,37.83580476,58.91260491
Hkan_v1_contig_18211,399,323,126,148,6.134346664,9.505231805,0.619749175
Hkan_v1_contig_18212,2410,1497,1211,1344,9.76107762,14.2907861,6.097714706
Hkan_v1_contig_18213,1508,231,605,434,7.793359295,7.37500435,2.073159625
Hkan_v1_contig_18214,203,66,63,54,6.028582066,6.816659715,9.048948547
Hkan_v1_contig_18215,974,415,179,174,3.569971424,4.57787768,3.663137578
Hkan_v1_contig_18216,1446,1480,1209,924,16.24159488,16.37485908,11.95845893
