Contig ID,Size,Hkan_ech1,Hkan_ech2,Hkan_ech3,Hkan_ENV_F1_RPKM,Hkan_ENV_F2_RPKM,Hkan_ENV_F3_RPKM
Hkan_v1_contig_31552,282,6,12,8,0.826614089,0.726967125,0.12526845
Hkan_v1_contig_31553,264,12,22,9,1.618785925,0.873599698,0.267618962
Hkan_v1_contig_31554,287,6,8,13,0.541475431,1.160741063,0.738516439
Hkan_v1_contig_31555,280,0,6,0,0.416259238,0,0
Hkan_v1_contig_31556,294,57,44,31,2.907207376,2.702018114,1.682176332
Hkan_v1_contig_31557,252,145,80,61,6.166803525,6.20302008,17.17221673
Hkan_v1_contig_31558,324,117,60,87,3.597302056,6.880945772,17.39027662
Hkan_v1_contig_31559,470,117,101,91,4.174401152,4.961550627,3.457409228
Hkan_v1_contig_3156,787,3150,3855,3557,95.15252465,115.8198573,3.231830514
Hkan_v1_contig_31560,331,19,48,22,2.816980945,1.703211496,0.213448356
Hkan_v1_contig_31561,742,2273,3434,2852,89.90152346,98.49620749,211.6447609
Hkan_v1_contig_31562,674,120,158,180,4.553736074,6.843629684,5.581880367
Hkan_v1_contig_31563,239,4,15,23,1.219169316,2.466061073,0
Hkan_v1_contig_31564,300,42,25,42,1.618785925,3.587582761,0
Hkan_v1_contig_31565,427,52,30,34,1.364784387,2.040445197,0.289554942
Hkan_v1_contig_31566,383,29,20,21,1.014382825,1.405058523,0.230585529
Hkan_v1_contig_31567,618,97,141,60,4.432015834,2.487921471,2.114969272
Hkan_v1_contig_31568,271,31,69,0,4.945958473,0,3.258828688
Hkan_v1_contig_31569,993,35,130,10,2.543107798,0.258062348,0.284597809
Hkan_v1_contig_3157,1048,799,921,632,17.07139508,15.45360077,2.207856436
Hkan_v1_contig_31570,479,53,38,45,1.541057165,2.407414617,0.331869861
Hkan_v1_contig_31571,423,47,61,23,2.801303303,1.393353656,15.28275094
Hkan_v1_contig_31572,333,93,55,56,3.208404536,4.309408722,1.432123094
Hkan_v1_contig_31573,283,3,13,12,0.892334291,1.086597505,0.686541931
Hkan_v1_contig_31574,511,54,87,79,3.307265178,3.961686303,0.311087404
Hkan_v1_contig_31575,428,70,108,69,4.901744297,4.13122848,0.041268345
Hkan_v1_contig_31576,333,32,26,38,1.516700326,2.924241633,0.371291172
Hkan_v1_contig_31577,494,11,21,17,0.825777436,0.881852327,0.03575476
Hkan_v1_contig_31578,248,0,97,0,7.597850068,0,6.125021081
Hkan_v1_contig_31579,256,43,164,178,12.4444168,17.81779385,47.60690441
Hkan_v1_contig_3158,1410,1035,444,480,6.116944262,8.723605498,7.929492903
Hkan_v1_contig_31580,1028,116,205,201,3.87374842,5.010451188,0.652906962
Hkan_v1_contig_31581,400,49,16,17,0.777017244,1.089087624,0.574042673
Hkan_v1_contig_31582,1012,35,70,115,1.343656302,2.911998994,0.122173874
Hkan_v1_contig_31583,219,20,14,4,1.241808381,0.468047327,0.32260916
Hkan_v1_contig_31584,387,4,22,11,1.104288073,0.728375976,0.045640443
Hkan_v1_contig_31585,281,7,10,3,0.691296481,0.273582824,0.125714245
Hkan_v1_contig_31586,251,20,81,90,6.268764619,9.188458978,1.899988009
Hkan_v1_contig_31587,505,41,53,24,2.038708611,1.217849876,1.958652839
Hkan_v1_contig_31588,434,55,50,26,2.237952892,1.535173663,0.162791258
Hkan_v1_contig_31589,535,50,45,56,1.633914766,2.682304868,0.066029351
Hkan_v1_contig_3159,993,1686,1421,916,27.79812447,23.63851107,14.28325251
Hkan_v1_contig_31590,301,17,20,25,1.290726319,2.128371358,0.880208546
Hkan_v1_contig_31591,229,56,51,79,4.326187713,8.840269436,1.234085694
Hkan_v1_contig_31592,243,21,17,16,1.358980777,1.687281722,0.145373263
Hkan_v1_contig_31593,811,165,75,6,1.796433209,0.189585138,0.043558203
Hkan_v1_contig_31594,306,60,18,8,1.142672418,0.669950095,0
Hkan_v1_contig_31595,258,3,9,2,0.677631318,0.198647993,0
Hkan_v1_contig_31596,795,136,142,79,3.469699643,2.546442391,1.333045396
Hkan_v1_contig_31597,434,7,11,14,0.492349636,0.826631973,0.244186887
Hkan_v1_contig_31598,506,41,60,55,2.303410803,2.785390342,1.954781983
Hkan_v1_contig_31599,656,55,94,193,2.78352214,7.539236421,0.026925078
Hkan_v1_contig_316,1588,6199,22483,14688,275.0264279,237.0205811,64.36707908
Hkan_v1_contig_3160,2078,2670,2942,2443,27.50222247,30.1267176,21.47081947
Hkan_v1_contig_31600,332,7,8,7,0.468082677,0.540298609,0
Hkan_v1_contig_31601,335,20,22,74,1.275699953,5.660578344,1.739922684
Hkan_v1_contig_31602,717,142,120,90,3.251118176,3.2166014,0.51732201
Hkan_v1_contig_31603,624,38,57,26,1.774438418,1.067732965,0.311364369
Hkan_v1_contig_31604,354,28,22,23,1.207230181,1.664939538,1.047796275
Hkan_v1_contig_31605,226,15,20,15,1.719064699,1.700813572,0.312616841
Hkan_v1_contig_31606,239,65,109,36,8.85929703,3.85992168,8.868377318
Hkan_v1_contig_31607,317,0,29,14,1.777089912,1.131729578,0.055718774
Hkan_v1_contig_31608,255,31,19,20,1.447385063,2.009850286,0.277064337
Hkan_v1_contig_31609,466,38,24,12,1.000451387,0.659886467,0.265321804
Hkan_v1_contig_3161,2308,2723,3954,2132,33.27909644,23.67147328,17.5327525
Hkan_v1_contig_31610,390,3,12,0,0.597705572,0,0
Hkan_v1_contig_31611,573,5,55,29,1.864570176,1.296932187,0
Hkan_v1_contig_31612,265,217,120,38,8.796421631,3.674613071,1.866263554
Hkan_v1_contig_31613,416,13,13,24,0.607044722,1.478399489,1.61343355
Hkan_v1_contig_31614,1190,213,99,113,1.616065277,2.433354454,0.163270056
Hkan_v1_contig_31615,317,2,13,13,0.796626512,1.050891751,0
Hkan_v1_contig_31616,336,8,11,7,0.635951613,0.533866482,0
Hkan_v1_contig_31617,335,264,195,196,11.30734049,14.99288318,5.272492982
Hkan_v1_contig_31618,893,169,75,38,1.631475177,1.090450687,0.514259954
Hkan_v1_contig_31619,553,184,234,160,8.219802673,7.414275921,3.545346321
Hkan_v1_contig_3162,364,133,174,105,9.285782999,7.391997447,1.116059297
Hkan_v1_contig_31620,485,295,41,282,1.642149846,14.89982826,0
Hkan_v1_contig_31621,722,166,120,576,3.228603507,20.44368491,0.07339135
Hkan_v1_contig_31622,451,18,23,11,0.990653914,0.625014418,0
Hkan_v1_contig_31623,449,57,44,60,1.90360572,3.424355165,0.196690997
Hkan_v1_contig_31624,309,18,31,24,1.948829658,1.990337177,0.057161332
Hkan_v1_contig_31625,364,15,11,2,0.587032259,0.140799951,0
Hkan_v1_contig_31626,417,94,121,65,5.636635883,3.994396702,1.863706153
Hkan_v1_contig_31627,301,18,16,0,1.032581055,0,0
Hkan_v1_contig_31628,695,15,54,26,1.509314071,0.958655209,0
Hkan_v1_contig_31629,360,63,24,49,1.29502874,3.487927684,0.294380858
Hkan_v1_contig_3163,695,40,55,35,1.537264332,1.290497396,0.05082835
Hkan_v1_contig_31630,759,45,81,56,2.073069722,1.890689202,0.558509138
Hkan_v1_contig_31631,1081,128,85,0,1.527439078,0,0
Hkan_v1_contig_31632,385,14,12,16,0.605467982,1.064959632,0
Hkan_v1_contig_31633,306,21,13,7,0.825263413,0.586206334,0
Hkan_v1_contig_31634,365,194,173,196,9.207122139,13.76059141,6.194095865
Hkan_v1_contig_31635,310,19,13,6,0.814614853,0.495979184,0
Hkan_v1_contig_31636,451,2,47,55,2.024379738,3.125072092,0
Hkan_v1_contig_31637,555,64,51,59,1.785039615,2.724161942,0.286424619
Hkan_v1_contig_31638,309,64,165,107,10.37280302,8.87358658,7.373811787
Hkan_v1_contig_31639,593,35,33,50,1.0810105,2.16067379,0.923353113
Hkan_v1_contig_3164,1320,6225,6737,5669,99.1432798,110.0541487,66.47655016
Hkan_v1_contig_31640,238,11,12,12,0.979433501,1.292046613,0.296854647
Hkan_v1_contig_31641,203,21,18,33,1.722452019,4.165736492,0.174018241
Hkan_v1_contig_31642,297,74,54,59,3.531896564,5.090605649,2.378835218
Hkan_v1_contig_31643,532,111,156,58,5.696179045,2.793767456,1.99205092
Hkan_v1_contig_31644,268,7,8,2,0.579863615,0.191235755,0.131812325
Hkan_v1_contig_31645,276,9,11,2,0.774201964,0.185692689,11.39125929
Hkan_v1_contig_31646,400,11,26,31,1.262653022,1.985983314,0.176628515
Hkan_v1_contig_31647,307,7,11,9,0.696025219,0.751238829,0.115067436
Hkan_v1_contig_31648,279,47,23,30,1.601379625,2.755439909,1.456077363
Hkan_v1_contig_31649,213,38,42,25,3.830366696,3.007698492,1.326786966
Hkan_v1_contig_3165,1116,3569,4782,3368,83.2369279,77.33601344,129.8282892
Hkan_v1_contig_31650,431,78,97,108,4.371848763,6.42126182,3.565355173
Hkan_v1_contig_31651,556,41,66,59,2.305896498,2.71926237,1.048334711
Hkan_v1_contig_31652,284,19,15,17,1.025991079,1.533926231,0
Hkan_v1_contig_31653,292,127,90,213,5.987290408,18.69264012,5.323051134
Hkan_v1_contig_31654,1078,204,128,131,2.306544695,3.114056067,1.556559269
Hkan_v1_contig_31655,644,33,66,40,1.990805051,1.591651624,0.082280364
Hkan_v1_contig_31656,353,36,21,73,1.155620547,5.299343212,0.250182032
Hkan_v1_contig_31657,362,42,22,44,1.180551061,3.114712737,1.658941853
Hkan_v1_contig_31658,222,7,7,35,0.612513593,4.040070677,0
Hkan_v1_contig_31659,239,31,14,19,1.137891362,2.037180886,0.147806289
Hkan_v1_contig_3166,218,152,93,79,8.286995837,9.286338077,0.324089018
Hkan_v1_contig_31660,217,6,6,7,0.537108694,0.826631973,0
Hkan_v1_contig_31661,767,95,69,58,1.747529004,1.937789161,0.391484322
Hkan_v1_contig_31662,786,125,76,86,1.878285959,2.803817861,1.123591062
Hkan_v1_contig_31663,231,71,11,25,0.925020529,2.773332376,2.370339378
Hkan_v1_contig_31664,264,2,58,16,4.267708348,1.55306613,0.267618962
Hkan_v1_contig_31665,315,14,13,34,0.801684458,2.765936823,0.112145089
Hkan_v1_contig_31666,210,12,38,7,3.515078009,0.854186372,0.084108817
Hkan_v1_contig_31667,432,16,43,28,1.933549855,1.660917945,1.063041988
Hkan_v1_contig_31668,766,142,70,71,1.775169944,2.375217979,0.046117106
Hkan_v1_contig_31669,379,45,55,85,2.818993959,5.747164242,0.652453617
Hkan_v1_contig_3167,523,1035,1362,402,50.58783396,19.6969171,0.776760199
Hkan_v1_contig_31670,637,45,58,19,1.768720571,0.764342593,0.443650901
Hkan_v1_contig_31671,708,459,311,155,8.532922419,5.610122356,1.047796275
Hkan_v1_contig_31672,257,17,11,0,0.831438685,0,0
Hkan_v1_contig_31673,801,35,45,46,1.091316354,1.471631951,0.264612007
Hkan_v1_contig_31674,478,31,23,29,0.934696476,1.554690676,0.332564149
Hkan_v1_contig_31675,275,156,64,72,4.520827602,6.709245683,3.211427544
Hkan_v1_contig_31676,250,98,84,77,6.52694485,7.892682074,12.15204183
Hkan_v1_contig_31677,286,7,11,0,0.747131965,0,0
Hkan_v1_contig_31678,474,70,54,41,2.213023796,2.216559572,0.149053599
Hkan_v1_contig_31679,387,33,58,42,2.91130492,2.781071908,0.091280886
Hkan_v1_contig_3168,219,58,218,88,19.3367305,10.29704119,1.129132059
Hkan_v1_contig_31680,445,54,28,45,1.222274317,2.591351914,0.119075403
Hkan_v1_contig_31681,774,26,47,4,1.179580442,0.132431996,0.045640443
Hkan_v1_contig_31682,241,4,19,16,1.531465523,1.70128406,0
Hkan_v1_contig_31683,471,9,19,19,0.783616117,1.03372873,0.150002985
Hkan_v1_contig_31684,424,49,50,25,2.2907348,1.510942874,0.916468709
Hkan_v1_contig_31685,332,26,103,115,6.026564468,8.876334284,1.436436718
Hkan_v1_contig_31686,241,449,211,163,17.00732765,17.33183136,4.617259933
Hkan_v1_contig_31687,1632,462,311,200,3.70178252,3.140391072,0.757597797
Hkan_v1_contig_31688,416,5,43,34,2.007917157,2.094399277,0
Hkan_v1_contig_31689,302,14,13,0,0.836194054,0,1.111239001
Hkan_v1_contig_3169,243,212,274,103,21.90357252,10.86187608,0.944926211
Hkan_v1_contig_31690,357,29,17,25,0.925020529,1.794509184,0.098951549
Hkan_v1_contig_31691,453,63,44,43,1.88679684,2.432451257,0.116972526
Hkan_v1_contig_31692,320,29,38,18,2.306769943,1.441439502,0.60716052
Hkan_v1_contig_31693,526,322,186,181,6.869068793,8.817931556,1.914035238
Hkan_v1_contig_31694,442,91,139,124,6.108902541,7.18907987,0.759262847
Hkan_v1_contig_31695,1033,6,71,45,1.335145797,1.116313264,0.051295793
Hkan_v1_contig_31696,602,46,60,40,1.936089479,1.702697086,0.557465412
Hkan_v1_contig_31697,282,27,33,18,2.273188746,1.635676031,0.626342251
Hkan_v1_contig_31698,331,99,23,37,1.34980337,2.864492062,4.055518771
Hkan_v1_contig_31699,1043,139,83,219,1.545839675,5.380637068,0.457235849
Hkan_v1_contig_317,743,2715,2045,0,53.46568857,0,66.03957125
Hkan_v1_contig_3170,268,43,51,19,3.696630546,1.816739671,0.988592434
Hkan_v1_contig_31700,313,117,58,20,3.599600652,1.637417965,0.225723342
Hkan_v1_contig_31701,215,19,15,29,1.355262635,3.456475085,0.082152798
Hkan_v1_contig_31702,628,85,113,48,3.49534031,1.95864391,0.112502239
Hkan_v1_contig_31703,236,13,51,4,4.197868586,0.434332053,0.074842591
Hkan_v1_contig_31704,499,62,63,113,2.452509338,5.802989579,3.07949515
Hkan_v1_contig_31705,205,40,11,26,1.042340205,3.250074975,0
Hkan_v1_contig_31706,298,146,103,123,6.714159072,10.57700574,6.045674
Hkan_v1_contig_31707,268,60,105,54,7.610709947,5.163365381,3.954369737
Hkan_v1_contig_31708,304,27,26,18,1.661385555,1.517304739,0
Hkan_v1_contig_31709,529,16,32,0,1.175073337,0,0
Hkan_v1_contig_3171,1887,747,987,938,10.16051961,12.73810519,2.433673231
Hkan_v1_contig_31710,304,11,35,18,2.236480555,1.517304739,0.406710396
Hkan_v1_contig_31711,247,48,43,69,3.381755212,7.158565949,1.430190404
Hkan_v1_contig_31712,350,54,37,172,2.053545574,12.59314765,0.65604877
Hkan_v1_contig_31713,294,25,38,28,2.510770006,2.440532491,0.480621809
Hkan_v1_contig_31714,366,114,35,39,1.857623193,2.730595778,0.3378141
Hkan_v1_contig_31715,496,40,44,32,1.723223727,1.653263945,0.712211754
Hkan_v1_contig_31716,210,12,8,2,0.740016423,0.244053249,0.168217633
Hkan_v1_contig_31717,191,4,13,9,1.322149761,1.207488588,0.184951325
Hkan_v1_contig_31718,232,49,60,36,5.023818389,3.976384834,1.598792592
Hkan_v1_contig_31719,222,0,26,0,2.275050489,0,0
Hkan_v1_contig_3172,689,1164,863,527,24.33112778,19.60041587,15.56074144
Hkan_v1_contig_31720,655,18,46,5,1.364228749,0.1956152,0.053932371
Hkan_v1_contig_31721,860,49,115,221,2.597586717,6.585180982,1.663594152
Hkan_v1_contig_31722,236,2,20,0,1.646222975,0,0
Hkan_v1_contig_31723,1754,296,221,156,2.447560019,2.279128973,0.573992323
Hkan_v1_contig_31724,280,10,12,6,0.832518476,0.54911981,0.126163225
Hkan_v1_contig_31725,400,5,9,5,0.4370722,0.320319889,0
Hkan_v1_contig_31726,728,59,33,38,0.880548388,1.337599538,0.145572952
Hkan_v1_contig_31727,207,23,18,12,1.689167922,1.485541516,0
Hkan_v1_contig_31728,424,20,31,48,1.420255576,2.901010319,0
Hkan_v1_contig_31729,280,42,37,44,2.566931967,4.026878609,0.378489675
Hkan_v1_contig_3173,1374,6696,7268,3277,102.7540271,61.1172214,658.5903985
Hkan_v1_contig_31730,654,39,40,48,1.188099762,1.880777332,0.108029673
Hkan_v1_contig_31731,214,22,11,14,0.998503468,1.676440543,0.577756824
Hkan_v1_contig_31732,558,161,184,69,6.4055185,3.168755895,0.538115547
Hkan_v1_contig_31733,454,80,62,62,2.652812177,3.499530069,0.194524796
Hkan_v1_contig_31734,609,251,242,304,7.719136826,12.7917565,10.18006712
Hkan_v1_contig_31735,609,33,31,47,0.988815048,1.97767288,0.116012161
Hkan_v1_contig_31736,1218,137,107,136,1.706503389,2.861313954,0.348036483
Hkan_v1_contig_31737,414,96,47,69,2.205302565,4.270931858,0.426638925
Hkan_v1_contig_31738,1428,28,114,22,1.55076971,0.394792021,0.061844718
Hkan_v1_contig_31739,411,9,39,27,1.843289083,1.683432995,0.300827154
Hkan_v1_contig_3174,4005,3692,3143,2739,15.24447689,17.52521702,8.736606443
Hkan_v1_contig_31740,297,42,16,34,1.046487871,2.933569357,0
Hkan_v1_contig_31741,414,4,22,10,1.032269286,0.618975632,0.127991677
Hkan_v1_contig_31742,205,18,29,12,2.747987814,1.500034604,0
Hkan_v1_contig_31743,220,4,10,4,0.882974141,0.465919839,0.080285689
Hkan_v1_contig_31744,297,50,51,65,3.335680088,5.60829436,6.244442446
Hkan_v1_contig_31745,509,31,45,46,1.717376031,2.315868748,0.832826003
Hkan_v1_contig_31746,438,238,212,200,9.402263456,11.70118317,0.201630725
Hkan_v1_contig_31747,1147,135,170,183,2.879096153,4.088477054,0.677563614
Hkan_v1_contig_31748,616,25,32,30,1.009113304,1.247999569,0
Hkan_v1_contig_31749,333,35,52,40,3.033400653,3.078149087,0.106083192
Hkan_v1_contig_3175,213,575,897,333,81.80568873,40.06254391,36.81833832
Hkan_v1_contig_31750,240,75,43,168,3.480389739,17.93791381,3.017403796
Hkan_v1_contig_31751,351,5,11,4,0.608774194,0.292029529,0.251607571
Hkan_v1_contig_31752,269,26,31,49,2.238618454,4.667858611,3.348719056
Hkan_v1_contig_31753,344,130,234,123,13.21381069,9.162638696,1.129600967
Hkan_v1_contig_31754,1264,160,246,188,3.780582319,3.811401215,5.617457515
Hkan_v1_contig_31755,231,37,18,33,1.513669956,3.660798736,0
Hkan_v1_contig_31756,510,78,60,122,2.285344836,6.130043373,0.207798253
Hkan_v1_contig_31757,288,132,45,69,3.03522361,6.139464546,1.594562982
Hkan_v1_contig_31758,408,22,33,21,1.571174574,1.31896425,0
Hkan_v1_contig_31759,1124,215,127,245,2.194866326,5.585649317,0.157142807
Hkan_v1_contig_3176,1049,138,80,159,1.481443745,3.884145846,0.067351197
Hkan_v1_contig_31760,1250,105,133,244,2.066865869,5.002115393,2.642362583
Hkan_v1_contig_31761,1027,267,207,218,3.915349794,5.439512046,0.533153258
Hkan_v1_contig_31762,578,10,37,41,1.243496455,1.817732244,0.244468533
Hkan_v1_contig_31763,248,49,32,47,2.506507239,4.856462839,5.911357555
Hkan_v1_contig_31764,356,26,19,20,1.036750536,1.439639952,0.099229503
Hkan_v1_contig_31765,521,24,56,53,2.087954207,2.606825971,0.610232873
Hkan_v1_contig_31766,534,23,40,20,1.455088472,0.959759968,0.992295028
Hkan_v1_contig_31767,504,8,26,17,1.002105573,0.864355257,0.03504534
Hkan_v1_contig_31768,289,10,14,2,0.941024344,0.177339731,0.122234266
Hkan_v1_contig_31769,1514,390,129,341,1.65513911,5.771682023,2.05327732
Hkan_v1_contig_3177,1381,377,356,332,5.007569495,6.160533137,8.300644908
Hkan_v1_contig_31770,302,13,18,20,1.157807152,1.697059017,0.058486263
Hkan_v1_contig_31771,458,12,31,7,1.314821756,0.391657507,0.154260712
Hkan_v1_contig_31772,263,0,7,8,0.517026683,0.779485662,0
Hkan_v1_contig_31773,557,108,96,72,3.348009669,3.312464206,0.348817534
Hkan_v1_contig_31774,284,23,46,142,3.146372643,12.81279558,4.291326595
Hkan_v1_contig_31775,203,89,89,95,8.516568316,11.99227172,8.178857341
Hkan_v1_contig_31776,251,67,37,2,2.863509764,0.204187977,1.548138378
Hkan_v1_contig_31777,571,61,38,81,1.292760739,3.635153911,0.77332975
Hkan_v1_contig_31778,253,15,19,8,1.458826842,0.810295372,0.139627285
Hkan_v1_contig_31779,351,2,12,1,0.664117303,0.073007382,0
Hkan_v1_contig_3178,4065,2453,4613,4006,22.04416081,25.2536576,9.098649698
Hkan_v1_contig_31780,465,36,43,32,1.796330188,1.763481542,0.759692537
Hkan_v1_contig_31781,630,26,56,58,1.726704987,2.359181407,0.112145089
Hkan_v1_contig_31782,309,87,22,13,1.383040402,1.078099304,7.088005129
Hkan_v1_contig_31783,492,346,215,206,8.488755461,10.72941418,4.523413187
Hkan_v1_contig_31784,670,70,101,40,2.928311256,1.529886039,0.421799439
Hkan_v1_contig_31785,446,27,49,63,2.134184135,3.619758391,1.584112241
Hkan_v1_contig_31786,843,39,47,65,1.083031153,1.975875949,0.14666662
Hkan_v1_contig_31787,202,10,23,9,2.211806512,1.141734259,1.311597883
Hkan_v1_contig_31788,226,0,82,113,7.048165267,12.81279558,0
Hkan_v1_contig_31789,982,62,79,11,1.562738347,0.287048373,0.035973221
Hkan_v1_contig_3179,1136,584,2754,1044,47.09299054,23.55027919,679.0402405
Hkan_v1_contig_31790,230,15,19,23,1.604709526,2.562559115,0.767950065
Hkan_v1_contig_31791,301,29,15,7,0.968044739,0.59594398,0.410763988
Hkan_v1_contig_31792,1609,166,207,191,2.499107668,3.041944009,0.351281074
Hkan_v1_contig_31793,221,101,47,52,4.13120028,6.029550859,0.15984481
Hkan_v1_contig_31794,1614,165,143,118,1.721088381,1.873494272,0.372079895
Hkan_v1_contig_31795,263,31,17,52,1.255636231,5.066656805,0.134318262
Hkan_v1_contig_31796,300,8,28,51,1.813040236,4.356350496,0.235504687
Hkan_v1_contig_31797,540,202,152,94,5.467899125,4.460751052,7.653902313
Hkan_v1_contig_31798,341,16,31,15,1.765948282,1.127225417,0
Hkan_v1_contig_31799,909,107,87,82,1.859199676,2.311659488,0.680087791
Hkan_v1_contig_318,1035,32236,26023,47950,488.4135204,1187.195262,553.18003
Hkan_v1_contig_3180,1423,1544,1413,1377,19.28892069,24.79721645,14.00119219
Hkan_v1_contig_31800,344,9,11,9,0.621162041,0.670436978,0.154036496
Hkan_v1_contig_31801,223,0,69,44,6.010559399,5.056170451,0
Hkan_v1_contig_31802,287,15,14,16,0.947582005,1.428604385,0.492344292
Hkan_v1_contig_31803,514,34,29,20,1.095987358,0.997104714,0.687270486
Hkan_v1_contig_31804,669,40,32,39,0.929168603,1.493868542,0.818457991
Hkan_v1_contig_31805,304,316,410,294,26.19877221,24.78264407,10.5744703
Hkan_v1_contig_31806,1022,109,91,84,1.729661673,2.106212971,0.29380477
Hkan_v1_contig_31807,809,26,82,20,1.968955934,0.63351276,3.296774506
Hkan_v1_contig_31808,209,13,12,20,1.115335757,2.452209679,0.084511251
Hkan_v1_contig_31809,549,14,37,16,1.30918206,0.746829615,0.032172771
Hkan_v1_contig_3181,1694,4118,14043,7344,161.0338424,111.0946525,520.1991285
Hkan_v1_contig_31810,229,4,12,5,1.017926521,0.559510724,0.077130356
Hkan_v1_contig_31811,769,4,87,56,2.19767556,1.866102867,0.734995121
Hkan_v1_contig_31812,1315,138,147,142,2.17151207,2.767174101,0.308932003
Hkan_v1_contig_31813,997,51,157,121,3.058969592,3.110026609,0.212591994
Hkan_v1_contig_31814,255,4,10,26,0.761781612,2.612805372,0.277064337
Hkan_v1_contig_31815,248,19,47,49,3.681432507,5.063120832,1.139538806
Hkan_v1_contig_31816,790,49,133,172,3.270357388,5.57924263,0.290654518
Hkan_v1_contig_31817,240,8,9,6,0.728453666,0.640639779,0.073595215
Hkan_v1_contig_31818,233,101,175,63,14.58991606,6.928807908,8.86932886
Hkan_v1_contig_31819,282,107,94,68,6.475143701,6.179220561,1.941660979
Hkan_v1_contig_3182,4159,3694,3807,3013,17.78134557,18.56453622,11.42415737
Hkan_v1_contig_31820,738,126,53,130,1.395051285,4.513993021,1.723205023
Hkan_v1_contig_31821,224,15,17,23,1.474251468,2.631199091,0.551964109
Hkan_v1_contig_31822,256,8,12,0,0.910567083,0,0
Hkan_v1_contig_31823,1014,100,86,31,1.64752177,0.78342537,0.731597399
Hkan_v1_contig_31824,217,13,23,18,2.058916661,2.125625072,2.360473241
Hkan_v1_contig_31825,609,99,95,127,3.030239663,5.343924591,0.464048643
Hkan_v1_contig_31826,464,32,12,17,0.502381839,0.938868641,0
Hkan_v1_contig_31827,231,0,29,0,2.438690485,0,0
Hkan_v1_contig_31828,642,55,70,89,2.118037659,3.55245734,3.741663244
Hkan_v1_contig_31829,260,8,16,12,1.195411145,1.182719592,0.067934044
Hkan_v1_contig_3183,1088,1987,1494,872,26.67425925,20.53815761,22.76040238
Hkan_v1_contig_31830,294,4,17,8,1.123239213,0.697294997,0
Hkan_v1_contig_31831,334,15,39,53,2.268238961,4.06633632,0.052882789
Hkan_v1_contig_31832,720,428,111,655,2.994753962,23.31216973,0.049063476
Hkan_v1_contig_31833,294,32,23,12,1.519676583,1.045942496,0
Hkan_v1_contig_31834,233,25,42,11,3.501579855,1.209791857,0.606449837
Hkan_v1_contig_31835,420,43,34,47,1.572534899,2.867625676,0
Hkan_v1_contig_31836,237,21,25,20,2.049096108,2.162497143,0
Hkan_v1_contig_31837,272,36,15,23,1.071255392,2.16686984,0.519495632
Hkan_v1_contig_31838,924,62,173,42,3.637012533,1.164799598,0.095578201
Hkan_v1_contig_31839,513,1480,1365,1213,51.68755059,60.59228473,29.12821123
Hkan_v1_contig_3184,521,289,1171,235,43.66061386,11.55856799,30.98626922
Hkan_v1_contig_31840,867,302,223,359,4.99639116,10.61082725,3.096601415
Hkan_v1_contig_31841,310,30,8,13,0.501301448,1.074621564,0.113953881
Hkan_v1_contig_31842,761,282,290,283,7.402595295,9.529621939,5.291892431
Hkan_v1_contig_31843,752,50,66,63,1.70489156,2.146824791,2.06692943
Hkan_v1_contig_31844,512,43,33,30,1.252029739,1.501499481,0.620959623
Hkan_v1_contig_31845,235,36,41,15,3.389117767,1.635676031,0.450966421
Hkan_v1_contig_31846,223,46,44,22,3.832820487,2.528085226,0.792056121
Hkan_v1_contig_31847,257,78,73,16,5.517729457,1.595367542,0.549816389
Hkan_v1_contig_31848,672,26,59,42,1.7055066,1.601599447,0.210272042
Hkan_v1_contig_31849,268,8,12,13,0.869795422,1.243032407,0.790873947
Hkan_v1_contig_3185,1446,1687,1865,1801,25.05423859,31.91679783,31.85665054
Hkan_v1_contig_31850,372,22,14,29,0.731064611,1.997693934,0.047480784
Hkan_v1_contig_31851,383,37,37,37,1.876608227,2.475579302,0.415053951
Hkan_v1_contig_31852,235,9,12,8,0.991936907,0.87236055,0
Hkan_v1_contig_31853,289,22,13,10,0.873808319,0.886698656,0.122234266
Hkan_v1_contig_31854,395,128,154,84,7.573459215,5.449492802,1.386198471
Hkan_v1_contig_31855,366,69,49,83,2.60067247,5.811267938,3.522918467
Hkan_v1_contig_31856,1628,231,143,120,1.706287867,1.888864213,0.347181356
Hkan_v1_contig_31857,226,38,15,30,1.289298524,3.401627144,1.250467362
Hkan_v1_contig_31858,282,2,24,31,1.653228179,2.816997609,0.375805351
Hkan_v1_contig_31859,892,108,111,66,2.417290193,1.896063919,1.306892599
Hkan_v1_contig_3186,942,2024,2895,2708,59.6991752,73.66677371,37.96950559
Hkan_v1_contig_31860,462,25,100,10,4.204638767,0.554666475,0.076462561
Hkan_v1_contig_31861,264,61,67,10,4.929938954,0.970666331,2.609284879
Hkan_v1_contig_31862,377,44,31,68,1.597316616,4.622122542,0.140553195
Hkan_v1_contig_31863,731,9,42,49,1.116098641,1.717720884,0.120812938
Hkan_v1_contig_31864,656,184,50,81,1.480596883,3.164135493,0.134625392
Hkan_v1_contig_31865,326,82,34,41,2.025965207,3.222850421,0.54180526
Hkan_v1_contig_31866,324,36,60,42,3.597302056,3.32183589,1.74447916
Hkan_v1_contig_31867,277,3,20,49,1.402558202,4.53304681,0
Hkan_v1_contig_31868,214,3,8,6,0.72618434,0.718474518,0.330146757
Hkan_v1_contig_31869,934,62,60,21,1.247886366,0.576164255,2.042385397
