Contig ID,Size,Grac_ech1,Grac_ech2,Grac_ech3,Grac10_F RPKM,Grac9_F RPKM,Grac8_F RPKM
Grac_v1_contig_1419,2338,1179,2465,2445,21.25643217,16.06283256,20.89542397
Grac_v1_contig_14190,346,66,139,103,8.040608372,6.120521346,5.948095828
Grac_v1_contig_14191,641,144,270,239,9.469467015,6.41734592,7.450007367
Grac_v1_contig_14192,2655,490,1243,1211,7.779516883,7.13273877,9.113736092
Grac_v1_contig_14193,1271,111,96,514,3.681277032,1.1507352,8.080428639
Grac_v1_contig_14194,599,106,208,42,7.45933507,5.290372206,1.401003753
Grac_v1_contig_14195,833,23,229,60,1.163868482,4.188323286,1.439206394
Grac_v1_contig_14196,1614,184,1075,12,4.805464416,10.14739694,0.148557488
Grac_v1_contig_14197,1693,765,1113,866,19.04695475,10.01585253,10.22063231
Grac_v1_contig_14198,905,2,192,64,0.093154211,3.232230805,1.413019729
Grac_v1_contig_14199,3095,1234,2324,2669,16.8064342,11.43997791,17.23077261
Grac_v1_contig_142,917,10930,73641,18619,502.4257614,1223.488966,405.6989158
Grac_v1_contig_1420,2726,617,820,1570,9.540703198,4.582871882,11.50775565
Grac_v1_contig_14200,659,182,408,244,11.64144918,9.432448962,7.398117804
Grac_v1_contig_14201,2596,865,936,1403,14.04534762,5.493142635,10.79865866
Grac_v1_contig_14202,913,437,934,650,20.17584499,15.58568212,14.2252337
Grac_v1_contig_14203,1365,222,670,312,6.85553569,7.478110304,4.567081623
Grac_v1_contig_14204,323,545,2019,1218,71.12381653,95.23213308,75.3462421
Grac_v1_contig_14205,790,123,658,501,6.562949964,12.6896171,12.67148359
Grac_v1_contig_14206,257,14,16,41,2.296233166,0.948498339,3.187627495
Grac_v1_contig_14207,2549,597,762,1897,9.872464226,4.554438598,14.87011497
Grac_v1_contig_14208,263,89,326,364,14.26445986,18.88476422,27.65428701
Grac_v1_contig_14209,202,129,313,414,26.91903046,23.60710238,40.95112173
Grac_v1_contig_1421,856,320,2352,1229,15.75786178,41.86135369,28.68764837
Grac_v1_contig_14210,1987,257,562,938,5.452006052,4.309115788,9.432391148
Grac_v1_contig_14211,1777,602,1530,1537,14.28006343,13.11757991,17.28236887
Grac_v1_contig_14212,907,130,611,215,6.041671922,10.26322001,4.736395978
Grac_v1_contig_14213,553,109,125,323,8.30849647,3.443773638,11.67062788
Grac_v1_contig_14214,352,0,684,818,0,29.60486968,46.43307772
Grac_v1_contig_14215,573,2,52,43,0.147128378,1.382606,1.499445428
Grac_v1_contig_14216,2739,617,1686,1142,9.495420561,9.378108511,8.330880453
Grac_v1_contig_14217,267,31,71,55,4.894084973,4.051322377,4.115932643
Grac_v1_contig_14218,869,145,2402,253,7.033464484,42.11171633,5.817247954
Grac_v1_contig_14219,587,1,44,2,0.071809677,1.141995232,0.068078304
Grac_v1_contig_1422,442,20,39,13,1.907342998,1.344287168,0.587675944
Grac_v1_contig_14220,1308,328,470,634,10.57029658,5.474441628,9.684971447
Grac_v1_contig_14221,432,94,89,80,9.172023944,3.138744577,3.700181871
Grac_v1_contig_14222,237,30,148,145,5.335731678,9.513998637,12.2246515
Grac_v1_contig_14223,1109,198,680,342,7.525835429,9.341725077,6.161853813
Grac_v1_contig_14224,693,257,518,455,15.63223092,11.38796807,13.11882663
Grac_v1_contig_14225,302,25,128,43,3.489427173,6.457326442,2.844974273
Grac_v1_contig_14226,1181,387,883,901,13.81281326,11.3909651,15.24374672
Grac_v1_contig_14227,3945,158,961,659,1.688228208,3.71130029,3.337761015
Grac_v1_contig_14228,829,208,351,489,10.57620542,6.450632516,11.78612816
Grac_v1_contig_14229,1452,54,182,452,1.567646786,1.909653122,6.219975144
Grac_v1_contig_1423,1408,1866,6852,6563,55.86374642,74.14202013,93.13578518
Grac_v1_contig_14230,4746,1490,2423,3057,13.23364888,7.778133551,12.87017747
Grac_v1_contig_14231,890,30,84,230,1.420863379,1.43793414,5.163624588
Grac_v1_contig_14232,3974,412,961,1070,4.370090454,3.684217324,5.379881945
Grac_v1_contig_14233,1716,201,2015,504,4.937417442,17.88988227,5.868540198
Grac_v1_contig_14234,2008,710,1528,1143,14.90444172,11.59336105,11.37363672
Grac_v1_contig_14235,2774,1817,4259,3510,27.61019943,23.39111364,25.28235298
Grac_v1_contig_14236,1212,134,460,274,4.660400622,5.782357347,4.517152719
Grac_v1_contig_14237,322,128,184,138,16.75618594,8.705859757,8.563278043
Grac_v1_contig_14238,202,44,55,50,9.181684808,4.148212879,4.945787649
Grac_v1_contig_14239,2131,268,626,695,5.301178371,4.475490081,6.516556809
Grac_v1_contig_1424,1372,300,1105,2008,9.216970901,12.27037632,29.24330325
Grac_v1_contig_14240,263,374,483,613,59.94278637,27.97957399,46.57164269
Grac_v1_contig_14241,303,321,1311,881,44.65637611,65.91887375,58.09651891
Grac_v1_contig_14242,260,4,14,0,0.648496619,0.820359862,0
Grac_v1_contig_14243,411,1,18,0,0.102560293,0.667237427,0
Grac_v1_contig_14244,267,4,12,5,0.631494835,0.684730543,0.374175695
Grac_v1_contig_14245,2244,497,835,626,9.335865992,5.669089826,5.574017288
Grac_v1_contig_14246,543,60,139,183,4.657710525,3.90000071,6.733922145
Grac_v1_contig_14247,1166,37,229,222,1.337593799,2.992172639,3.804269319
Grac_v1_contig_14248,514,2,61,24,0.164016655,1.808074959,0.932964145
Grac_v1_contig_14249,417,13,41,18,1.314099864,1.49795069,0.862488436
Grac_v1_contig_1425,1678,1825,4835,3920,45.84500087,43.89896059,46.67786045
Grac_v1_contig_14250,2379,1021,3131,2471,18.09057509,20.05110638,20.75368086
Grac_v1_contig_14251,2011,392,1069,598,8.216655326,8.098700716,5.941634658
Grac_v1_contig_14252,208,7,73,24,1.418586355,5.346988384,2.305497935
Grac_v1_contig_14253,1562,249,595,413,6.719537633,5.803442043,5.283063769
Grac_v1_contig_14254,588,175,143,219,12.5453215,3.705172456,7.441896395
Grac_v1_contig_14255,840,493,1658,50,24.73937401,30.07149058,1.189344173
Grac_v1_contig_14256,629,397,889,660,26.60485733,21.53281608,20.96573639
Grac_v1_contig_14257,2111,864,1850,1494,17.25228334,13.35159686,14.14096981
Grac_v1_contig_14258,1872,710,1635,1209,15.98724305,13.30643228,12.90438427
Grac_v1_contig_14259,1520,320,570,386,8.874164264,5.713220465,5.074117823
Grac_v1_contig_1426,1871,3526,9343,6640,79.43823633,76.07855878,70.91059388
Grac_v1_contig_14260,259,5,23,25,0.813750584,1.352937665,1.928666226
Grac_v1_contig_14261,743,19,220,29,1.077918338,4.511111718,0.779876825
Grac_v1_contig_14262,303,2,60,3,0.278232873,3.016882094,0.197831506
Grac_v1_contig_14263,1346,20,308,117,0.626334031,3.486224672,1.736831282
Grac_v1_contig_14264,2339,176,756,469,3.17178338,4.924263556,4.006447459
Grac_v1_contig_14265,2905,334,518,1005,4.84642396,2.716647804,6.912525649
Grac_v1_contig_14266,1431,150,880,560,4.418478014,9.368989535,7.819252255
Grac_v1_contig_14267,377,266,670,431,29.74139668,27.07591662,22.84297954
Grac_v1_contig_14268,433,51,39,109,4.964818229,1.372228472,5.029854617
Grac_v1_contig_14269,883,256,482,507,12.22081964,8.316413029,11.47265903
Grac_v1_contig_1427,1723,10427,29410,22051,255.0910193,260.0515595,255.7171424
Grac_v1_contig_14270,305,88,84,144,12.16196939,4.195938965,9.433644008
Grac_v1_contig_14271,1026,21,1109,26,0.86276597,16.46773618,0.506340677
Grac_v1_contig_14272,211,6,10,12,1.19864304,0.72204998,1.136359172
Grac_v1_contig_14273,1870,638,1218,1219,14.3813662,9.923283461,13.02503593
Grac_v1_contig_14274,1425,1643,1206,1276,48.60083962,12.8938365,17.89174257
Grac_v1_contig_14275,1718,230,378,501,5.643203992,3.352110727,5.826817248
Grac_v1_contig_14276,1242,588,1246,1189,19.956152,15.28432142,19.1283315
Grac_v1_contig_14277,1509,421,1514,889,11.76017892,15.28573587,11.77143346
Grac_v1_contig_14278,4015,760,2208,1166,7.979011954,8.37844137,5.802696172
Grac_v1_contig_14279,1528,288,534,364,7.944932404,5.324362528,4.759867464
Grac_v1_contig_1428,827,23410,82528,26525,1193.210255,1520.356819,640.8652361
Grac_v1_contig_14280,628,89,307,195,5.973810418,7.44780757,6.204285844
Grac_v1_contig_14281,399,48,65,105,5.070951008,2.481933703,5.258153185
Grac_v1_contig_14282,4983,614,1891,2788,5.193959478,5.781630825,11.1794056
Grac_v1_contig_14283,821,116,338,140,5.955742399,6.272248534,3.407232027
Grac_v1_contig_14284,977,188,240,161,8.111185965,3.742539506,3.292669517
Grac_v1_contig_14285,308,4,30,14,0.547432211,1.483953368,0.908226459
Grac_v1_contig_14286,3227,448,2142,3334,5.851943463,10.11277202,20.64350614
Grac_v1_contig_14287,1578,136,260,322,3.632896144,2.510244733,4.077234624
Grac_v1_contig_14288,1516,244,783,586,6.784403946,7.868868293,7.723519467
Grac_v1_contig_14289,1273,188,949,1000,6.225160006,11.35762497,15.69597966
Grac_v1_contig_1429,1902,3761,5990,11116,83.35159098,47.98063875,116.7763391
Grac_v1_contig_14290,1443,697,1406,1061,20.36045692,14.84460702,14.69149134
Grac_v1_contig_14291,533,595,2550,1275,47.05554738,72.88911663,47.7969084
Grac_v1_contig_14292,1737,125,542,264,3.033411072,4.753890604,3.036833204
Grac_v1_contig_14293,1347,557,1542,960,17.43045293,17.44080368,14.24034359
Grac_v1_contig_14294,279,22,43,28,3.323835719,2.34808583,2.005259852
Grac_v1_contig_14295,476,6,96,42,0.531331264,3.072656385,1.763027832
Grac_v1_contig_14296,798,312,1410,832,16.48059078,26.91943477,20.83230214
Grac_v1_contig_14297,561,4,37,5,0.300551018,1.004820712,0.178083619
Grac_v1_contig_14298,1167,330,955,413,11.91966794,12.46758194,7.071247307
Grac_v1_contig_14299,441,711,1034,860,67.95979878,35.72166265,38.96518051
Grac_v1_contig_143,1658,483,1082,776,12.27958466,9.942427895,9.351774494
Grac_v1_contig_1430,1547,851,1826,1011,23.1878413,17.98291846,13.05803032
Grac_v1_contig_14300,2009,272,977,674,5.707028486,7.409080995,6.703425553
Grac_v1_contig_14301,2627,258,484,541,4.139812831,2.806952118,4.11485014
Grac_v1_contig_14302,833,76,174,142,3.84582629,3.182394113,3.406121799
Grac_v1_contig_14303,2338,221,490,1327,3.984454207,3.193017426,11.34078839
Grac_v1_contig_14304,250,80,160,130,13.48872968,9.750562927,10.39011069
Grac_v1_contig_14305,610,229,431,412,15.82438062,10.76458151,13.49535185
Grac_v1_contig_14306,927,689,3574,8099,31.33001197,58.73872691,174.5695513
Grac_v1_contig_14307,2149,571,926,888,11.20007074,6.564842129,8.256450491
Grac_v1_contig_14308,269,14,8,60,2.193798972,0.453093073,4.456724632
Grac_v1_contig_14309,1391,665,1325,1543,20.15188093,14.51237406,22.16438201
Grac_v1_contig_1431,1744,572,1668,1104,13.82517449,14.57133293,12.64851161
Grac_v1_contig_14310,645,164,484,266,10.71778909,11.43234607,8.240218975
Grac_v1_contig_14311,1854,501,1255,852,11.39066473,10.31296898,9.182198894
Grac_v1_contig_14312,1758,590,778,734,14.14666971,6.74233678,8.342457828
Grac_v1_contig_14313,1974,532,1357,1276,11.360189,10.47327277,12.91577161
Grac_v1_contig_14314,2179,456,722,720,8.82122065,5.048120148,6.602252002
Grac_v1_contig_14315,1358,406,815,692,12.60222812,9.143396523,10.18176702
Grac_v1_contig_14316,600,24,35,50,1.68609121,0.888723183,1.665081842
Grac_v1_contig_14317,490,1290,2197,2519,110.9723297,68.30990673,102.718559
Grac_v1_contig_14318,938,1092,2353,2964,49.07280388,38.21807464,63.1381993
Grac_v1_contig_14319,588,169,734,139,12.1151962,19.01815792,4.723395429
Grac_v1_contig_1432,639,681,1682,1653,44.92285267,40.10281407,51.68789267
Grac_v1_contig_14320,326,0,20,0,0,0.934678195,0
Grac_v1_contig_14321,534,433,1061,868,34.17965796,30.27079607,32.47845031
Grac_v1_contig_14322,1571,126,349,359,3.380768499,3.384534593,4.565991454
Grac_v1_contig_14323,205,64,374,312,13.15973627,27.79504981,30.41008008
Grac_v1_contig_14324,621,3,45,63,0.203634204,1.104003955,2.027056155
Grac_v1_contig_14325,1881,50,185,123,1.120475286,1.498416851,1.306571397
Grac_v1_contig_14326,2458,305,1994,1146,5.230449747,12.35927487,9.315787424
Grac_v1_contig_14327,1218,430,1656,2989,14.88134689,20.71394218,49.03378941
Grac_v1_contig_14328,1278,94,246,334,3.10040246,2.932607688,5.221946809
Grac_v1_contig_14329,508,355,863,743,29.45681002,25.88193838,29.22415296
Grac_v1_contig_1433,3167,1482,2719,3573,19.72519082,13.08009384,22.5424847
Grac_v1_contig_14330,217,338,1306,671,65.65654713,91.69236163,61.78451147
Grac_v1_contig_14331,1462,398,1018,797,11.47510776,10.60840572,10.89250529
Grac_v1_contig_14332,278,14,31,83,2.122776703,1.698895294,5.965545016
Grac_v1_contig_14333,490,13,43,48,1.118325803,1.33697132,1.957320696
Grac_v1_contig_14334,1161,442,624,556,16.04763813,8.188457239,9.568842419
Grac_v1_contig_14335,614,322,226,469,22.10591896,5.607764713,15.26234626
Grac_v1_contig_14336,1502,127,319,231,3.564140874,3.235716517,3.072973945
Grac_v1_contig_14337,3519,973,1472,1644,11.65506357,6.372916946,9.334678765
Grac_v1_contig_14338,2195,831,1807,1454,15.9583348,12.54218907,13.23569384
Grac_v1_contig_14339,3272,865,879,1249,11.1435582,4.092844979,7.627214745
Grac_v1_contig_1434,1945,933,6193,4309,20.22009125,48.50999053,44.26635058
Grac_v1_contig_14340,638,120,137,19,7.928328575,3.271520183,0.595044922
Grac_v1_contig_14341,786,123,442,41,6.5963492,8.567407788,1.04226497
Grac_v1_contig_14342,1377,1165,2972,2431,35.66260457,32.88248119,35.27506717
Grac_v1_contig_14343,1288,388,1174,1477,12.69804716,13.8867926,22.91297404
Grac_v1_contig_14344,1640,709,1093,880,18.22315043,10.15373979,10.72150259
Grac_v1_contig_14345,226,30,107,230,5.595435432,7.213151502,20.3346278
Grac_v1_contig_14346,224,22,49,100,4.139956096,3.332711938,8.920081295
Grac_v1_contig_14347,810,95,162,182,4.943785956,3.047050915,4.489554003
Grac_v1_contig_14348,1040,624,976,1060,25.29136815,14.29770045,20.36523176
Grac_v1_contig_14349,204,306,461,759,63.22842038,34.42868803,74.34100694
Grac_v1_contig_1435,1429,365,1031,674,10.7666776,10.99198563,9.424200095
Grac_v1_contig_14350,925,312,949,411,14.2178502,15.63054767,8.878036371
Grac_v1_contig_14351,2660,1014,2753,2438,16.06857601,15.76791573,18.31339638
Grac_v1_contig_14352,3448,564,1267,1240,6.894978557,5.598337455,7.185736022
Grac_v1_contig_14353,208,91,162,159,18.44162261,11.86591943,15.27392382
Grac_v1_contig_14354,1639,405,894,831,10.41590818,8.310138859,10.13068708
Grac_v1_contig_14355,2318,389,1247,1198,7.073872743,8.196014864,10.32666806
Grac_v1_contig_14356,1844,133,341,420,3.040267502,2.817365407,4.550982908
Grac_v1_contig_14357,266,22,143,67,3.486278818,8.190381218,5.032803762
Grac_v1_contig_14358,1792,450,1166,738,10.58511502,9.913117653,8.228774995
Grac_v1_contig_14359,258,168,276,288,27.44799645,16.29817931,22.30435211
Grac_v1_contig_1436,259,0,10,3,0,0.588233767,0.231439947
Grac_v1_contig_14360,1620,974,1916,1745,25.34340801,18.0189801,21.52272455
Grac_v1_contig_14361,911,2,107,50,0.092540681,1.789431657,1.096651048
Grac_v1_contig_14362,1115,176,1204,858,6.653633475,16.45134216,15.37550013
Grac_v1_contig_14363,234,3,13,0,0.540413849,0.846403032,0
Grac_v1_contig_14364,464,33,28,54,2.997899242,0.919368811,2.325372917
Grac_v1_contig_14365,847,39,49,87,1.940896021,0.881378364,2.052355895
Grac_v1_contig_14366,1660,286,337,187,7.262380815,3.092940236,2.25086967
Grac_v1_contig_14367,512,2,23,78,0.164657345,0.684396202,3.043977742
Grac_v1_contig_14368,868,759,1880,2402,36.85896396,32.99801682,55.29299425
Grac_v1_contig_14369,2087,666,1519,973,13.4515662,11.08881251,9.315522561
Grac_v1_contig_1437,689,864,1690,1419,52.85859237,37.36949235,41.15096314
Grac_v1_contig_14370,2203,1018,1603,1911,19.47844816,11.08584343,17.33257231
Grac_v1_contig_14371,3332,1812,2763,2672,22.92314881,12.63355594,16.02316452
Grac_v1_contig_14372,3218,672,2372,2108,8.802464988,11.22996391,13.08884719
Grac_v1_contig_14373,1883,500,1534,1083,11.1928519,12.41151382,11.4919828
Grac_v1_contig_14374,385,216,486,301,23.64907152,19.23203564,15.6214951
Grac_v1_contig_14375,281,243,579,422,36.45197189,31.39221494,30.0070265
Grac_v1_contig_14376,338,2,24,0,0.249421777,1.081793224,0
Grac_v1_contig_14377,611,521,941,634,35.94327007,23.46378814,20.73313036
Grac_v1_contig_14378,650,247,564,209,16.0178665,13.2195132,6.424654245
Grac_v1_contig_14379,1750,35,662,1098,0.843045605,5.763279159,12.53663906
Grac_v1_contig_1438,520,100,358,453,8.106207741,10.4888868,17.40650941
Grac_v1_contig_14380,1154,73,195,1448,2.666478734,2.574414768,25.07145761
Grac_v1_contig_14381,325,25,40,178,3.242483097,1.875108255,10.9434302
Grac_v1_contig_14382,509,38,50,69,3.146928585,1.496586893,2.708620363
Grac_v1_contig_14383,1017,62,390,383,2.569755532,5.842428008,7.524794636
Grac_v1_contig_14384,622,17,63,30,1.152071968,1.54312064,0.963712963
Grac_v1_contig_14385,1102,994,2773,2076,38.02120379,38.33698814,37.64112418
Grac_v1_contig_14386,3436,1883,2670,2985,23.10033286,11.83880376,17.35833282
Grac_v1_contig_14387,1182,52,99,108,1.854415037,1.276049241,1.825673491
Grac_v1_contig_14388,1201,635,1979,980,22.28700913,25.10455354,16.3042152
Grac_v1_contig_14389,752,87,172,194,4.876660083,3.484659291,5.154668255
Grac_v1_contig_1439,5460,5002,22948,14064,38.61642964,64.03271465,51.46749675
Grac_v1_contig_14390,656,0,38,0,0,0.882529991,0
Grac_v1_contig_14391,221,4,32,16,0.762937199,2.206009712,1.446586939
Grac_v1_contig_14392,1007,115,310,184,4.813815521,4.69009823,3.650944098
Grac_v1_contig_14393,669,18,328,116,1.13414207,7.469601645,3.464564908
Grac_v1_contig_14394,1360,124,647,345,3.843296141,7.247948316,5.068705018
Grac_v1_contig_14395,446,23,108,43,2.1737723,3.689254471,1.926417557
Grac_v1_contig_14396,1058,232,742,600,9.243222135,10.68483827,11.33136981
Grac_v1_contig_14397,2020,341,760,753,7.115805726,5.732075978,7.448356199
Grac_v1_contig_14398,1563,126,313,231,3.398072497,3.050949892,2.95304342
Grac_v1_contig_14399,500,0,365,129,0,11.12173584,5.155093382
Grac_v1_contig_144,836,410,2597,1711,20.67276902,47.32769872,40.89409136
Grac_v1_contig_1440,1386,2185,9074,7264,66.45218785,99.7436508,104.7199524
Grac_v1_contig_14400,430,381,775,474,37.34888088,27.45888906,22.02554771
Grac_v1_contig_14401,600,66,130,138,4.636750828,3.300971824,4.595625883
Grac_v1_contig_14402,256,307,810,545,50.54980484,48.20529768,42.53763768
Grac_v1_contig_14403,2594,745,1539,1751,12.10618689,9.038957899,13.48754806
Grac_v1_contig_14404,1925,1082,1985,1563,23.6928661,15.71011965,16.22351949
Grac_v1_contig_14405,656,17,41,35,1.092360921,0.952203411,1.066058496
Grac_v1_contig_14406,378,5,51,16,0.557569845,2.05555022,0.845755856
Grac_v1_contig_14407,652,146,657,267,9.439007542,15.35208935,8.182396045
Grac_v1_contig_14408,206,0,129,88,0,9.540523495,8.535565169
Grac_v1_contig_14409,206,78,116,0,15.96057214,8.579075391,0
Grac_v1_contig_1441,426,6,570,16,0.593694088,20.38519978,0.750459422
Grac_v1_contig_14410,1172,403,1914,609,14.4943421,24.88078264,10.3826093
Grac_v1_contig_14411,1691,595,1621,1259,14.83181949,14.60458171,14.87643789
Grac_v1_contig_14412,1862,324,746,744,7.334768422,6.103920468,7.983808101
Grac_v1_contig_14413,1143,370,600,583,13.6450951,7.997508963,10.19152455
Grac_v1_contig_14414,2222,271,387,515,5.140984676,2.653484933,4.631055708
Grac_v1_contig_14415,498,9,45,36,0.761788197,1.37667963,1.444408345
Grac_v1_contig_14416,406,34,197,86,3.529993913,7.392475742,4.23242478
Grac_v1_contig_14417,3051,213,709,781,2.942784561,3.540411502,5.114764674
Grac_v1_contig_14418,399,28,90,0,2.958054755,3.436523588,0
Grac_v1_contig_14419,1226,35,127,89,1.203368523,1.578203369,1.450495438
Grac_v1_contig_1442,331,138,443,235,17.57406246,20.39038603,14.18589364
Grac_v1_contig_14420,2766,608,778,934,9.265577149,4.285259602,6.747012756
Grac_v1_contig_14421,1026,346,1761,1099,14.21509646,26.14939893,21.40263093
Grac_v1_contig_14422,1128,331,700,787,12.36915316,9.454501952,13.94063202
Grac_v1_contig_14423,756,93,833,258,5.185399555,16.78699347,6.81890659
Grac_v1_contig_14424,624,78,204,63,5.269035032,4.980756303,2.017310693
Grac_v1_contig_14425,888,7,126,57,0.332281488,2.161759095,1.28256304
Grac_v1_contig_14426,518,57,124,47,4.638378329,3.647049358,1.812946252
Grac_v1_contig_14427,710,415,1110,794,24.63830466,23.81849659,22.34492928
Grac_v1_contig_14428,2206,280,443,415,5.350244094,3.05948222,3.758888292
Grac_v1_contig_14429,650,2,150,33,0.129699324,3.515827979,1.014419091
Grac_v1_contig_1443,1158,972,4908,1360,35.38170674,64.57221887,23.46643839
Grac_v1_contig_14430,3620,1098,2541,2798,12.78541539,10.69413864,15.44386407
Grac_v1_contig_14431,604,309,1049,698,21.56465993,26.45990405,23.09060514
Grac_v1_contig_14432,1048,40,125,34,1.608865659,1.817182082,0.648237969
Grac_v1_contig_14433,1088,42,235,105,1.627201995,3.290702964,1.928311692
Grac_v1_contig_14434,1457,317,544,441,9.17108637,5.688386059,6.047778385
Grac_v1_contig_14435,1917,645,2193,1467,14.1826921,17.42874976,15.29061072
Grac_v1_contig_14436,498,3,29,63,0.253929399,0.887193539,2.527714603
Grac_v1_contig_14437,1602,123,516,359,3.236411031,4.907235556,4.477635814
Grac_v1_contig_14438,2856,220,750,693,3.247024389,4.000854668,4.848326539
Grac_v1_contig_14439,406,92,37,35,9.551748235,1.38843453,1.722498457
Grac_v1_contig_1444,258,5,29,83,0.816904656,1.712489855,6.427990366
Grac_v1_contig_14440,218,303,204,205,58.58780237,14.25684373,18.78945565
Grac_v1_contig_14441,213,98,50,244,19.39400688,3.576350839,22.88901236
Grac_v1_contig_14442,510,57,47,212,4.711137205,1.404033265,8.305820011
Grac_v1_contig_14443,778,264,322,1068,14.30360153,6.305593795,27.42890602
Grac_v1_contig_14444,3208,148,2133,3644,1.944681259,10.12992457,22.69660186
Grac_v1_contig_14445,334,7,20,21,0.883431023,0.912290693,1.256289294
Grac_v1_contig_14446,270,19,97,2,2.966271573,5.473406273,0.148007275
Grac_v1_contig_14447,1114,310,830,398,11.72998822,11.35122199,7.138627358
Grac_v1_contig_14448,1073,257,1435,930,10.09611932,20.37520067,17.31809259
Grac_v1_contig_14449,1864,477,983,683,10.78682279,8.034471699,7.321357712
Grac_v1_contig_1445,1062,2343,9313,4720,92.99697988,133.6025667,88.80436489
Grac_v1_contig_14450,391,70,175,42,7.546444035,6.818847955,2.146294753
Grac_v1_contig_14451,1569,22,135,41,0.591045357,1.310872765,0.522128914
Grac_v1_contig_14452,398,54,100,102,5.719153602,3.827953411,5.120754207
Grac_v1_contig_14453,238,0,5,1,0,0.320068373,0.083953706
Grac_v1_contig_14454,712,931,2439,1479,55.11765859,52.18930605,41.50543894
Grac_v1_contig_14455,215,0,701,0,0,49.67401608,0
Grac_v1_contig_14456,2722,315,699,582,4.878019207,3.912359643,4.272201169
Grac_v1_contig_14457,5272,992,2534,3647,7.931536801,7.322863257,13.82220063
Grac_v1_contig_14458,1679,93,418,440,2.334819573,3.792934135,5.236231164
Grac_v1_contig_14459,387,10,41,52,1.089206208,1.614070898,2.684783125
Grac_v1_contig_1446,1111,3753,16185,9287,142.3919962,221.9465304,167.0237451
Grac_v1_contig_14460,218,114,296,223,22.04293555,20.68640071,20.43926151
Grac_v1_contig_14461,1892,657,1512,1323,14.63744616,12.17531972,13.97190239
Grac_v1_contig_14462,1386,376,691,742,11.43525063,7.595642793,10.69688941
Grac_v1_contig_14463,1027,1153,2973,1676,47.32383557,44.10361426,32.60771763
Grac_v1_contig_14464,1758,1259,3015,1748,30.18755452,26.12872158,19.86732464
Grac_v1_contig_14465,639,216,770,552,14.24865811,18.35860097,17.2605667
Grac_v1_contig_14466,363,474,744,1063,55.0418205,31.22597632,58.51180158
Grac_v1_contig_14467,611,44,173,78,3.03551609,4.313746385,2.550763672
Grac_v1_contig_14468,1375,609,1430,799,18.66962813,15.84466476,11.61076705
Grac_v1_contig_14469,525,343,843,397,27.53948977,24.46346592,15.10942837
Grac_v1_contig_1447,2663,13908,18936,13961,220.1479211,108.3345027,104.7519681
Grac_v1_contig_14470,575,206,648,471,15.10151258,17.1694695,16.36703056
Grac_v1_contig_14471,1162,176,459,319,6.384510607,6.018056669,5.485312642
Grac_v1_contig_14472,1767,419,799,677,9.995362437,6.889059652,7.655418722
Grac_v1_contig_14473,1292,653,1800,1149,21.30451935,21.22558687,17.76946473
Grac_v1_contig_14474,311,145,384,184,19.6529924,18.81137542,11.82154568
Grac_v1_contig_14475,807,1066,2543,1308,55.68070725,48.00898684,32.38553233
Grac_v1_contig_14476,1276,119,220,101,3.931129585,2.62676803,1.581566765
Grac_v1_contig_14477,289,172,614,365,25.08717026,32.36832633,25.23549643
Grac_v1_contig_14478,451,4,101,65,0.373856144,3.411886279,2.879742431
Grac_v1_contig_14479,385,6,29,14,0.656918653,1.147590604,0.726581167
Grac_v1_contig_1448,2467,506,1274,866,8.645745362,7.867739898,7.01399696
Grac_v1_contig_14480,455,104,515,231,9.634806915,17.24429913,10.14419091
Grac_v1_contig_14481,278,6,16,40,0.909761444,0.876849184,2.874961453
Grac_v1_contig_14482,1052,148,640,719,5.930168705,9.268595939,13.65620355
Grac_v1_contig_14483,634,62,304,291,4.12214728,7.305232477,9.17108169
Grac_v1_contig_14484,2211,218,743,384,4.156127135,5.119762166,3.470238411
Grac_v1_contig_14485,1307,2931,4697,3142,94.52818166,54.75133186,48.03385292
Grac_v1_contig_14486,1032,1186,2974,2443,48.44244611,43.90469681,47.29994116
Grac_v1_contig_14487,754,326,900,636,18.2249912,18.18531713,16.8539849
Grac_v1_contig_14488,3860,629,1179,1095,6.868856031,4.653462472,5.668180156
Grac_v1_contig_14489,1413,776,1111,1322,23.14944761,11.9790289,18.69416726
Grac_v1_contig_1449,2364,3132,7745,7596,55.84642206,49.91414834,64.20285112
Grac_v1_contig_14490,690,6,51,45,0.366541567,1.126084034,1.303107528
Grac_v1_contig_14491,790,64,84,113,3.414868274,1.619951119,2.858039212
Grac_v1_contig_14492,523,20,186,47,1.611941884,5.418274093,1.79561407
Grac_v1_contig_14493,633,101,161,267,6.725719282,3.875001558,8.42799719
Grac_v1_contig_14494,2136,650,1490,1598,12.82723884,10.62758863,14.94831901
Grac_v1_contig_14495,485,114,454,251,9.907958658,14.2614548,10.34067321
Grac_v1_contig_14496,2327,436,669,545,7.897891788,4.38005385,4.679688545
Grac_v1_contig_14497,2307,269,577,740,4.915025309,3.810464625,6.409157674
Grac_v1_contig_14498,1369,313,2061,850,9.637446107,22.93634746,12.40601518
Grac_v1_contig_14499,1158,33,125,53,1.201230784,1.644565476,0.914500908
Grac_v1_contig_145,607,264,940,1060,18.33311695,23.59331021,34.89265408
Grac_v1_contig_1450,904,373,1085,700,17.39247847,18.28567612,15.47199941
Grac_v1_contig_14500,912,8,195,109,0.369756844,3.257537985,2.388077905
Grac_v1_contig_14501,274,7,45,26,1.076883072,2.50214035,1.896005601
