Contig ID,Size,Ncfi_ech1,Ncfi_ech2,Ncfi_ENV_F1 RPKM,Ncfi_ENV_F2 RPKM
Ncfi_contig_11795,1356,48,70,0.595160259,0.852177884
Ncfi_contig_11796,1619,1194,1358,12.39966221,13.84665367
Ncfi_contig_11797,3239,1652,856,8.575342433,4.362693725
Ncfi_contig_11798,1987,2536,2547,21.45871731,21.1603568
Ncfi_contig_11799,1982,2,7,0.016965971,0.058302382
Ncfi_contig_118,844,2499,4204,49.7824408,82.22656902
Ncfi_contig_1180,3868,1146,1366,4.981389817,5.829833379
Ncfi_contig_11800,1946,162,390,1.399666458,3.308366996
Ncfi_contig_11801,365,140,158,6.448928289,7.145886782
Ncfi_contig_11802,222,5,20,0.378677417,1.487198469
Ncfi_contig_11803,260,40,0,2.58665805,0
Ncfi_contig_11804,346,42,114,2.040918057,5.439020067
Ncfi_contig_11805,443,37,28,1.404269212,1.043388904
Ncfi_contig_11806,1602,231,197,2.424386431,2.029998061
Ncfi_contig_11807,2924,0,12,0,0.067747892
Ncfi_contig_11808,586,2,6,0.057383199,0.169022898
Ncfi_contig_11809,2048,777,700,6.378865469,5.642349662
Ncfi_contig_1181,633,1387,2581,36.84046706,67.30947499
Ncfi_contig_11810,1272,253,220,3.344150285,2.855140458
Ncfi_contig_11811,699,780,1016,18.76159701,23.99431968
Ncfi_contig_11812,2649,226,509,1.434428341,3.171960224
Ncfi_contig_11813,1274,2,1,0.02639447,0.012957538
Ncfi_contig_11814,3258,1408,1221,7.266143177,6.186663467
Ncfi_contig_11815,1384,76,88,0.923272454,1.049635452
Ncfi_contig_11816,351,138,222,6.61034835,10.44089592
Ncfi_contig_11817,761,459,538,10.14099118,11.67050173
Ncfi_contig_11818,1897,166,266,1.471272554,2.314761308
Ncfi_contig_11819,255,10,2,0.659344209,0.129473749
Ncfi_contig_1182,652,2151,3251,55.46834283,82.31164522
Ncfi_contig_11820,5483,1142,1681,3.501871732,5.06105872
Ncfi_contig_11821,2785,236,459,1.424751687,2.720692094
Ncfi_contig_11822,1182,11,21,0.15646874,0.293287617
Ncfi_contig_11823,590,1239,812,35.30788238,22.71935126
Ncfi_contig_11824,1595,587,846,6.187707705,8.755915954
Ncfi_contig_11825,1066,1307,1678,20.61440287,25.98523569
Ncfi_contig_11826,2641,3021,2088,19.23245392,13.05130689
Ncfi_contig_11827,2970,41,173,0.232102482,0.961571455
Ncfi_contig_11828,2120,1126,1295,8.930070881,10.08383698
Ncfi_contig_11829,665,237,199,5.99210034,4.939958946
Ncfi_contig_1183,5048,1491,1227,4.966045264,4.012519214
Ncfi_contig_11830,1157,1712,1677,24.878419,23.92718526
Ncfi_contig_11831,312,9,16,0.484998384,0.846559129
Ncfi_contig_11832,1576,2721,2283,29.02850736,23.91341534
Ncfi_contig_11833,3106,1945,2032,10.52859768,10.7997614
Ncfi_contig_11834,1884,1070,1604,9.548942005,14.05449917
Ncfi_contig_11835,4745,339,781,1.201201478,2.717106902
Ncfi_contig_11836,241,0,0,0,0
Ncfi_contig_11837,672,559,603,13.98604468,14.81289511
Ncfi_contig_11838,1808,2017,1730,18.75684755,15.79572578
Ncfi_contig_11839,1333,1544,1898,19.4746438,23.50487615
Ncfi_contig_1184,2052,780,1348,6.391011848,10.84437293
Ncfi_contig_11840,1210,290,1147,4.02962845,15.64840062
Ncfi_contig_11841,1027,223,194,3.650789526,3.118338056
Ncfi_contig_11842,1490,2480,4642,27.98451528,51.42931931
Ncfi_contig_11843,1443,1,6,0.011651613,0.068639929
Ncfi_contig_11844,312,554,983,29.85434499,52.01047647
Ncfi_contig_11845,2001,678,895,5.696852587,7.3835948
Ncfi_contig_11846,219,90,28,6.909566024,2.110599472
Ncfi_contig_11847,2862,407,121,2.390986677,0.697923223
Ncfi_contig_11848,204,17,14,1.401106444,1.132895305
Ncfi_contig_11849,967,2044,2003,35.53913015,34.19372257
Ncfi_contig_1185,1631,3110,2669,32.05965204,27.01385232
Ncfi_contig_11850,2337,695,1018,5.00009745,7.19086233
Ncfi_contig_11851,1711,415,599,4.078030444,5.779213269
Ncfi_contig_11852,515,209,274,6.823252351,8.782845485
Ncfi_contig_11853,270,1360,1346,84.6891006,82.29495352
Ncfi_contig_11854,2135,64072,48399,504.5715713,374.2229498
Ncfi_contig_11855,966,2566,3244,44.66135571,55.4364776
Ncfi_contig_11856,1784,331,526,3.119503808,4.867240461
Ncfi_contig_11857,1683,135,207,1.348658609,2.030383793
Ncfi_contig_11858,1852,363,520,3.295474983,4.635048361
Ncfi_contig_11859,1724,605,789,5.900251033,7.554950972
Ncfi_contig_1186,1770,577,708,5.480938427,6.603161204
Ncfi_contig_11860,1248,9,24,0.121249596,0.317459673
Ncfi_contig_11861,2180,44,37,0.339350551,0.280180005
Ncfi_contig_11862,1376,821,313,10.03175922,3.755068054
Ncfi_contig_11863,3186,2710,3160,14.30131248,16.37318692
Ncfi_contig_11864,648,285,5,7.394728453,0.127375795
Ncfi_contig_11865,2890,4139,3092,24.07963835,17.6617426
Ncfi_contig_11866,1593,160,134,1.688715864,1.388612055
Ncfi_contig_11867,868,314,488,6.082222442,9.280940863
Ncfi_contig_11868,1548,553,772,6.006293514,8.232623465
Ncfi_contig_11869,1987,1463,1901,12.37937832,15.79341903
Ncfi_contig_1187,1155,2337,2613,34.0195923,37.34645071
Ncfi_contig_11870,2616,40,22,0.257083751,0.138827931
Ncfi_contig_11871,608,6,18,0.1659205,0.488720813
Ncfi_contig_11872,1899,5907,4033,52.29912014,35.05864815
Ncfi_contig_11873,1002,144,177,2.416279376,2.916066699
Ncfi_contig_11874,1447,247,277,2.869992743,3.160116886
Ncfi_contig_11875,1322,453,673,5.761281867,8.403796313
Ncfi_contig_11876,1940,487,212,4.220652607,1.803956411
Ncfi_contig_11877,1431,880,1316,10.33940185,15.18127209
Ncfi_contig_11878,2997,2,131,0.011220072,0.721566665
Ncfi_contig_11879,1507,546,740,6.091605454,8.106070489
Ncfi_contig_1188,1309,1508,1078,19.3693065,13.59474366
Ncfi_contig_11880,819,35008,27491,718.6803572,554.1132621
Ncfi_contig_11881,820,324,256,6.643294943,5.153686793
Ncfi_contig_11882,1744,1061,959,10.22871975,9.077453547
Ncfi_contig_11883,1939,601,463,5.211335571,3.941804587
Ncfi_contig_11884,1578,1545,1529,16.46166886,15.99530019
Ncfi_contig_11885,236,0,0,0,0
Ncfi_contig_11886,1299,1273,1184,16.47675291,15.04646433
Ncfi_contig_11887,2263,1842,1821,13.68539851,13.28364621
Ncfi_contig_11888,3895,32076,22245,138.4602525,94.27941013
Ncfi_contig_11889,2258,200,302,1.489218541,2.207877196
Ncfi_contig_1189,1360,488,727,6.03299951,8.824445212
Ncfi_contig_11890,1897,51,337,0.452017472,2.93261113
Ncfi_contig_11891,622,194,295,5.244012542,7.829310913
Ncfi_contig_11892,592,130,282,3.692104818,7.863561907
Ncfi_contig_11893,1079,16,56,0.249316439,0.856758636
Ncfi_contig_11894,1004,324,544,5.425798658,8.944521153
Ncfi_contig_11895,2087,2,1,0.016112388,0.007909872
Ncfi_contig_11896,243,0,0,0,0
Ncfi_contig_11897,649,76,156,1.968889178,3.96800134
Ncfi_contig_11898,2989,1805,2023,10.15321699,11.17279618
Ncfi_contig_11899,753,0,4,0,0.087691384
Ncfi_contig_119,1519,11771,9437,130.2890635,102.5576568
Ncfi_contig_1190,4467,529,628,1.991095524,2.320788693
Ncfi_contig_11900,652,83,86,2.140340518,2.17742279
Ncfi_contig_11901,342,3,2,0.147484889,0.096537445
Ncfi_contig_11902,758,427,1626,9.471331685,35.411412
Ncfi_contig_11903,1910,3367,2352,29.63890301,20.32805648
Ncfi_contig_11904,2988,588,719,3.308636903,3.972283221
Ncfi_contig_11905,963,1730,2055,30.20453766,35.22714505
Ncfi_contig_11906,687,217,329,5.310744075,7.905531427
Ncfi_contig_11907,3067,10006,9563,54.8528376,51.47214753
Ncfi_contig_11908,334,6,5,0.302034922,0.247124297
Ncfi_contig_11909,1415,0,0,0,0
Ncfi_contig_1191,888,733,1906,13.87852734,35.43250353
Ncfi_contig_11910,509,8243,5650,272.2826031,183.2409666
Ncfi_contig_11911,543,4,0,0.123854713,0
Ncfi_contig_11912,1821,3936,4449,36.34105412,40.33149945
Ncfi_contig_11913,531,105,216,3.324659358,6.715079191
Ncfi_contig_11914,1636,0,3,0,0.030271216
Ncfi_contig_11915,3366,562,696,2.807207919,3.41339884
Ncfi_contig_11916,616,149,4,4.066847924,0.107194175
Ncfi_contig_11917,1563,170,150,1.828699389,1.584251728
Ncfi_contig_11918,990,31,85,0.526476361,1.417345208
Ncfi_contig_11919,1097,0,2,0,0.03009645
Ncfi_contig_1192,1467,1558,1315,17.85622772,14.7974727
Ncfi_contig_11920,1915,928,1032,8.147635173,8.896164964
Ncfi_contig_11921,1024,478,739,7.848385313,11.91341829
Ncfi_contig_11922,2096,926,1830,7.428003245,14.4129115
Ncfi_contig_11923,940,8,18,0.143091722,0.316108781
Ncfi_contig_11924,253,0,1,0,0.065248628
Ncfi_contig_11925,2018,1390,2512,11.58099875,20.54898531
Ncfi_contig_11926,1749,1042,1591,10.0168296,15.01662304
Ncfi_contig_11927,1225,570,715,7.823320877,9.635225022
Ncfi_contig_11928,1042,1468,1006,23.68703562,15.93757239
Ncfi_contig_11929,286,3,2,0.176363049,0.115439881
Ncfi_contig_1193,990,321,419,5.451577799,6.986678143
Ncfi_contig_11930,1924,19,50,0.166035483,0.428999558
Ncfi_contig_11931,1136,1756,3563,25.98953784,51.77610777
Ncfi_contig_11932,661,85,58,2.162070458,1.44849981
Ncfi_contig_11933,2780,940,838,5.685064994,4.976123281
Ncfi_contig_11934,594,229,114,6.481886376,3.168183406
Ncfi_contig_11935,591,312,386,8.876044882,10.78181144
Ncfi_contig_11936,407,16,42,0.660964219,1.703518247
Ncfi_contig_11937,559,608,1210,18.28707086,35.7326702
Ncfi_contig_11938,1549,518,376,5.622516239,4.007082977
Ncfi_contig_11939,278,0,0,0,0
Ncfi_contig_1194,2417,3737,3659,25.99553883,24.99065665
Ncfi_contig_11940,1086,3318,3125,51.36874232,47.50202293
Ncfi_contig_11941,1318,127,1388,1.620095766,17.38465051
Ncfi_contig_11942,1346,525,720,6.557927634,8.830379025
Ncfi_contig_11943,3726,5416,5685,24.43926731,25.18717891
Ncfi_contig_11944,331,327,0,16.61009572,0
Ncfi_contig_11945,1341,724,1175,9.077414454,14.46441912
Ncfi_contig_11946,235,280,326,20.03284107,22.90032503
Ncfi_contig_11947,1077,1025,1025,16.0014942,15.71086405
Ncfi_contig_11948,898,1406,1310,26.32457452,24.08168479
Ncfi_contig_11949,627,0,600,0,15.79703637
Ncfi_contig_1195,417,442,422,17.82126757,16.7058395
Ncfi_contig_11950,649,980,1782,25.38830782,45.32678454
Ncfi_contig_11951,803,8,2,0.167504631,0.041115574
Ncfi_contig_11952,2007,599,710,5.018013511,5.839866037
Ncfi_contig_11953,714,150,206,3.532201118,4.762784342
Ncfi_contig_11954,1545,534,915,5.811190997,9.776525084
Ncfi_contig_11955,1485,1707,2056,19.32677737,22.85538625
Ncfi_contig_11956,2162,293,701,2.278580137,5.35246994
Ncfi_contig_11957,3857,278,798,1.211846278,3.415428209
Ncfi_contig_11958,935,385,850,6.923114192,15.00718455
Ncfi_contig_11959,2017,6025,4913,50.22310158,40.20987977
Ncfi_contig_1196,2618,4535,4578,29.12460377,28.86676088
Ncfi_contig_11960,381,36,35,1.588656125,1.51647403
Ncfi_contig_11961,1979,62,89,0.526742392,0.742396851
Ncfi_contig_11962,221,13,21,0.989016313,1.568624268
Ncfi_contig_11963,3617,350,569,1.626941405,2.59690263
Ncfi_contig_11964,1434,1209,1356,14.1752108,15.6099836
Ncfi_contig_11965,1110,1208,1509,18.2976928,22.4418249
Ncfi_contig_11966,1247,114,163,1.537059836,2.157809295
Ncfi_contig_11967,628,291,305,7.790865766,8.017373277
Ncfi_contig_11968,1421,1806,3477,21.36859877,40.39266627
Ncfi_contig_11969,1204,10,2,0.13964516,0.027421766
Ncfi_contig_1197,1061,410,454,6.497119418,7.063702136
Ncfi_contig_11970,1561,1665,1782,17.93344442,18.84502445
Ncfi_contig_11971,1791,1396,1378,13.10515642,12.70122297
Ncfi_contig_11972,1723,789,1404,7.699173423,13.45159363
Ncfi_contig_11973,2261,2,10,0.014872426,0.073011513
Ncfi_contig_11974,1363,1634,1834,20.156196,22.21239481
Ncfi_contig_11975,1193,987,1133,13.91006263,15.6776648
Ncfi_contig_11976,1162,615,621,8.89859342,8.822209784
Ncfi_contig_11977,417,39,74,1.572464786,2.929460007
Ncfi_contig_11978,302,32,35,1.781539319,1.913167567
Ncfi_contig_11979,302,14,14,0.779423452,0.765267027
Ncfi_contig_1198,508,446,457,14.76126316,14.85061353
Ncfi_contig_11980,1489,1197,1890,13.51611347,20.95361766
Ncfi_contig_11981,2376,1913,2261,13.53695266,15.70890939
Ncfi_contig_11982,2184,2251,2248,17.32906926,16.99165108
Ncfi_contig_11983,3828,1249,2185,5.485836828,9.42261444
Ncfi_contig_11984,562,4837,6043,144.7078691,177.5040176
Ncfi_contig_11985,1132,27016,27400,401.2610426,399.5729174
Ncfi_contig_11986,321,0,7,0,0.359985424
Ncfi_contig_11987,509,258,347,8.522250589,11.25391423
Ncfi_contig_11988,3194,2630,2623,13.8443705,13.55674064
Ncfi_contig_11989,1025,84,135,1.377868581,2.174211616
Ncfi_contig_1199,2595,4090,4671,26.49953921,29.71422542
Ncfi_contig_11990,1133,1,2,0.014839609,0.029140164
Ncfi_contig_11991,1520,1440,2147,15.92836799,23.317413
Ncfi_contig_11992,2383,160,168,1.128881398,1.163796771
Ncfi_contig_11993,4580,2134,2164,7.833959347,7.799803955
Ncfi_contig_11994,805,174,223,3.634174229,4.572996734
Ncfi_contig_11995,759,11,38,0.243670686,0.826482628
Ncfi_contig_11996,819,277,318,5.686541903,6.409661975
Ncfi_contig_11997,282,2,0,0.119243102,0
Ncfi_contig_11998,1553,3371,2952,36.49552985,31.37883431
Ncfi_contig_11999,1414,234,313,2.782395257,3.654153919
Ncfi_contig_12,5386,1067,1971,3.330814501,6.041046571
Ncfi_contig_120,1046,924,1086,14.8522641,17.13918037
Ncfi_contig_1200,3266,1629,1519,8.386046773,7.677741786
Ncfi_contig_12000,498,16,25,0.540185617,0.82870999
Ncfi_contig_12001,1109,4837,4815,73.33257206,71.67317673
Ncfi_contig_12002,1070,1477,1750,23.20860804,26.99890679
Ncfi_contig_12003,2709,2491,2298,15.46027088,14.00338173
Ncfi_contig_12004,4016,765,883,3.202728375,3.629601185
Ncfi_contig_12005,1659,444,425,4.499755957,4.228968523
Ncfi_contig_12006,1716,17,11,0.166565102,0.105819891
Ncfi_contig_12007,912,1945,2474,35.85726359,44.78130707
Ncfi_contig_12008,1089,12,36,0.185270274,0.545715802
Ncfi_contig_12009,1446,10,19,0.116274394,0.216908822
Ncfi_contig_1201,1913,2993,2613,26.30535234,22.54843208
Ncfi_contig_12010,573,412,336,12.08912785,9.680026896
Ncfi_contig_12011,3606,0,1,0,0.004577899
Ncfi_contig_12012,831,529,778,10.70303695,15.4550524
Ncfi_contig_12013,3429,2591,19281,12.70434574,92.82265323
Ncfi_contig_12014,408,638,757,26.29135033,30.62863377
Ncfi_contig_12015,430,156,177,6.099700611,6.795113565
Ncfi_contig_12016,2322,6153,9042,44.55301265,64.28271275
Ncfi_contig_12017,268,282,629,17.69158286,38.74429475
Ncfi_contig_12018,590,396,422,11.28484376,11.80734758
Ncfi_contig_12019,2939,39,32,0.223109158,0.179738992
Ncfi_contig_1202,945,2481,1803,44.14152491,31.49603082
Ncfi_contig_12020,3750,2896,3010,12.98433363,13.25034348
Ncfi_contig_12021,1703,89,283,0.878673918,2.743239314
Ncfi_contig_12022,3085,1134,1252,6.180310044,6.699479601
Ncfi_contig_12023,561,259,316,7.762279549,9.298569253
Ncfi_contig_12024,1755,7725,3135,74.00716087,29.48847632
Ncfi_contig_12025,1508,406,444,4.526651587,4.860417067
Ncfi_contig_12026,1378,97,104,1.18351807,1.245879472
Ncfi_contig_12027,1211,339,356,4.706606947,4.85286001
Ncfi_contig_12028,3558,447,388,2.112292008,1.800187287
Ncfi_contig_12029,560,8,41,0.240189676,1.208614328
Ncfi_contig_1203,1945,12156,10751,105.0808222,91.24753998
Ncfi_contig_12030,831,286,421,5.786519031,8.363209587
Ncfi_contig_12031,1611,803,863,8.380547294,8.843153506
Ncfi_contig_12032,1862,536,475,4.839912269,4.211199747
Ncfi_contig_12033,3165,1194,795,6.342828791,4.146534879
Ncfi_contig_12034,2102,1008,951,8.062694359,7.468608831
Ncfi_contig_12035,1117,312,440,4.696277999,6.502665465
Ncfi_contig_12036,857,18,14,0.35313768,0.269674028
Ncfi_contig_12037,3771,1187,1623,5.292325692,7.104833356
Ncfi_contig_12038,2367,543,739,3.857038271,5.153924936
Ncfi_contig_12039,1752,754,881,7.235851086,8.3010631
Ncfi_contig_1204,3967,1623,1880,6.878736853,7.823256279
Ncfi_contig_12040,1651,2,0,0.020367386,0
Ncfi_contig_12041,1874,0,0,0,0
Ncfi_contig_12042,1963,428,695,3.665859753,5.844621799
Ncfi_contig_12043,1448,345,534,4.005925882,6.087859259
Ncfi_contig_12044,3412,3158,3332,15.56164414,16.12084784
Ncfi_contig_12045,1723,706,1031,6.889247702,9.877915266
Ncfi_contig_12046,2387,3409,2775,24.01192392,19.19121527
Ncfi_contig_12047,237,45,22,3.192394429,1.532379182
Ncfi_contig_12048,891,158,312,2.981479032,5.780545162
Ncfi_contig_12049,1699,636,892,6.293846014,8.666891986
Ncfi_contig_1205,1927,1776,2267,15.49578647,19.42055845
Ncfi_contig_12050,1386,4188,3246,50.80375572,38.66136592
Ncfi_contig_12051,600,138,118,3.867053785,3.246554259
Ncfi_contig_12052,631,766,1082,20.41041273,28.30673702
Ncfi_contig_12053,533,698,1026,22.01813803,31.776939
Ncfi_contig_12054,1014,354,435,5.869724036,7.081792711
Ncfi_contig_12055,342,134,499,6.587658367,24.0860924
Ncfi_contig_12056,1086,465,626,7.199055208,9.515605234
Ncfi_contig_12057,813,246,327,5.087412327,6.639710067
Ncfi_contig_12058,227,193,234,14.29498909,17.01695729
Ncfi_contig_12059,1419,1332,1540,15.78244214,17.91555365
Ncfi_contig_1206,1491,4275,5063,48.20708287,56.05601136
Ncfi_contig_12060,1423,224,282,2.646643795,3.271418587
Ncfi_contig_12061,2279,1588,1425,11.71543852,10.32196656
Ncfi_contig_12062,545,108,182,3.331805415,5.512730913
Ncfi_contig_12063,2236,685,1678,5.150758035,12.38831004
Ncfi_contig_12064,1685,1620,1548,16.16469393,15.16571742
Ncfi_contig_12065,1654,72,146,0.73189599,1.457166771
Ncfi_contig_12066,3436,740,857,3.621020145,4.117366961
Ncfi_contig_12067,937,575,765,10.31764617,13.47763693
Ncfi_contig_12068,238,121,96,8.547926707,6.658649954
Ncfi_contig_12069,987,865,831,14.73504041,13.89875117
Ncfi_contig_1207,2096,4584,4118,36.77102254,32.43298883
Ncfi_contig_12070,3552,2238,4215,10.59350075,19.58919234
Ncfi_contig_12071,1487,441,745,4.986318292,8.270603727
Ncfi_contig_12072,1076,462,617,7.219083758,9.465962971
Ncfi_contig_12073,4473,83,347,0.31198346,1.280626502
Ncfi_contig_12074,1149,105,206,1.536461374,2.959641445
Ncfi_contig_12075,1196,1279,1616,17.98008503,22.3049927
Ncfi_contig_12076,2704,630,1438,3.917294643,8.778980965
Ncfi_contig_12077,1340,8,35,0.100377775,0.431176571
Ncfi_contig_12078,2254,507,972,3.781868502,7.11875853
Ncfi_contig_12079,362,92,91,4.272987607,4.149776724
Ncfi_contig_1208,4035,3764,4436,15.68405845,18.14846537
Ncfi_contig_12080,691,0,0,0,0
Ncfi_contig_12081,210,0,0,0,0
Ncfi_contig_12082,796,38,62,0.802643892,1.28579144
Ncfi_contig_12083,2275,377,605,2.786200242,4.390013767
Ncfi_contig_12084,571,634,761,18.66833244,22.00090051
Ncfi_contig_12085,1366,44,47,0.541569694,0.567987878
Ncfi_contig_12086,1643,7191,6603,73.58750897,66.34308191
Ncfi_contig_12087,246,2,2,0.136693312,0.134210594
Ncfi_contig_12088,360,802,461,37.45624559,21.13928691
Ncfi_contig_12089,1972,3659,3052,31.19664388,25.54874239
Ncfi_contig_1209,3252,636,814,3.288205528,4.132051983
Ncfi_contig_12090,431,1199,1881,46.7728991,72.0449317
Ncfi_contig_12091,2063,13688,3145,111.5560543,25.16595006
Ncfi_contig_12092,3408,401,497,1.978322831,2.407402522
Ncfi_contig_12093,2278,1330,1861,9.816355944,13.48604368
Ncfi_contig_12094,3444,590,989,2.880323351,4.740509895
Ncfi_contig_12095,2802,433,1052,2.598197388,6.197827968
Ncfi_contig_12096,318,254,229,13.42947308,11.88776663
Ncfi_contig_12097,2606,1726,1794,11.13573164,11.36422794
Ncfi_contig_12098,1200,2901,2630,40.64609793,36.17982076
Ncfi_contig_12099,1274,1374,900,18.13300082,11.66178392
Ncfi_contig_121,1463,561,311,6.447196568,3.509198794
Ncfi_contig_1210,1298,1317,1469,17.05938847,18.68267298
Ncfi_contig_12100,635,266,646,7.043042155,16.79386668
Ncfi_contig_12101,2132,333,279,2.626088813,2.160274362
Ncfi_contig_12102,3111,1542,1337,8.333678442,7.094524694
Ncfi_contig_12103,224,14,11,1.050829833,0.810655951
Ncfi_contig_12104,1953,15641,16264,134.6525707,137.47288
Ncfi_contig_12105,1489,1188,749,13.41448856,8.303841071
Ncfi_contig_12106,812,67,70,1.387302439,1.423095087
Ncfi_contig_12107,1789,1951,2185,18.33577644,20.16197209
Ncfi_contig_12108,1438,947,1559,11.07244341,17.89695465
Ncfi_contig_12109,2396,97,103,0.680671077,0.709646916
Ncfi_contig_1211,777,1614,3485,34.92487722,74.04123808
Ncfi_contig_12110,637,28,26,0.739045157,0.67379196
Ncfi_contig_12111,1982,1047,1259,8.881685852,10.48609984
Ncfi_contig_12112,2540,1430,2673,9.465742745,17.37229321
Ncfi_contig_12113,2811,520,834,3.110246961,4.897755642
Ncfi_contig_12114,1076,1975,2357,30.86080178,36.16089907
Ncfi_contig_12115,1841,933,1141,8.520797253,10.2311338
Ncfi_contig_12116,1253,1095,2958,14.69316733,38.97077183
Ncfi_contig_12117,1394,2135,1740,25.75060767,20.60527348
Ncfi_contig_12118,1831,617,901,5.665642878,8.123222617
Ncfi_contig_12119,2806,2141,2144,12.82866242,12.61330864
Ncfi_contig_1212,4076,4575,7623,18.87162506,30.87334265
Ncfi_contig_12120,958,1183,1520,20.76211594,26.19207993
Ncfi_contig_12121,1537,4,12,0.043756089,0.128884083
Ncfi_contig_12122,1617,82,163,0.852621361,1.664061961
Ncfi_contig_12123,2496,24,18,0.161666128,0.119047377
Ncfi_contig_12124,3611,1096,1338,5.10311602,6.116747224
Ncfi_contig_12125,1377,1025,1341,12.51532989,16.07632385
Ncfi_contig_12126,3195,109,732,0.573598507,3.782092333
Ncfi_contig_12127,897,140,88,2.624145848,1.61950442
Ncfi_contig_12128,523,2,5,0.064295516,0.15781934
Ncfi_contig_12129,1090,3014,2545,46.49102555,38.5436818
Ncfi_contig_1213,3334,4258,3447,21.47298586,17.06740902
Ncfi_contig_12130,3635,2783,2533,12.87244864,11.50330628
Ncfi_contig_12131,1970,1218,1276,10.3952141,10.69242855
Ncfi_contig_12132,1305,2788,3320,35.91985991,41.99711724
Ncfi_contig_12133,1345,842,898,10.52548662,11.02163339
Ncfi_contig_12134,6968,2066,2505,4.985107771,5.934600609
Ncfi_contig_12135,1658,250,194,2.535174506,1.931564043
Ncfi_contig_12136,654,13,7,0.334208876,0.176690093
Ncfi_contig_12137,479,254,202,8.915600084,6.96157914
Ncfi_contig_12138,1824,19,38,0.175138305,0.343914646
Ncfi_contig_12139,1370,1578,1378,19.36595009,16.60429952
Ncfi_contig_1214,2428,2095,2605,14.50733772,17.71132098
Ncfi_contig_12140,1714,1148,1412,11.26116824,13.59927599
Ncfi_contig_12141,1383,886,1226,10.77119574,14.6339039
Ncfi_contig_12142,2838,1378,2157,8.163740716,12.5467043
Ncfi_contig_12143,1593,92,149,0.971011622,1.544053703
Ncfi_contig_12144,1496,991,739,11.13767235,8.154639254
Ncfi_contig_12145,285,113,127,6.666316974,7.356153271
Ncfi_contig_12146,583,816,2514,23.53282041,71.18502259
Ncfi_contig_12147,1023,12,32,0.197223194,0.516376243
Ncfi_contig_12148,3665,408,569,1.87171,2.562891354
Ncfi_contig_12149,1916,727,809,6.37956817,6.970194956
Ncfi_contig_1215,1984,1608,1768,13.62689009,14.71067163
Ncfi_contig_12150,1283,2417,2566,31.67396048,33.01580602
Ncfi_contig_12151,2701,2823,3015,17.5727071,18.42700021
Ncfi_contig_12152,329,123,143,6.285814927,7.17516757
Ncfi_contig_12153,437,244,331,9.387733792,12.5036977
Ncfi_contig_12154,974,360,458,6.214353015,7.762443099
Ncfi_contig_12155,585,299,326,8.593452855,9.199275865
Ncfi_contig_12156,1072,56740,27153,889.9117121,418.1334799
Ncfi_contig_12157,3713,458,668,2.073924324,2.96991091
Ncfi_contig_12158,2976,61,179,0.344626988,0.992914865
Ncfi_contig_12159,927,691,813,12.53287447,14.47780491
Ncfi_contig_1216,1833,1900,1827,17.42783792,16.45386732
Ncfi_contig_12160,321,5,1052,0.261889055,54.10066656
Ncfi_contig_12161,644,207,53,5.404267711,1.358569658
Ncfi_contig_12162,1817,1263,2197,11.6869396,19.9602988
Ncfi_contig_12163,1478,580,795,6.597903145,8.87942009
Ncfi_contig_12164,326,348,360,17.94791567,18.22958615
Ncfi_contig_12165,462,10,4,0.363923752,0.142925567
Ncfi_contig_12166,2047,1781,1980,14.62845477,15.96758572
Ncfi_contig_12167,1577,1078,1472,11.49315977,15.40877186
Ncfi_contig_12168,659,3,12,0.076539957,0.300599144
Ncfi_contig_12169,2696,1582,2066,9.865951308,12.65034407
Ncfi_contig_1217,2063,1743,2095,14.20530411,16.76396355
Ncfi_contig_12170,1353,1930,1169,23.98346285,14.26292581
Ncfi_contig_12171,1592,14,21,0.147855454,0.217755002
Ncfi_contig_12172,1347,149,266,1.85982058,3.259912547
Ncfi_contig_12173,616,524,498,14.30220344,13.34567484
Ncfi_contig_12174,937,1605,1885,28.79969061,33.20960211
Ncfi_contig_12175,1912,104,160,0.914529729,1.381414478
Ncfi_contig_12176,1650,662,393,6.74569066,3.931882353
Ncfi_contig_12177,2208,365,298,2.779368761,2.227968794
Ncfi_contig_12178,1122,701,735,10.50455205,10.81400063
Ncfi_contig_12179,1232,342,405,4.667322114,5.426705129
Ncfi_contig_1218,1418,2079,4330,24.65077825,50.40847675
Ncfi_contig_12180,1940,1509,1301,13.07795643,11.07050609
Ncfi_contig_12181,493,406,268,13.84622838,8.973870196
Ncfi_contig_12182,2473,3004,7344,20.42340683,49.02306498
Ncfi_contig_12183,874,54,91,1.038806608,1.71878624
Ncfi_contig_12184,534,0,0,0,0
Ncfi_contig_12185,992,6,7,0.10169321,0.116487219
Ncfi_contig_12186,2063,404,340,3.292566185,2.720643249
Ncfi_contig_12187,541,6,10,0.18646888,0.305136839
Ncfi_contig_12188,654,180,363,4.62750752,9.162643414
Ncfi_contig_12189,1591,2308,3030,24.39034825,31.43868392
Ncfi_contig_1219,2723,430,466,2.655052974,2.825076314
Ncfi_contig_12190,2856,29,112,0.170723054,0.647368745
Ncfi_contig_12191,1148,4577,8428,67.03342362,121.192166
Ncfi_contig_12192,2748,717,1017,4.386870394,6.109365852
Ncfi_contig_12193,285,3,7,0.176981867,0.405457267
Ncfi_contig_12194,639,276,299,7.262072835,7.724355243
Ncfi_contig_12195,1130,656,1046,9.760628252,15.28076686
Ncfi_contig_12196,1118,51,109,0.766974189,1.609446716
